Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
SAN,LAX,YX,MQ,47,93,1
PBI,EWR,NW,CO,179,897,1
LAX,SAN,CO,AA,55,93,1
MEX,GDL,NZ,MX,65,251,0
STL,MEM,CO,NW,68,228,1
SAN,SEA,NW,AS,169,912,0
CHC,AKL,AN,NZ,80,405,1
MBA,NBO,KL,KQ,60,234,1
LAX,KIX,CO,NW,770,4981,1
BGI,UVF,DL,JM,40,90,0
MEX,IAH,NW,CO,140,673,0
LAX,SAN,NW,MQ,55,93,1
SAN,LAX,NW,AA,54,93,0
LAX,SBA,NW,MQ,42,78,0
HAM,CPH,LH,SK,55,147,0
AMS,BRS,NW,WA,100,290,0
MEX,VER,AM,MX,50,165,0
LAX,GDL,AC,MX,180,1143,1
DCA,ORD,NH,UA,129,535,1
MEX,SLP,MX,VW,75,201,1
LAX,PSP,CO,AA,54,96,0
AMS,NWI,KL,UK,70,129,0
LAX,LAS,CO,HP,61,209,1
LAX,PHL,NZ,UA,297,2086,1
YUL,EWR,MX,AC,80,284,1
LAX,AKL,AN,NZ,765,5690,0
SDQ,EWR,NW,CO,251,1367,0
LAX,ORD,OS,UA,238,1517,1
AMS,MAN,KL,UK,85,270,0
MAD,ORD,AA,IB,575,3647,0
LAX,SEA,LA,AS,158,831,0
HAM,FRA,TG,LH,75,228,1
MEX,MTY,DL,AM,80,394,0
LAX,PTY,CO,CM,385,2630,0
LAX,MEX,DL,AM,215,1359,1
AMS,NWI,NW,UK,65,129,1
AMS,DEL,KL,NW,485,3441,1
MEX,OAX,MX,AM,55,199,1
SBA,LAX,YX,MQ,46,78,0
LAX,LAS,QF,AA,72,209,0
AMS,CDG,DL,AF,70,216,1
LAX,SFO,NZ,UA,85,292,1
GRZ,STR,LH,VO,90,271,1
MEX,PVR,AC,MX,80,358,0
LAX,SAN,YX,MQ,58,93,0
CHC,AKL,SQ,NZ,80,405,1
MEM,ICT,CO,NW,91,393,0
CNS,SYD,NZ,AN,180,1081,0
LAX,PSP,CO,AA,57,96,1
LAX,SAN,CO,AA,59,93,0
LAX,GDL,UA,MX,180,1143,1
BRU,LHR,AC,BD,75,191,0
LAX,ATL,JM,DL,240,1690,0
LAX,ORD,AS,AA,241,1517,1
BRU,BHX,SR,QG,70,256,1
MEM,MKL,CO,9E,40,57,0
MEM,GPT,KL,NW,69,286,1
AMS,LOS,NW,KL,410,2765,0
STL,ORD,JL,AA,68,223,0
LAX,PSP,AS,MQ,50,96,0
LAX,DFW,AS,AA,183,1074,0
BKK,VIE,OS,NG,745,4577,0
AMS,ALA,NW,KL,415,2844,0
DUD,WLG,AN,NZ,70,344,0
BKK,SIN,QF,AY,150,772,0
HAM,LUX,LH,LG,70,281,0
AMS,INN,KL,A6,115,396,0
MSO,SEA,NW,QX,73,338,1
MAD,BOD,IB,VM,80,295,0
YUL,LGA,UA,AC,90,278,1
YUL,EWR,NW,CO,100,284,1
AMS,BRN,NW,RQ,90,340,1
HAM,FRA,UA,LH,75,228,1
MAD,SVQ,LH,JK,65,216,1
DAY,IAH,NW,CO,170,810,0
YUL,ORD,MX,AC,130,647,0
SBA,LAX,AS,MQ,50,78,1
LAX,DFW,NZ,UA,175,1074,1
RDD,PDX,CO,QX,84,306,0
CUN,MEX,AR,MX,140,699,1
AMS,STR,KL,EW,95,276,1
YUL,DCA,UA,AC,101,426,1
ORF,ATL,AM,DL,106,455,1
BRU,LIS,SN,TP,160,926,0
LAX,GDL,NZ,MX,180,1143,0
SBA,LAX,TA,AA,50,78,0
LAX,ORD,AN,UA,235,1517,1
AMS,DTM,KL,EW,60,114,0
MEX,CUN,RG,MX,115,699,1
MBA,NBO,KL,KQ,60,234,1
LAX,IAD,OS,UA,289,1992,1
MEX,BOG,AV,MX,255,1712,0
LAX,SBA,YX,MQ,43,78,0
AMS,HEL,NW,KL,150,823,1
LAX,IAD,AN,UA,286,1992,0
AMS,BAH,NW,KL,375,2586,0
AMS,DTW,KL,NW,525,3432,1
MME,LHR,LH,BD,70,190,1
CNS,SYD,NZ,AN,180,1081,1
AMS,STN,NW,UK,60,175,0
CUN,MEX,UA,MX,140,699,1
SAN,LAX,HA,MQ,49,93,1
KTW,FRA,UA,LH,100,408,1
LAX,CLE,NW,CO,262,1781,1
YUL,CLE,NW,CO,110,429,1
YUL,LGA,UA,AC,77,278,0
MEM,GSP,CO,9E,85,383,0
BRU,TLV,SN,LY,260,1760,0
BRU,FRA,SQ,LH,75,165,1
LAX,SAN,CO,AA,55,93,1
LAX,SAN,YX,MQ,57,93,1
MAD,CMN,IB,AT,100,472,1
MEX,BOG,MX,AV,270,1712,0
AMS,HAJ,KL,EW,70,177,0
CRP,IAH,NW,CO,59,176,1
CUN,ATL,DL,AM,160,774,1
MLA,FRA,SK,LH,180,895,0
MEM,TPA,KL,NW,105,576,0
AMS,HAM,NW,KL,65,204,1
MEX,VSA,DL,AM,80,364,1
LAX,SAN,NW,AA,59,93,0
BIO,FRA,OS,LH,140,628,1
YUL,EWR,NW,CO,88,284,1
MEM,DCA,KL,NW,114,664,0
LAX,DFW,JL,AA,187,1074,1
MAD,FRA,JK,LH,165,776,1
AMS,JFK,NW,KL,495,3173,0
LAX,SAN,YX,MQ,56,93,1
LAX,SEA,NZ,UA,164,831,1
HPN,CLE,NW,CO,110,372,1
MAD,BOD,IB,VM,80,295,0
LAX,BFL,YX,MQ,50,97,1
LAX,FRA,LH,NZ,675,5046,1
HAM,FRA,CA,LH,75,228,0
LAX,ORD,NZ,UA,226,1517,1
PAD,FRA,SK,LH,55,100,0
CSG,MEM,CO,9E,105,294,1
PNS,IAH,NW,CO,80,425,0
AMS,ARN,NW,KL,125,624,0
AMS,SEA,KL,NW,630,4250,0
HAM,FRA,UA,LH,75,228,1
HAM,MUC,BA,DI,80,331,0
LAX,GDL,UA,MX,180,1143,0
SAN,SEA,NW,AS,164,912,1
AMS,BRU,NW,WA,50,90,1
PBI,DTW,CO,NW,180,946,0
MAD,LHR,SK,BD,140,678,1
LAX,PHX,LH,UA,76,320,1
LAX,DFW,QF,AA,189,1074,1
LAX,AKL,MX,NZ,765,5690,1
MEM,TUL,CO,9E,80,296,1
LAX,SBA,YX,MQ,41,78,1
HPN,DTW,CO,NW,110,442,1
LAX,SBP,AS,MQ,58,132,1
LAX,DFW,AS,AA,184,1074,1
MAD,TFN,AZ,UX,155,955,0
MEX,LAX,UA,MX,235,1359,0
LAX,PSP,NW,MQ,59,96,1
MAD,LCG,BA,IB,70,273,1
BRU,CDG,CO,WX,60,130,1
LAX,IAD,AC,UA,283,1992,0
AMS,CDG,DL,AF,70,216,0
MPL,BIA,SN,FU,75,247,0
STL,EWR,NW,CO,150,756,1
AMS,ZRH,NW,KL,85,325,1
MEX,SAT,UA,MX,115,611,1
LAX,JFK,NZ,UA,316,2149,0
LAX,LAS,JL,AA,67,209,1
AMS,DUS,KL,EW,50,92,0
MEX,MTY,DL,AM,80,394,1
MPL,CDG,DL,AF,85,338,0
CUN,MEX,DL,AM,135,699,1
AMS,MST,NW,XT,40,90,0
MAD,BCN,RG,JK,70,272,0
BLL,FRA,LH,DM,80,345,1
LAX,ORD,AS,AA,245,1517,1
LAX,PDX,NZ,UA,144,729,0
YUL,MIA,UA,AC,210,1226,1
MEX,MID,AF,AM,100,543,1
LAX,PHX,CO,HP,83,320,0
MEM,OKC,KL,NW,89,372,1
LAX,FRA,SK,LH,670,5046,0
CUN,MEX,AF,AM,135,699,0
GRZ,FRA,SK,LH,90,330,1
MEM,DFW,JL,AA,104,372,0
LAX,SBA,NW,AA,40,78,1
LAX,PSP,YX,MQ,55,96,1
MEM,ORD,AC,UA,101,432,1
MEX,TRC,DL,AM,95,444,1
MEM,HOU,KL,9E,145,422,1
MEM,TLH,CO,9E,125,401,0
LAX,PSP,NW,MQ,55,96,0
DCA,ATL,AM,DL,114,479,1
YUL,DTW,KL,NW,123,462,0
MEM,ORD,SK,UA,100,432,0
LAX,DFW,QF,AA,188,1074,0
MAD,LPA,LH,JK,170,951,0
MEM,TPA,CO,NW,104,576,0
FCA,HLN,NW,GQ,50,138,1
CRP,IAH,HP,RU,65,176,0
MEM,CLE,NW,CO,115,543,0
NPE,AKL,AN,NZ,65,177,0
MAD,LPA,AZ,UX,160,951,0
SAN,LAX,AS,MQ,50,93,0
SBA,LAX,NW,MQ,49,78,0
AMS,STR,KL,EW,80,276,1
HAM,AMS,NW,WA,65,204,1
LAX,YYZ,NZ,AC,275,1894,0
MAD,PMI,UA,JK,75,304,0
HPN,BOS,NW,AA,70,148,0
SGD,CPH,SK,QI,40,102,1
BHX,DUB,BA,EI,55,171,1
MAD,ZAZ,BA,YW,55,140,0
YUL,DEN,UA,AC,245,1398,0
MEM,LIT,CO,NW,47,109,1
MEM,IAH,CO,NW,101,408,0
AMS,DTM,NW,EW,60,114,0
BSB,GRU,AA,JJ,95,463,1
MAD,FRA,LH,JK,165,776,1
AMS,BLQ,NW,WA,110,534,0
MEX,MTY,DL,AM,80,394,0
MEM,ATL,CO,NW,73,289,1
BIO,FRA,OS,LH,140,628,1
MFR,SEA,CO,QX,95,304,1
PAD,DTM,KL,EW,25,42,1
LAX,MIA,OZ,AA,294,2036,1
LAX,PHX,NZ,UA,76,320,1
DCA,EWR,NW,CO,70,177,1
LAX,DTW,AS,NW,271,1717,0
BRI,TRN,LH,AP,90,468,0
MEM,HOU,KL,9E,150,422,1
MAD,ZRH,SR,IB,135,684,1
BIO,FRA,SK,LH,140,628,1
BIO,FRA,OS,LH,140,628,1
HAM,CPH,FI,SK,55,147,1
CHC,AKL,AN,NZ,80,405,1
DCA,IAH,NW,CO,196,1050,1
MAD,SCQ,BA,IB,70,266,0
MAD,MUC,SK,LH,165,816,1
AMS,STN,KL,UK,60,175,1
AMS,OSL,UA,SK,105,520,0
MEM,DFW,KL,NW,95,372,0
LAX,DFW,AS,AA,179,1074,0
MEM,DTW,CO,NW,116,529,0
GRZ,MUC,LH,VO,55,170,1
LAX,SJD,NW,AS,138,801,0
DCA,YUL,UA,AC,96,426,1
MFR,SEA,KL,QX,94,304,1
LAX,SAN,CO,AA,57,93,1
BRU,TLS,AA,QG,105,457,0
CRP,DFW,YX,MQ,111,315,1
LAX,SBP,YX,MQ,58,132,0
BRU,ARN,FI,SK,130,704,0
EUG,SEA,NW,QX,65,202,0
LAX,MEX,AC,MX,210,1359,0
TLH,ATL,AF,DL,70,191,0
MEM,JLN,KL,9E,95,258,0
MEX,ZIH,AM,MX,50,177,1
LAX,SBP,CO,AA,58,132,1
LAX,JFK,AC,UA,305,2149,0
LAX,PHX,NZ,UA,79,320,1
YQB,BOS,NW,AA,100,264,0
LAX,LHR,CO,VS,600,4742,0
MEM,MIA,KL,NW,129,751,1
GRZ,VIE,OS,VO,50,82,0
AMS,BOM,NW,KL,505,3713,0
MEX,CLQ,AM,VW,85,258,1
AMS,CWL,NW,WA,110,315,1
LAX,LHR,SK,UA,620,4742,1
MEM,GRR,CO,XJ,98,521,1
AMS,NCL,KL,UK,80,287,1
MEX,MTY,DL,AM,80,394,0
LAX,SFO,NZ,UA,85,292,0
LAX,SAN,YX,MQ,55,93,1
SAN,LAX,CO,AA,54,93,1
MEX,PVR,DL,AM,80,358,0
LAX,PSP,CO,AA,50,96,1
DAY,ORD,AC,UA,81,213,1
MEX,MID,DL,AM,100,543,1
MEM,CVG,AF,OH,82,356,0
LAX,IAD,AC,UA,279,1992,0
LAX,EWR,CA,CO,322,2133,0
LAX,IAH,NW,CO,187,1201,0
LUP,MKK,AQ,LW,10,9,0
LAX,FAT,CO,AA,74,181,1
MEM,EVV,CO,9E,85,215,1
AMS,SFO,NW,KL,670,4760,0
MAD,OTP,IB,RO,280,1336,1
MEM,OKC,KL,NW,89,372,1
MAD,GVA,SR,LX,110,554,1
YUL,DTW,KL,NW,122,462,1
LAX,PSP,CO,AA,50,96,0
MRU,NBO,MK,BA,245,1681,1
DCA,ORD,AS,AA,119,535,1
YUL,LHR,SK,AC,385,2827,0
PBI,DTW,KL,NW,180,946,1
MEM,IAH,CO,NW,98,408,0
AMS,HAM,NW,WA,65,204,0
DCA,EWR,NW,CO,70,177,0
MEX,IAH,NW,CO,135,673,1
MAD,CMN,AT,IB,105,472,0
AMS,NWI,KL,UK,70,129,1
MEM,MKE,KL,NW,100,490,0
LAX,SAN,YX,MQ,57,93,1
LAX,PSP,AS,MQ,54,96,1
MAD,TLS,IB,VM,85,295,0
LAX,SBP,YX,MQ,57,132,0
MEM,BOS,KL,NW,169,993,0
AMS,INN,A6,KL,105,396,0
AMS,LHR,UA,BD,75,206,0
HPN,DTW,CO,NW,110,442,1
LAX,IAD,NZ,UA,289,1992,1
MEX,ACA,AM,MX,50,164,0
ZQN,CHC,AN,NZ,45,186,1
BHX,BRU,AY,BA,85,256,1
YUL,ORD,UA,AC,141,647,0
LAX,DTW,CA,NW,253,1717,1
AMS,HAJ,KL,EW,70,177,1
PNS,MEM,CO,9E,90,313,0
SEZ,MXP,RD,HM,575,3944,0
AMS,HUY,NW,UK,85,203,1
MEM,MSP,KL,NW,126,616,0
MEM,TPA,CO,NW,105,576,0
SAN,LAX,NW,MQ,46,93,1
BHX,FRA,BD,LH,100,421,0
HAM,FRA,UA,LH,75,228,0
MEX,MID,DL,AM,100,543,0
MEX,CDG,AF,AM,655,4988,1
HPN,CLE,NW,CO,100,372,0
LAX,LAS,TA,AA,71,209,0
SAN,LAX,NW,AA,49,93,0
MAD,CMN,IB,AT,100,472,0
DAY,DTW,CO,NW,65,144,0
PBI,EWR,NW,CO,174,897,1
MEM,MSP,KL,NW,125,616,1
HAM,ARN,LH,SK,105,447,0
LAX,YVR,AC,UA,173,947,1
AMS,GVA,NW,KL,85,372,1
YUL,DTW,CO,NW,122,462,0
GRZ,VIE,SK,VO,45,82,0
AMS,BRS,NW,WA,100,290,0
PBI,CLE,NW,CO,164,893,1
FMO,FRA,AC,LH,65,129,0
LAX,JFK,NZ,UA,305,2149,1
SAN,LAX,NW,AA,49,93,1
MPL,LIL,SN,FU,90,431,0
YUL,DTW,CO,NW,123,462,1
MEM,GPT,KL,XJ,74,286,0
CHC,AKL,AN,NZ,80,405,1
YUL,MSP,CO,NW,175,822,0
SAN,LAX,CO,AA,49,93,0
LPI,ARN,SK,JZ,45,104,1
DAY,EWR,NW,CO,110,463,0
PBI,EWR,NW,CO,169,897,1
ORB,VST,SK,JZ,25,54,0
LPI,ARN,SK,JZ,45,104,0
BKK,MUC,LH,TG,705,4766,0
LAX,SFO,NZ,UA,79,292,0
MEX,MIA,DL,AM,180,1112,1
AMS,SZG,KL,A6,110,416,1
EUG,SFO,AC,UA,90,396,0
DCA,DTW,CA,NW,101,357,1
LAX,HNL,CO,NW,352,2222,0
CRP,IAH,NW,CO,59,176,0
LAX,SBA,YX,MQ,42,78,0
AMS,GLA,KL,UK,115,390,1
LAX,MEX,NZ,MX,210,1359,1
MEM,DTW,CO,NW,116,529,1
LAX,MSP,AS,NW,208,1339,0
EUG,PDX,CO,QX,40,92,1
CHC,AKL,AN,NZ,80,405,1
MEX,LAX,NZ,MX,235,1359,0
LAX,LAS,CO,HP,62,209,1
MEM,TUL,KL,9E,80,296,0
AMS,LHR,UA,BD,75,206,0
AMS,NCE,NW,KL,115,528,1
MEX,GDL,AF,AM,65,251,0
PBI,TPA,UA,3M,60,146,1
KTN,SEA,NW,AS,107,596,0
MAD,ZRH,IB,SR,125,684,1
BRU,ARN,AY,SN,135,704,1
LAX,PVR,KL,AS,173,1064,0
ISP,BOS,SN,AA,50,132,1
MSO,FCA,KL,QX,34,83,0
MEM,TUP,CO,9E,50,81,0
LAX,IAD,NZ,UA,289,1992,0
YUL,YYZ,LH,AC,82,271,0
BKK,CNX,SK,TG,70,322,0
MEM,MOB,CO,9E,80,278,1
BRU,FRA,NZ,LH,75,165,1
BKK,SIN,QF,AY,150,772,1
MEX,TRC,DL,AM,95,444,1
MEM,CVG,CO,XJ,82,356,1
AMS,LHR,QF,BA,80,206,1
AMS,EIN,NW,XT,40,58,0
GRZ,VIE,OS,VO,40,82,1
LAX,SBA,CO,AA,41,78,0
YUL,EWR,UA,AC,80,284,0
MEM,CHA,CO,9E,70,238,1
LPI,ARN,SK,JZ,45,104,1
LAX,IAD,QF,AA,287,1992,1
STL,ORD,LH,UA,73,223,1
AMS,BUD,NW,KL,125,631,1
DCA,DTW,KL,NW,103,357,1
LAX,MEX,NZ,MX,210,1359,1
SAN,PHX,CO,HP,72,259,0
AMS,LCY,KL,UK,75,185,1
BKK,SYD,BA,QF,530,4085,1
DCA,IAH,NW,CO,200,1050,1
LAX,SAN,CO,AA,55,93,1
TLH,MEM,CO,9E,125,401,1
LAX,IAD,JL,AA,291,1992,1
DCA,MSP,KL,NW,159,813,0
AMS,BLQ,NW,WA,115,534,1
SBA,LAX,AS,MQ,52,78,1
LAX,PDX,QF,AS,144,729,0
HAM,FRA,CA,LH,75,228,0
MEM,AEX,CO,9E,100,260,1
SAN,LAX,YX,MQ,54,93,0
SAN,LAX,CO,AA,50,93,0
HPN,DTW,KL,XJ,110,442,1
SAN,IAH,NW,CO,184,1133,0
TVC,DTW,CO,NW,60,181,0
MEM,EWR,CO,NW,153,826,0
HAM,FRA,AC,LH,75,228,1
BAK,ASB,SK,LH,75,418,1
BRU,NCE,AA,SN,110,445,0
LAX,ORD,AC,UA,229,1517,0
PNS,MEM,KL,9E,85,313,1
MEX,GDL,DL,AM,65,251,1
LRD,DFW,YX,MQ,118,350,1
MEX,VER,AM,MX,50,165,1
MEX,CUN,AC,MX,115,699,0
BKK,LHR,QF,BA,775,5188,0
MAD,LPA,AZ,UX,165,951,1
MRU,CDG,AF,MK,720,5134,0
YUL,EWR,NW,CO,90,284,0
MEX,ACA,AM,MX,50,164,1
AMS,HAJ,NW,EW,70,177,0
DCA,DTW,KL,NW,100,357,0
LAX,FRA,LH,NZ,680,5046,1
STL,IAH,NW,CO,127,588,1
LAX,DTW,CO,NW,270,1717,1
MEM,MSY,KL,NW,74,305,1
LAX,DTW,AS,NW,260,1717,0
MEM,SGF,KL,9E,75,212,1
MPL,CDG,CO,5S,85,338,1
AMS,LYS,NW,WA,100,398,0
SAN,LAX,HA,MQ,45,93,0
MEX,BJX,AF,AM,50,168,1
YUL,EWR,UA,AC,89,284,0
MAD,MJV,BA,YW,80,207,0
MPL,CDG,CO,AF,85,338,1
LAX,ORD,AN,UA,238,1517,1
YUL,EWR,UA,AC,85,284,0
LAX,SEA,NZ,UA,158,831,0
AMS,LBA,KL,UK,100,257,0
LAX,SAN,NW,MQ,57,93,0
MEX,MLM,MX,VW,55,115,1
YUL,DTW,CO,NW,121,462,1
CHC,WLG,AN,NZ,55,165,0
MEM,GPT,CO,NW,69,286,1
MEX,CUN,RG,MX,115,699,0
YUL,LGA,UA,AC,77,278,0
DUD,CHC,SQ,NZ,55,179,0
LAX,EWR,SK,UA,317,2133,0
MEM,VPS,CO,NW,78,331,1
LAX,HNL,CO,NW,345,2222,1
HAM,FRA,UA,LH,75,228,1
SAN,ORD,AC,UA,232,1496,0
MEX,TRC,MX,AM,95,444,0
CRP,IAH,HP,CO,75,176,1
AMS,MAN,NW,UK,80,270,0
MEM,JAN,KL,NW,55,165,1
MAD,FRA,SK,LH,165,776,0
BRU,SXB,AA,SN,60,185,1
AMS,WAW,NW,KL,120,592,1
BKK,SIN,AN,SQ,140,772,1
MEM,JAN,CO,XJ,59,165,1
MEM,DTW,KL,NW,111,529,0
ZQN,MON,AN,NZ,40,102,0
LAX,SAN,AS,MQ,58,93,1
LAX,LAS,AS,AA,71,209,0
SAN,LAX,YX,MQ,49,93,0
BHX,FRA,BD,LH,100,421,0
SAN,LAX,YX,MQ,50,93,1
BRU,CPH,OV,SK,95,410,0
BLL,FRA,SK,DM,75,345,1
BKK,TPE,UA,TG,210,1344,0
DAY,DTW,KL,NW,65,144,0
MEX,IAD,MX,UA,242,1631,1
YUL,YYZ,SK,AC,78,271,0
LAX,MRY,NW,MQ,86,231,0
SAN,LAX,NW,MQ,45,93,0
MEX,ORD,UA,MX,230,1483,0
CHC,ROT,AN,NZ,100,366,1
MEX,GDL,MX,AM,65,251,0
LAX,GDL,AC,MX,180,1143,0
MEX,MTY,DL,AM,80,394,0
BKK,SIN,NZ,SQ,140,772,1
AMS,BRN,NW,RQ,90,340,1
ORF,EWR,AF,CO,85,248,0
LAX,SAN,CO,AA,57,93,1
BSB,GRU,DL,TR,101,463,1
MAD,LIS,SK,JK,75,270,1
LAX,LAS,BR,HP,60,209,0
VSA,MEX,DL,AM,85,364,0
LAX,PSP,HA,MQ,55,96,1
CHC,AKL,AN,NZ,80,405,1
HAM,CPH,LH,SK,55,147,0
EUG,PDX,NW,QX,40,92,1
LAX,SAN,OZ,AA,60,93,1
AMS,LHR,LH,BD,65,206,0
MAD,BJZ,AZ,UX,60,174,0
LAX,JFK,OS,UA,316,2149,1
DCA,ATL,AM,DL,114,479,1
LAX,SAN,YX,MQ,55,93,1
MEX,LAX,AC,MX,235,1359,0
LAX,DFW,QF,AA,170,1074,1
LAX,SFO,NZ,UA,84,292,1
MEX,PAZ,AM,VW,55,113,0
LAX,ORD,AS,AA,248,1517,1
LAX,SBA,AS,MQ,40,78,0
BIO,FRA,OS,LH,140,628,0
CUN,MIA,DL,AM,90,465,1
LAX,SAN,YX,MQ,60,93,0
KTN,WRG,NW,AS,36,68,1
AMS,BRS,NW,WA,100,290,0
STL,ATL,AM,DL,108,425,1
MAD,ALC,LH,JK,65,198,0
LAX,PSP,NW,MQ,55,96,1
MEX,VSA,DL,AM,80,364,0
GRZ,FRA,UA,LH,90,330,0
CHC,WLG,SQ,NZ,55,165,0
BRU,IAD,AA,SN,520,3385,0
MAD,OVD,LH,JK,70,218,1
ORF,EWR,HP,RU,86,248,0
AMS,MAN,NZ,SQ,85,270,1
MEM,LAX,AS,NW,248,1405,1
PAD,AMS,KL,EW,55,145,1
CUN,CZM,MX,QA,20,29,0
BLL,BRU,SN,DM,75,338,1
DAY,ORD,AC,UA,75,213,0
LAX,SAN,RG,UA,46,93,1
HAM,FRA,JK,LH,75,228,0
SGD,CPH,SK,QI,40,102,0
MEX,IAH,NW,CO,140,673,1
LAX,PSP,NW,MQ,50,96,0
HAM,FRA,UA,LH,75,228,0
ORF,EWR,NW,CO,86,248,1
MAD,MJV,BA,YW,80,207,1
MEM,AUS,KL,NW,111,487,0
LAX,LAS,LH,UA,67,209,1
CHC,AKL,AN,NZ,80,405,1
MEX,LAX,MX,UA,242,1359,1
MEM,TUP,KL,9E,50,81,1
LAX,LAS,MX,UA,68,209,0
LAX,YVR,UA,AC,166,947,0
AMS,GLA,NW,UK,105,390,0
PBI,IAH,HP,CO,166,826,1
MEX,ZCL,MX,VW,90,294,0
CSG,MEM,KL,9E,105,294,1
LAX,CDG,DL,AF,630,4930,1
BRU,WAW,AA,SN,135,621,1
YUL,DTW,KL,NW,122,462,1
PNS,MEM,CO,9E,115,313,0
MEM,OKC,CO,NW,90,372,1
MAD,WAW,IB,LO,215,1234,0
SAN,ORD,SN,AA,233,1496,0
MEX,ZIH,AM,MX,50,177,1
PNS,ATL,AF,DL,74,234,0
SAN,IAH,NW,CO,185,1133,1
MAD,AGP,SK,JK,70,234,0
YUL,EWR,NW,CO,95,284,1
GRB,MSP,CO,XJ,88,216,1
BRU,LHR,LH,BD,75,191,0
MEX,LAX,UA,MX,235,1359,0
HAM,PRG,OK,LH,90,272,0
GRZ,LNZ,LH,VO,35,88,0
BKK,TLV,TG,LY,650,3762,0
CUN,CZM,MX,QA,20,29,1
STL,ORD,AS,AA,68,223,0
MEX,MTY,DL,AM,80,394,1
LAX,SYD,AA,QF,875,6536,0
LAX,GDL,AC,MX,180,1143,0
MEM,MKL,KL,9E,40,57,1
MEM,SEA,AS,NW,283,1627,0
PBI,ATL,AM,DL,103,471,1
LAX,IAD,LH,UA,286,1992,1
HAM,ARN,SK,LH,100,447,1
MAD,MUC,DI,IB,145,816,1
LAX,MEX,NZ,MX,210,1359,0
SAN,LAX,YX,MQ,45,93,1
SAN,LAX,HA,MQ,48,93,0
BRU,VCE,AA,SN,100,452,0
MEX,PVR,AF,AM,80,358,1
MEM,GLH,CO,9E,60,109,1
DUD,CHC,AN,NZ,55,179,1
AMS,MME,KL,UK,100,266,0
ORF,EWR,AF,CO,85,248,1
SAN,DTW,CO,NW,266,1694,0
BRU,NCL,SR,QG,85,338,0
DCA,IAH,NW,CO,196,1050,0
MEX,IZT,AM,VW,105,284,1
SBA,LAX,AS,MQ,46,78,0
LAX,SEA,NZ,UA,159,831,1
LAX,SFO,NZ,UA,80,292,0
YUL,YQB,LH,QK,50,129,1
MEX,GDL,DL,AM,65,251,1
BHX,AMS,NW,UK,75,249,1
MEX,ATL,DL,AM,205,1162,1
MEX,EWR,UA,MX,270,1818,1
MEX,DGO,DL,AM,85,419,1
SAN,LAX,AS,MQ,45,93,0
MEM,ATL,AF,DL,80,289,0
LAX,FAT,NW,AA,76,181,1
LAX,SAN,NW,MQ,57,93,1
PBI,EWR,NW,CO,176,897,0
MEM,OKC,KL,NW,89,372,0
YUL,YVO,AC,YN,70,229,0
AMS,HUY,KL,UK,85,203,1
DCA,DTW,CA,NW,106,357,1
DAY,MSP,KL,NW,117,505,0
AMS,NUE,KL,EW,95,287,0
LAX,PSP,TA,AA,58,96,0
LAX,SBP,HA,MQ,59,132,0
MAD,LIS,LH,JK,75,270,1
BHX,BRU,SR,QG,70,256,0
STL,ORD,AS,AA,68,223,0
YUL,ORD,JL,AA,145,647,1
AMS,LCY,KL,UK,80,185,1
LAX,JFK,AY,AA,330,2149,1
MEX,CDG,AM,AF,610,4988,0
SAN,LAX,NW,AA,50,93,1
MSO,SEA,NW,QX,75,338,1
AMS,CDG,NW,KL,65,216,0
RIX,ARN,SK,BT,85,255,1
BRU,MUC,UA,LH,90,323,1
GPZ,STC,CO,XJ,45,104,0
MEX,ZLO,MX,VW,100,313,1
ORF,IAD,AC,DH,60,131,0
CHC,IVC,AN,NZ,75,253,1
MEX,VER,AM,MX,50,165,0
ORF,CLE,NW,CO,90,383,0
SAN,LAX,NW,MQ,47,93,1
BRU,HEL,AY,SN,160,897,0
YUL,YYZ,MX,AC,83,271,1
LAX,BOS,NZ,UA,321,2268,0
SAN,LAX,YX,MQ,48,93,0
AMS,NUE,NW,EW,95,287,0
PNS,IAH,NW,CO,97,425,0
LAX,ORD,LH,UA,240,1517,0
MEM,HOU,CO,9E,145,422,1
LAX,SAN,YX,MQ,55,93,0
LAX,SAN,YX,MQ,54,93,1
BRU,GOT,SR,SN,100,498,1
HPN,BOS,YX,MQ,75,148,0
MAD,TLV,IB,LY,280,1924,0
AMS,BRN,NW,RQ,90,340,0
MEM,GPT,CO,XJ,69,286,0
LAX,DFW,AS,AA,173,1074,1
SAN,LAX,NW,MQ,54,93,0
MEM,CHA,CO,9E,70,238,1
LAX,SAN,YX,MQ,59,93,0
MEM,ORD,CO,NW,107,432,0
DAY,DFW,JL,AA,169,747,1
MEM,JLN,CO,9E,100,258,1
AMS,SZG,KL,A6,110,416,1
CRP,IAH,AF,CO,72,176,1
MRU,MXP,MK,PE,665,4815,0
ORF,EWR,NW,CO,85,248,0
SAN,IAD,OS,UA,277,1958,1
AMS,NWI,KL,UK,70,129,0
DAY,CVG,AF,OH,37,49,1
BRU,FRA,TG,LH,75,165,0
BRU,HEL,AY,QG,170,897,1
BIO,FRA,JK,LH,140,628,0
PBI,ATL,AM,DL,105,471,1
MAD,PMI,BA,UX,75,304,0
HPN,CLE,NW,CO,100,372,1
BRU,HAM,AA,QG,80,266,0
MEX,VER,AM,MX,50,165,0
SAN,LAX,AS,MQ,54,93,0
