record_id,aircraft_type,airport_name,altitude_bin,aircraft_make_model,wildlife_number_struck,wildlife_number_struck_actual,effect_impact_to_flight,flightdate,effect_indicated_damage,aircraft_number_of_engines,aircraft_airline_operator,origin_state,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,remains_of_wildlife_sent_to_smithsonian,remarks,wildlife_size,conditions_sky,wildlife_species,pilot_warned_of_birds_or_wildlife,cost_total,feet_above_ground,number_of_people_injured,is_aircraft_large
224661,Airplane,PORTLAND INTL (OR),< 1000 ft,A-319,1,1,Engine Shut Down,2004-04-15T00:00:00,Caused damage,2,UNITED AIRLINES,Oregon,Climb,None,TRUE,TRUE,INGESTED LRG GREY BIRD. RT ENG LOUD VIB. RETARDED END & RETD TO LAND. EMERGENCY. RWY 10L CLOSED FOR 38 MINS WHILE DEBRIS WASHED FROM RWY. WING FOUND ON RWY. ID BY SMITHSONIAN FAA 735 & 727. ALL PAX REROUTED TO OTHER FLTS. 5 BLADES DAMAGED. HOLES IN NOSE C,Large,Overcast,Great blue heron,TRUE,466624,800,0,FALSE
310408,Airplane,INCHEON INTL,< 1000 ft,MD-11,1,1,Precautionary Landing,2010-04-03T00:00:00,Caused damage,3,FEDEX EXPRESS,N/A,Climb,None,FALSE,FALSE,"DMG TO #1 ENG, RADOME AND WEATHER RADAR.  REMOVED AND REPLACED #1 ENG. EST COST TO REPLACE PARTS WAS $434612. EST COST OF LABOR WAS $2925. EST COST FOR A/C OUT OF SERV AND CANCELLATION OF FLT WAS $100000. TOTAL EST COST FOR REPAIRS WAS $537537.",Large,No Cloud,Unknown bird - large,TRUE,459491,400,0,FALSE
4964,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,2,Precautionary Landing,2000-12-12T00:00:00,Caused damage,,MILITARY,Louisiana,Climb,None,TRUE,TRUE,Post flight borescope of the #2 engine revealed damage NRTS. (Engine exchange cost $342747.00 plus $128 labor).  Additional strikes to the #4 flap and left wing leading edge caused no damage.,Medium,No Cloud,Gadwall,TRUE,458207,500,0,FALSE
259126,Airplane,TETERBORO AIRPORT,< 1000 ft,DA-50 FALCON,2 to 10,2,Precautionary Landing,2008-10-08T00:00:00,Caused damage,3,BUSINESS,New Jersey,Climb,None,TRUE,FALSE,"NOTICED BIRD SITTING ON CENTERLINE OF RWY. SINCE WE WERE PAST V1 WE WERE COMMITTED TO FLY. UPON BREAKING GROUND, BIRDS TOOK FLT. A/C AND BIRDS MET 10-20 FT ABOVE RWY. LOUD IMPACT ON LEFT SIDE OF A/C. NO ABNORMAL ENG INDICATIONS. HIT 3 GEESE ON DEPTR ROLL.",Large,No Cloud,Canada goose,TRUE,432915,15,0,FALSE
265120,Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,MD-83,1,1,Engine Shut Down,2009-07-29T00:00:00,Caused damage,2,AMERICAN AIRLINES,Missouri,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3477. PILOT NOTICED A BIRD, BELIEVE TO BE A RED-TAILED HAWK FLYING INTO THE ENGINE AS THE PLANE TOOK OFF. THE CREW DECLARED AN EMERGENCY, LEVELLED OFF AT 3000 FEET , SHUT THE ENGINE DOWN AND RETURNED TO LAND SAFELY A FEW MINUTES LAT",Medium,Some Cloud,Red-tailed hawk,TRUE,414801,1100,0,FALSE
301245,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,2 to 10,5,None,2010-03-21T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,Utah,Approach,None,TRUE,FALSE,"SUSPECT SEAGULLS. SAW A FORMATION OF ABOUT 3 BIRDS JUST PRIOR TO IMPACT. ONE HIT NOSE, LOW. ONE OR TWO WENT IN #1 ENG. NO ABNORMAL ENG INDICATIONS. LANDED NORMALLY AND CALLED MX. BEGAN TO SMELL FOUL SMELL ON TAXI IN. ARPT OPS NOT NOTIFIED. LOCATION REPTD",Medium,No Cloud,Unknown bird - medium,FALSE,410684,900,0,TRUE
314625,Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,MD-83,2 to 10,4,Precautionary Landing,2011-08-12T00:00:00,Caused damage,2,AMERICAN AIRLINES,Texas,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN. CREW SAW 4 LARGE BLACK BIRDS. RADOME DAMAGED BEYOND REPAIR. PRESSURE BULKHEAD TORN AWAY FROM FUSELAGE IN ONE 6"" TO 8"" AREA. A/C WAS FLOWN TO DFW FOR REPAIR. REMAINS WERE RECOVERED FROM THE RADOME. STRIKE WAS 3-5 MILES S OF ARPT. NO REMA",Large,Some Cloud,Black vulture,FALSE,400000,2500,0,FALSE
310979,Airplane,KLAMATH FALLS INTL,> 1000 ft,IAI ASTRA JT,1,1,None,2011-04-19T00:00:00,Caused damage,2,BUSINESS,Oregon,Descent,None,TRUE,TRUE,"ID BY SMITHSONIAN. PILOT DESCENDING IN FULL FLIGHT CONFIGURATION. BIRD OBSERVED AT WINDSHLD LEVEL, FOLDED AND DROPPED. GLANCING IMPACT AT LOWER PART OF RADOME RESULTING IN DAMAGE TO PROTECTIVE FINISH. CONE REQUIRES FACTORY REPAIR/REFINISHING.",Small,Some Cloud,Sharp-shinned hawk,FALSE,360000,4000,0,FALSE
246507,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,SA227 AC METRO III,1,1,Other,2006-08-15T00:00:00,Caused damage,2,BUSINESS,South Dakota,Approach,None,FALSE,FALSE,UNUSUAL ENG NOISE ON LDG AND ROLLOUT.,Medium,No Cloud,Unknown bird - medium,FALSE,347967,20,0,FALSE
200240,Airplane,KANSAS CITY INTL,< 1000 ft,B-727-200,1,1,Engine Shut Down,2000-04-28T00:00:00,Caused damage,3,AMERICAN AIRLINES,Missouri,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN. INGESTION. 7 FLIGHTS CANCELLED. $50,000 FOR DELAYED/CANCELLED FLTS. ENG COMPLETELY DESTROYED. BLADES FRACTURED, ENG SURGED, VIBRATION AND TEMP INCREASED. ALL FAN BLADES, IGV FRACTURED.",Large,Some Cloud,Canada goose,TRUE,334091,500,0,FALSE
218044,Airplane,JACQUELINE COCHRAN REGIONAL ARPT,< 1000 ft,GULFAERO IV,11 to 100,15,None,2004-02-22T00:00:00,Caused damage,2,BUSINESS,California,Climb,Rain,FALSE,FALSE,"A SKY OF BIRDS HIT THE A/C, NUMBER IN THE THOUSANDS. DMG TO FWD BULKHEAD SKIN. FLAPS. 19 STRIKES MOSTLY ON BELLY AND FLAPS",Large,Overcast,Canada goose,FALSE,312686,200,0,FALSE
218652,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-200,1,1,Precautionary Landing,2003-05-12T00:00:00,Caused damage,2,DELTA AIR LINES,Florida,Climb,None,FALSE,FALSE,SAW 2 BIRDS FLYING ACROSS RWY BUT UNABLE TO AVOID. POOR LIGHT CONDITIONS. BIRD WAS INGESTED AFTER V1. SEVERE COMPRESSOR STALLS. 1ST STAGE FAN HAD AT LEAST 2 BLADES DMGD. APPROX $250000 DMG.,Medium,No Cloud,Unknown bird - medium,FALSE,308690,50,0,TRUE
267545,Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,B-737-800,1,1,None,2009-10-25T00:00:00,Caused damage,2,AMERICAN AIRLINES,DC,Approach,None,FALSE,FALSE,WE WERE FLYING THE ELDEE FOUR RNAV ARRIVAL INTO DCA. BTWN ELDEE AND DMALL WE WERE GIVEN A DESCENT TO 6000 FT MSL. AIRSPEED WAS 250 KIAS. DURING DESCENT THE F/O SAW A VERY LGR BIRD FLASH PAST. IT WAS BRIEFLY ILLUMNATED IN THE LDG LIGHTS AND APPEARED TO BE,Large,No Cloud,Unknown bird - large,FALSE,281154,7000,0,TRUE
239168,Airplane,PORTLAND INTL (OR),< 1000 ft,B-757-200,1,1,Precautionary Landing,2006-01-07T00:00:00,Caused damage,2,DELTA AIR LINES,Oregon,Climb,None,TRUE,TRUE,"INGESTED BIRD ON T/O. DAMAGED FAN BLADES. LANDED W/O INCIDENT. ID BY SMITHSONIAN. FAN SECTION REPLACED. ACOUSTIC LINER DMG BORESCOPED ENG, OKAY. ODOR IN CABIN. ENG PARA NORMAL BUT ENG SOUNDED ODD.",Large,Overcast,Great blue heron,TRUE,278514,100,0,TRUE
222402,Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,< 1000 ft,AEROS SN601,1,1,Precautionary Landing,2004-07-11T00:00:00,Caused damage,2,BUSINESS,Ohio,Climb,None,TRUE,FALSE,"BIRD WAS GRAY WITH 2' WINGSPAN. UPON LIFT-OFF, PILOT REPTD BIRD STRIKE & REQSTD TO RETURN FOR LDG WITH EQUIPMENT STANDING BY.  LANDED W/O INCIDENT. PILOT REPTD SOME ENG DMG.",Large,Some Cloud,Great blue heron,FALSE,276606,20,0,FALSE
308918,Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,BD-700,1,1,None,2010-11-02T00:00:00,Caused damage,,BUSINESS,DC,Approach,None,FALSE,FALSE,LOCATION REPTD AS APPROX 10 MILES N KIAD. BIRD REPTD AS UNKNOWN ? DUCK.,Medium,No Cloud,Unknown bird - medium,FALSE,266945,2500,0,FALSE
263494,Airplane,LOS ANGELES INTL,< 1000 ft,B-747-400,1,1,Precautionary Landing,2009-06-07T00:00:00,Caused damage,4,POLAR AIR CARGO,California,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3299. (BIRD REPTD BY PILOT AS POSSIBL HAWK OR GULL)  STRIKE CAUSED VIBRATION IN #2 ENG. A/C BURNED FUEL THEN RETD TO LAND W/O INCIDENT. DID NOT DECLARE AN EMERGENCY. BORESOCPED.  REPLACED 7 FAN BLADES AND REBALANCED THE FAN. ENG WAS",Medium,Some Cloud,Black-crowned night-heron,TRUE,263533,150,0,FALSE
264413,Airplane,NEVADA COUNTY AIR PARK,< 1000 ft,GRUMMAN S-2 TRACKER,1,1,None,2009-07-25T00:00:00,Caused damage,,BUSINESS,California,Approach,None,FALSE,FALSE,PILOT SAW 2 KILLDEER ON BASE TO FINAL AND TRIED TO AVOID BY RAISING PORT WING. 1 IMPACTED PROP SPINNER & WAS INGESTED. BORESCOPE FOUND INTERNAL DAMAGE WITH SUBSEQUENT ENG CHANGE.,Small,No Cloud,Killdeer,FALSE,263533,320,0,FALSE
208170,Airplane,NEW CASTLE COUNTY,< 1000 ft,CL-600,2 to 10,9,None,2001-07-11T00:00:00,Caused damage,2,BUSINESS,Delaware,Approach,None,FALSE,FALSE,HARD BRASS BRAKE LINE ON RT MAIN GEAR CRACKED. BIRD REMAINS WEDGED THROUGHOUT MAIN GEAR COMPLEX ON RT SIDE. DAMAGE TO RT ENG INLET AND SUBSEQUENT COLLATERAL DMG TO ENG FANS AND INTERNAL PARTS. INGESTION?,Medium,Some Cloud,Unknown bird - medium,FALSE,262923,1000,0,FALSE
260027,Airplane,GRAND FORKS INTL,> 1000 ft,BE-90  KING,1,1,None,2009-05-10T00:00:00,Caused damage,2,BUSINESS,North Dakota,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN FAA 3204. WHOLE FEATHER AND DNA. DMG TO L WING LEADING EDGE APPROX 12"" ACROSS AND 5"" DEEP. A/C WAS DOWN FOR 6 WEEKS LEADING TO LOST REVENUE. DMG WAS CONSIDERED MINOR ACCORDING TO ICAO STANDARDS.",Medium,No Cloud,Northern shoveler,FALSE,261952,3800,0,FALSE
232556,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,MD-88,2 to 10,5,Precautionary Landing,2005-06-25T00:00:00,Caused damage,2,DELTA AIR LINES,Alabama,Climb,None,FALSE,FALSE,8 FAN BLADES BENT COMBUSTION CHAMBER ALSO DAMAGED. LANDED W/O INCIDENT. DID A 1ST STAGE FAN CHANGE.,Small,Overcast,Unknown bird - small,FALSE,258105,500,0,FALSE
309907,Airplane,NAPLES MUNICIPAL,< 1000 ft,DA-2000,1,1,None,2011-01-11T00:00:00,Caused damage,2,BUSINESS,Florida,Approach,None,FALSE,FALSE,"RT WING L/W SLAT WAS EXTENDED AND THE BIRD DAMAGED THE SLAT AND THE L/W OF WING. PILOT REPTD A FLUTTERING SOUND AND SMALL VIBRATION IN CONTROL YOKE. A/C DID NOT LOSE ANY CONTROL EFFECTIVENESS. DATA ENTRY NOTE: # STRUCK NO REPTD, ASSUME 1, SAME AS # SEEN.",Large,Overcast,Unknown bird - large,FALSE,250000,650,0,FALSE
309833,Airplane,MIAMI INTL,> 1000 ft,ATR-72,1,1,None,2011-01-04T00:00:00,Caused damage,2,AMERICAN EAGLE AIRLINES,Florida,Approach,None,FALSE,FALSE,BIG DENT. NO BIRD REMAINS COLLECTED.,Large,No Cloud,Unknown bird - large,FALSE,250000,1800,0,FALSE
307680,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,2 to 10,10,None,2010-10-28T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. BOTH BAGS WERE GADWALL.,Medium,Some Cloud,Gadwall,TRUE,241277,6600,0,FALSE
228263,Airplane,BOWERMAN ARPT,< 1000 ft,HAWKER 1000,11 to 100,63,Precautionary Landing,2005-01-07T00:00:00,Caused damage,2,BUSINESS,Washington,Climb,None,FALSE,FALSE,"AREA IS A WILDLIFE REFUGE WITH KNOWN HAZARDS, HOWEVER, NO WARNING SPECIFIC TO OUR OPERATION WAS ISSUED. PILOT PULLED UP TO AVOID BIRDS. PLANE NOT FLYABLE. ENG REP SAID CORE INGESTION IN BOTH ENGS. MANDATORY TEAR DOWN FOR INSPN. HAD TO RENT 2 ENGS. LANDING",Small,Overcast,Dunlin,FALSE,240127,10,0,FALSE
268297,Airplane,ABRAHAM LINCOLN CAPITAL ARPT,< 1000 ft,DA-900,2 to 10,7,None,2009-09-09T00:00:00,Caused damage,3,BUSINESS,Illinois,Climb,None,TRUE,FALSE,LARGE HAWK IMPACTED R HAND OUTBOARD SLOT JUST PRIOR TO ROTATION. RED-TAILED HAWK AND MOURNING DOVE.,Medium,No Cloud,Red-tailed hawk,FALSE,231909,10,0,FALSE
219102,Airplane,GRANT COUNTY ARPT,> 1000 ft,B-747,1,1,None,2003-06-27T00:00:00,Caused damage,4,JAPAN AIRLINES,Washington,Approach,None,FALSE,FALSE,FAN BLADE DMG.,Medium,No Cloud,Unknown bird - medium,FALSE,229789,1800,0,FALSE
243194,Airplane,MOBILE DOWNTOWN ARPT,> 1000 ft,LEARJET-45,1,1,Precautionary Landing,2007-01-26T00:00:00,Caused damage,2,BUSINESS,Alabama,Climb,None,TRUE,FALSE,PELICAN WAS COLLECTED FROM END OF RWY 14. STRIKE CAUSED DMG TO ENG INJECTOR. (UPDATED COST 4/23/07),Large,No Cloud,Brown pelican,FALSE,222239,1200,0,FALSE
269802,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-900,2 to 10,7,None,2009-12-18T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,California,Approach,Fog,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3970. BIRDSTRIKE ON FINAL APCH.  FLT CREW LEFT BEFORE PROVIDING ANY INFORMATION. 2 FAN BLADES WERE REPLACED BEFORE A/C WAS RETURNED TO SERVICE. A/C DEPTD 12/19 AT APPROX 1230.",Medium,Overcast,Northern pintail,TRUE,221949,1200,0,TRUE
219883,Airplane,JAMES M COX DAYTON INTL,< 1000 ft,BA-41 JETSTR,11 to 100,20,Precautionary Landing,2002-09-13T00:00:00,Caused damage,2,ATLANTIC COAST AIRLINES,Ohio,Climb,None,FALSE,FALSE,RETD TO ARPT AFTER INGESTING 24-30 STARLINGS. CABIN FILLED WITH INTENSE SMELL. MX AND DISPATCH NOTIFIED.  LANDED W/O INCIDENT. DEPLANED AT GATE.  L ENG TURBINE BLADE BENT BEYOND ACCEPTABLE LIMITS. ENG WAS REMOVED AND REPLACED. ALSO DMG TO PROP.,Small,Some Cloud,European starling,FALSE,218051,50,0,FALSE
253866,Airplane,NEW ORLEANS INTL,< 1000 ft,DA-50 FALCON,2 to 10,10,Other,2008-01-31T00:00:00,Caused damage,3,BUSINESS,Louisiana,Approach,None,FALSE,FALSE,HIT A FLOCK OF PIGEONS WHILE FLARING FOR T/D. PILOT REPTD NO VIZ EXTERNAL DMG. DMG WAS FOUND TO RT ENG.,Small,Some Cloud,Rock pigeon,TRUE,216458,10,0,FALSE
251805,Airplane,TED STEVENS ANCHORAGE INTL,> 1000 ft,B-737-900,2 to 10,2,Precautionary Landing,2008-05-03T00:00:00,Caused damage,2,ALASKA AIRLINES,Alaska,Climb,None,FALSE,FALSE,"DMG TO BOTH WINGS. PILOT SAW BIRDS JUST AS THEY STRUCK THEM. RETD TO LAND. DMG TO LEADING EDGES NEAR THE LIGHTS. L WING HAD DENTS ON LEADING EDGE, MISSING RIVETS AND DAMAGE TO ONE STRINGER. RT WING HAD DENTS ON LEADNG EDGE. MOST OF COST IS FOR A/C BEING O",Large,No Cloud,Canada goose,TRUE,216458,4000,0,TRUE
204287,Airplane,LOGAN INTL,< 1000 ft,B-737-300,2 to 10,4,Precautionary Landing,2000-06-11T00:00:00,Caused damage,2,US AIRWAYS*,Massachusetts,Climb,None,FALSE,FALSE,L ENG CHANGED. INGESTION. (ENG MANU REPTS NO FAN BLADE DMG),Large,Overcast,Unknown bird - large,FALSE,211146,800,0,TRUE
254547,Airplane,MINETA SAN JOSE INTL,< 1000 ft,CITATION X,1,1,None,2008-05-30T00:00:00,Caused damage,2,XOJET,California,Climb,None,FALSE,FALSE,ENG INLET DAMAGED.,Large,Overcast,Unknown bird - large,FALSE,208882,400,0,FALSE
307449,Airplane,PALESTINE MUNICIPAL ARPT,> 1000 ft,BE-100 KING,2 to 10,6,Precautionary Landing,2010-10-18T00:00:00,Caused damage,2,GOVERNMENT,Texas,Descent,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 5206, DNA AND MICRO. 7 SAMPLES ALL SAME SPECIES. PILOT REPORTED HE WAS DESCENDING THRU ABOUT 4,000 FEET IN IMC WHEN HE SAW A BLACK FLASH AND HEARD AND FELT A TREMENDOUS THUD. AFTER ASSESSING THE DAMAGE, THE FLT CREW DECIDED TO RETUR",Large,Some Cloud,American white pelican,FALSE,202468,4000,0,FALSE
242960,Airplane,JACQUELINE COCHRAN REGIONAL ARPT,> 1000 ft,MU-300,1,1,None,2006-03-27T00:00:00,Caused damage,2,BUSINESS,California,Climb,None,TRUE,TRUE,"BIRD WAS INGESTED. APPEARS TO HAVE DAMAGED SOME OF THE COMPRESSOR STATORS. ENG IS BEING TORN DOWN FOR FURTHER EVALUATION. ID BY SMITHSONIAN, FAA 1436. ENG WAS REPAIRED AND PUT BACK IN SERVICE ONLY TO FIND MORE DAMAGE. ENG REMOVED AGAIN. EST REPAIRS ABOUT",Medium,Some Cloud,California gull,FALSE,201876,3000,0,FALSE
205906,Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,> 1000 ft,DA-50 FALCON,1,1,None,2000-10-30T00:00:00,Caused damage,3,EXECUTIVE JET MGMNT,Ohio,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,FALSE,193773,1800,0,FALSE
233546,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,Other,2004-10-23T00:00:00,Caused damage,2,UNITED AIRLINES,Missouri,Approach,None,TRUE,TRUE,"ATIS WARNING. ID BY SMITHSONIAN FAA 925. #1 ENG NOSE COWL LIP DENTED BEYOND LIMITS. FERRY FLT TO DEN FOR REPAIR. 1 FLT DELAYED. 1 FLT CANCELLED. TOTAL COST REPTD AS $158,000.",Medium,No Cloud,Red-tailed hawk,TRUE,190017,200,0,TRUE
269805,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-900,2 to 10,4,None,2009-12-19T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,California,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3965. WHOLE FEATHER AND DNA. ATCT NOTIFIED ARPT OPS OF STRIKE. BOTH ENGINES INGESTED BIRD(S). DMG TO LEFT MAIN INBD FLAP. A/C FERRIED AT 1030 ON 12/20. CANCELLED FLT WAS $50,000, REPAIRS WERE $124,740.",Medium,Overcast,Northern pintail,TRUE,184200,2000,0,TRUE
319584,Airplane,METRO OAKLAND INTL,> 1000 ft,B-737-700,1,1,None,2011-12-19T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,California,Descent,None,TRUE,TRUE,"ID BY SMITHSONIAN. LEFT WING ROOT CRACKED FAIRING AND RIVETS POPPED. SUBSTANTIAL DMG TO K-FLAPS, WING ROOT, WING AND BODY FAIRING AND UNDERLYING STRUCTURE. A/C TAKEN TO SEATTLE FOR REPAIRS.",Large,No Cloud,Greater white-fronted goose,FALSE,175000,7500,0,TRUE
200202,Airplane,GREENBRIER VALLEY ARPT,> 1000 ft,DA-2000,1,1,None,2000-04-16T00:00:00,Caused damage,2,BUSINESS,West Virginia,Descent,None,FALSE,FALSE,,Large,Some Cloud,Unknown bird - large,FALSE,171186,5000,0,FALSE
214743,Airplane,JONESBORO MUNICIPAL ARPT,< 1000 ft,FAIRCHILD SA227,2 to 10,6,Engine Shut Down,2002-01-10T00:00:00,Caused damage,2,BUSINESS,Arkansas,Approach,None,FALSE,FALSE,1ST STAGE IMPELLER WAS DESTROYED BY BIRD INGESTION. PIECES OF METAL AND BIRD WENT THRU THE ENG CAUSING MAJOR DMG. UNCONTAINED FAILURE. MAYBE WHITE GEESE. ASSUME SNOW GEESE FROM DATE AND LOCATION,Large,Overcast,Snow goose,FALSE,169877,800,0,FALSE
250404,Airplane,ADDISON,> 1000 ft,LEARJET-35,1,1,None,2007-10-12T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,ENGINE SURGED BRIEFLY AND RETD TO NORMAL. ENG REDUCED TO IDLE THRUST AS PRECAUTION. ENG WAS DESTROYED. DAMAGED THE REVERSERS AND PRESSURIZATION SYSTEM. FEATHERS WERE COMING OUT OF THE VENTS IN THE CABIN.,Medium,No Cloud,Red-tailed hawk,FALSE,169165,2400,0,FALSE
211775,Airplane,SAN DIEGO INTL,< 1000 ft,A-319,2 to 10,8,Precautionary Landing,2001-05-03T00:00:00,Caused damage,2,US AIRWAYS*,California,Climb,None,FALSE,FALSE,BELIEVED TO BE WESTERN GULLS. ENG RAN ROUGH AFTER INGESTION. VIBRATION & EXCESSIVE NOISE. EMERGENCY DECLARED. 4 BENT FAN BLADES. 8 FAN BLADES REPLACED.  LANDING UNEVENTFUL.,Medium,No Cloud,Western gull,FALSE,162481,700,0,FALSE
260100,Airplane,WILLIAM B HEILIG FIELD,< 1000 ft,SA227 AC METRO III,1,1,Engine Shut Down,2009-01-22T00:00:00,Caused damage,2,KEY LIME AIR,Nebraska,Approach,None,FALSE,FALSE,E2 COMPRESSOR TOTAL LOSS,Medium,No Cloud,Unknown bird - medium,FALSE,158120,700,0,FALSE
266558,Airplane,SALT LAKE CITY INTL,> 1000 ft,EMB-120,1,1,Precautionary Landing,2009-07-31T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN,F AA 3462, DNA. HIT BIRD ON DEPRTR 6800 MSL. RETD TO ARPT. BIRD WAS INBEDDED IN NOSE CONE. REPLACEMENT A/C  REACHED DESTINATION WITH A DELAY OF 90 MINS. PHOTOS.",Large,Some Cloud,American white pelican,TRUE,158120,2600,0,FALSE
239698,Airplane,EXECUTIVE ARPT,> 1000 ft,PILATUS PC12,1,1,Precautionary Landing,2006-03-29T00:00:00,Caused damage,1,BUSINESS,Florida,Climb,None,FALSE,FALSE,ATIS WARNING. SIGNIFICANT 3' DEEP DEFORMATION RT WING ROOT.,Large,No Cloud,Turkey vulture,TRUE,154019,1500,0,FALSE
201963,Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,CITATION II,1,1,None,2000-03-08T00:00:00,Caused damage,2,BUSINESS,DC,Climb,None,FALSE,FALSE,EXTENT OF DMG WOULD INDICATE A LRG BIRD BUT WE DID NOT SEE IT.   NO CONTROL PROBLEMS EXPERIENCED. A/C TIME OUT OF SVC WAS 5 WEEKS  DUE TO PART UNAVAILABILITY.,Medium,No Cloud,Unknown bird - medium,FALSE,151009,1500,0,FALSE
230911,Airplane,RICHMOND INTL,< 1000 ft,BA-31 JETSTR,2 to 10,3,Precautionary Landing,2005-07-08T00:00:00,Caused damage,2,BUSINESS,Virginia,Climb,None,FALSE,FALSE,NO REMAINS.,Medium,No Cloud,Unknown bird - medium,FALSE,149347,50,0,FALSE
219549,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-747-400,11 to 100,96,Precautionary Landing,2003-02-02T00:00:00,Caused damage,4,AIR CHINA,California,Climb,None,FALSE,FALSE,3 BLADES WERE DAMAGED.,Small,No Cloud,European starling,FALSE,146937,10,0,FALSE
216992,Airplane,WAUKEGAN REGIONAL ARPT,> 1000 ft,DA-50 FALCON,1,1,None,2002-09-30T00:00:00,Caused damage,3,BUSINESS,Illinois,Climb,None,FALSE,FALSE,"DENT ON RT OTBD SLAT WAS ABOUT 1/2"" DEEP AND 4 1/2 "" LONG AND 2"" HIGH. PHOTOS WITH REPT.",Medium,No Cloud,Unknown bird - medium,FALSE,139451,4000,0,FALSE
300463,Airplane,PORT COLUMBUS INTL,< 1000 ft,HAWKER 800,2 to 10,2,Precautionary Landing,2010-03-26T00:00:00,Caused damage,2,BUSINESS,Ohio,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 4181, DNA. PILOT REPTD BIRDSTRIKE DURING T/O. RETD TO APRT. VIBRATION /NOISE STOPPED AFTER REDUCING THRUST ON AFFECTED ENG. UPON INSPN FOUND AT LEAST 3 FAN BLADES DAMAGED. 9(DATE ENTRY NOTE: FOLLOW UP CALL FOUND THAT  BLADES WERE RE",Small,No Cloud,Eastern meadowlark,FALSE,133472,20,0,FALSE
266827,Airplane,TAMPA INTL,< 1000 ft,A-320,2 to 10,7,Precautionary Landing,2009-10-21T00:00:00,Caused damage,2,JETBLUE AIRWAYS,Florida,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3795.  DNA. DMG TO FAN BLADE. MULTIPLE BIRDSTRIKES ON T/O. LANDED W/O INCIDENT.",Small,Some Cloud,Black-bellied plover,TRUE,132433,10,0,FALSE
259947,Airplane,REPUBLIC AIRPORT,> 1000 ft,DA-2000,1,1,None,2008-11-18T00:00:00,Caused damage,2,BUSINESS,New York,Climb,None,FALSE,FALSE,"LARGE BIRD, POSSIBLY A GOOSE. SATCOM ANTENNA COVER WAS DAMAGED ON TOP OF THE TAIL. COVER WAS REPLACED.",Large,Some Cloud,Unknown bird - large,FALSE,130957,2500,0,FALSE
212646,Airplane,KLAMATH FALLS INTL,< 1000 ft,IAI ASTRA JT,1,1,Engine Shut Down,2002-04-14T00:00:00,Caused damage,2,BUSINESS,Oregon,Approach,None,TRUE,TRUE,"PILOT REPTD FLOCK WENT OVER A/C EXCEPT FOR 1.  IT IHT BELOW NOSE. PILOT INITIATED ""GO AROUND"" CONCERNED ABOUT LDG GEAR DMG. FLY BY ATCT INDICATED NO DMG. HOWEVER, PILOT NOTED STRANGE ENG NOISE DURING POWER CHANGE. ENG SHUT DOWN UPON LDG. FOUND BIRD REMAIN",Large,Overcast,Canada goose,FALSE,126774,100,0,FALSE
