flight_id,carrier,route_type,origin,destination,cabin_class,booking_channel,customer_segment,aircraft_family,departure_time,distance_miles,base_fare_usd,ancillary_revenue_usd,passenger_count,available_seats,delay_minutes,fuel_gallons,crew_size,baggage_weight_lbs,advance_booking_days,customer_age,loyalty_status,satisfaction_rating,on_time,cancelled,year,month,day_of_week,load_factor,total_revenue_usd,fuel_cost_usd,operating_margin,revenue_per_mile,performance_category
FL000461,Spirit,Domestic,SFO,PHL,First,Website,Leisure,B737,Afternoon,1645.5250156153886,321.7392928742053,6.449279047202005,186,250,27.14740154392229,4926.43725722502,5,8330.838954136834,10,41,Silver,3.938105620884118,0,0,2024,7,Tue,74.4,59849.95775364939,15349.339796991662,74.35363302983163,36.37134482046563,Good
FL000462,American,Regional,JFK,LAX,Economy,Website,Leisure,B787,Night,767.1288148313487,148.05415388067024,42.24894361264745,107,121,37.246744083673576,2491.663993072631,4,4117.436331700724,7,76,None,1.86827568412918,0,0,2024,11,Thu,88.42975206611571,15884.043408844364,7952.787073777799,49.93222525852817,20.70583597141561,Poor
FL000463,American,Domestic,LAX,MCO,Economy,Mobile App,Leisure,B737,Evening,1051.3750823755895,266.0456251150948,12.472047412725114,198,232,11.246144597326694,3043.461326528114,6,7498.252956595203,6,18,Silver,3.841442108632433,1,0,2025,12,Mon,85.34482758620689,52689.5058202015,8730.3946455532,83.43048675509515,50.11485121099616,Good
FL000464,Southwest,Regional,FLL,PHL,Business,Call Center,Group,B777,Night,852.0570611226519,234.44737262080423,130.37560722251777,70,116,18.946043923354168,2966.3298490164157,6,2452.5836605184004,12,55,Silver,3.580017131770399,0,0,2025,3,Sun,60.3448275862069,16541.691690678814,8691.881949232515,47.45469742897965,19.413830886964117,Good
FL000465,United,Regional,ATL,LGA,Business,Travel Agent,Frequent Flyer,A350,Afternoon,956.9591247722991,209.8973255731143,93.11526545839583,69,109,70.42036350125922,3170.278833217428,7,2813.37107184629,3,47,Silver,4.7584390116494815,0,0,2023,8,Thu,63.30275229357798,14576.030730003284,10079.754461531249,30.84705535929548,15.231612670469636,Good
FL000466,Spirit,Regional,SFO,PHL,Economy,Call Center,Business,B737,Evening,829.8791081330659,145.14679099246177,63.15220313379194,75,153,1.6845033565629721,2544.564541337326,5,2797.283335875835,30,57,None,,1,0,2023,7,Fri,49.01960784313725,10949.161527568425,7417.670038594076,32.25353357042508,13.19368257408017,Good
FL000467,Delta,Domestic,ORD,BOS,Economy,Website,Business,B787,Morning,1831.5308043691637,369.3048592177288,22.50969670874704,197,225,1.2792260572080356,5445.667971859518,6,8023.892020680642,11,53,None,3.211736593582862,1,0,2024,1,Sat,87.55555555555556,72775.56696260131,16802.077000013,76.9124752973104,39.734830988915576,Good
FL000468,Alaska,Domestic,SEA,PHL,Premium Economy,Website,Business,B737,Afternoon,2519.671225055858,409.7080820105085,15.505683540031423,138,197,3.406339770907277,8603.519482145726,7,3812.3403212704065,35,35,Silver,2.556674779734411,1,0,2025,6,Wed,70.05076142131979,56555.221000990205,26576.395973465376,53.00805919757601,22.44547639334828,Good
FL000469,Southwest,Domestic,SFO,MSP,Economy,Mobile App,Group,B787,Afternoon,2257.097627448413,445.8958804288085,1.5695435240481996,164,198,12.386409934274159,6658.0122931918995,5,5294.369358885228,6,69,Silver,3.1757845975085734,1,0,2025,2,Thu,82.82828282828282,73128.49393384864,19394.35263627832,73.47907553815854,32.39934907756667,Good
FL000470,JetBlue,Regional,ORD,DFW,Economy,Travel Agent,Group,B757,Morning,855.5622256939363,197.81327887453872,32.13966654553853,70,149,,2903.632248575017,4,2429.0486323223804,25,54,None,3.5738933439160148,1,0,2023,1,Sun,46.97986577181208,13879.069187763249,8945.594729964516,35.546147879631775,16.222162188736302,Good
FL000471,JetBlue,Domestic,PHL,BWI,Economy,Call Center,Leisure,A320,Evening,1937.2727372170436,384.62123665528105,24.97756370778819,199,251,41.73281880394455,5763.953972394196,7,8835.8449565109,6,32,None,2.5574312378241784,0,0,2024,6,Thu,79.2828685258964,76564.60365810871,17329.014250240794,77.36680734661448,39.52185058263727,Poor
FL000472,American,Regional,BOS,DEN,Economy,Mobile App,Business,B777,Morning,453.04801401790735,135.3742096767765,17.66150766014857,86,109,0.38860237732957364,1452.0124525179149,6,2839.63485509756,10,19,None,3.2389479621427886,1,0,2025,6,Sat,78.89908256880734,11659.843539862928,4613.400277196179,60.43342896134254,25.73644112564647,Good
FL000473,Frontier,International,PHX,IAH,Business,Mobile App,Leisure,B777,Evening,1465.2809093011133,308.6659992087861,97.89078437661695,307,329,14.024320404362168,4739.597922482544,9,10992.65583835213,8,52,None,4.070546298788326,1,0,2024,6,Thu,93.3130699088146,94858.35254147396,14303.155851732674,84.9215641337656,64.73731551359528,Excellent
FL000474,Spirit,Regional,ATL,MIA,Economy,Mobile App,Business,B737,Afternoon,775.5556301893581,165.608545328822,7.705480091325087,62,75,0.9204556618806924,2610.3072382373643,5,1999.0092990143073,36,54,Silver,2.918600439536502,1,0,2024,9,Mon,82.66666666666667,10275.435290478288,7435.077718041327,27.64221166444377,13.249127323038657,Good
FL000475,United,International,ATL,LGA,Economy,Travel Agent,Group,B757,Afternoon,1454.481594397542,280.7550355880592,37.363646968630455,318,376,16.916953192019815,5084.327228364623,12,13594.159812729204,31,45,None,4.031482272086641,0,0,2025,2,Tue,84.57446808510637,89317.46496397145,14792.991115412939,83.43773961634481,61.4084532303535,Good
FL000476,Spirit,Regional,LGA,SEA,Premium Economy,Mobile App,Leisure,A320,Morning,501.17278889783245,129.89311751054996,16.905994885322706,93,121,1.5067097836587027,1637.2768995196998,5,2627.228652512649,6,35,None,4.404340511362083,1,0,2024,6,Sun,76.85950413223141,12096.965923366468,4875.523528160368,59.696310967175506,24.13731589452379,Excellent
FL000477,Spirit,International,MSP,JFK,Economy,Website,Group,A330,Afternoon,1389.635387786375,194.36655436427088,0.36209217953572914,294,372,32.270956373074476,4050.171330665332,9,8130.690830278423,5,39,None,4.660250549685089,0,0,2024,11,Wed,79.03225806451613,57144.129075275174,12292.344577070138,78.48887580231103,41.12167089117033,Good
FL000478,American,Regional,DTW,LAS,Economy,Call Center,Business,B757,Morning,386.784123487203,89.5839925352813,68.23925882662033,57,80,81.56450423159468,1243.5411400052917,4,1999.4664119826857,0,84,Silver,3.4032226757832627,0,0,2024,2,Sun,71.25,5174.526833337654,3591.231957218196,30.597867730027932,13.378333078112647,Poor
FL000479,Spirit,International,IAH,FLL,First,Call Center,Frequent Flyer,A330,Evening,1422.1498100465935,249.47954700768594,33.762516059324405,340,394,3.2559350140722945,4265.665440096573,12,11965.043932627324,39,31,None,2.919474829732802,1,0,2023,12,Mon,86.29441624365482,84856.80849867254,12235.969766881217,85.58045019207547,59.66798145962724,Good
FL000480,Delta,Regional,FLL,LAS,Economy,Travel Agent,Leisure,A320,Night,454.57485108428904,103.24276269987247,52.35232762348627,86,121,0.3706873494075634,1522.4206927273729,5,3337.3270753422203,18,31,Gold,4.219785188284587,1,0,2024,5,Fri,71.07438016528926,8931.229919812518,4843.295990904665,45.77123157292614,19.64743517708694,Excellent
FL000481,Delta,Regional,LAX,FLL,Economy,Airport,Group,B777,Morning,720.5041387507802,153.25179239749653,13.861905795267507,58,117,20.51808246490909,2159.476463128267,5,1780.2126802897803,0,24,Silver,2.6339332391843753,0,0,2025,9,Sun,49.572649572649574,8902.465864850066,6855.552976202193,22.99265079723332,12.35588442321134,Poor
FL000482,American,Domestic,PHX,DEN,Economy,Mobile App,Group,B757,Night,1365.894448007772,232.78038126132515,16.356096597716313,211,225,29.928029520655688,4005.5340813613943,5,7050.041306865267,63,29,None,2.5192993898420073,0,0,2025,3,Thu,93.77777777777779,49133.01654273732,11459.234063805252,76.67712086466811,35.971312874432115,Poor
FL000483,American,Domestic,LAX,MIA,Economy,Mobile App,Business,A321,Evening,1676.9919012521807,280.69418896843274,59.40315361856464,233,259,0.1828518971711556,5323.958696239442,7,5935.765547257592,1,22,None,,1,0,2025,7,Fri,89.96138996138995,65461.14918326339,15826.04385676176,75.82376103350163,39.03486303922201,Good
FL000484,American,Regional,ATL,LAS,Premium Economy,Call Center,Group,A321,Morning,481.3457817794844,118.82314571164588,51.33187166849066,99,135,67.88586365003476,1538.4810133160086,5,2878.81980912891,5,39,None,4.55191089394339,0,0,2024,8,Mon,73.33333333333333,11814.823297121431,4558.01382434994,61.42122730298932,24.545396977289965,Good
FL000485,Frontier,Domestic,SFO,DEN,Economy,Website,Business,A350,Morning,1606.394260215236,346.45910027157515,9.888402887114438,219,298,10.116746344492169,5288.734781056536,6,8719.498694369226,52,72,Silver,,1,0,2025,3,Sun,73.48993288590604,75884.43136236207,15914.132689727021,79.02846156448862,47.2389831324438,Good
FL000486,Southwest,International,MCO,DTW,Economy,Website,Leisure,A330,Afternoon,1530.5116634464443,326.7185134861887,42.23478207589027,224,262,8.167775605879928,5084.116206268802,9,6754.881240712173,17,23,Gold,3.897541144584431,1,0,2025,1,Tue,85.49618320610686,73227.18180298216,16243.467970148788,77.81770707242038,47.84490282033354,Good
FL000487,American,Regional,LAX,LAX,Economy,Travel Agent,Leisure,A321,Night,588.2518042401798,159.3172206961794,16.671256638923225,108,181,15.35686755926209,2017.0063126592727,6,2918.0059085250405,19,24,None,2.8366958195094147,0,0,2023,1,Sun,59.66850828729282,17222.931091826296,6066.784799882804,64.7749574823417,29.278161099858306,Poor
FL000488,Delta,International,DTW,SEA,Business,Website,Frequent Flyer,A330,Morning,2618.9769304765964,456.9986415009091,19.47820974700697,375,423,63.972774072172754,7347.368152248737,13,13483.990734843066,1,36,Silver,3.9026282804303163,0,0,2024,2,Fri,88.65248226950354,171393.96877258792,23195.217876017137,86.46672456322344,65.44309985250537,Good
FL000489,JetBlue,International,LAX,ATL,Economy,Mobile App,Business,B757,Afternoon,1290.5952015621426,264.8833461306273,2.0394665419801887,258,312,5.672147083632204,3840.5374089795923,12,7230.554351277815,8,18,None,4.484623597479767,1,0,2024,11,Mon,82.6923076923077,68341.94276824381,11402.279387187582,83.31583954841003,52.95381749871873,Excellent
FL000490,Frontier,Regional,DEN,PHX,Business,Mobile App,Frequent Flyer,B777,Afternoon,366.9602798418603,120.30652749312911,48.85089308367773,102,115,16.417651693850598,1152.6476429023571,4,3810.4957317099147,6,60,None,3.3439519038723304,0,0,2023,7,Tue,88.69565217391305,12320.116697382848,3633.8409535944284,70.50481709831237,33.57343389505845,Poor
FL000491,American,Regional,IAH,ORD,Business,Website,Leisure,A350,Evening,326.33744471084657,75.0,13.889912171442353,107,158,,1025.6822612093383,6,4778.786150076174,13,58,None,1.5513687042823656,1,0,2024,10,Tue,67.72151898734177,8038.889912171442,3032.985550982895,62.27108986290828,24.63367303526677,Good
FL000492,Southwest,Domestic,PHL,BOS,Premium Economy,Airport,Business,B777,Afternoon,1540.7266293741447,235.03301084757507,7.429786834193697,132,169,53.20903619593733,4661.802868679036,7,3860.5520102099463,14,56,None,4.824899153336124,0,0,2025,8,Mon,78.10650887573965,31031.787218714104,14835.857543800692,52.1914176607471,20.141007903082365,Good
FL000493,United,Domestic,BWI,DTW,Economy,Mobile App,Group,A330,Morning,2073.824282054626,404.27849328254814,0.11508946876136952,224,290,2.056361601061935,6836.590692829355,6,10054.960810821645,0,24,Silver,4.438184211432896,1,0,2024,6,Sat,77.24137931034483,90558.49758475955,21275.734017776278,76.50608768341928,43.66739186554388,Excellent
FL000494,Hawaiian,Regional,ATL,PHL,Economy,Website,Leisure,A320,Night,623.6070326567258,169.55468812480964,42.17038740683717,56,103,32.44900377494465,2093.307602400598,5,2309.0742913544705,18,29,Silver,4.248321516237299,0,0,2025,8,Tue,54.36893203883495,9537.232922396177,6107.619348027523,35.96025809870839,15.293658382531577,Good
FL000495,Alaska,Domestic,DFW,MSP,Economy,Call Center,Leisure,B787,Morning,1995.390331122838,384.335320847704,1.5052198083651724,214,250,12.352866832219163,6380.833612928445,6,7523.506909160134,25,32,None,4.2541609839957335,1,0,2025,9,Wed,85.6,82249.26388121703,18992.84991757622,76.90818249145018,41.2196363780785,Excellent
FL000496,JetBlue,Domestic,FLL,SFO,Premium Economy,Website,Leisure,A320,Evening,4077.805228664801,639.667587295553,9.122090035556747,160,174,18.134076473518626,12634.530577574893,7,5429.671829109003,48,44,None,3.8466417374847213,0,0,2025,7,Fri,91.95402298850574,102355.93605732403,39607.55403960728,61.30409669896895,25.100741775947576,Good
FL000497,American,Domestic,PHX,ATL,Premium Economy,Mobile App,Business,A330,Afternoon,1058.9638772863693,270.9650793770752,26.73911745403718,249,328,11.314583670934496,3236.0952161762493,7,9503.982243204453,62,47,None,4.427946482577541,1,0,2024,1,Tue,75.91463414634147,67497.04388234577,9415.695744470042,86.05021019752724,63.73875948942585,Excellent
FL000498,Delta,Domestic,SEA,BOS,Business,Airport,Business,B737,Afternoon,1338.2092026797982,248.7993521060968,7.345381312104034,248,268,17.003137985576725,4428.203684411868,6,7902.370813879843,20,28,None,3.368217184402087,0,0,2024,7,Mon,92.53731343283582,61709.5847036241,13874.996055911533,77.51565478434232,46.11355577293078,Poor
FL000499,American,Regional,LGA,LAS,Economy,Call Center,Leisure,B777,Afternoon,599.5900781767455,145.59338520205594,11.792248208036177,63,126,7.956193534950345,1753.5966410999488,4,2137.1035546629473,0,46,None,3.737940612147625,1,0,2025,9,Mon,50.0,9184.17551593756,4914.337390561578,46.49125136999409,15.317424103923006,Good
FL000500,Hawaiian,International,SEA,SEA,Premium Economy,Call Center,Leisure,A330,Evening,3053.998534869904,507.61440054357945,74.73948116863433,310,366,9.246559828514782,9159.666345114894,11,13858.546366016983,24,18,None,4.0762019369443525,1,0,2024,6,Tue,84.69945355191257,157435.20364967827,25922.544210237393,83.53446776242008,51.550517085098996,Excellent
FL000501,Delta,International,BOS,MIA,Economy,Website,Leisure,B787,Morning,1714.9104505143234,272.73876423428175,3.905272017837554,212,270,101.61223000424147,4934.765560399275,9,8011.902302850677,41,57,Silver,3.5950396985125854,0,0,2024,10,Mon,78.51851851851852,57824.52328968557,15748.321848969526,72.76532351148906,33.71868383701508,Good
FL000502,Spirit,Regional,SFO,MSP,Business,Mobile App,Business,A321,Evening,737.3565478387997,147.8206173789419,2.650667430564233,72,99,13.279709988118565,2194.5555428849234,7,1868.1989179102352,45,18,Silver,3.2815979275107714,1,0,2025,11,Fri,72.72727272727273,10645.735118714381,6271.698425631962,41.08722079129322,14.437703374191429,Good
FL000503,Southwest,International,PHL,DTW,Premium Economy,Mobile App,Leisure,A350,Morning,1649.532399569982,333.813699071477,7.552196779138967,270,330,10.257704158941332,4705.294653728779,12,9912.51816584991,35,35,Silver,3.7627877124530054,1,0,2023,2,Thu,81.81818181818183,90137.25094607794,14940.984804734637,83.42418406606093,54.64412276447307,Good
FL000504,Spirit,Domestic,MCO,MCO,Economy,Mobile App,Frequent Flyer,B787,Evening,1094.06505211956,219.24861901437657,65.43045341607508,218,259,16.524437541053054,3223.305439160887,5,5599.700322728246,3,37,None,,0,0,2024,1,Mon,84.16988416988417,47861.62939855017,9701.659667357753,79.7297756276312,43.74660291527146,Poor
FL000505,United,Regional,LAS,SFO,Premium Economy,Call Center,Leisure,A321,Afternoon,619.445289451005,154.63560569445133,27.632469863206488,102,144,27.4415347810174,1891.1906707803578,5,3962.579768797254,5,50,Gold,3.7007578503933085,0,0,2024,8,Wed,70.83333333333334,15800.464250697243,5661.098813424671,64.17131342723137,25.507441124785533,Good
FL000506,Spirit,Regional,LGA,PHX,Economy,Website,Group,A350,Afternoon,918.5660400533144,204.2075267200083,4.860308835166653,78,156,41.07243634346977,3193.8427241465615,6,2328.137392377959,31,62,None,2.431263170921787,0,0,2024,4,Mon,50.0,15933.047392995813,9287.162156966511,41.711325348538416,17.345565477329256,Poor
FL000507,Delta,Domestic,DTW,DEN,First,Mobile App,Leisure,B737,Evening,1704.842960217967,289.20363912414984,2.181193549411677,146,180,12.052665365091721,5943.578364944094,4,6552.034011376967,12,18,None,4.365456816505679,1,0,2025,4,Mon,81.11111111111111,42225.91250567529,18496.341389726582,56.19670412749371,24.76821237557073,Excellent
FL000508,American,Domestic,SFO,MIA,Business,Call Center,Leisure,B757,Night,1373.6714156169012,348.62993137950843,109.04579482905768,204,234,39.53138717730961,4197.8511078848505,6,6997.226409664133,39,49,None,4.608932238417002,0,0,2025,10,Fri,87.17948717948718,71229.55179624878,12347.04947028979,82.6658329879593,51.85341340473358,Good
FL000509,JetBlue,Regional,DTW,LAS,Economy,Website,Leisure,B757,Afternoon,351.5776994728868,89.3716411693274,1.1255996294537445,94,166,12.888246475478095,1057.3499911718034,6,2576.7930647153325,32,42,None,3.358754953083611,1,0,2024,10,Mon,56.62650602409639,8402.059869546229,3141.3476083219653,62.61217300167108,23.89815930345771,Good
FL000510,United,Domestic,LGA,JFK,Premium Economy,Website,Leisure,A350,Afternoon,1051.6482607930348,194.1234228982353,62.25440789819105,183,243,25.64287526536529,3169.1919208204376,7,7640.819709438545,6,18,Gold,2.6836430581995967,0,1,2023,11,Fri,75.30864197530865,35586.84079827525,9153.367738416508,74.27878526699641,33.83910963865395,Poor
FL000511,Hawaiian,Regional,SFO,FLL,Premium Economy,Mobile App,Leisure,B737,Afternoon,290.78905592684777,94.96432600241798,12.581911167167663,72,145,0.30191830381131096,971.0910643175662,6,2562.3372558463775,1,38,Silver,3.713657152117812,1,0,2024,7,Wed,49.6551724137931,6850.013383341262,3075.387519137905,55.1039195541278,23.556640952348918,Good
FL000512,American,Domestic,BOS,MCO,Economy,Mobile App,Group,A321,Night,1141.9223430082488,244.16525858207694,49.93318520532529,230,281,8.129731081712663,3624.5385744881714,7,9196.428798952826,4,24,Silver,4.9355660759212645,1,0,2024,5,Sun,81.85053380782918,56207.94265908302,10964.867758378423,80.49231613958293,49.22221112778156,Excellent
FL000513,Delta,Regional,LGA,SFO,Premium Economy,Website,Leisure,B787,Night,964.3572322918378,210.42925748340753,35.9003721321199,102,174,9.377441205488958,3130.4717992493665,7,4182.779138937858,39,34,Silver,3.215175351276531,1,0,2023,8,Sat,58.620689655172406,21499.684635439688,9776.315775778978,54.5280968462957,22.29431575303763,Good
FL000514,American,Regional,DTW,LAS,Economy,Travel Agent,Leisure,A350,Evening,544.4661462499629,100.90768613158674,40.74361809597107,97,128,20.69430033849322,1903.3699135623526,4,3940.6489607828594,54,69,None,1.7807188743673281,0,0,2023,7,Mon,75.78125,9828.789172859884,5786.846382589858,41.12350686523009,18.05215850527374,Poor
FL000515,Alaska,Domestic,PHL,MSP,Economy,Call Center,Leisure,A321,Morning,1944.4018463295217,370.2417029769948,4.768434583971405,185,248,10.878136934909131,5872.237432175162,5,7557.583234964836,10,38,None,4.949253308318141,1,0,2025,3,Wed,74.59677419354838,68499.483485328,16882.910892309534,75.35322891022133,35.229077577063386,Excellent
FL000516,American,Domestic,JFK,ORD,First,Mobile App,Leisure,A321,Evening,1459.869176938185,302.5295412441921,15.035970718936877,202,213,8.618791093212474,4964.627117540301,4,8469.172400603044,3,81,None,4.767857311783867,1,0,2023,9,Thu,94.83568075117371,61126.00330204574,14870.971206370168,75.67161207499973,41.87087738248342,Excellent
FL000517,Delta,Domestic,PHX,BOS,Economy,Mobile App,Business,A330,Morning,1175.9615076776463,222.89410933294124,54.02903730527592,175,207,81.18458661581703,3891.909258487797,4,6422.428367779549,53,42,None,4.479130163145589,0,0,2024,4,Fri,84.54106280193237,39060.49817057,11081.778094122634,71.62919416508579,33.21579653377331,Good
FL000518,Southwest,Domestic,BWI,LAX,Premium Economy,Travel Agent,Leisure,B737,Night,1580.5260615640684,281.7308967516925,2.3855173027019734,143,157,50.989961529213616,4863.55592670659,7,4729.02615638506,27,19,Silver,4.171352943403709,0,0,2024,12,Sat,91.0828025477707,40289.90375279474,14198.997380266157,64.75792678139314,25.491451696104498,Good
FL000519,JetBlue,Regional,ORD,LGA,Economy,Website,Frequent Flyer,B787,Afternoon,200.0,152.47436429365865,62.67045663397096,117,133,8.85597168305502,685.3338801555927,7,4814.904901302001,11,18,Gold,2.118633600819347,1,0,2024,4,Sat,87.96992481203007,17902.171078992036,1999.0017914614114,88.8337465738599,89.51085539496017,Good
FL000520,JetBlue,Regional,PHL,BOS,Economy,Travel Agent,Leisure,B757,Afternoon,434.34494781165284,102.35235520540076,60.647762197230314,62,100,11.616781269888584,1234.0773201283214,6,2613.746352624677,1,51,Silver,4.828694443635334,1,0,2024,11,Wed,62.0,6406.493784932077,3884.190326777899,39.37104355094477,14.749783132530315,Excellent
FL000521,American,Regional,SEA,FLL,Economy,Website,Leisure,B777,Afternoon,715.8318928389089,160.30777050474626,44.55843012906779,70,145,0.5426285611816223,2129.727459858229,5,2840.621439001739,37,85,Silver,4.285608432548424,1,0,2025,2,Tue,48.275862068965516,11266.102365461305,6191.0864103847225,45.046776519936046,15.738475022091023,Excellent
FL000522,JetBlue,International,MCO,BOS,Economy,Mobile App,Business,A350,Evening,2405.804785611904,401.2950812466971,5.281693907441119,243,305,59.04152077482195,7462.471340708136,9,6190.2274394192,62,18,Silver,3.749071776380636,0,0,2023,5,Tue,79.67213114754098,97519.98643685484,22695.455413942254,76.72738046509288,40.535286578562165,Good
FL000523,Southwest,Regional,PHL,MCO,Economy,Website,Business,B777,Evening,538.8276097693125,187.83155709194443,55.07478306805095,95,169,4.7582581296467925,1858.166604171874,4,3119.122503424168,57,50,Silver,4.445533272951881,1,0,2024,5,Sun,56.213017751479285,17899.072706802774,5392.742694754664,69.87138505390237,33.21855150382119,Excellent
FL000524,Southwest,Domestic,DEN,LAX,Economy,Travel Agent,Leisure,B777,Morning,1270.1485964614717,221.58420725579785,33.63424102566394,202,235,31.257538145726482,4393.717562996689,7,5192.654362416169,23,35,None,4.647075870918893,0,0,2025,9,Wed,85.95744680851064,44793.644106696825,12347.066397429782,72.43567331110744,35.26645955558916,Good
FL000525,American,Regional,JFK,SFO,Economy,Mobile App,Group,B757,Night,499.06840436887165,158.11256136792002,11.531892540233121,63,102,13.43334701393366,1532.2812580195637,7,2095.786958138614,3,57,Silver,4.0894268996122305,1,0,2024,10,Wed,61.76470588235294,9972.623258719195,4627.293886933862,53.600033141850034,19.982477695278472,Excellent
FL000526,Delta,Regional,ATL,BWI,Premium Economy,Mobile App,Leisure,A321,Afternoon,918.2633827324437,189.88647175741693,43.13232247862777,60,101,25.562240518403428,3028.8293059973375,6,1833.475137340361,12,62,None,3.1873454513576687,0,0,2025,10,Mon,59.4059405940594,11436.320627923644,8518.731374700401,25.511607693994453,12.454292355525482,Poor
FL000527,Alaska,International,DTW,FLL,Economy,Call Center,Business,B777,Afternoon,1803.1627904615643,335.92057956957365,98.46862047783364,344,354,24.149592543472306,5062.313173437856,13,11683.559639029125,2,44,None,4.11942211939146,0,0,2024,8,Thu,97.17514124293785,115655.14799241118,14726.358606851129,87.26700984566861,64.14015894971212,Good
FL000528,American,Domestic,DEN,ORD,Economy,Mobile App,Group,A330,Afternoon,1387.9965090643611,269.5715730322552,49.30709088093336,208,269,4.770800915265899,4851.093720232846,7,8791.33861911207,2,20,None,2.912309533131258,1,0,2024,9,Thu,77.32342007434944,56120.19428159001,13815.041836937678,75.3831182985237,40.43251832053976,Good
FL000529,JetBlue,Domestic,DEN,LGA,Economy,Travel Agent,Group,B777,Morning,1299.1838228060428,269.8654451066554,6.4942284832045,200,219,16.697227791675978,4281.483750004306,7,7234.878922785177,21,33,Silver,,0,0,2025,2,Sun,91.32420091324201,53979.583249814284,13499.960567620894,74.99061727626928,41.54884189769732,Poor
FL000530,American,Domestic,LAX,MIA,Economy,Mobile App,Leisure,A320,Night,1254.6427892999484,278.3454861149777,12.595785583105599,237,255,102.66993670994218,3642.131656528297,5,6183.277986911384,16,60,None,4.362636039455436,0,0,2025,3,Fri,92.94117647058823,65980.47599483281,11077.511243695788,83.21092554021085,52.589052882253334,Good
FL000531,Hawaiian,Regional,MIA,MIA,Economy,Mobile App,Leisure,A320,Afternoon,898.9268790721358,164.90426784208026,2.9817446599094115,66,82,0.3670972465872933,2867.8985680534774,7,2153.5710017267415,37,48,None,2.300936627979844,1,0,2023,8,Sat,80.48780487804879,10886.663422237207,8649.636368038535,20.548325666331323,12.110733003639098,Good
FL000532,JetBlue,Domestic,SEA,PHL,Economy,Website,Leisure,B757,Afternoon,1398.9078201174887,219.61541819464904,3.2317293488930767,227,286,9.617093187724315,4285.007179411654,5,9156.98237235826,2,30,Platinum,2.6816990100085003,1,0,2025,5,Fri,79.37062937062937,49855.931659534224,12225.755282173837,75.47783207490049,35.63918289866092,Good
FL000533,JetBlue,Domestic,MIA,SFO,Economy,Website,Business,B757,Morning,1492.9704860613913,272.0050951423865,0.6129196944572244,210,246,3.0141049590866458,4735.447820232571,5,9049.053126531528,13,38,None,2.452887259858355,1,0,2025,11,Thu,85.36585365853658,57121.682899595624,13629.866004312054,76.13889277689935,38.26042338605665,Good
FL000534,JetBlue,Domestic,FLL,BWI,Premium Economy,Airport,Leisure,B757,Afternoon,1016.0865837238215,269.1306595990595,0.9923410034578132,190,256,17.24491862074935,2973.786083326733,7,5877.977446631515,1,30,None,4.109775771954161,0,0,2025,4,Sat,74.21875,51135.81766482477,9256.960444422071,81.89730629693298,50.3262403853605,Good
FL000535,American,Regional,ATL,FLL,Economy,Website,Leisure,B737,Afternoon,899.7166941804596,170.2823011442869,33.128396888551414,55,116,16.329400881351834,2889.922447042784,4,2305.5112646331972,6,27,None,,0,0,2025,5,Sat,47.41379310344828,9398.65495982433,8223.352533721005,12.505006632622376,10.446238266575062,Poor
FL000536,Frontier,Domestic,SEA,LGA,Economy,Website,Frequent Flyer,B787,Afternoon,1758.6092592992234,354.6776212293013,81.1615596593353,177,194,0.8387895255321821,5510.530832223844,5,6182.596201572172,25,41,None,2.0932102561191175,1,0,2024,4,Sat,91.23711340206185,62859.10051724566,16862.653704090924,73.1738864136871,35.74364241792629,Good
FL000537,Hawaiian,Domestic,MSP,ATL,Economy,Website,Group,B777,Morning,1690.6117492616356,301.0531997406531,11.864339073598973,245,321,7.195809511042888,5060.166128017898,7,6752.144745195365,60,50,None,4.579694462881971,1,0,2025,8,Wed,76.32398753894081,73769.8982755336,16160.373245616474,78.09354001647554,43.635032293932746,Excellent
FL000538,Southwest,Regional,BOS,SEA,Economy,Call Center,Leisure,B777,Evening,973.2685058282976,202.0219903636472,9.78237812674071,76,112,1.3903631350272054,3140.750965882554,5,2639.274055157655,49,27,None,,1,0,2025,7,Fri,67.85714285714286,15363.45364576393,9539.243132984198,37.90951336248282,15.785421549923576,Good
FL000539,JetBlue,International,IAH,DEN,Premium Economy,Website,Leisure,A320,Morning,1964.6579772591867,378.328856908414,31.526914675424884,205,215,13.449097638715498,6807.253797380775,8,8490.203461284338,0,25,None,4.241852815080569,1,0,2025,12,Fri,95.34883720930233,77588.9425809003,19437.085485751148,74.94863979427929,39.49234089545776,Excellent
FL000540,Delta,Domestic,PHL,MSP,Economy,Airport,Leisure,B757,Afternoon,1075.6091353920292,252.6426507419101,46.481039142438696,241,260,0.5644996463130448,3230.0346052640066,4,6994.547658726571,32,24,None,4.0879330061652634,1,0,2023,6,Sat,92.6923076923077,60933.359867942774,9378.98916261325,84.60779254099926,56.65009515350972,Excellent
FL000541,Alaska,Domestic,ATL,PHL,Economy,Mobile App,Frequent Flyer,B787,Evening,1170.0521745747328,212.297257173618,55.6161037828069,129,184,14.225630804675014,3684.6030232273497,5,3701.163086380378,13,27,None,3.2557510301465227,1,0,2023,6,Thu,70.1086956521739,27441.962279179526,10949.775630502996,60.0984232865494,23.453622731955164,Good
