YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,9,5,MQ,3594,N813MQ,GSO,LGA,600,556,-4,12,608,97,85,64,461,712,9,737,721,-16,0,0,,,,,,
2015,1,9,5,OO,4450,N824SK,OAK,LAX,600,556,-4,19,615,80,92,63,337,718,10,720,728,8,0,0,,,,,,
2015,1,9,5,OO,5592,N918SW,CPR,DEN,600,556,-4,28,624,74,78,40,230,704,10,714,714,0,0,0,,,,,,
2015,1,9,5,OO,6463,N738SK,SMF,LAX,600,556,-4,36,632,97,109,62,373,734,11,737,745,8,0,0,,,,,,
2015,1,9,5,OO,7382,N463SW,CPR,SLC,600,556,-4,17,613,81,75,54,320,707,4,721,711,-10,0,0,,,,,,
2015,1,9,5,OO,6497,N787SK,FAT,DEN,600,556,-4,22,618,140,148,119,844,917,7,920,924,4,0,0,,,,,,
2015,1,9,5,EV,5900,N17560,SGF,ORD,601,556,-5,18,614,101,92,64,438,718,10,742,728,-14,0,0,,,,,,
2015,1,9,5,HA,113,N476HA,HNL,LIH,601,556,-5,11,607,37,39,22,102,629,6,638,635,-3,0,0,,,,,,
2015,1,9,5,EV,5747,N835AS,LGA,IAD,603,556,-7,11,607,80,71,53,229,700,7,723,707,-16,0,0,,,,,,
2015,1,9,5,F9,756,N947FR,PHX,DEN,603,556,-7,17,613,107,108,85,602,738,6,750,744,-6,0,0,,,,,,
2015,1,9,5,WN,726,N700GS,ICT,MDW,605,556,-9,9,605,110,123,81,589,726,33,755,759,4,0,0,,,,,,
2015,1,9,5,WN,288,N769SW,MDW,STL,555,557,2,30,627,75,83,49,251,716,4,710,720,10,0,0,,,,,,
2015,1,9,5,UA,441,N512UA,JFK,LAX,600,557,-3,12,609,386,399,348,2475,857,39,926,936,10,0,0,,,,,,
2015,1,9,5,UA,734,N547UA,SFO,ORD,600,557,-3,25,622,254,261,222,1846,1204,14,1214,1218,4,0,0,,,,,,
2015,1,9,5,US,1792,N186US,FLL,PHL,600,557,-3,17,614,160,152,132,992,826,3,840,829,-11,0,0,,,,,,
2015,1,9,5,WN,4881,N461WN,LIT,BWI,600,557,-3,9,606,130,116,103,912,849,4,910,853,-17,0,0,,,,,,
2015,1,9,5,WN,3211,N767SW,CLE,BWI,600,557,-3,30,627,85,82,48,314,715,4,725,719,-6,0,0,,,,,,
2015,1,9,5,WN,786,N469WN,DCA,HOU,600,557,-3,14,611,225,209,191,1218,822,4,845,826,-19,0,0,,,,,,
2015,1,9,5,WN,4879,N295WN,FLL,LAS,600,557,-3,14,611,350,305,286,2173,757,5,850,802,-48,0,0,,,,,,
2015,1,9,5,WN,3851,N964WN,ONT,SMF,600,557,-3,14,611,85,79,62,390,713,3,725,716,-9,0,0,,,,,,
2015,1,9,5,WN,2963,N774SW,PHX,MDW,600,557,-3,14,611,195,196,175,1444,1006,7,1015,1013,-2,0,0,,,,,,
2015,1,9,5,WN,234,N793SA,SEA,PHX,600,557,-3,24,621,165,173,145,1107,946,4,945,950,5,0,0,,,,,,
2015,1,9,5,WN,490,N230WN,SEA,SJC,600,557,-3,33,630,130,142,105,697,815,4,810,819,9,0,0,,,,,,
2015,1,9,5,WN,2941,N550WN,BOS,BWI,600,557,-3,21,618,105,101,77,369,735,3,745,738,-7,0,0,,,,,,
2015,1,9,5,WN,2248,N955WN,OAK,DEN,600,557,-3,28,625,150,165,130,957,935,7,930,942,12,0,0,,,,,,
2015,1,9,5,WN,212,N613SW,TUS,LAX,600,557,-3,11,608,95,92,72,451,620,9,635,629,-6,0,0,,,,,,
2015,1,9,5,AA,1078,N3JGAA,ORD,MIA,600,557,-3,12,609,183,179,152,1197,941,15,1003,956,-7,0,0,,,,,,
2015,1,9,5,AS,81,N612AS,SEA,ANC,600,557,-3,34,631,234,221,182,1448,833,5,854,838,-16,0,0,,,,,,
2015,1,9,5,AS,477,N614AS,LAX,SEA,600,557,-3,11,608,170,156,137,954,825,8,850,833,-17,0,0,,,,,,
2015,1,9,5,B6,447,N633JB,OAK,LGB,600,557,-3,19,616,80,88,65,353,721,4,720,725,5,0,0,,,,,,
2015,1,9,5,DL,1937,N364NB,BWI,DTW,600,557,-3,12,609,100,100,69,409,718,19,740,737,-3,0,0,,,,,,
2015,1,9,5,DL,2129,N958DN,ROC,ATL,600,557,-3,30,627,155,153,118,749,825,5,835,830,-5,0,0,,,,,,
2015,1,9,5,DL,1459,N969AT,CLT,DTW,600,557,-3,15,612,112,105,81,500,733,9,752,742,-10,0,0,,,,,,
2015,1,9,5,DL,1481,N968DL,LIT,ATL,600,557,-3,13,610,96,84,64,453,814,7,836,821,-15,0,0,,,,,,
2015,1,9,5,DL,305,N343NW,BOS,ATL,600,557,-3,25,622,192,187,158,946,900,4,912,904,-8,0,0,,,,,,
2015,1,9,5,DL,786,N334NB,ATL,LGA,600,557,-3,25,622,119,155,106,762,808,24,759,832,33,0,0,,33,0,0,0,0
2015,1,9,5,DL,809,N3754A,BOS,MSP,600,557,-3,29,626,210,207,172,1124,818,6,830,824,-6,0,0,,,,,,
2015,1,9,5,EV,2533,N903EV,TYS,DFW,600,557,-3,12,609,155,145,124,772,713,9,735,722,-13,0,0,,,,,,
2015,1,9,5,EV,4945,N738EV,OKC,DTW,600,557,-3,14,611,142,140,116,900,907,10,922,917,-5,0,0,,,,,,
2015,1,9,5,EV,5015,N752EV,MHT,LGA,600,557,-3,31,628,77,91,48,195,716,12,717,728,11,0,0,,,,,,
2015,1,9,5,EV,5370,N871AS,ABE,DTW,600,557,-3,32,629,116,121,82,425,751,7,756,758,2,0,0,,,,,,
2015,1,9,5,F9,901,N951FR,TTN,ATL,600,557,-3,8,605,139,131,118,701,803,5,819,808,-11,0,0,,,,,,
2015,1,9,5,MQ,2962,N678MQ,CLL,DFW,600,557,-3,8,605,57,49,34,164,639,7,657,646,-11,0,0,,,,,,
2015,1,9,5,MQ,3143,N680MQ,JAN,DFW,600,557,-3,15,612,100,98,74,408,726,9,740,735,-5,0,0,,,,,,
2015,1,9,5,MQ,3179,N662MQ,DAY,ORD,600,557,-3,33,630,83,103,48,240,618,22,623,640,17,0,0,,17,0,0,0,0
2015,1,9,5,EV,4317,N13123,MOT,DEN,600,557,-3,27,624,130,118,86,604,650,5,710,655,-15,0,0,,,,,,
2015,1,9,5,OO,4676,N440SW,MLI,MSP,600,557,-3,30,627,75,91,51,274,718,10,715,728,13,0,0,,,,,,
2015,1,9,5,OO,4829,N693CA,SEA,LAS,600,557,-3,15,612,143,143,121,867,813,7,823,820,-3,0,0,,,,,,
2015,1,9,5,OO,4486,N815SK,BNA,MSP,600,557,-3,10,607,144,132,114,695,801,8,824,809,-15,0,0,,,,,,
2015,1,9,5,EV,5043,N842AS,AVP,DTW,603,557,-6,61,658,111,141,73,399,811,7,754,818,24,0,0,,24,0,0,0,0
2015,1,9,5,AS,602,N435AS,SEA,LAS,605,557,-8,28,625,140,151,120,867,825,3,825,828,3,0,0,,,,,,
2015,1,9,5,B6,2807,N317JB,PWM,JFK,605,557,-8,9,606,86,84,63,273,709,12,731,721,-10,0,0,,,,,,
2015,1,9,5,F9,133,N918FR,DFW,DEN,605,557,-8,18,615,122,134,97,641,652,19,707,711,4,0,0,,,,,,
2015,1,9,5,AA,1094,N3AJAA,SEA,DFW,559,558,-1,41,639,231,241,193,1660,1152,7,1150,1159,9,0,0,,,,,,
2015,1,9,5,UA,1620,N12218,IAH,ORD,600,558,-2,14,612,160,152,125,925,817,13,840,830,-10,0,0,,,,,,
2015,1,9,5,US,1942,N817AW,BDL,CLT,600,558,-2,11,609,137,141,120,644,809,10,817,819,2,0,0,,,,,,
2015,1,9,5,WN,794,N225WN,AUS,DAL,600,558,-2,9,607,60,50,36,189,643,5,700,648,-12,0,0,,,,,,
2015,1,9,5,AA,233,N3DMAA,BWI,MIA,600,558,-2,14,612,167,160,139,946,831,7,847,838,-9,0,0,,,,,,
2015,1,9,5,AS,200,N533AS,SEA,SJC,600,558,-2,18,616,123,125,104,697,800,3,803,803,0,0,0,,,,,,
2015,1,9,5,DL,1952,N958AT,DSM,ATL,600,558,-2,33,631,139,135,93,743,904,9,919,913,-6,0,0,,,,,,
2015,1,9,5,DL,1091,N991AT,EWR,DTW,600,558,-2,13,611,124,112,90,488,741,9,804,750,-14,0,0,,,,,,
2015,1,9,5,DL,1244,N925DN,SRQ,ATL,600,558,-2,10,608,99,87,71,444,719,6,739,725,-14,0,0,,,,,,
2015,1,9,5,DL,1602,N690DL,LAS,ATL,600,558,-2,16,614,228,220,199,1747,1233,5,1248,1238,-10,0,0,,,,,,
2015,1,9,5,DL,2365,N989AT,EVV,ATL,600,558,-2,11,609,90,69,53,350,802,5,830,807,-23,0,0,,,,,,
2015,1,9,5,DL,2418,N959AT,XNA,ATL,600,558,-2,10,608,112,96,80,589,828,6,852,834,-18,0,0,,,,,,
2015,1,9,5,DL,2588,N314US,LGA,DTW,600,558,-2,14,612,122,107,82,502,734,11,802,745,-17,0,0,,,,,,
2015,1,9,5,DL,1775,N921AT,JAN,ATL,600,558,-2,15,613,84,68,48,341,801,5,824,806,-18,0,0,,,,,,
2015,1,9,5,B6,185,N368JB,ROC,JFK,600,558,-2,31,629,85,95,54,264,723,10,725,733,8,0,0,,,,,,
2015,1,9,5,EV,4411,N15572,MEM,EWR,600,558,-2,34,632,161,174,131,946,943,9,941,952,11,0,0,,,,,,
2015,1,9,5,EV,4603,N12552,ORF,EWR,600,558,-2,12,610,83,76,57,284,707,7,723,714,-9,0,0,,,,,,
2015,1,9,5,EV,5435,N844AS,MLU,ATL,600,558,-2,11,609,87,86,67,448,816,8,827,824,-3,0,0,,,,,,
2015,1,9,5,F9,1057,N931FR,IAH,SFO,600,558,-2,12,610,260,244,213,1635,743,19,820,802,-18,0,0,,,,,,
2015,1,9,5,EV,6143,N14204,CWA,ORD,600,558,-2,11,609,80,87,40,212,649,36,720,725,5,0,0,,,,,,
2015,1,9,5,B6,2283,N298JB,BOS,RDU,601,558,-3,19,617,130,132,109,612,806,4,811,810,-1,0,0,,,,,,
2015,1,9,5,AA,378,N3HXAA,SJU,MIA,602,558,-4,11,609,168,160,144,1045,733,5,750,738,-12,0,0,,,,,,
2015,1,9,5,UA,212,N505UA,LAX,JFK,605,558,-7,15,613,324,318,301,2475,1414,2,1429,1416,-13,0,0,,,,,,
2015,1,9,5,US,668,N913US,RSW,PHL,605,558,-7,13,611,158,145,128,993,819,4,843,823,-20,0,0,,,,,,
2015,1,9,5,WN,143,N8307K,OMA,STL,605,558,-7,17,615,80,70,48,342,703,5,725,708,-17,0,0,,,,,,
2015,1,9,5,OO,4674,N449SW,MFR,SLC,605,558,-7,16,614,110,107,84,575,838,7,855,845,-10,0,0,,,,,,
2015,1,9,5,B6,794,N624JB,AUS,JFK,607,558,-9,13,611,203,209,184,1521,1015,12,1030,1027,-3,0,0,,,,,,
2015,1,9,5,EV,5543,N900EV,CAE,ATL,545,559,14,22,621,63,68,41,192,702,5,648,707,19,0,0,,5,0,14,0,0
2015,1,9,5,UA,433,N537UA,BOS,SFO,600,559,-1,16,615,405,395,373,2704,928,6,945,934,-11,0,0,,,,,,
2015,1,9,5,UA,1721,N77295,DEN,SFO,600,559,-1,41,640,163,171,125,967,745,5,743,750,7,0,0,,,,,,
2015,1,9,5,UA,1561,N45440,PHX,IAH,600,559,-1,9,608,141,150,128,1009,916,13,921,929,8,0,0,,,,,,
2015,1,9,5,US,2133,N956UW,BOS,LGA,600,559,-1,34,633,82,96,55,184,728,7,722,735,13,0,0,,,,,,
2015,1,9,5,WN,3398,N551WN,LAX,ATL,600,559,-1,18,617,255,259,236,1947,1313,5,1315,1318,3,0,0,,,,,,
2015,1,9,5,WN,995,N8607M,DEN,PHX,600,559,-1,24,623,130,113,83,602,746,6,810,752,-18,0,0,,,,,,
2015,1,9,5,WN,473,N715SW,DTW,BWI,600,559,-1,9,608,105,76,60,409,708,7,745,715,-30,0,0,,,,,,
2015,1,9,5,WN,260,N653SW,HOU,ATL,600,559,-1,8,607,115,118,100,696,847,10,855,857,2,0,0,,,,,,
2015,1,9,5,WN,718,N908WN,HOU,MCO,600,559,-1,12,611,130,134,115,849,906,7,910,913,3,0,0,,,,,,
2015,1,9,5,WN,549,N214WN,ISP,TPA,600,559,-1,7,606,195,181,170,1034,856,4,915,900,-15,0,0,,,,,,
2015,1,9,5,WN,158,N479WN,PDX,DEN,600,559,-1,13,612,145,149,126,991,918,10,925,928,3,0,0,,,,,,
2015,1,9,5,WN,162,N463WN,PDX,MCI,600,559,-1,14,613,200,186,167,1482,1100,5,1120,1105,-15,0,0,,,,,,
2015,1,9,5,WN,4922,N756SA,RDU,LAS,600,559,-1,9,608,325,299,286,2026,754,4,825,758,-27,0,0,,,,,,
2015,1,9,5,WN,4426,N492WN,RNO,PHX,600,559,-1,16,615,105,107,85,601,840,6,845,846,1,0,0,,,,,,
2015,1,9,5,WN,4391,N723SW,SFO,DEN,600,559,-1,13,612,150,150,127,967,919,10,930,929,-1,0,0,,,,,,
2015,1,9,5,WN,891,N957WN,ABQ,DAL,600,559,-1,7,606,100,90,80,580,826,3,840,829,-11,0,0,,,,,,
2015,1,9,5,WN,1945,N7814B,MDW,LGA,600,559,-1,27,626,130,,,725,1140,8,910,1148,,1,0,,,,,,
2015,1,9,5,WN,844,N8326F,MHT,MDW,600,559,-1,24,623,175,175,139,838,742,12,755,754,-1,0,0,,,,,,
2015,1,9,5,AA,196,N3AUAA,MIA,PHL,600,559,-1,15,614,162,160,138,1013,832,7,842,839,-3,0,0,,,,,,
2015,1,9,5,AA,1660,N478AA,SMF,DFW,600,559,-1,25,624,203,216,182,1431,1126,9,1123,1135,12,0,0,,,,,,
2015,1,9,5,B6,735,N834JB,SFO,LGB,600,559,-1,12,611,81,85,67,354,718,6,721,724,3,0,0,,,,,,
2015,1,9,5,AA,913,N3DAAA,DCA,MIA,600,559,-1,14,613,163,153,129,919,822,10,843,832,-11,0,0,,,,,,
2015,1,9,5,DL,1700,N955AT,LFT,ATL,600,559,-1,13,612,99,89,72,503,824,4,839,828,-11,0,0,,,,,,
2015,1,9,5,DL,750,N922AT,BOS,JFK,600,559,-1,25,624,80,83,49,187,713,9,720,722,2,0,0,,,,,,
2015,1,9,5,DL,977,N333NW,ORD,ATL,600,559,-1,24,623,130,117,87,606,850,6,910,856,-14,0,0,,,,,,
2015,1,9,5,DL,2520,N374NW,DEN,SLC,600,559,-1,62,701,105,128,61,391,802,5,745,807,22,0,0,,22,0,0,0,0
2015,1,9,5,DL,2665,N920AT,BOS,LGA,600,559,-1,31,630,79,88,48,184,718,9,719,727,8,0,0,,,,,,
2015,1,9,5,DL,2666,N910AT,LGA,BOS,600,559,-1,15,614,71,59,40,184,654,4,711,658,-13,0,0,,,,,,
2015,1,9,5,B6,198,N547JB,MCO,LGA,600,559,-1,16,615,145,163,128,950,823,19,825,842,17,0,0,,17,0,0,0,0
2015,1,9,5,B6,1502,N603JB,FLL,JFK,600,559,-1,20,619,163,215,155,1069,854,40,843,934,51,0,0,,51,0,0,0,0
2015,1,9,5,EV,4676,N14573,PVD,EWR,600,559,-1,19,618,72,81,50,160,708,12,712,720,8,0,0,,,,,,
2015,1,9,5,MQ,3350,N824MQ,RDU,JFK,600,559,-1,21,620,92,104,67,427,727,16,732,743,11,0,0,,,,,,
2015,1,9,5,OO,5348,N569SW,SBP,LAX,600,559,-1,14,613,78,76,42,156,655,20,718,715,-3,0,0,,,,,,
2015,1,9,5,OO,2624,N464SW,ABQ,LAX,600,559,-1,9,608,123,108,92,677,640,7,703,647,-16,0,0,,,,,,
2015,1,9,5,OO,6457,N295SW,SMX,LAX,600,559,-1,10,609,65,51,34,134,643,7,705,650,-15,0,0,,,,,,
2015,1,9,5,AA,310,N4XWAA,MFE,DFW,604,559,-5,15,614,96,91,70,469,724,6,740,730,-10,0,0,,,,,,
2015,1,9,5,UA,415,N596UA,JFK,SFO,605,559,-6,15,614,400,379,360,2586,914,4,945,918,-27,0,0,,,,,,
2015,1,9,5,WN,1137,N422WN,BOS,ATL,605,559,-6,21,620,195,187,160,946,900,6,920,906,-14,0,0,,,,,,
2015,1,9,5,B6,601,N796JB,JFK,FLL,605,559,-6,17,616,188,185,163,1069,859,5,913,904,-9,0,0,,,,,,
2015,1,9,5,F9,609,N954FR,IND,DEN,605,559,-6,29,628,177,218,166,977,714,23,702,737,35,0,0,,35,0,0,0,0
2015,1,9,5,AA,1315,N466AA,BNA,DFW,609,559,-10,19,618,136,133,104,631,802,10,825,812,-13,0,0,,,,,,
2015,1,10,6,WN,2519,N233LV,SAT,MCO,555,553,-2,7,600,145,144,129,1041,909,8,920,917,-3,0,0,,,,,,
2015,1,10,6,UA,477,N494UA,RNO,DEN,600,553,-7,11,604,134,121,104,804,848,6,914,854,-20,0,0,,,,,,
2015,1,10,6,UA,1173,N68807,PDX,IAH,600,553,-7,13,606,240,237,215,1825,1141,9,1200,1150,-10,0,0,,,,,,
2015,1,10,6,UA,1264,N68452,PBI,EWR,600,553,-7,12,605,165,156,136,1023,821,8,845,829,-16,0,0,,,,,,
2015,1,10,6,US,1792,N520UW,FLL,PHL,600,553,-7,13,606,160,157,137,992,823,7,840,830,-10,0,0,,,,,,
2015,1,10,6,US,1960,N745VJ,MEM,CLT,600,553,-7,23,616,94,112,79,511,835,10,834,845,11,0,0,,,,,,
2015,1,10,6,AA,1078,N3JAAA,ORD,MIA,600,553,-7,9,602,183,190,147,1197,929,34,1003,1003,0,0,0,,,,,,
2015,1,10,6,AA,2363,N582AA,OKC,DFW,600,553,-7,44,637,59,78,31,175,708,3,659,711,12,0,0,,,,,,
2015,1,10,6,AS,162,N796AS,FAI,ANC,600,553,-7,10,603,73,57,42,261,645,5,713,650,-23,0,0,,,,,,
2015,1,10,6,AS,683,N609AS,DEN,SEA,600,553,-7,14,607,190,172,151,1024,738,7,810,745,-25,0,0,,,,,,
2015,1,10,6,AS,699,N440AS,GEG,SEA,600,553,-7,22,615,75,70,43,224,658,5,715,703,-12,0,0,,,,,,
2015,1,10,6,B6,447,N658JB,OAK,LGB,600,553,-7,21,614,80,86,61,353,715,4,720,719,-1,0,0,,,,,,
2015,1,10,6,B6,605,N621JB,EWR,FLL,600,553,-7,16,609,180,178,157,1065,846,5,900,851,-9,0,0,,,,,,
2015,1,10,6,DL,2294,N968DL,GSO,ATL,600,553,-7,10,603,86,67,49,306,652,8,726,700,-26,0,0,,,,,,
2015,1,10,6,DL,849,N958DN,MSY,ATL,600,553,-7,11,604,86,74,58,425,802,5,826,807,-19,0,0,,,,,,
2015,1,10,6,DL,1540,N945DL,OKC,ATL,600,553,-7,11,604,126,112,97,761,841,4,906,845,-21,0,0,,,,,,
2015,1,10,6,B6,154,N558JB,PBI,JFK,600,553,-7,9,602,154,140,124,1028,806,7,834,813,-21,0,0,,,,,,
2015,1,10,6,EV,5286,N922EV,AEX,ATL,600,553,-7,6,559,96,85,69,500,808,10,836,818,-18,0,0,,,,,,
2015,1,10,6,MQ,3350,N814MQ,RDU,JFK,600,553,-7,13,606,92,82,64,427,710,5,732,715,-17,0,0,,,,,,
2015,1,10,6,MQ,3488,N633MQ,BHM,MIA,600,553,-7,14,607,119,126,102,661,849,10,859,859,0,0,0,,,,,,
2015,1,10,6,EV,4700,N11184,SGF,ORD,601,553,-8,33,626,101,114,73,438,739,8,742,747,5,0,0,,,,,,
2015,1,10,6,MQ,3477,N532MQ,BNA,ORD,602,553,-9,24,617,113,112,76,409,733,12,755,745,-10,0,0,,,,,,
2015,1,10,6,F9,756,N918FR,PHX,DEN,603,553,-10,13,606,107,103,82,602,728,8,750,736,-14,0,0,,,,,,
2015,1,10,6,AS,320,N622AS,SEA,SFO,605,553,-12,10,603,125,113,98,679,741,5,810,746,-24,0,0,,,,,,
2015,1,10,6,UA,12,N37255,PDX,DEN,540,554,14,10,604,155,142,125,991,909,7,915,916,1,0,0,,,,,,
2015,1,10,6,WN,1206,N481WN,PIT,ATL,555,554,-1,35,629,130,125,78,526,747,12,805,759,-6,0,0,,,,,,
2015,1,10,6,WN,4187,N776WN,SFO,DEN,555,554,-1,9,603,155,139,122,967,905,8,930,913,-17,0,0,,,,,,
2015,1,10,6,MQ,3194,N505MQ,OKC,ORD,558,554,-4,12,606,122,123,100,693,746,11,800,757,-3,0,0,,,,,,
2015,1,10,6,MQ,2957,N523MQ,AMA,DFW,559,554,-5,14,608,74,74,47,312,655,13,713,708,-5,0,0,,,,,,
2015,1,10,6,WN,4462,N945WN,IND,RSW,600,554,-6,19,613,160,146,123,945,816,4,840,820,-20,0,0,,,,,,
2015,1,10,6,WN,2788,N258WN,MDW,MCO,600,554,-6,14,608,160,143,124,990,912,5,940,917,-23,0,0,,,,,,
2015,1,10,6,WN,2841,N486WN,BUF,MCO,600,554,-6,34,628,175,180,136,1011,844,10,855,854,-1,0,0,,,,,,
2015,1,10,6,WN,2908,N294WN,DCA,ATL,600,554,-6,9,603,120,102,87,547,730,6,800,736,-24,0,0,,,,,,
2015,1,10,6,AA,1103,N3KPAA,LGA,DFW,600,554,-6,12,606,247,223,206,1389,832,5,907,837,-30,0,0,,,,,,
2015,1,10,6,AA,1253,N3CLAA,DCA,ORD,600,554,-6,18,612,131,130,103,612,655,9,711,704,-7,0,0,,,,,,
2015,1,10,6,B6,721,N506JB,BOS,PBI,600,554,-6,20,614,205,196,173,1197,907,3,925,910,-15,0,0,,,,,,
2015,1,10,6,DL,2099,N930DN,SDF,ATL,600,554,-6,31,625,92,87,52,321,717,4,732,721,-11,0,0,,,,,,
2015,1,10,6,DL,2276,N937DL,MCO,LGA,600,554,-6,15,609,153,142,119,950,808,8,833,816,-17,0,0,,,,,,
2015,1,10,6,DL,1456,N963DN,RDU,ATL,600,554,-6,18,612,92,82,57,356,709,7,732,716,-16,0,0,,,,,,
2015,1,10,6,OO,4486,N187PQ,BNA,MSP,600,554,-6,29,623,143,152,115,695,818,8,823,826,3,0,0,,,,,,
2015,1,10,6,B6,233,N298JB,BTV,JFK,601,554,-7,10,604,88,70,54,266,658,6,729,704,-25,0,0,,,,,,
2015,1,10,6,AA,2410,N3DSAA,LAX,DFW,555,555,0,16,611,178,182,157,1235,1048,9,1053,1057,4,0,0,,,,,,
2015,1,10,6,AA,304,N4YBAA,SLC,DFW,558,555,-3,31,626,162,183,128,989,934,24,940,958,18,0,0,,18,0,0,0,0
2015,1,10,6,US,2101,N957UW,BOS,DCA,600,555,-5,17,612,101,100,76,399,728,7,741,735,-6,0,0,,,,,,
2015,1,10,6,WN,3252,N738CB,MDW,TPA,600,555,-5,19,614,160,151,128,997,922,4,940,926,-14,0,0,,,,,,
2015,1,10,6,WN,4303,N901WN,CMH,TPA,600,555,-5,27,622,150,147,114,829,816,6,830,822,-8,0,0,,,,,,
2015,1,10,6,WN,257,N733SA,GRR,MCO,600,555,-5,20,615,175,192,134,1024,829,38,855,907,12,0,0,,,,,,
2015,1,10,6,AA,330,N3BRAA,PBI,ORD,600,555,-5,13,608,197,195,171,1144,759,11,817,810,-7,0,0,,,,,,
2015,1,10,6,AA,1345,N561AA,TUL,DFW,600,555,-5,13,608,73,61,43,237,651,5,713,656,-17,0,0,,,,,,
2015,1,10,6,AA,1088,N439AA,LAS,DFW,600,555,-5,13,608,160,162,137,1055,1025,12,1040,1037,-3,0,0,,,,,,
2015,1,10,6,AS,631,N626AS,PHX,SEA,600,555,-5,13,608,175,162,143,1107,731,6,755,737,-18,0,0,,,,,,
2015,1,10,6,DL,2129,N916DN,ROC,ATL,600,555,-5,11,606,155,131,104,749,750,16,835,806,-29,0,0,,,,,,
2015,1,10,6,DL,508,N942DL,ECP,ATL,600,555,-5,11,606,72,59,42,240,748,6,812,754,-18,0,0,,,,,,
2015,1,10,6,DL,1634,N3733Z,SEA,SLC,600,555,-5,13,608,118,113,96,689,844,4,858,848,-10,0,0,,,,,,
2015,1,10,6,EV,4676,N14177,PVD,EWR,600,555,-5,11,606,72,60,41,160,647,8,712,655,-17,0,0,,,,,,
2015,1,10,6,EV,5917,N14558,JAN,ORD,600,555,-5,13,608,133,140,106,677,754,21,813,815,2,0,0,,,,,,
2015,1,10,6,EV,6176,N13553,SYR,IAD,600,555,-5,28,623,84,102,60,296,723,14,724,737,13,0,0,,,,,,
2015,1,10,6,OO,2624,N862AS,ABQ,LAX,600,555,-5,10,605,123,108,95,677,640,3,703,643,-20,0,0,,,,,,
2015,1,10,6,OO,5632,N561SW,SBA,SFO,600,555,-5,12,607,90,78,64,262,711,2,730,713,-17,0,0,,,,,,
2015,1,10,6,MQ,3681,N622MQ,FSM,DFW,605,555,-10,21,616,68,71,40,227,656,10,713,706,-7,0,0,,,,,,
2015,1,10,6,OO,6477,N758SK,OMA,IAH,545,556,11,18,614,145,144,118,781,812,8,810,820,10,0,0,,,,,,
2015,1,10,6,UA,1542,N34455,TPA,EWR,600,556,-4,23,619,151,157,127,997,826,7,831,833,2,0,0,,,,,,
2015,1,10,6,US,1942,N816AW,PVD,CLT,600,556,-4,36,632,145,160,119,683,831,5,825,836,11,0,0,,,,,,
2015,1,10,6,WN,4153,N775SW,ALB,BWI,600,556,-4,23,619,90,91,64,289,723,4,730,727,-3,0,0,,,,,,
2015,1,10,6,WN,2835,N907WN,BHM,BWI,600,556,-4,10,606,115,115,88,682,834,17,855,851,-4,0,0,,,,,,
2015,1,10,6,WN,4635,N242WN,DAL,MSY,600,556,-4,8,604,75,72,60,436,704,4,715,708,-7,0,0,,,,,,
2015,1,10,6,AA,1219,N3HGAA,MIA,LGA,600,556,-4,12,608,174,156,141,1096,829,3,854,832,-22,0,0,,,,,,
2015,1,10,6,B6,735,N834JB,SFO,LGB,600,556,-4,13,609,81,75,59,354,708,3,721,711,-10,0,0,,,,,,
2015,1,10,6,DL,2085,N340NW,GEG,SLC,600,556,-4,29,625,110,118,82,546,847,7,850,854,4,0,0,,,,,,
2015,1,10,6,DL,2359,N994AT,SGF,ATL,600,556,-4,29,625,122,105,72,563,837,4,902,841,-21,0,0,,,,,,
2015,1,10,6,DL,2418,N925AT,XNA,ATL,600,556,-4,35,631,111,123,76,589,847,12,851,859,8,0,0,,,,,,
2015,1,10,6,DL,2527,N375NC,PSC,SLC,600,556,-4,14,610,107,100,73,521,823,13,847,836,-11,0,0,,,,,,
2015,1,10,6,DL,839,N964DN,DCA,ATL,600,556,-4,13,609,116,101,83,547,732,5,756,737,-19,0,0,,,,,,
2015,1,10,6,DL,1179,N635DL,STL,ATL,600,556,-4,14,610,97,84,65,484,815,5,837,820,-17,0,0,,,,,,
2015,1,10,6,DL,1867,N987AT,TUL,ATL,600,556,-4,13,609,117,103,85,674,834,5,857,839,-18,0,0,,,,,,
2015,1,10,6,DL,2020,N363NW,MEM,LAX,600,556,-4,11,607,270,229,210,1619,737,8,830,745,-45,0,0,,,,,,
2015,1,10,6,DL,2030,N327NW,MDW,ATL,600,556,-4,24,620,119,112,83,591,843,5,859,848,-11,0,0,,,,,,
2015,1,10,6,MQ,3372,N531MQ,COU,ORD,600,556,-4,28,624,78,90,51,315,715,11,718,726,8,0,0,,,,,,
