,FlightDate,Carrier,FlightNum,Origin,Dest,Flights,Distance
1412,2017-09-06,AA,2248.0,BWI,DFW,1.0,1217.0
1413,2017-09-12,OO,5537.0,BIS,DEN,1.0,516.0
1414,2017-09-09,B6,615.0,JFK,SFO,1.0,2586.0
1415,2017-09-28,OO,7373.0,CPR,SLC,1.0,320.0
1416,2017-09-05,WN,1764.0,MCO,MDW,1.0,990.0
1417,2017-09-28,UA,546.0,SAN,IAD,1.0,2253.0
1418,2017-09-14,AA,1407.0,ORD,MIA,1.0,1197.0
1419,2017-09-16,OO,5994.0,DFW,SFO,1.0,1464.0
1420,2017-09-16,OO,5657.0,FAR,DEN,1.0,627.0
1421,2017-09-19,OO,4696.0,LEX,DTW,1.0,296.0
1422,2017-09-26,EV,4308.0,EWR,ROC,1.0,246.0
1423,2017-09-09,WN,3280.0,ATL,AUS,1.0,813.0
1424,2017-09-29,DL,460.0,JFK,MCO,1.0,944.0
1425,2017-09-10,OO,5301.0,IAH,TUS,1.0,936.0
1426,2017-09-18,DL,839.0,LAX,AUS,1.0,1242.0
1427,2017-09-17,DL,1537.0,MSP,AUS,1.0,1042.0
1428,2017-09-05,AS,671.0,AUS,SEA,1.0,1770.0
1429,2017-09-08,AA,2505.0,DCA,ORD,1.0,612.0
1430,2017-09-26,NK,906.0,IAH,DTW,1.0,1075.0
1431,2017-09-15,OO,4699.0,LEX,DTW,1.0,296.0
1432,2017-09-30,WN,623.0,LGA,ATL,1.0,762.0
1433,2017-09-17,DL,2988.0,MIA,MSP,1.0,1501.0
1434,2017-09-18,HA,104.0,LIH,HNL,1.0,102.0
1435,2017-09-10,DL,1680.0,ATL,SFO,1.0,2139.0
1436,2017-09-24,DL,2457.0,MSP,AUS,1.0,1042.0
1437,2017-09-30,OO,5501.0,RNO,LAX,1.0,391.0
1438,2017-09-21,VX,1958.0,SFO,SAN,1.0,447.0
1439,2017-09-12,DL,2604.0,PDX,DTW,1.0,1953.0
1440,2017-09-21,B6,563.0,FLL,SJU,1.0,1046.0
1441,2017-09-18,NK,658.0,LAX,PIT,1.0,2136.0
1442,2017-09-03,WN,823.0,DEN,SNA,1.0,846.0
1443,2017-09-28,AA,1339.0,TPA,DFW,1.0,929.0
1444,2017-09-24,AA,466.0,PHL,CLT,1.0,449.0
1445,2017-09-24,AA,1812.0,CLT,BOS,1.0,728.0
1446,2017-09-09,UA,2408.0,TYS,EWR,1.0,631.0
1447,2017-09-18,WN,6141.0,SLC,SJC,1.0,584.0
1448,2017-09-09,WN,3238.0,SJC,SAN,1.0,417.0
1449,2017-09-21,UA,1900.0,SAN,ORD,1.0,1723.0
1450,2017-09-04,WN,2003.0,AUS,DAL,1.0,189.0
1451,2017-09-05,B6,1271.0,LGA,FLL,1.0,1076.0
1452,2017-09-29,DL,2354.0,DTW,ATW,1.0,296.0
1453,2017-09-16,AA,1619.0,LGA,ORD,1.0,733.0
1454,2017-09-12,UA,452.0,IND,DEN,1.0,977.0
1455,2017-09-18,AA,2580.0,LAX,MSY,1.0,1670.0
1456,2017-09-15,WN,1500.0,LAS,SMF,1.0,397.0
1457,2017-09-14,UA,386.0,DEN,BOS,1.0,1754.0
1458,2017-09-23,AA,697.0,LIH,PHX,1.0,2979.0
1459,2017-09-26,OO,7404.0,HIB,MSP,1.0,174.0
1460,2017-09-26,AS,672.0,SEA,DEN,1.0,1024.0
1461,2017-09-28,WN,1080.0,SMF,PHX,1.0,647.0
1462,2017-09-10,AA,1133.0,DTW,ORD,1.0,235.0
1463,2017-09-15,DL,2674.0,BOS,LGA,1.0,184.0
1464,2017-09-30,OO,5966.0,ORD,DTW,1.0,235.0
1465,2017-09-02,AA,1195.0,CLT,STT,1.0,1520.0
1466,2017-09-12,UA,675.0,DEN,GEG,1.0,836.0
1467,2017-09-06,OO,5399.0,ORD,GEG,1.0,1498.0
1468,2017-09-15,DL,1298.0,MSP,LAX,1.0,1535.0
1469,2017-09-04,NK,484.0,DFW,PHL,1.0,1303.0
1470,2017-09-30,F9,443.0,FSD,DEN,1.0,483.0
1471,2017-09-25,OO,3537.0,MSP,LNK,1.0,331.0
1472,2017-09-14,WN,1869.0,OAK,SAN,1.0,446.0
1473,2017-09-13,OO,5515.0,DEN,ISN,1.0,576.0
1474,2017-09-24,WN,4277.0,BUR,LAS,1.0,223.0
1475,2017-09-11,EV,4155.0,EWR,ROC,1.0,246.0
1476,2017-09-08,VX,1942.0,SFO,LAX,1.0,337.0
1477,2017-09-13,OO,3394.0,PDX,MSP,1.0,1426.0
1478,2017-09-20,WN,166.0,HOU,TUL,1.0,453.0
1479,2017-09-18,UA,2424.0,SMF,DEN,1.0,909.0
1480,2017-09-17,UA,588.0,TPA,ORD,1.0,1012.0
1481,2017-09-11,DL,1376.0,TLH,ATL,1.0,223.0
1482,2017-09-09,EV,5446.0,ATL,FSM,1.0,579.0
1483,2017-09-26,NK,713.0,IAH,DEN,1.0,862.0
1484,2017-09-29,OO,3376.0,SFO,SNA,1.0,372.0
1485,2017-09-24,AA,2386.0,DFW,IAH,1.0,224.0
1486,2017-09-04,OO,2974.0,PHX,EUG,1.0,952.0
1487,2017-09-25,WN,119.0,FLL,IND,1.0,1005.0
1488,2017-09-30,AS,584.0,ONT,SEA,1.0,956.0
1489,2017-09-19,B6,470.0,FLL,BOS,1.0,1237.0
1490,2017-09-19,AS,784.0,BWI,SAN,1.0,2295.0
1491,2017-09-10,WN,4816.0,HOU,ABQ,1.0,759.0
1492,2017-09-30,WN,5411.0,SJC,SEA,1.0,696.0
1493,2017-09-02,B6,1936.0,LGB,SFO,1.0,354.0
1494,2017-09-02,UA,1584.0,EWR,SFO,1.0,2565.0
1495,2017-09-06,OO,7379.0,CDC,SLC,1.0,221.0
1496,2017-09-25,WN,1821.0,LAS,BUR,1.0,223.0
1497,2017-09-12,UA,1757.0,BOS,IAH,1.0,1597.0
1498,2017-09-03,F9,676.0,DEN,MCO,1.0,1546.0
1499,2017-09-30,DL,705.0,CVG,MCO,1.0,757.0
1500,2017-09-22,AA,1037.0,EWR,MIA,1.0,1085.0
1501,2017-09-26,OO,5295.0,DEN,SLC,1.0,391.0
1502,2017-09-10,DL,752.0,ATL,JFK,1.0,760.0
1503,2017-09-19,DL,1454.0,ATL,GRR,1.0,640.0
1504,2017-09-03,OO,3141.0,DAY,ORD,1.0,240.0
1505,2017-09-17,DL,1655.0,SFO,SLC,1.0,599.0
1506,2017-09-26,WN,234.0,ELP,HOU,1.0,677.0
1507,2017-09-01,DL,588.0,SEA,MSP,1.0,1399.0
1508,2017-09-28,OO,4767.0,SEA,GEG,1.0,224.0
1509,2017-09-12,AA,251.0,SFO,MIA,1.0,2585.0
1510,2017-09-04,DL,2042.0,ATL,PHL,1.0,666.0
1511,2017-09-19,OO,4595.0,MSP,MDW,1.0,349.0
1512,2017-09-13,WN,565.0,RDU,BWI,1.0,255.0
1513,2017-09-16,OO,4686.0,MSP,SAT,1.0,1097.0
1514,2017-09-12,UA,791.0,CLT,ORD,1.0,599.0
1515,2017-09-25,DL,1743.0,CLE,ATL,1.0,554.0
1516,2017-09-18,B6,2191.0,BOS,TPA,1.0,1185.0
1517,2017-09-04,EV,5417.0,DTW,RIC,1.0,456.0
1518,2017-09-27,EV,4315.0,EWR,PVD,1.0,160.0
1519,2017-09-12,DL,1981.0,SEA,SLC,1.0,689.0
1520,2017-09-28,AS,435.0,SJC,SEA,1.0,696.0
1521,2017-09-05,WN,5498.0,MCI,DEN,1.0,533.0
1522,2017-09-19,DL,1647.0,DTW,ATL,1.0,594.0
1523,2017-09-12,AS,62.0,ANC,JNU,1.0,571.0
1524,2017-09-03,B6,563.0,ORD,FLL,1.0,1182.0
1525,2017-09-06,AA,1897.0,ORD,CLT,1.0,599.0
1526,2017-09-10,DL,1612.0,ATL,ORD,1.0,606.0
1527,2017-09-08,OO,5342.0,DEN,BUR,1.0,850.0
1528,2017-09-25,DL,1856.0,VPS,ATL,1.0,250.0
1529,2017-09-22,DL,1270.0,PNS,ATL,1.0,271.0
1530,2017-09-26,DL,402.0,FLL,JFK,1.0,1069.0
1531,2017-09-14,WN,6221.0,DCA,MDW,1.0,601.0
1532,2017-09-16,NK,720.0,LAS,DEN,1.0,628.0
1533,2017-09-07,AA,299.0,DFW,TUL,1.0,237.0
1534,2017-09-28,DL,1315.0,BOS,MCO,1.0,1121.0
1535,2017-09-21,DL,925.0,LGA,MCO,1.0,950.0
1536,2017-09-06,OO,4792.0,LAX,TUS,1.0,451.0
1537,2017-09-10,OO,5961.0,DEN,HDN,1.0,141.0
1538,2017-09-29,HA,41.0,SFO,OGG,1.0,2338.0
1539,2017-09-27,UA,1967.0,IAH,ORD,1.0,925.0
1540,2017-09-19,DL,461.0,JFK,MSP,1.0,1029.0
1541,2017-09-17,UA,776.0,CLE,ORD,1.0,316.0
1542,2017-09-09,B6,1802.0,FLL,JFK,1.0,1069.0
1543,2017-09-03,UA,210.0,MSY,IAD,1.0,955.0
1544,2017-09-22,DL,2949.0,TYS,ATL,1.0,152.0
1545,2017-09-02,AA,306.0,DFW,IND,1.0,761.0
1546,2017-09-10,DL,1734.0,CID,ATL,1.0,694.0
1547,2017-09-11,WN,1679.0,OAK,SNA,1.0,371.0
1548,2017-09-05,UA,1684.0,SFO,LIH,1.0,2447.0
1549,2017-09-02,B6,306.0,FLL,EWR,1.0,1065.0
1550,2017-09-18,WN,627.0,DAL,BHM,1.0,587.0
1551,2017-09-16,WN,2175.0,PVD,BWI,1.0,327.0
1552,2017-09-27,WN,1548.0,SNA,SMF,1.0,404.0
1553,2017-09-01,DL,2493.0,ATL,BDL,1.0,859.0
1554,2017-09-12,OO,5261.0,IAH,ATL,1.0,689.0
1555,2017-09-22,EV,5371.0,ATL,ABE,1.0,692.0
1556,2017-09-29,EV,4235.0,CLE,BOS,1.0,563.0
1557,2017-09-23,WN,2672.0,SLC,LAX,1.0,590.0
1558,2017-09-07,B6,616.0,SFO,JFK,1.0,2586.0
1559,2017-09-01,AA,205.0,LAX,OGG,1.0,2486.0
1560,2017-09-01,AA,2570.0,ATL,DFW,1.0,731.0
1561,2017-09-20,AA,1704.0,LAS,CLT,1.0,1916.0
1562,2017-09-18,OO,4807.0,SLC,HLN,1.0,402.0
1563,2017-09-11,AS,773.0,EWR,SAN,1.0,2425.0
1564,2017-09-18,OO,5155.0,DEN,HYS,1.0,298.0
1565,2017-09-15,AS,660.0,SEA,DFW,1.0,1660.0
1566,2017-09-22,UA,1093.0,EWR,LAX,1.0,2454.0
1567,2017-09-12,AA,1333.0,ORD,MCO,1.0,1005.0
1568,2017-09-27,DL,1712.0,TPA,MSP,1.0,1306.0
1569,2017-09-06,WN,6339.0,SMF,LAX,1.0,373.0
1570,2017-09-06,DL,2218.0,HNL,SEA,1.0,2677.0
1571,2017-09-19,DL,1783.0,SLC,LAS,1.0,368.0
1572,2017-09-12,WN,6513.0,FLL,STL,1.0,1057.0
1573,2017-09-12,AA,616.0,BOI,PHX,1.0,735.0
1574,2017-09-18,WN,25.0,DAL,HOU,1.0,239.0
1575,2017-09-29,UA,2067.0,SFO,SEA,1.0,679.0
1576,2017-09-24,AA,2499.0,ORD,DCA,1.0,612.0
1577,2017-09-23,WN,2240.0,DAL,MEM,1.0,423.0
1578,2017-09-18,VX,1089.0,IAD,LAX,1.0,2288.0
1579,2017-09-01,WN,31.0,AUS,PHX,1.0,872.0
1580,2017-09-06,WN,20.0,OKC,HOU,1.0,419.0
1581,2017-09-12,EV,3838.0,BTV,IAD,1.0,441.0
1582,2017-09-19,DL,150.0,ATL,DCA,1.0,547.0
1583,2017-09-08,UA,775.0,BOS,ORD,1.0,867.0
1584,2017-09-01,UA,525.0,SFO,LAX,1.0,337.0
1585,2017-09-19,WN,1565.0,LAS,LAX,1.0,236.0
1586,2017-09-01,DL,1921.0,DTW,PHX,1.0,1671.0
1587,2017-09-29,DL,1742.0,ATL,OMA,1.0,821.0
1588,2017-09-24,B6,932.0,HOU,BOS,1.0,1609.0
1589,2017-09-14,OO,5085.0,SMF,SFO,1.0,86.0
1590,2017-09-01,DL,1967.0,MSY,ATL,1.0,425.0
1591,2017-09-10,DL,1058.0,ATL,MCO,1.0,404.0
1592,2017-09-15,EV,4119.0,EWR,RIC,1.0,277.0
1593,2017-09-09,WN,2994.0,ROC,BWI,1.0,277.0
1594,2017-09-30,EV,5459.0,ATL,BMI,1.0,533.0
1595,2017-09-25,DL,2440.0,SEA,MSP,1.0,1399.0
1596,2017-09-13,WN,1950.0,PHX,OAK,1.0,646.0
1597,2017-09-26,AA,1057.0,ORD,PHX,1.0,1440.0
1598,2017-09-21,WN,1979.0,MKE,MSP,1.0,297.0
1599,2017-09-01,OO,5170.0,HYS,DEN,1.0,298.0
1600,2017-09-04,EV,5613.0,LGA,CLT,1.0,544.0
1601,2017-09-17,WN,4671.0,LAS,BUR,1.0,223.0
1602,2017-09-22,DL,1149.0,DTW,LAX,1.0,1979.0
1603,2017-09-29,DL,1213.0,ATL,PNS,1.0,271.0
1604,2017-09-11,OO,5868.0,TYS,ORD,1.0,475.0
1605,2017-09-09,B6,1294.0,MCO,HPN,1.0,972.0
1606,2017-09-11,DL,1138.0,ATL,CVG,1.0,373.0
1607,2017-09-07,WN,255.0,AUS,HOU,1.0,148.0
1608,2017-09-09,OO,3020.0,FAT,LAX,1.0,209.0
1609,2017-09-10,UA,267.0,SFO,PHL,1.0,2521.0
1610,2017-09-04,AA,319.0,PHX,PDX,1.0,1009.0
1611,2017-09-15,NK,126.0,MYR,BOS,1.0,738.0
1612,2017-09-24,WN,3314.0,ATL,DAL,1.0,721.0
1613,2017-09-21,AA,449.0,PHX,BOI,1.0,735.0
1614,2017-09-24,DL,1558.0,TPA,LAX,1.0,2158.0
1615,2017-09-08,NK,347.0,LGA,MYR,1.0,563.0
1616,2017-09-09,AA,2418.0,DFW,JAX,1.0,918.0
1617,2017-09-14,DL,544.0,BDL,DTW,1.0,549.0
1618,2017-09-01,EV,5451.0,DTW,SAV,1.0,705.0
1619,2017-09-11,AA,2386.0,IAH,DFW,1.0,224.0
1620,2017-09-23,WN,2565.0,OAK,LAX,1.0,337.0
1621,2017-09-16,WN,2677.0,MDW,MSP,1.0,349.0
1622,2017-09-07,WN,104.0,DEN,BWI,1.0,1491.0
1623,2017-09-16,WN,2354.0,DEN,LAX,1.0,862.0
1624,2017-09-08,WN,1142.0,DEN,OKC,1.0,495.0
1625,2017-09-01,WN,6118.0,PHX,SLC,1.0,507.0
1626,2017-09-21,WN,31.0,DAL,HOU,1.0,239.0
1627,2017-09-05,OO,3088.0,ORD,BZN,1.0,1186.0
1628,2017-09-12,NK,887.0,EWR,FLL,1.0,1065.0
1629,2017-09-12,EV,4134.0,ECP,IAH,1.0,572.0
1630,2017-09-14,OO,5191.0,SEA,LAX,1.0,954.0
1631,2017-09-02,OO,2983.0,MCI,ORD,1.0,403.0
1632,2017-09-27,OO,5764.0,SBA,SFO,1.0,262.0
1633,2017-09-24,B6,424.0,LAX,JFK,1.0,2475.0
1634,2017-09-29,HA,597.0,KOA,HNL,1.0,163.0
1635,2017-09-23,UA,1246.0,SMF,IAH,1.0,1609.0
1636,2017-09-14,UA,497.0,SFO,SAN,1.0,447.0
1637,2017-09-21,DL,2491.0,ATL,SDF,1.0,321.0
1638,2017-09-15,WN,507.0,MDW,SMF,1.0,1790.0
1639,2017-09-10,WN,3927.0,CHS,BWI,1.0,472.0
1640,2017-09-12,B6,1034.0,SJU,MCO,1.0,1189.0
1641,2017-09-23,OO,5101.0,DVL,JMS,1.0,83.0
1642,2017-09-16,AA,1644.0,CLT,MEM,1.0,511.0
1643,2017-09-18,OO,5353.0,BIS,DEN,1.0,516.0
1644,2017-09-23,WN,2304.0,RDU,MDW,1.0,632.0
1645,2017-09-08,AA,1570.0,MIA,SJU,1.0,1045.0
1646,2017-09-02,DL,2981.0,SEA,ORD,1.0,1721.0
1647,2017-09-20,OO,7415.0,MSP,RHI,1.0,190.0
1648,2017-09-22,OO,5438.0,LAX,TUS,1.0,451.0
1649,2017-09-18,DL,1559.0,LAX,HNL,1.0,2556.0
1650,2017-09-16,OO,5181.0,DEN,ABQ,1.0,349.0
1651,2017-09-22,EV,5446.0,ATL,FSM,1.0,579.0
1652,2017-09-07,UA,1055.0,ORD,ORF,1.0,717.0
1653,2017-09-30,DL,2295.0,SLC,SAN,1.0,626.0
1654,2017-09-08,EV,2817.0,DFW,LAW,1.0,140.0
1655,2017-09-28,WN,164.0,ATL,RSW,1.0,515.0
1656,2017-09-28,AA,2346.0,ORD,DFW,1.0,802.0
1657,2017-09-02,B6,755.0,BOS,DCA,1.0,399.0
1658,2017-09-13,B6,511.0,FLL,AUS,1.0,1105.0
1659,2017-09-28,AA,490.0,SJC,PHX,1.0,621.0
1660,2017-09-15,WN,299.0,FLL,TPA,1.0,197.0
1661,2017-09-15,DL,2826.0,ATL,BNA,1.0,214.0
1662,2017-09-05,B6,1185.0,JFK,RDU,1.0,427.0
1663,2017-09-14,VX,1903.0,LAS,SFO,1.0,414.0
1664,2017-09-12,DL,735.0,DCA,ATL,1.0,547.0
1665,2017-09-10,AA,561.0,LAX,PHX,1.0,370.0
1666,2017-09-19,EV,4419.0,IAH,MAF,1.0,429.0
1667,2017-09-11,WN,1946.0,DCA,MDW,1.0,601.0
1668,2017-09-04,OO,4526.0,CLT,CVG,1.0,335.0
1669,2017-09-24,EV,5375.0,GSO,LGA,1.0,461.0
1670,2017-09-20,AA,2580.0,MSY,LAX,1.0,1670.0
1671,2017-09-25,AA,1941.0,ILM,CLT,1.0,185.0
1672,2017-09-27,AS,408.0,SEA,LAX,1.0,954.0
1673,2017-09-30,OO,4970.0,ABE,DTW,1.0,425.0
1674,2017-09-30,F9,418.0,DEN,ATL,1.0,1199.0
1675,2017-09-16,OO,7416.0,RHI,MSP,1.0,190.0
1676,2017-09-11,OO,5245.0,CRP,IAH,1.0,201.0
1677,2017-09-10,DL,1802.0,ATL,SLC,1.0,1590.0
1678,2017-09-15,EV,4338.0,EWR,CLE,1.0,404.0
1679,2017-09-07,AA,2423.0,DFW,MSP,1.0,852.0
1680,2017-09-26,F9,1961.0,CVG,SAN,1.0,1865.0
1681,2017-09-07,DL,1601.0,ATL,JFK,1.0,760.0
1682,2017-09-07,DL,1220.0,GNV,ATL,1.0,300.0
1683,2017-09-22,WN,444.0,LAS,ABQ,1.0,486.0
1684,2017-09-20,AS,399.0,SJC,SEA,1.0,696.0
1685,2017-09-01,OO,4647.0,GTF,SLC,1.0,463.0
1686,2017-09-21,WN,267.0,MDW,SFO,1.0,1855.0
1687,2017-09-28,AA,1057.0,ORD,PHX,1.0,1440.0
1688,2017-09-06,UA,636.0,ORD,EWR,1.0,719.0
1689,2017-09-19,AS,321.0,SJC,SEA,1.0,696.0
1690,2017-09-03,UA,1742.0,ORD,SFO,1.0,1846.0
1691,2017-09-03,B6,506.0,FLL,EWR,1.0,1065.0
1692,2017-09-23,UA,448.0,LAS,ORD,1.0,1514.0
1693,2017-09-09,WN,2703.0,MCI,OAK,1.0,1489.0
1694,2017-09-22,UA,1978.0,EWR,SFO,1.0,2565.0
1695,2017-09-22,DL,2515.0,EYW,ATL,1.0,646.0
1696,2017-09-24,AA,417.0,DFW,SFO,1.0,1464.0
1697,2017-09-03,WN,3414.0,DAL,SAT,1.0,248.0
1698,2017-09-20,AA,479.0,PHL,ORD,1.0,678.0
1699,2017-09-19,EV,4367.0,CAK,ORD,1.0,343.0
1700,2017-09-10,DL,1738.0,FLL,LGA,1.0,1076.0
1701,2017-09-05,AA,547.0,ORD,PHX,1.0,1440.0
1702,2017-09-05,EV,5410.0,PWM,DTW,1.0,668.0
1703,2017-09-11,DL,2608.0,BWI,ATL,1.0,577.0
1704,2017-09-06,OO,5057.0,LAX,SBA,1.0,89.0
1705,2017-09-14,UA,1264.0,ORD,ALB,1.0,723.0
1706,2017-09-28,UA,202.0,DFW,EWR,1.0,1372.0
1707,2017-09-22,OO,7370.0,BJI,MSP,1.0,199.0
1708,2017-09-05,DL,856.0,CRW,ATL,1.0,363.0
1709,2017-09-10,B6,549.0,DCA,TPA,1.0,814.0
1710,2017-09-20,AA,2506.0,SNA,DFW,1.0,1205.0
1711,2017-09-15,AA,461.0,CLT,SFO,1.0,2296.0
1712,2017-09-16,UA,1641.0,ORD,SEA,1.0,1721.0
1713,2017-09-06,DL,1363.0,MSN,MSP,1.0,228.0
1714,2017-09-18,UA,1663.0,ORD,SAN,1.0,1723.0
1715,2017-09-11,WN,1557.0,MDW,LAS,1.0,1521.0
1716,2017-09-22,DL,1246.0,CVG,LAX,1.0,1900.0
1717,2017-09-17,WN,4447.0,BOS,MCI,1.0,1256.0
1718,2017-09-26,WN,604.0,MDW,BUF,1.0,468.0
1719,2017-09-18,OO,5062.0,ORD,EAU,1.0,269.0
1720,2017-09-30,B6,426.0,TPA,JFK,1.0,1005.0
1721,2017-09-13,NK,971.0,DFW,PHX,1.0,868.0
1722,2017-09-07,AA,1920.0,CLT,BWI,1.0,361.0
1723,2017-09-26,AA,1779.0,PHL,PIT,1.0,268.0
1724,2017-09-25,DL,82.0,STL,ATL,1.0,484.0
1725,2017-09-03,WN,3274.0,LAS,RNO,1.0,345.0
1726,2017-09-17,OO,4296.0,MSP,LSE,1.0,119.0
1727,2017-09-11,AA,1620.0,DEN,DFW,1.0,641.0
1728,2017-09-22,VX,1051.0,SFO,HNL,1.0,2398.0
1729,2017-09-17,AA,1525.0,ORD,BDL,1.0,783.0
1730,2017-09-08,OO,3556.0,CLE,MSP,1.0,622.0
1731,2017-09-02,DL,846.0,SJC,LAX,1.0,308.0
1732,2017-09-11,EV,4208.0,SHV,IAH,1.0,192.0
1733,2017-09-24,WN,4256.0,MCI,MCO,1.0,1072.0
1734,2017-09-06,DL,1735.0,LAX,LIH,1.0,2615.0
1735,2017-09-17,EV,5572.0,LGA,CHO,1.0,305.0
1736,2017-09-24,UA,1120.0,DEN,SLC,1.0,391.0
1737,2017-09-06,WN,6216.0,AUS,BNA,1.0,756.0
1738,2017-09-08,UA,979.0,SEA,ORD,1.0,1721.0
1739,2017-09-10,OO,5811.0,MFR,SFO,1.0,329.0
1740,2017-09-11,WN,1816.0,HOU,SAT,1.0,192.0
1741,2017-09-08,WN,8.0,CRP,HOU,1.0,187.0
1742,2017-09-22,UA,1116.0,OMA,ORD,1.0,416.0
1743,2017-09-14,AA,2722.0,MIA,BOS,1.0,1258.0
1744,2017-09-24,NK,295.0,ORD,IAH,1.0,925.0
1745,2017-09-14,HA,556.0,HNL,OGG,1.0,100.0
1746,2017-09-30,UA,1870.0,IAH,SAN,1.0,1303.0
1747,2017-09-01,DL,2444.0,FLL,DTW,1.0,1127.0
1748,2017-09-07,B6,778.0,LAS,BOS,1.0,2381.0
1749,2017-09-15,OO,5572.0,MOT,DEN,1.0,604.0
1750,2017-09-19,DL,1384.0,MSP,FAR,1.0,223.0
1751,2017-09-11,AA,782.0,PBI,PHL,1.0,951.0
1752,2017-09-29,WN,1480.0,LAS,STL,1.0,1371.0
1753,2017-09-30,WN,983.0,MHT,BWI,1.0,377.0
1754,2017-09-06,VX,1067.0,IAD,SFO,1.0,2419.0
1755,2017-09-10,WN,3430.0,BNA,BWI,1.0,587.0
1756,2017-09-05,DL,1448.0,DAL,ATL,1.0,721.0
1757,2017-09-16,WN,2326.0,FLL,MSY,1.0,674.0
1758,2017-09-24,NK,559.0,BWI,ATL,1.0,577.0
1759,2017-09-10,B6,189.0,JFK,SAN,1.0,2446.0
1760,2017-09-21,WN,450.0,ONT,DAL,1.0,1200.0
1761,2017-09-04,WN,3323.0,CVG,MDW,1.0,249.0
1762,2017-09-26,OO,4947.0,MLU,ATL,1.0,448.0
1763,2017-09-28,OO,3221.0,PHX,PSP,1.0,261.0
1764,2017-09-18,DL,764.0,ATL,MKE,1.0,669.0
1765,2017-09-01,WN,6090.0,SNA,SJC,1.0,342.0
1766,2017-09-13,AS,117.0,SEA,FAI,1.0,1533.0
1767,2017-09-30,WN,1841.0,CMH,BNA,1.0,337.0
1768,2017-09-16,B6,532.0,LGB,SLC,1.0,588.0
1769,2017-09-20,UA,1975.0,DEN,IAH,1.0,862.0
1770,2017-09-29,DL,2269.0,DTW,SEA,1.0,1927.0
1771,2017-09-14,WN,1535.0,SJC,LAS,1.0,386.0
1772,2017-09-07,UA,692.0,MCI,ORD,1.0,403.0
1773,2017-09-21,B6,199.0,LGA,MCO,1.0,950.0
1774,2017-09-17,OO,5329.0,SFO,SLC,1.0,599.0
1775,2017-09-30,WN,116.0,DAL,MCI,1.0,460.0
1776,2017-09-14,DL,1526.0,MCO,LGA,1.0,950.0
1777,2017-09-24,AA,1405.0,MSP,ORD,1.0,334.0
1778,2017-09-09,AA,2413.0,SEA,DFW,1.0,1660.0
1779,2017-09-19,DL,2184.0,ATL,SDF,1.0,321.0
1780,2017-09-03,AA,456.0,PHX,SLC,1.0,507.0
1781,2017-09-04,UA,421.0,ATL,EWR,1.0,746.0
1782,2017-09-04,AA,2630.0,RIC,DFW,1.0,1158.0
1783,2017-09-04,AA,2641.0,DTW,MIA,1.0,1145.0
1784,2017-09-20,DL,246.0,JFK,MCO,1.0,944.0
1785,2017-09-26,EV,2848.0,DFW,MHK,1.0,431.0
1786,2017-09-24,UA,1204.0,SFO,IAH,1.0,1635.0
1787,2017-09-26,WN,5648.0,FLL,BDL,1.0,1173.0
1788,2017-09-27,WN,1915.0,BOS,MDW,1.0,861.0
1789,2017-09-11,UA,375.0,FLL,ORD,1.0,1182.0
1790,2017-09-14,UA,319.0,IAD,LAX,1.0,2288.0
1791,2017-09-05,DL,2333.0,DEN,LGA,1.0,1620.0
1792,2017-09-24,EV,4002.0,BHM,IAH,1.0,562.0
1793,2017-09-04,DL,1995.0,DCA,MSP,1.0,931.0
1794,2017-09-04,OO,5070.0,ORD,PAH,1.0,342.0
1795,2017-09-25,AA,196.0,MIA,PHL,1.0,1013.0
1796,2017-09-08,WN,6355.0,SMF,LAS,1.0,397.0
1797,2017-09-14,AS,304.0,SEA,SFO,1.0,679.0
1798,2017-09-22,AA,2302.0,MSY,DFW,1.0,447.0
1799,2017-09-06,NK,785.0,MCI,LAX,1.0,1363.0
1800,2017-09-30,OO,5556.0,STL,ORD,1.0,258.0
1801,2017-09-01,AA,2571.0,DFW,RIC,1.0,1158.0
1802,2017-09-24,OO,3110.0,CHO,ORD,1.0,566.0
1803,2017-09-16,AA,616.0,PHX,DEN,1.0,602.0
1804,2017-09-16,WN,2101.0,BWI,ABQ,1.0,1670.0
1805,2017-09-29,WN,6227.0,DEN,MCO,1.0,1546.0
1806,2017-09-19,DL,2019.0,GSO,ATL,1.0,306.0
1807,2017-09-01,AA,2402.0,DFW,LAX,1.0,1235.0
1808,2017-09-30,B6,2184.0,RDU,BOS,1.0,612.0
1809,2017-09-19,DL,1639.0,ATL,SAN,1.0,1892.0
1810,2017-09-03,NK,111.0,DTW,LAS,1.0,1749.0
1811,2017-09-24,DL,820.0,BOS,MCO,1.0,1121.0
1812,2017-09-29,AA,1588.0,DFW,TUS,1.0,813.0
1813,2017-09-08,UA,1420.0,GEG,SFO,1.0,733.0
1814,2017-09-14,DL,2867.0,ATL,SAN,1.0,1892.0
1815,2017-09-10,DL,2328.0,DEN,JFK,1.0,1626.0
1816,2017-09-21,WN,378.0,BOI,SAN,1.0,749.0
1817,2017-09-07,UA,1001.0,BOS,EWR,1.0,200.0
1818,2017-09-20,EV,5368.0,ATL,AVL,1.0,164.0
1819,2017-09-12,AS,123.0,SEA,FAI,1.0,1533.0
1820,2017-09-07,OO,4444.0,SLC,SUN,1.0,222.0
1821,2017-09-12,VX,1352.0,SFO,BOS,1.0,2704.0
