,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
4097,46194,Female,Loyal Customer,55,Business travel,Business,1541,2,1,1,1,4,3,3,2,2,2,2,2,2,3,0,0,neutral or dissatisfied
4098,77897,Male,Loyal Customer,48,Business travel,Business,1935,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0,satisfied
4099,17339,Male,Loyal Customer,44,Business travel,Eco,563,5,4,4,4,5,5,5,5,5,4,3,4,4,5,4,1,satisfied
4100,59759,Female,Loyal Customer,26,Business travel,Business,2275,3,3,3,3,4,4,4,4,4,4,5,5,5,4,33,17,satisfied
4101,118683,Male,Loyal Customer,41,Business travel,Eco,451,3,3,3,3,4,3,4,4,1,1,2,5,5,4,0,0,satisfied
4102,81072,Male,Loyal Customer,54,Business travel,Business,931,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,5,satisfied
4103,40853,Male,Loyal Customer,15,Personal Travel,Eco,590,2,5,3,3,3,3,3,3,4,3,4,5,5,3,32,42,neutral or dissatisfied
4104,120509,Male,Loyal Customer,36,Business travel,Eco Plus,366,5,2,2,2,5,5,5,5,1,3,2,3,2,5,0,0,satisfied
4105,109683,Male,Loyal Customer,28,Personal Travel,Eco,802,2,2,2,1,2,2,2,2,1,3,1,3,1,2,35,21,neutral or dissatisfied
4106,12626,Male,Loyal Customer,55,Business travel,Business,844,2,2,2,2,5,5,4,4,4,4,4,4,4,3,36,27,satisfied
4107,97255,Female,Loyal Customer,60,Business travel,Eco,296,4,4,4,4,2,3,3,4,4,4,4,4,4,3,51,33,neutral or dissatisfied
4108,7992,Female,Loyal Customer,41,Business travel,Business,402,2,4,4,4,3,3,3,2,2,2,2,3,2,2,0,31,neutral or dissatisfied
4109,91070,Male,Loyal Customer,20,Personal Travel,Eco,404,3,4,3,1,3,3,3,4,5,4,4,3,5,3,97,140,neutral or dissatisfied
4110,58186,Male,disloyal Customer,8,Business travel,Eco,925,2,3,3,4,4,3,4,4,2,2,4,2,3,4,2,21,neutral or dissatisfied
4111,22251,Male,disloyal Customer,22,Business travel,Eco,238,1,4,1,2,2,1,2,2,4,3,1,1,5,2,0,0,neutral or dissatisfied
4112,12504,Female,Loyal Customer,18,Personal Travel,Eco Plus,192,4,4,4,3,4,5,5,4,2,5,5,5,4,5,132,128,neutral or dissatisfied
4113,96299,Female,Loyal Customer,30,Personal Travel,Eco,786,3,4,3,2,5,3,3,5,4,3,4,3,4,5,1,0,neutral or dissatisfied
4114,77543,Male,Loyal Customer,32,Business travel,Business,3876,4,4,4,4,4,4,4,4,5,5,4,3,4,4,32,26,satisfied
4115,6355,Female,disloyal Customer,42,Business travel,Business,213,2,1,1,5,1,2,1,1,4,5,5,5,5,1,0,0,neutral or dissatisfied
4116,24934,Male,Loyal Customer,36,Business travel,Eco,2106,5,2,2,2,5,5,5,5,2,5,4,1,3,5,6,0,satisfied
4117,52561,Male,disloyal Customer,57,Business travel,Eco,119,5,2,5,1,4,5,3,4,1,2,4,5,4,4,0,0,satisfied
4118,124966,Female,Loyal Customer,59,Business travel,Business,3181,0,5,0,4,2,4,4,5,5,5,5,3,5,5,0,0,satisfied
4119,8,Female,Loyal Customer,60,Business travel,Business,853,4,3,4,4,4,4,4,3,3,4,3,3,3,4,0,3,satisfied
4120,91444,Female,disloyal Customer,21,Business travel,Eco,859,4,4,4,3,5,4,5,5,4,5,4,4,4,5,0,0,satisfied
4121,123443,Male,Loyal Customer,55,Business travel,Business,2125,3,3,3,3,2,3,5,2,2,2,2,4,2,3,0,0,satisfied
4122,83094,Female,Loyal Customer,19,Personal Travel,Eco,957,2,4,2,4,2,2,2,2,3,2,4,5,5,2,0,2,neutral or dissatisfied
4123,115935,Female,Loyal Customer,51,Business travel,Business,2198,3,2,2,2,3,4,4,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
4124,114558,Male,Loyal Customer,43,Personal Travel,Business,446,1,5,1,1,3,5,5,5,5,1,5,3,5,3,2,0,neutral or dissatisfied
4125,2461,Male,Loyal Customer,31,Business travel,Business,1697,5,5,5,5,5,5,5,5,4,5,4,5,4,5,0,9,satisfied
4126,33371,Female,Loyal Customer,26,Personal Travel,Eco,2409,3,4,3,1,5,3,5,5,1,5,4,1,5,5,0,0,neutral or dissatisfied
4127,74977,Male,Loyal Customer,17,Personal Travel,Eco,2475,2,0,2,1,3,2,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
4128,86109,Female,Loyal Customer,41,Business travel,Business,226,1,1,4,1,4,5,4,5,5,5,5,3,5,4,12,0,satisfied
4129,44160,Male,disloyal Customer,21,Business travel,Eco,229,2,0,2,3,4,2,4,4,2,5,1,1,5,4,51,47,neutral or dissatisfied
4130,3154,Male,Loyal Customer,63,Personal Travel,Eco,140,5,3,5,4,5,5,5,5,4,5,2,2,5,5,0,0,satisfied
4131,99779,Male,Loyal Customer,43,Business travel,Business,2937,4,4,4,4,5,4,5,3,3,4,3,4,3,5,0,0,satisfied
4132,88263,Male,Loyal Customer,46,Business travel,Business,545,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0,satisfied
4133,128642,Male,Loyal Customer,25,Personal Travel,Eco,679,1,3,1,4,1,1,1,1,5,5,2,5,3,1,1,0,neutral or dissatisfied
4134,94050,Male,Loyal Customer,39,Business travel,Business,3771,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
4135,115448,Female,Loyal Customer,30,Business travel,Business,2189,5,5,5,5,3,3,3,3,3,4,4,4,5,3,0,0,satisfied
4136,10671,Female,Loyal Customer,40,Business travel,Business,2735,5,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0,satisfied
4137,10498,Female,Loyal Customer,50,Business travel,Business,2320,4,4,4,4,2,4,4,5,5,5,5,3,5,4,0,0,satisfied
4138,9423,Female,disloyal Customer,26,Business travel,Business,368,2,4,2,1,4,2,3,4,3,4,5,3,5,4,0,0,neutral or dissatisfied
4139,118745,Female,Loyal Customer,26,Personal Travel,Eco,621,4,5,4,2,1,4,1,1,5,5,4,5,5,1,31,35,neutral or dissatisfied
4140,45773,Female,Loyal Customer,57,Business travel,Eco,391,4,5,5,5,4,1,4,4,4,4,4,1,4,5,29,33,satisfied
4141,19130,Male,Loyal Customer,30,Personal Travel,Eco,287,3,4,3,4,3,3,3,3,5,3,4,5,4,3,0,0,neutral or dissatisfied
4142,98313,Male,Loyal Customer,14,Personal Travel,Eco,1565,3,5,3,4,2,3,2,2,3,5,5,3,5,2,56,63,neutral or dissatisfied
4143,53875,Female,disloyal Customer,35,Business travel,Eco,140,3,4,2,4,5,2,5,5,1,3,4,4,3,5,7,0,neutral or dissatisfied
4144,33301,Female,Loyal Customer,31,Personal Travel,Eco Plus,163,3,5,0,4,4,0,3,4,4,2,4,5,4,4,25,30,neutral or dissatisfied
4145,7022,Male,Loyal Customer,18,Personal Travel,Eco,234,1,3,1,3,3,1,1,3,3,3,3,2,2,3,34,32,neutral or dissatisfied
4146,93953,Male,Loyal Customer,36,Personal Travel,Eco,507,3,2,3,4,1,3,1,1,1,2,3,1,3,1,1,0,neutral or dissatisfied
4147,4111,Male,Loyal Customer,59,Business travel,Business,431,3,3,5,3,5,5,4,5,5,5,5,3,5,4,0,0,satisfied
4148,100257,Female,disloyal Customer,24,Business travel,Eco,1204,2,2,2,1,2,2,2,2,3,4,4,4,5,2,0,10,neutral or dissatisfied
4149,50404,Female,disloyal Customer,42,Business travel,Eco,86,3,1,3,4,1,3,1,1,2,1,4,3,4,1,0,0,neutral or dissatisfied
4150,35738,Male,disloyal Customer,36,Business travel,Eco,1005,3,3,3,4,4,3,4,4,1,2,5,3,2,4,35,21,neutral or dissatisfied
4151,85153,Male,disloyal Customer,28,Business travel,Business,874,0,0,0,4,3,0,3,3,4,5,5,4,4,3,0,0,satisfied
4152,2776,Female,Loyal Customer,53,Business travel,Business,1963,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,1,satisfied
4153,121171,Male,Loyal Customer,33,Personal Travel,Eco,2521,4,3,4,3,4,2,2,3,5,2,2,2,3,2,0,0,satisfied
4154,52340,Female,Loyal Customer,68,Business travel,Business,2923,4,3,3,3,3,3,3,2,2,2,4,3,2,2,0,6,neutral or dissatisfied
4155,33295,Female,Loyal Customer,61,Personal Travel,Eco Plus,101,3,1,3,3,5,4,3,4,4,3,4,1,4,2,0,0,neutral or dissatisfied
4156,35166,Male,Loyal Customer,28,Business travel,Business,1010,2,2,2,2,4,4,4,4,2,5,2,4,1,4,31,88,satisfied
4157,106197,Female,Loyal Customer,46,Business travel,Business,302,5,5,5,5,2,5,5,5,5,5,5,5,5,4,50,42,satisfied
4158,105747,Female,Loyal Customer,40,Business travel,Business,3185,2,4,4,4,4,3,3,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
4159,115719,Female,Loyal Customer,29,Business travel,Business,2193,2,2,4,2,3,3,3,3,3,3,5,3,5,3,13,4,satisfied
4160,113752,Male,Loyal Customer,46,Personal Travel,Eco,236,2,4,2,1,1,2,4,1,5,3,4,4,5,1,31,23,neutral or dissatisfied
4161,107752,Male,Loyal Customer,69,Personal Travel,Eco,251,3,4,3,1,5,3,5,5,3,3,4,5,1,5,14,7,neutral or dissatisfied
4162,93203,Female,Loyal Customer,40,Personal Travel,Business,1756,3,4,3,5,4,2,1,1,1,3,1,5,1,2,11,0,neutral or dissatisfied
4163,29329,Female,Loyal Customer,35,Personal Travel,Eco,859,4,5,4,4,1,4,1,1,4,2,4,4,5,1,0,0,satisfied
4164,15715,Female,Loyal Customer,39,Business travel,Eco,419,3,4,4,4,3,3,3,3,2,1,3,4,4,3,7,30,neutral or dissatisfied
4165,94309,Female,Loyal Customer,49,Business travel,Business,3263,1,1,1,1,5,4,4,4,4,4,4,4,4,4,0,0,satisfied
4166,71802,Female,disloyal Customer,62,Business travel,Business,1744,1,0,0,2,1,1,1,1,4,2,4,3,4,1,16,35,neutral or dissatisfied
4167,5223,Female,Loyal Customer,61,Business travel,Business,295,2,2,3,2,3,4,4,4,4,4,4,5,4,3,0,0,satisfied
4168,88301,Male,disloyal Customer,24,Business travel,Eco,545,3,2,3,4,4,3,4,4,1,5,4,1,4,4,16,17,neutral or dissatisfied
4169,65245,Male,Loyal Customer,54,Business travel,Business,3091,2,2,3,2,4,5,5,5,5,5,5,5,5,3,0,0,satisfied
4170,107970,Male,Loyal Customer,37,Business travel,Eco,825,4,1,1,1,4,3,4,4,4,4,3,1,4,4,0,0,neutral or dissatisfied
4171,82027,Male,Loyal Customer,40,Personal Travel,Eco,1576,3,4,3,4,2,3,2,2,4,3,4,5,4,2,0,0,neutral or dissatisfied
4172,63845,Male,Loyal Customer,32,Business travel,Business,1212,3,4,4,4,3,4,3,3,2,3,3,1,4,3,0,2,neutral or dissatisfied
4173,116038,Female,Loyal Customer,41,Personal Travel,Eco,325,3,4,3,4,1,3,1,1,4,4,4,3,3,1,1,2,neutral or dissatisfied
4174,67975,Female,disloyal Customer,17,Business travel,Business,1242,0,0,0,3,4,0,4,4,4,4,4,4,5,4,18,11,satisfied
4175,64117,Female,Loyal Customer,41,Business travel,Business,2288,1,1,1,1,5,5,4,2,2,2,2,4,2,5,0,0,satisfied
4176,22342,Male,Loyal Customer,30,Business travel,Eco,238,3,3,5,3,3,3,3,3,4,3,3,1,3,3,0,0,neutral or dissatisfied
4177,51842,Male,Loyal Customer,19,Personal Travel,Eco Plus,455,2,5,2,1,2,2,2,2,3,5,5,4,4,2,0,0,neutral or dissatisfied
4178,70529,Female,Loyal Customer,46,Business travel,Business,3017,4,4,3,4,4,4,5,3,3,3,3,3,3,5,0,0,satisfied
4179,48502,Female,disloyal Customer,28,Business travel,Eco,853,3,3,3,3,5,3,3,5,4,2,3,3,4,5,0,0,neutral or dissatisfied
4180,126963,Male,Loyal Customer,44,Business travel,Business,1828,1,1,1,1,3,5,4,2,2,2,2,4,2,3,1,12,satisfied
4181,41145,Male,Loyal Customer,50,Personal Travel,Eco,224,3,4,3,1,1,3,1,1,5,3,5,4,4,1,0,0,neutral or dissatisfied
4182,110032,Male,Loyal Customer,55,Personal Travel,Eco Plus,1204,3,2,3,4,5,3,5,5,1,3,4,1,3,5,0,0,neutral or dissatisfied
4183,88174,Female,disloyal Customer,22,Business travel,Eco,515,4,2,4,3,3,4,3,3,5,3,4,3,4,3,81,84,satisfied
4184,60765,Male,Loyal Customer,25,Business travel,Business,628,1,4,4,4,1,1,1,1,4,1,3,2,4,1,17,52,neutral or dissatisfied
4185,87271,Male,Loyal Customer,53,Business travel,Eco,577,1,0,0,3,4,1,2,4,4,4,2,2,2,4,0,0,neutral or dissatisfied
4186,35613,Male,Loyal Customer,7,Personal Travel,Eco Plus,828,2,5,2,4,3,2,3,3,3,5,5,4,5,3,11,20,neutral or dissatisfied
4187,128879,Male,Loyal Customer,36,Business travel,Business,2454,3,3,3,3,3,5,4,4,4,4,4,4,4,5,2,22,satisfied
4188,1868,Female,disloyal Customer,32,Business travel,Business,931,3,3,3,2,3,3,3,3,2,2,3,4,3,3,24,6,neutral or dissatisfied
4189,23210,Female,Loyal Customer,34,Business travel,Business,2101,3,3,1,3,4,3,5,5,5,5,5,1,5,5,0,0,satisfied
4190,108112,Male,Loyal Customer,51,Business travel,Business,3320,4,4,5,4,4,5,4,5,5,5,5,3,5,3,0,4,satisfied
4191,115746,Male,Loyal Customer,36,Business travel,Business,2346,3,4,4,4,2,2,2,3,3,3,3,2,3,1,12,25,neutral or dissatisfied
4192,40243,Female,Loyal Customer,34,Business travel,Business,2698,4,4,4,4,5,2,5,5,5,5,5,1,5,1,0,0,satisfied
4193,117207,Female,Loyal Customer,23,Personal Travel,Eco,370,1,4,1,5,4,1,4,4,5,3,3,3,5,4,30,12,neutral or dissatisfied
4194,21084,Male,Loyal Customer,30,Business travel,Business,3101,1,0,0,4,3,0,3,3,2,1,3,4,4,3,61,48,neutral or dissatisfied
4195,73334,Male,Loyal Customer,49,Business travel,Business,1197,1,1,1,1,3,5,5,4,4,5,4,5,4,3,0,5,satisfied
4196,61660,Female,Loyal Customer,58,Business travel,Business,1504,3,3,3,3,3,4,4,5,5,5,5,4,5,5,29,14,satisfied
4197,105806,Female,Loyal Customer,50,Personal Travel,Eco,883,4,3,4,1,4,3,4,3,3,4,3,1,3,3,0,0,neutral or dissatisfied
4198,17051,Female,disloyal Customer,28,Business travel,Eco,1134,5,5,5,4,5,5,5,5,1,2,2,2,1,5,16,3,satisfied
4199,6143,Female,Loyal Customer,48,Business travel,Business,409,2,5,5,5,4,3,4,2,2,2,2,3,2,2,60,56,neutral or dissatisfied
4200,19708,Female,Loyal Customer,51,Business travel,Business,1961,3,2,2,2,2,2,3,3,3,3,3,1,3,2,3,0,neutral or dissatisfied
4201,109,Female,Loyal Customer,72,Business travel,Business,1954,1,1,3,1,1,1,1,4,5,3,2,1,4,1,60,145,neutral or dissatisfied
4202,123288,Male,Loyal Customer,57,Personal Travel,Eco,507,3,5,3,5,3,3,3,3,3,1,1,4,4,3,0,0,neutral or dissatisfied
4203,58785,Female,Loyal Customer,54,Business travel,Business,1197,4,2,4,4,4,4,5,4,4,4,4,3,4,5,0,0,satisfied
4204,40256,Male,disloyal Customer,29,Business travel,Business,347,4,4,4,3,4,4,4,4,1,3,2,2,2,4,0,0,neutral or dissatisfied
4205,56246,Male,Loyal Customer,39,Business travel,Business,2434,2,2,2,2,5,5,5,3,2,5,5,5,4,5,107,90,satisfied
4206,36487,Female,Loyal Customer,61,Business travel,Business,2260,3,3,1,1,5,3,3,3,3,3,3,2,3,2,50,81,neutral or dissatisfied
4207,29332,Female,Loyal Customer,46,Personal Travel,Eco,834,0,5,0,4,5,5,4,3,3,0,3,3,3,4,0,5,satisfied
4208,108009,Female,Loyal Customer,41,Business travel,Business,271,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,0,satisfied
4209,81375,Male,Loyal Customer,27,Business travel,Business,1767,2,3,3,3,2,3,2,2,3,4,4,4,4,2,51,38,neutral or dissatisfied
4210,60823,Male,Loyal Customer,59,Personal Travel,Eco,455,3,4,3,3,3,3,3,3,4,5,5,4,4,3,0,0,neutral or dissatisfied
4211,121459,Female,Loyal Customer,26,Personal Travel,Eco,290,4,4,3,4,5,3,5,5,5,5,5,4,4,5,0,0,satisfied
4212,55859,Male,Loyal Customer,29,Business travel,Business,1907,4,4,4,4,4,4,4,4,4,5,5,3,4,4,35,35,satisfied
4213,108968,Male,Loyal Customer,25,Personal Travel,Eco,542,3,5,3,3,3,3,3,3,3,3,4,3,4,3,0,0,neutral or dissatisfied
4214,72688,Male,Loyal Customer,11,Personal Travel,Eco,964,3,3,2,3,5,2,5,5,4,1,3,3,3,5,14,0,neutral or dissatisfied
4215,63046,Female,Loyal Customer,63,Personal Travel,Eco,967,3,4,3,3,2,5,5,3,3,3,3,4,3,5,0,2,neutral or dissatisfied
4216,21578,Female,Loyal Customer,10,Personal Travel,Eco Plus,331,4,4,4,4,2,4,2,2,3,4,4,3,5,2,43,45,neutral or dissatisfied
4217,98471,Female,Loyal Customer,7,Personal Travel,Eco,210,3,3,3,4,1,3,1,1,2,5,2,3,5,1,9,4,neutral or dissatisfied
4218,96054,Male,Loyal Customer,61,Business travel,Eco,835,2,3,3,3,2,2,2,2,1,4,3,1,3,2,66,57,neutral or dissatisfied
4219,40121,Male,Loyal Customer,47,Personal Travel,Eco,368,2,4,2,4,2,2,2,2,1,4,3,2,3,2,0,0,neutral or dissatisfied
4220,7264,Female,Loyal Customer,10,Personal Travel,Eco,135,1,0,1,4,3,1,3,3,4,3,4,5,4,3,6,1,neutral or dissatisfied
4221,79708,Male,Loyal Customer,24,Personal Travel,Eco,762,2,5,2,1,2,2,2,2,5,2,4,5,5,2,0,0,neutral or dissatisfied
4222,109921,Female,Loyal Customer,16,Personal Travel,Eco,971,0,5,0,3,4,0,4,4,3,3,4,5,4,4,127,118,satisfied
4223,124820,Male,Loyal Customer,39,Business travel,Business,280,3,3,3,3,1,3,2,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
4224,86107,Male,Loyal Customer,46,Business travel,Business,3145,5,5,5,5,2,4,4,5,5,5,5,4,5,3,21,18,satisfied
4225,89654,Female,Loyal Customer,35,Business travel,Business,2017,3,1,1,1,3,4,3,3,3,3,3,1,3,2,99,81,neutral or dissatisfied
4226,110930,Male,Loyal Customer,61,Personal Travel,Eco,406,2,1,2,4,5,2,1,5,2,5,3,4,3,5,21,19,neutral or dissatisfied
4227,37310,Female,Loyal Customer,60,Business travel,Eco,1035,5,2,5,2,2,4,1,4,4,5,4,1,4,1,9,0,satisfied
4228,43568,Male,Loyal Customer,60,Personal Travel,Business,1499,2,4,2,2,3,4,4,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
4229,75008,Female,disloyal Customer,34,Business travel,Business,236,1,1,1,2,2,1,2,2,4,5,4,5,4,2,0,0,neutral or dissatisfied
4230,52718,Female,Loyal Customer,14,Personal Travel,Business,406,2,5,2,1,3,2,5,3,3,4,5,5,4,3,0,0,neutral or dissatisfied
4231,7269,Male,Loyal Customer,55,Personal Travel,Eco,139,2,4,2,1,4,2,4,4,5,3,5,5,4,4,28,21,neutral or dissatisfied
4232,124266,Female,Loyal Customer,64,Business travel,Business,2160,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,satisfied
4233,34498,Female,Loyal Customer,46,Business travel,Eco Plus,1990,3,1,1,1,1,3,3,3,3,3,3,2,3,4,4,0,neutral or dissatisfied
4234,114995,Male,Loyal Customer,34,Business travel,Business,308,0,0,0,1,1,1,1,3,3,4,5,1,4,1,180,181,satisfied
4235,37054,Male,Loyal Customer,42,Business travel,Business,1072,1,1,1,1,2,1,2,4,4,4,4,4,4,1,2,0,satisfied
4236,64023,Male,disloyal Customer,35,Business travel,Business,919,2,2,2,3,2,2,2,2,3,2,5,5,5,2,85,87,neutral or dissatisfied
4237,4822,Male,Loyal Customer,56,Business travel,Business,408,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0,satisfied
4238,94214,Female,disloyal Customer,22,Business travel,Business,248,4,0,4,1,3,4,1,3,3,2,5,5,5,3,11,3,satisfied
4239,124475,Female,Loyal Customer,18,Personal Travel,Eco,980,2,5,3,2,4,3,4,4,5,3,4,3,5,4,0,0,neutral or dissatisfied
4240,129206,Female,disloyal Customer,38,Business travel,Eco,919,3,3,3,4,4,3,4,4,4,2,4,1,3,4,0,0,neutral or dissatisfied
4241,47232,Male,Loyal Customer,14,Business travel,Eco Plus,954,2,1,1,1,2,2,4,2,1,1,3,3,4,2,100,109,neutral or dissatisfied
4242,22000,Male,Loyal Customer,57,Personal Travel,Eco,500,2,4,2,3,2,2,1,2,4,3,5,4,5,2,6,0,neutral or dissatisfied
4243,17445,Male,Loyal Customer,36,Personal Travel,Eco,376,2,4,2,3,4,2,4,4,4,4,4,4,4,4,0,1,neutral or dissatisfied
4244,98869,Female,disloyal Customer,42,Business travel,Business,991,4,4,4,1,2,4,2,2,3,4,5,4,4,2,10,8,neutral or dissatisfied
4245,44601,Female,Loyal Customer,47,Business travel,Eco,508,2,4,5,4,3,4,5,2,2,2,2,3,2,5,0,7,satisfied
4246,88075,Male,Loyal Customer,39,Business travel,Business,442,1,1,1,1,5,5,5,5,5,5,5,3,5,4,0,0,satisfied
4247,113101,Female,Loyal Customer,29,Personal Travel,Eco,479,3,2,3,4,2,3,2,2,3,4,4,1,4,2,0,0,neutral or dissatisfied
4248,5701,Female,Loyal Customer,12,Personal Travel,Eco,196,4,5,4,1,1,4,1,1,3,4,5,4,4,1,0,0,satisfied
4249,62632,Female,Loyal Customer,62,Personal Travel,Eco,1744,1,2,1,2,3,2,2,4,4,1,4,2,4,3,0,0,neutral or dissatisfied
4250,99218,Female,Loyal Customer,47,Business travel,Business,1813,4,4,4,4,2,5,4,5,5,4,5,4,5,5,0,0,satisfied
4251,116999,Male,disloyal Customer,35,Business travel,Business,338,2,2,2,3,4,2,4,4,5,3,5,4,4,4,0,0,neutral or dissatisfied
4252,70792,Male,Loyal Customer,53,Business travel,Business,328,0,0,0,3,4,5,5,2,2,2,2,5,2,4,0,0,satisfied
4253,105810,Female,Loyal Customer,63,Personal Travel,Eco,663,2,4,2,3,4,4,3,2,2,2,1,2,2,3,76,57,neutral or dissatisfied
4254,119565,Female,Loyal Customer,49,Business travel,Business,2968,4,4,4,4,5,5,5,5,5,5,5,4,5,5,13,26,satisfied
4255,62225,Female,Loyal Customer,35,Personal Travel,Eco,2454,1,5,1,4,2,1,2,2,3,2,3,5,5,2,0,0,neutral or dissatisfied
4256,119211,Female,disloyal Customer,29,Personal Travel,Eco,290,5,5,5,3,2,5,2,2,3,3,4,4,4,2,0,0,satisfied
4257,104977,Female,disloyal Customer,37,Business travel,Business,314,4,4,4,5,2,4,2,2,5,2,4,5,5,2,0,0,satisfied
4258,104882,Male,Loyal Customer,22,Personal Travel,Eco,327,2,2,2,4,4,2,4,4,3,2,4,4,4,4,0,0,neutral or dissatisfied
4259,118840,Female,Loyal Customer,39,Business travel,Eco Plus,221,2,2,2,2,2,2,2,2,2,2,1,5,2,2,0,3,satisfied
4260,119132,Female,disloyal Customer,43,Business travel,Business,356,4,4,4,3,4,4,4,4,4,5,5,5,4,4,6,19,neutral or dissatisfied
4261,98178,Female,Loyal Customer,56,Business travel,Business,3710,3,3,3,3,3,4,5,5,5,5,5,5,5,5,31,37,satisfied
4262,50180,Female,disloyal Customer,22,Business travel,Eco,109,3,1,3,2,3,1,1,3,1,3,3,1,4,1,235,235,neutral or dissatisfied
4263,76122,Female,Loyal Customer,49,Business travel,Business,689,5,5,5,5,5,4,4,2,2,2,2,4,2,4,15,10,satisfied
4264,24574,Female,Loyal Customer,25,Business travel,Eco Plus,696,3,4,4,4,3,3,1,3,3,1,3,1,3,3,0,11,neutral or dissatisfied
4265,19277,Female,Loyal Customer,32,Business travel,Business,430,3,3,3,3,4,4,4,4,3,5,4,1,4,4,0,0,satisfied
4266,129640,Female,Loyal Customer,35,Business travel,Business,337,2,5,5,5,2,3,3,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
4267,99611,Male,Loyal Customer,53,Personal Travel,Eco Plus,808,1,1,1,2,3,1,3,3,4,4,3,2,3,3,0,0,neutral or dissatisfied
4268,117002,Male,disloyal Customer,25,Business travel,Business,370,1,0,1,2,3,1,2,3,3,5,4,3,5,3,126,119,neutral or dissatisfied
4269,74062,Male,Loyal Customer,44,Business travel,Business,1812,3,3,3,3,5,4,4,4,4,5,4,5,4,3,0,0,satisfied
4270,14245,Male,Loyal Customer,31,Personal Travel,Eco,1027,5,5,5,1,4,5,3,4,4,4,5,3,5,4,10,0,satisfied
4271,113160,Female,Loyal Customer,42,Business travel,Eco,677,2,2,3,2,1,4,4,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
4272,5354,Female,Loyal Customer,37,Business travel,Business,2620,3,3,3,3,5,5,4,4,4,4,4,4,4,3,64,71,satisfied
4273,8205,Female,Loyal Customer,41,Business travel,Business,130,3,3,3,3,4,3,5,5,5,4,4,5,5,5,0,5,satisfied
4274,57767,Male,Loyal Customer,37,Business travel,Business,2611,2,5,5,5,2,2,2,1,4,3,2,2,2,2,28,9,neutral or dissatisfied
4275,84395,Male,Loyal Customer,25,Business travel,Eco,606,4,2,4,4,4,4,2,4,1,3,4,4,4,4,13,0,neutral or dissatisfied
4276,116190,Female,Loyal Customer,56,Personal Travel,Eco,337,4,3,4,4,5,3,3,1,1,4,1,4,1,2,0,0,neutral or dissatisfied
4277,99327,Female,Loyal Customer,12,Personal Travel,Eco,448,3,5,4,2,1,4,1,1,3,4,5,4,5,1,0,0,neutral or dissatisfied
4278,48053,Male,Loyal Customer,17,Personal Travel,Eco,896,2,5,2,2,4,2,1,4,5,5,4,3,5,4,0,0,neutral or dissatisfied
4279,110990,Male,disloyal Customer,29,Business travel,Business,197,5,4,4,3,2,4,2,2,3,4,4,5,4,2,47,55,satisfied
4280,99771,Female,Loyal Customer,33,Business travel,Eco Plus,361,1,3,3,3,1,1,1,1,1,2,3,2,3,1,0,0,neutral or dissatisfied
4281,27580,Female,Loyal Customer,46,Personal Travel,Eco,956,4,4,4,2,4,5,5,3,3,4,3,4,3,4,0,0,neutral or dissatisfied
4282,109283,Male,Loyal Customer,30,Personal Travel,Business,1136,1,2,1,4,5,1,5,5,3,2,2,1,3,5,99,89,neutral or dissatisfied
4283,58619,Male,Loyal Customer,65,Personal Travel,Eco,137,2,0,2,2,3,2,1,3,4,4,4,4,4,3,4,0,neutral or dissatisfied
4284,17746,Male,Loyal Customer,40,Business travel,Eco,129,4,4,4,4,4,4,4,4,1,5,2,4,5,4,0,0,satisfied
4285,54891,Male,Loyal Customer,43,Personal Travel,Eco,934,2,4,2,4,3,2,3,3,4,2,5,4,5,3,0,2,neutral or dissatisfied
4286,5501,Male,Loyal Customer,23,Business travel,Business,548,4,4,4,4,5,5,5,5,2,4,5,3,3,5,0,0,satisfied
4287,115643,Female,Loyal Customer,20,Business travel,Business,325,1,3,3,3,1,1,1,1,4,1,4,3,4,1,5,0,neutral or dissatisfied
4288,64812,Female,Loyal Customer,72,Business travel,Business,2223,1,1,1,1,2,3,3,1,1,1,1,2,1,1,34,35,neutral or dissatisfied
4289,112374,Male,Loyal Customer,31,Business travel,Business,853,4,4,4,4,4,4,4,4,5,5,5,5,4,4,43,39,satisfied
4290,85570,Male,Loyal Customer,48,Business travel,Business,259,0,0,0,1,4,4,4,3,3,3,3,4,3,3,0,0,satisfied
