flight_id,airline,aircraft_type,route,passengers,fuel_cost,revenue,delay_minutes
FL0600,JetBlue,Airbus A320,Domestic,378,15989.00740003744,40783.52142773974,1.6923863003010058
FL0601,Delta,Airbus A320,Domestic,291,17876.21019896102,41977.89122000704,2.5575014403376577
FL0602,American,Boeing 777,Domestic,194,19210.228805663723,58000.19331427968,2.3800106695362913
FL0603,Southwest,Boeing 777,Domestic,362,16968.829443067018,49643.36678263703,15.728156088659846
FL0604,Delta,Boeing 737,Domestic,140,15474.51984076914,32691.05689844695,2.069101494282347
FL0605,Southwest,Boeing 737,Regional,141,16579.243321906568,72350.35752012214,0.6898554632446562
FL0606,United,Airbus A320,Domestic,375,15414.441704769211,60714.9342748623,65.43672451233795
FL0607,Southwest,Boeing 777,Domestic,198,11243.829268374011,48489.14220998525,0.2513035011474158
FL0608,JetBlue,Boeing 787,Domestic,282,19994.22774812664,44444.48723660046,18.032900525854966
FL0609,Southwest,Boeing 787,Domestic,263,19391.00435996097,50582.78614789108,4.547081502536261
FL0610,Alaska,Airbus A320,Regional,303,22862.66877945791,54727.76128904655,18.427294038461078
FL0611,Delta,Airbus A320,Domestic,361,23797.597780728345,21570.990436289383,8.08828531528699
FL0612,Delta,Boeing 777,Domestic,100,12736.735576791167,75460.5462233148,23.190318981262067
FL0613,Southwest,Boeing 777,Domestic,145,15426.72025478775,37731.50398083004,26.06301516859094
FL0614,Delta,Boeing 777,Domestic,138,24536.92670998446,47975.22677114615,0.09139822497407572
FL0615,Alaska,Boeing 737,Domestic,252,16370.238030136848,48453.2694761289,0.7840723644484237
FL0616,Delta,Boeing 737,International,110,17281.474888149605,73959.05284295506,2.8816049297110307
FL0617,Southwest,Airbus A320,International,149,11632.384154577347,46854.39006691297,11.065902774487231
FL0618,American,Boeing 737,International,184,16980.923621045677,68650.59482659718,21.91689691718487
FL0619,American,Boeing 777,Domestic,158,22682.209199229084,53287.45710299448,6.160786475974977
FL0620,United,Boeing 777,International,276,20617.20259233129,35495.49679132266,9.338772630256832
FL0621,Delta,Boeing 737,Domestic,255,14548.04921114066,49751.19708533646,2.088707106295546
FL0622,Southwest,Boeing 787,Domestic,357,15231.787626981068,46459.38661770614,16.345856522227816
FL0623,Delta,Airbus A320,International,271,12881.119064018358,33907.08369624502,34.21240245228931
FL0624,JetBlue,Boeing 787,Domestic,107,13776.27795120094,52650.39600313914,3.12793314305106
FL0625,Alaska,Airbus A320,Domestic,265,10387.321827883297,48287.33574804813,6.8285225878909985
FL0626,Delta,Boeing 787,International,192,16228.577041088824,55233.482170961026,0.9005175116264825
FL0627,Delta,Boeing 737,Domestic,246,21332.354175777313,50513.586134778096,8.19020330158421
FL0628,American,Airbus A320,International,290,17637.382157099997,39535.662338817085,6.98729617097775
FL0629,Alaska,Airbus A320,Domestic,162,20871.964767890342,57988.34189977409,1.5599494428554044
FL0630,Southwest,Airbus A320,Regional,100,19934.398082963195,39882.82235670347,5.835149851435856
FL0631,Delta,Boeing 777,Regional,180,14750.21411336759,7704.283203817475,4.066227560538971
FL0632,American,Boeing 777,Regional,231,14069.578683499365,49672.48832340482,7.377907917161199
FL0633,United,Boeing 787,Domestic,86,14192.209418075343,40797.041545958135,8.810547149463606
FL0634,Alaska,Boeing 737,Domestic,94,11005.401764985443,52967.696557156254,0.08531871735415614
FL0635,American,Boeing 777,Domestic,209,16603.456744945837,73985.33256721629,14.313167606257016
FL0636,American,Airbus A320,Domestic,165,7205.713930953321,74360.61601092476,12.483228618901174
FL0637,American,Boeing 777,Domestic,224,18392.529629716435,45853.402011116086,4.56158139857578
FL0638,Delta,Boeing 737,International,234,16730.0189943004,37255.302773801275,0.5438853820967644
FL0639,Delta,Boeing 777,Domestic,372,18008.607572783487,55600.882664932986,14.062217585225419
FL0640,United,Airbus A320,Regional,213,19882.452105434033,43187.06730573739,31.04992839600694
FL0641,JetBlue,Boeing 787,Domestic,323,17136.14268268433,53093.09479051025,2.746363340482561
FL0642,JetBlue,Airbus A320,Domestic,142,21721.02956049522,39408.810091050895,3.9085921597561235
FL0643,JetBlue,Boeing 737,Domestic,282,18490.226595047072,51259.00140829578,2.0311164819812078
FL0644,Alaska,Boeing 787,Regional,295,14077.19409018864,37444.33602018481,8.602321026954753
FL0645,Alaska,Boeing 777,International,129,15739.324665133188,63395.29440840906,1.6823097059608423
FL0646,United,Boeing 777,International,181,9263.868714399563,40330.29002021604,4.403577526770249
FL0647,Alaska,Boeing 777,Regional,363,13612.99059048907,56594.3329645546,11.940654246732532
FL0648,JetBlue,Boeing 787,Domestic,107,15280.81150101315,31558.025318588254,8.212441845663424
FL0649,JetBlue,Airbus A320,Domestic,128,18248.07555058453,58155.26013593898,4.885139968524393
FL0650,American,Boeing 787,Domestic,111,14098.844708666205,35437.007099513394,5.4515761601196155
FL0651,Alaska,Boeing 787,International,366,12511.955155409822,51395.29849066862,8.257895573292908
FL0652,Delta,Boeing 737,Domestic,181,10459.897910373998,61301.61265352383,0.05881992940075646
FL0653,Delta,Boeing 787,Domestic,120,14591.463940501382,45400.222318761866,0.8176321104909191
FL0654,American,Boeing 777,Regional,193,22742.725767577373,34620.83016030287,21.308027774322888
FL0655,American,Airbus A320,Regional,139,17367.542511670505,54458.562592766975,0.8107881576375628
FL0656,American,Airbus A320,International,276,19506.65411953657,37067.24181317488,12.269125744285759
FL0657,Delta,Airbus A320,International,303,13619.826455474402,42744.807210436025,25.26205809496616
FL0658,JetBlue,Boeing 777,International,269,11464.9607676729,51451.01457344445,3.1564762782648637
FL0659,American,Boeing 777,Domestic,153,12592.552114918184,65688.78846940017,4.6281582282538185
FL0660,United,Boeing 777,Domestic,214,16189.180450695561,48345.1935993931,8.414648524741814
FL0661,American,Boeing 777,International,139,10118.787700866378,48297.147627986604,21.346073319931122
FL0662,Southwest,Boeing 777,International,181,13278.910667488733,57587.66761709707,28.45685786020836
FL0663,American,Boeing 787,Domestic,171,14623.645804891861,48654.83465674896,13.453952423210584
FL0664,Delta,Boeing 777,Regional,378,12273.039020597436,56261.892597827675,0.9060301285840527
FL0665,Alaska,Boeing 777,Domestic,203,9704.214344560547,62020.93609881831,11.061027387808258
FL0666,American,Boeing 777,Domestic,292,17426.891834271224,43739.417046516006,5.281476574635663
FL0667,Alaska,Boeing 777,International,238,16646.788623630608,5424.86175912508,6.362017884461855
FL0668,Southwest,Airbus A320,Domestic,119,18992.895576416413,37366.94778338894,0.5039726472645016
FL0669,United,Boeing 777,Domestic,163,12946.637602392184,63712.86614085894,2.1203317494335385
FL0670,Alaska,Boeing 787,Domestic,151,18931.75277775191,47561.057841830494,15.630964941573577
FL0671,JetBlue,Boeing 787,International,118,21393.773422358034,43591.30647793731,6.050609087312271
FL0672,American,Boeing 787,Domestic,181,17339.087143157936,63168.204911641704,3.590523987477106
FL0673,Southwest,Boeing 737,International,253,14548.203857770686,46682.77608901136,4.845392801568471
FL0674,Southwest,Airbus A320,International,253,16964.25807842958,20797.068325260974,19.268888006817328
FL0675,Alaska,Boeing 777,Domestic,235,14395.080354254153,28431.073206891535,13.822984251367282
FL0676,United,Boeing 737,Regional,155,13862.292615427996,53442.42427061978,3.1788756254620107
FL0677,Delta,Boeing 777,Domestic,87,18686.43324641064,47130.41775926856,1.2499857540334465
FL0678,American,Boeing 737,Regional,116,16055.038976680964,66910.53422477988,2.9034992352929843
FL0679,Southwest,Boeing 737,Domestic,371,20356.306091040093,38467.5071105457,25.352292708595755
FL0680,United,Boeing 787,Regional,166,15084.246434420576,43976.49009395067,8.712906884079192
FL0681,JetBlue,Boeing 787,Domestic,127,15408.241341855964,36501.46005021974,7.624548346102644
FL0682,Southwest,Boeing 737,Domestic,189,14687.16481525929,41232.275690154114,9.073151325819923
FL0683,United,Boeing 787,Domestic,85,12915.412996200943,23405.24928370289,4.557509087351677
FL0684,Delta,Boeing 737,Domestic,145,19106.159675573093,42986.099367343086,16.45619753301989
FL0685,Delta,Airbus A320,International,354,23494.277326765296,47325.70477099127,7.408390715827052
FL0686,Southwest,Boeing 787,Domestic,264,15276.872836588314,46227.69904794611,1.2414461829769188
FL0687,Southwest,Boeing 787,International,308,14322.41298023998,75944.19242852653,1.3818807510768476
FL0688,Alaska,Boeing 787,Domestic,90,14114.96485213731,71835.29950330076,7.69724051944379
FL0689,American,Airbus A320,Domestic,187,14324.853671678784,38238.30687750589,27.5782178131858
FL0690,United,Boeing 737,International,94,21779.307795970566,21428.822969516255,3.6867829922359565
FL0691,Southwest,Boeing 777,Domestic,155,14200.862336768347,46710.39541188976,20.366975721761563
FL0692,American,Boeing 787,International,174,14627.146237153473,52894.63179621807,14.443285838790793
FL0693,Alaska,Boeing 737,International,310,12530.866393116889,36813.70704602314,2.847695751020076
FL0694,American,Airbus A320,International,242,17439.676076361826,37457.3167589656,0.370175202151218
FL0695,Southwest,Boeing 777,Domestic,312,16284.865401116842,68573.21460106292,1.0741514178209675
FL0696,Delta,Boeing 787,International,210,12861.027917431808,44651.82957511105,13.037707967543994
FL0697,United,Airbus A320,Regional,293,13642.945288582145,56609.252414044604,2.227308090548245
FL0698,United,Airbus A320,International,181,21405.386785713785,35906.02592789222,4.640548312913647
FL0699,Delta,Boeing 777,Domestic,158,16604.664820060058,47259.77403657769,6.965513000185243
FL0700,Southwest,Boeing 737,International,199,16825.393265431354,43627.60140275133,12.926880628254265
FL0701,United,Boeing 787,International,275,16838.092240083395,39220.14789555725,1.2017101076727734
FL0702,Southwest,Boeing 787,International,254,20962.801242275764,63018.905349782006,5.214929938474136
FL0703,Alaska,Boeing 737,Domestic,288,13155.314040573727,29944.598874770818,6.637299594914071
FL0704,Southwest,Boeing 737,Domestic,140,15231.534335435346,51900.738731646765,7.783283729338986
FL0705,American,Boeing 737,International,292,15959.311338679965,43383.41847862351,17.057321038928244
FL0706,Delta,Boeing 777,Domestic,125,10992.237359072882,53392.71826646637,1.8835354677357126
FL0707,Southwest,Boeing 777,International,116,13568.3471469397,43559.50378116135,16.493824369740896
FL0708,Alaska,Boeing 787,Domestic,99,19849.359447299,59273.50980494621,11.80511608794534
FL0709,JetBlue,Boeing 777,Domestic,146,18932.683188256375,35783.86622272203,8.116397998589237
FL0710,Delta,Airbus A320,Domestic,239,19498.6140003265,63048.19149177906,12.024002760720883
FL0711,United,Boeing 787,Domestic,368,14614.911287899517,47625.56496923252,5.310584998237119
FL0712,American,Boeing 777,Regional,293,15009.775231619724,30729.467122803395,1.4896135134272794
FL0713,United,Boeing 737,Regional,271,10778.190415878296,56842.8009267367,10.959116594483147
FL0714,Alaska,Airbus A320,International,214,19482.190535412192,45414.95333427053,7.437508321439221
FL0715,Alaska,Boeing 737,Domestic,211,20009.287260051507,25798.106960185924,10.199160886323018
FL0716,United,Boeing 787,International,376,19968.54709291395,52322.085088865315,4.124878817001322
FL0717,Delta,Boeing 737,International,198,21633.092011127166,61085.744298610094,23.737221616993832
FL0718,United,Boeing 777,International,283,17850.747499167697,64667.7646246817,8.852036528378234
FL0719,Southwest,Boeing 777,Domestic,97,21482.021876949417,43081.425526203035,0.8927118402130035
FL0720,United,Boeing 787,International,355,15858.48125069479,49889.13471923459,5.974806837066781
FL0721,American,Boeing 737,International,173,10845.56683198224,48656.97245630785,14.12047360170218
FL0722,American,Boeing 787,Regional,299,19254.318967168376,67367.4342104276,15.80532535921241
FL0723,JetBlue,Boeing 737,Domestic,362,10727.554796772174,37463.64842914688,6.823992525526813
FL0724,American,Airbus A320,International,287,17044.64655837877,41959.42712134096,22.51393726698347
FL0725,United,Boeing 777,International,158,19557.036166797618,37148.63597715252,3.1152191292121847
FL0726,American,Boeing 787,Domestic,109,17537.62814731263,29161.04319953247,5.286479983624694
FL0727,Delta,Airbus A320,Domestic,185,23790.37782586328,51221.23335367707,22.886517205275506
FL0728,American,Airbus A320,Domestic,260,10209.02721872967,68816.87831310864,22.658358590423234
FL0729,Southwest,Boeing 787,Domestic,201,16234.84584788507,45419.702039304204,11.57447962235766
FL0730,Delta,Boeing 787,Domestic,250,16555.8574888085,36535.34391993925,19.588574344478836
FL0731,JetBlue,Airbus A320,International,125,12198.870988216277,50429.17612901689,0.9296352899619693
FL0732,Southwest,Boeing 737,International,204,12808.055069682287,55658.53632404452,20.024432879603733
FL0733,United,Airbus A320,International,181,13795.588445354879,45967.27921332456,3.865745238765916
FL0734,United,Boeing 787,Regional,229,12981.12865904236,66245.9593154043,1.9641826506420756
FL0735,United,Airbus A320,Domestic,300,16154.417119475622,37439.29537426222,2.7360802655942322
FL0736,Southwest,Boeing 737,Domestic,313,14570.51231951309,44269.39472533928,5.412307227728146
FL0737,Southwest,Boeing 777,International,214,17517.30682910616,51847.842762958506,2.892726762642045
FL0738,Southwest,Boeing 777,Domestic,221,18578.1774918498,53108.528784031754,3.86497514674119
FL0739,Delta,Airbus A320,Domestic,357,18361.692671100445,48613.96519987609,1.4500090076607333
FL0740,Alaska,Boeing 737,Domestic,201,15187.59601540878,31380.541009357075,3.512280417935832
FL0741,Delta,Boeing 777,Domestic,178,17410.32201428631,78394.14825468228,8.492954214491728
FL0742,United,Airbus A320,International,252,19812.412531765545,44932.3911044007,5.831341790820542
FL0743,Alaska,Airbus A320,Domestic,287,17925.80666008797,49433.47774160054,4.257475551903927
FL0744,American,Boeing 737,Domestic,233,22448.728622218943,56017.89421124874,13.722026329787393
FL0745,United,Boeing 787,Domestic,267,19642.972757653402,39725.43028555612,22.39703926322313
FL0746,JetBlue,Airbus A320,International,236,21998.902632475078,48740.04347132009,14.138268161482529
FL0747,Delta,Boeing 787,Domestic,158,8524.501990623794,39196.52691050717,4.034681565204138
FL0748,Southwest,Boeing 787,International,358,16809.363587648742,53402.159639165,13.643065459790492
FL0749,Delta,Boeing 777,Domestic,126,15463.415996952901,44411.7055687776,1.648512737393055
FL0750,Southwest,Boeing 787,Domestic,296,16100.064862994512,51493.34085496069,1.3962763769942
FL0751,Alaska,Boeing 737,Domestic,185,13924.129855666753,34395.01449568718,4.24077810311421
FL0752,JetBlue,Boeing 777,Domestic,129,17767.838081229376,37224.086357919325,16.487109459851663
FL0753,Alaska,Boeing 777,Domestic,166,10713.25941626428,30253.171200861576,2.8282488403640627
FL0754,JetBlue,Boeing 777,Domestic,101,17790.99796118813,38763.1089687593,0.6534248038480917
FL0755,Delta,Airbus A320,Regional,157,14030.524095422272,14544.184831924184,1.4122898344117474
FL0756,Southwest,Airbus A320,Domestic,98,14898.76451161461,44007.69732605825,19.571882885604794
FL0757,Alaska,Boeing 787,International,241,17903.205662610362,41054.87646448196,10.045300026367599
FL0758,JetBlue,Boeing 777,Domestic,307,16752.08872917227,49961.842527125904,2.9195942512239332
FL0759,United,Boeing 777,Domestic,216,19872.54691650065,48579.90041764576,8.103459938958355
FL0760,United,Boeing 737,Domestic,131,13397.588781292834,64342.03699025392,7.498860593177868
FL0761,Alaska,Boeing 787,Regional,191,16241.741912905192,81726.03240206344,10.654753667251665
FL0762,Southwest,Boeing 737,Domestic,192,19344.073974435683,62788.007170958255,2.6551303740195493
FL0763,Alaska,Boeing 787,Domestic,349,17655.839180004474,42109.60133812386,19.980679331757038
FL0764,Delta,Boeing 787,Domestic,289,17861.90161108095,41585.92025377143,3.701489724443733
FL0765,JetBlue,Airbus A320,Domestic,163,20045.737146826348,59292.619550624295,11.846005113627028
FL0766,Delta,Airbus A320,Domestic,239,15200.02416361751,26116.51897055318,0.1625606309609855
FL0767,United,Boeing 737,International,355,14526.141193208732,43902.361959874775,4.662620455388791
FL0768,JetBlue,Boeing 787,Domestic,331,18342.894198183476,44904.01184442985,4.334168710756764
FL0769,Alaska,Boeing 777,Domestic,103,16021.819244764514,55593.70930264455,7.8413246908639636
FL0770,Delta,Airbus A320,International,110,20091.05141663269,55980.26249983015,0.7551724662858018
FL0771,American,Boeing 777,Domestic,301,17683.27499876818,38320.71297489062,15.612735331991676
FL0772,Southwest,Boeing 737,Domestic,238,14505.277823071163,42613.15539783261,2.4562027306978025
FL0773,Southwest,Airbus A320,Domestic,238,17582.828885795654,53786.35531282519,11.30220036551281
FL0774,American,Airbus A320,International,258,13611.361074487893,37614.03147305606,16.25628898111523
FL0775,United,Boeing 787,Domestic,176,19530.17109874258,63679.53965206568,8.252554862338087
FL0776,JetBlue,Boeing 737,Domestic,265,12029.112619045914,55919.27803472313,13.504763796278157
FL0777,Southwest,Boeing 787,Domestic,215,20410.608877427792,50229.624126532966,10.842961914043325
FL0778,American,Airbus A320,International,359,17526.80483579065,53082.227777651955,4.393266906460824
FL0779,Alaska,Boeing 737,Domestic,357,15973.404897207443,41930.4219797696,16.547414917369082
FL0780,American,Airbus A320,International,160,18942.669282988405,39858.211511560956,3.4913397704343008
FL0781,United,Boeing 737,International,261,18136.245261319535,42478.61119019663,8.467947950326739
FL0782,United,Airbus A320,International,268,20757.221394105793,54499.56699937805,13.680527128571722
FL0783,Delta,Boeing 777,Domestic,215,20727.397562731094,50613.1947492125,4.7635320087733195
FL0784,Southwest,Boeing 777,Domestic,133,17627.329421332117,42504.71202399477,3.606365057405852
FL0785,Delta,Boeing 787,Domestic,139,13710.333798266953,57744.56266299952,6.149757799319291
FL0786,American,Boeing 777,Domestic,238,14767.171198572029,45738.69650963,17.035480315197645
FL0787,JetBlue,Airbus A320,Domestic,284,16270.729965402725,38986.960307340814,26.58142991712515
FL0788,JetBlue,Airbus A320,International,202,19961.5094220643,51306.43962088077,7.87641201804054
FL0789,United,Boeing 777,Domestic,347,15039.563323720078,34830.61634890311,10.83131355050817
FL0790,JetBlue,Boeing 787,Domestic,130,15306.590334623563,26066.091250835885,23.358691343917
FL0791,JetBlue,Boeing 777,International,273,22414.722013655766,47933.64051765157,1.0374720819725698
FL0792,JetBlue,Boeing 737,International,213,16166.244763591274,39453.62068175851,2.640678659988968
FL0793,American,Boeing 737,Domestic,133,14468.857951146863,44695.99341529196,12.34088449706281
FL0794,JetBlue,Boeing 737,International,109,18985.267290861273,35432.47206412215,17.358204160092264
FL0795,Alaska,Boeing 777,Domestic,350,16320.370294529328,63716.11781613341,19.45113664647295
FL0796,JetBlue,Boeing 777,International,202,12053.28267701259,39400.5943289342,5.363266568340012
FL0797,JetBlue,Boeing 777,International,228,19830.925064983596,42384.008083779474,0.9358556033682709
FL0798,Delta,Boeing 737,International,284,14109.47417376232,52912.482478582046,5.758646742356842
FL0799,American,Boeing 787,International,241,16639.473914846643,30104.01412180512,2.623192327506039
FL0800,United,Airbus A320,Domestic,218,16281.954835880459,29142.852947766845,3.4417687828817494
