Week,Date,Airline,Revenue
28,2023-07-09,Delta Airlines,84.74460476943098
28,2023-07-09,Southwest Airlines,30.366241907486266
28,2023-07-09,Delta Airlines,83.89093651173575
28,2023-07-09,Southwest Airlines,32.15947371278123
28,2023-07-09,Delta Airlines,87.13451333429647
28,2023-07-09,Southwest Airlines,33.7998660275544
28,2023-07-09,Delta Airlines,84.64397513554266
28,2023-07-09,Southwest Airlines,31.134674789859677
28,2023-07-09,Delta Airlines,82.16834847709957
28,2023-07-09,Southwest Airlines,31.051949903071066
28,2023-07-09,Delta Airlines,84.81452357645195
28,2023-07-09,Southwest Airlines,31.098244731068498
29,2023-07-16,Delta Airlines,80.32025175944948
29,2023-07-16,Southwest Airlines,36.3888862371533
29,2023-07-16,Delta Airlines,82.06430129905532
29,2023-07-16,Southwest Airlines,26.78318891390018
29,2023-07-16,Delta Airlines,83.05456895525207
29,2023-07-16,Southwest Airlines,26.45498155048534
29,2023-07-16,Delta Airlines,73.33655358322667
29,2023-07-16,Southwest Airlines,24.05493779890193
29,2023-07-16,Delta Airlines,73.83855142568267
29,2023-07-16,Southwest Airlines,26.68122910640631
29,2023-07-16,Delta Airlines,79.50618232632888
29,2023-07-16,Southwest Airlines,34.793032291672674
29,2023-07-16,Delta Airlines,80.43170931005272
29,2023-07-16,Southwest Airlines,27.21088092733609
29,2023-07-16,Delta Airlines,81.9391439323107
29,2023-07-16,Southwest Airlines,19.242741806540003
29,2023-07-16,Delta Airlines,80.15777086308593
29,2023-07-16,Southwest Airlines,31.170743818119412
29,2023-07-16,Delta Airlines,75.0151684514207
29,2023-07-16,Southwest Airlines,32.66229921539926
30,2023-07-23,Delta Airlines,75.09288321601817
30,2023-07-23,Southwest Airlines,24.44508839018583
30,2023-07-23,Delta Airlines,75.97573959185378
30,2023-07-23,Southwest Airlines,35.189011477006616
30,2023-07-23,Delta Airlines,74.62299275871041
30,2023-07-23,Southwest Airlines,27.09912239099038
30,2023-07-23,Delta Airlines,72.6993112949142
30,2023-07-23,Southwest Airlines,22.706862567929868
30,2023-07-23,Delta Airlines,76.56840144316766
30,2023-07-23,Southwest Airlines,22.681904742153566
30,2023-07-23,Delta Airlines,74.2920927051931
30,2023-07-23,Southwest Airlines,24.19561025872857
30,2023-07-23,Delta Airlines,75.5143334707741
30,2023-07-23,Southwest Airlines,27.44088846693683
30,2023-07-23,Delta Airlines,77.19001382630863
30,2023-07-23,Southwest Airlines,24.06617445037005
30,2023-07-23,Delta Airlines,73.2677691876548
30,2023-07-23,Southwest Airlines,22.191185182659808
30,2023-07-23,Delta Airlines,72.74451421330659
30,2023-07-23,Southwest Airlines,27.615442017968444
31,2023-07-30,Delta Airlines,70.2081477937325
31,2023-07-30,Southwest Airlines,23.952254564777803
31,2023-07-30,Delta Airlines,70.54599970411341
31,2023-07-30,Southwest Airlines,33.06346729670811
31,2023-07-30,Delta Airlines,69.17748665346754
31,2023-07-30,Southwest Airlines,35.14809911172057
31,2023-07-30,Delta Airlines,65.6158143464857
31,2023-07-30,Southwest Airlines,22.66229704824264
31,2023-07-30,Delta Airlines,62.6010211970836
31,2023-07-30,Southwest Airlines,33.62509310744504
31,2023-07-30,Delta Airlines,69.90027891285861
31,2023-07-30,Southwest Airlines,27.418577177846487
31,2023-07-30,Delta Airlines,68.77708782275589
31,2023-07-30,Southwest Airlines,23.1389596722948
31,2023-07-30,Delta Airlines,75.27443788264691
31,2023-07-30,Southwest Airlines,28.157800589389215
31,2023-07-30,Delta Airlines,68.2653663276111
31,2023-07-30,Southwest Airlines,30.543982357083074
31,2023-07-30,Delta Airlines,69.38020963900657
31,2023-07-30,Southwest Airlines,28.536451958604832
32,2023-08-06,Delta Airlines,59.95065785015346
32,2023-08-06,Southwest Airlines,34.228832814267285
32,2023-08-06,Delta Airlines,67.9681547059145
32,2023-08-06,Southwest Airlines,37.724639570343214
32,2023-08-06,Delta Airlines,67.10164109640759
32,2023-08-06,Southwest Airlines,30.298096679998565
32,2023-08-06,Delta Airlines,59.353266755713655
32,2023-08-06,Southwest Airlines,31.839811705324713
32,2023-08-06,Delta Airlines,62.489255953355475
32,2023-08-06,Southwest Airlines,36.7197254596071
32,2023-08-06,Delta Airlines,57.244687327344934
32,2023-08-06,Southwest Airlines,38.46116066356576
32,2023-08-06,Delta Airlines,61.84805752075243
32,2023-08-06,Southwest Airlines,30.635435105933624
32,2023-08-06,Delta Airlines,59.28576809070889
32,2023-08-06,Southwest Airlines,25.72353269826023
32,2023-08-06,Delta Airlines,64.79159296837514
32,2023-08-06,Southwest Airlines,32.63623125447692
32,2023-08-06,Delta Airlines,58.45219851726623
32,2023-08-06,Southwest Airlines,27.16264429746884
33,2023-08-13,Delta Airlines,57.912585426104776
33,2023-08-13,Southwest Airlines,45.571772987606934
33,2023-08-13,Delta Airlines,58.14116546988434
33,2023-08-13,Southwest Airlines,32.88311507397694
33,2023-08-13,Delta Airlines,58.182710331717324
33,2023-08-13,Southwest Airlines,37.80479260745868
33,2023-08-13,Delta Airlines,50.829279595150446
33,2023-08-13,Southwest Airlines,38.67850742037811
33,2023-08-13,Delta Airlines,58.227135933349125
33,2023-08-13,Southwest Airlines,41.680512345703036
33,2023-08-13,Delta Airlines,64.4668078088112
33,2023-08-13,Southwest Airlines,43.40194700464039
33,2023-08-13,Delta Airlines,58.113273452310665
33,2023-08-13,Southwest Airlines,34.46958325148268
33,2023-08-13,Delta Airlines,66.64001893372475
33,2023-08-13,Southwest Airlines,39.13256062250731
33,2023-08-13,Delta Airlines,58.961727399714
33,2023-08-13,Southwest Airlines,38.79918653800935
33,2023-08-13,Delta Airlines,59.514193806278726
33,2023-08-13,Southwest Airlines,38.31824523875359
34,2023-08-20,Delta Airlines,57.27108879215855
34,2023-08-20,Southwest Airlines,43.368304879640235
34,2023-08-20,Delta Airlines,58.893815002151264
34,2023-08-20,Southwest Airlines,43.382041560066746
34,2023-08-20,Delta Airlines,56.85353746476777
34,2023-08-20,Southwest Airlines,45.98146155536939
34,2023-08-20,Delta Airlines,58.22714316053669
34,2023-08-20,Southwest Airlines,51.57171259893256
34,2023-08-20,Delta Airlines,51.03916538762022
34,2023-08-20,Southwest Airlines,49.921768052291654
34,2023-08-20,Delta Airlines,62.730330390292146
34,2023-08-20,Southwest Airlines,37.26217971496921
34,2023-08-20,Delta Airlines,57.964012030558216
34,2023-08-20,Southwest Airlines,44.069977180618636
34,2023-08-20,Delta Airlines,54.769539728645796
34,2023-08-20,Southwest Airlines,42.44447389423831
34,2023-08-20,Delta Airlines,55.66034727640177
34,2023-08-20,Southwest Airlines,52.564822418296295
34,2023-08-20,Delta Airlines,61.79910999224164
34,2023-08-20,Southwest Airlines,50.64196102457844
35,2023-08-27,Delta Airlines,64.81009703796332
35,2023-08-27,Southwest Airlines,46.322436418969154
35,2023-08-27,Delta Airlines,61.071520046994294
35,2023-08-27,Southwest Airlines,52.79614174874974
35,2023-08-27,Delta Airlines,58.97869741915778
35,2023-08-27,Southwest Airlines,53.69063722452762
35,2023-08-27,Delta Airlines,61.924104651359215
35,2023-08-27,Southwest Airlines,49.339360273639684
35,2023-08-27,Delta Airlines,64.7779607504441
35,2023-08-27,Southwest Airlines,52.61569674978223
35,2023-08-27,Delta Airlines,61.56218234837638
35,2023-08-27,Southwest Airlines,55.47596271729506
35,2023-08-27,Delta Airlines,59.40189086303393
35,2023-08-27,Southwest Airlines,53.30238593161513
35,2023-08-27,Delta Airlines,64.42438461973877
35,2023-08-27,Southwest Airlines,49.60045774658211
35,2023-08-27,Delta Airlines,63.62347991255997
35,2023-08-27,Southwest Airlines,45.83418919829686
35,2023-08-27,Delta Airlines,65.41716190345431
35,2023-08-27,Southwest Airlines,50.09903495806611
36,2023-09-03,Delta Airlines,67.05526744900027
36,2023-09-03,Southwest Airlines,58.27518663728332
36,2023-09-03,Delta Airlines,66.5104054389291
36,2023-09-03,Southwest Airlines,48.44530454848152
36,2023-09-03,Delta Airlines,63.95354898998567
36,2023-09-03,Southwest Airlines,56.50318953931832
36,2023-09-03,Delta Airlines,64.78214845306853
36,2023-09-03,Southwest Airlines,61.09832646187322
36,2023-09-03,Delta Airlines,62.377648286906215
36,2023-09-03,Southwest Airlines,60.86497520709592
36,2023-09-03,Delta Airlines,69.25648891216524
36,2023-09-03,Southwest Airlines,53.69229728645419
36,2023-09-03,Delta Airlines,66.98867925013053
36,2023-09-03,Southwest Airlines,55.67569419134405
36,2023-09-03,Delta Airlines,68.51053240328284
36,2023-09-03,Southwest Airlines,58.49235726200185
36,2023-09-03,Delta Airlines,68.9661194565435
36,2023-09-03,Southwest Airlines,54.680356779783274
36,2023-09-03,Delta Airlines,67.53259987391581
36,2023-09-03,Southwest Airlines,53.8513672390515
37,2023-09-10,Delta Airlines,75.70150050247545
37,2023-09-10,Southwest Airlines,48.8075756004562
37,2023-09-10,Delta Airlines,70.73353892948214
37,2023-09-10,Southwest Airlines,58.621305547173556
37,2023-09-10,Delta Airlines,75.29069151018311
37,2023-09-10,Southwest Airlines,54.91231582567198
37,2023-09-10,Delta Airlines,74.83339699499545
37,2023-09-10,Southwest Airlines,57.03857599252938
37,2023-09-10,Delta Airlines,73.1588161548712
37,2023-09-10,Southwest Airlines,52.535030269473445
37,2023-09-10,Delta Airlines,75.36563096109232
37,2023-09-10,Southwest Airlines,51.73475806062257
37,2023-09-10,Delta Airlines,76.0028534629427
37,2023-09-10,Southwest Airlines,48.83791475413133
37,2023-09-10,Delta Airlines,77.86556210777621
37,2023-09-10,Southwest Airlines,57.53863910073487
37,2023-09-10,Delta Airlines,75.5461843987409
37,2023-09-10,Southwest Airlines,59.57901310686475
37,2023-09-10,Delta Airlines,79.774518529187
37,2023-09-10,Southwest Airlines,59.70572943115522
38,2023-09-17,Delta Airlines,73.47381407832214
38,2023-09-17,Southwest Airlines,51.625634439554815
38,2023-09-17,Delta Airlines,77.12198103923004
38,2023-09-17,Southwest Airlines,56.84830650734096
38,2023-09-17,Delta Airlines,80.54941383372444
38,2023-09-17,Southwest Airlines,53.84096705388376
38,2023-09-17,Delta Airlines,79.55673706574831
38,2023-09-17,Southwest Airlines,53.72241057708433
38,2023-09-17,Delta Airlines,77.16188336334122
38,2023-09-17,Southwest Airlines,51.117297919104736
38,2023-09-17,Delta Airlines,76.22673703398435
38,2023-09-17,Southwest Airlines,51.33720388403229
38,2023-09-17,Delta Airlines,76.06881701338507
38,2023-09-17,Southwest Airlines,60.95850949292898
38,2023-09-17,Delta Airlines,76.14824010582124
38,2023-09-17,Southwest Airlines,67.27347056584719
38,2023-09-17,Delta Airlines,80.47639047495974
38,2023-09-17,Southwest Airlines,57.48328680127712
38,2023-09-17,Delta Airlines,76.42136343177343
38,2023-09-17,Southwest Airlines,59.545181824133586
39,2023-09-24,Delta Airlines,78.39440686484632
39,2023-09-24,Southwest Airlines,59.32825483975257
39,2023-09-24,Delta Airlines,87.80157395836603
39,2023-09-24,Southwest Airlines,58.45597598227252
39,2023-09-24,Delta Airlines,83.56914032241667
39,2023-09-24,Southwest Airlines,56.02750988066757
39,2023-09-24,Delta Airlines,80.01635487206876
39,2023-09-24,Southwest Airlines,65.92341812371316
39,2023-09-24,Delta Airlines,78.24041917019635
39,2023-09-24,Southwest Airlines,66.09000981315884
39,2023-09-24,Delta Airlines,82.24457614992608
39,2023-09-24,Southwest Airlines,56.59034847759405
39,2023-09-24,Delta Airlines,82.01854356072621
39,2023-09-24,Southwest Airlines,62.73043337967804
39,2023-09-24,Delta Airlines,81.98675023021123
39,2023-09-24,Southwest Airlines,52.5593167016093
39,2023-09-24,Delta Airlines,77.93990881608504
39,2023-09-24,Southwest Airlines,57.850141038965106
39,2023-09-24,Delta Airlines,79.89802005625951
39,2023-09-24,Southwest Airlines,61.32290397137383
40,2023-10-01,Delta Airlines,78.92269641799241
40,2023-10-01,Southwest Airlines,57.67203957154266
40,2023-10-01,Delta Airlines,79.53018696821054
40,2023-10-01,Southwest Airlines,65.45575998751836
40,2023-10-01,Delta Airlines,80.06896475898577
40,2023-10-01,Southwest Airlines,67.33653990860155
40,2023-10-01,Delta Airlines,80.89135987883937
40,2023-10-01,Southwest Airlines,64.8501373232968
40,2023-10-01,Delta Airlines,78.17909628081671
40,2023-10-01,Southwest Airlines,56.3695732723191
40,2023-10-01,Delta Airlines,79.67844807259041
40,2023-10-01,Southwest Airlines,63.84416775503551
40,2023-10-01,Delta Airlines,79.20432992677877
40,2023-10-01,Southwest Airlines,57.906422703101825
40,2023-10-01,Delta Airlines,75.14642379396787
40,2023-10-01,Southwest Airlines,67.22602841971468
40,2023-10-01,Delta Airlines,78.27092795362269
40,2023-10-01,Southwest Airlines,65.73941979587356
40,2023-10-01,Delta Airlines,78.47454854358404
40,2023-10-01,Southwest Airlines,63.13244156436605
41,2023-10-08,Delta Airlines,77.99753764704568
41,2023-10-08,Southwest Airlines,52.3511294638716
41,2023-10-08,Delta Airlines,75.47104855994063
41,2023-10-08,Southwest Airlines,52.566207221920926
41,2023-10-08,Delta Airlines,73.87919754682073
41,2023-10-08,Southwest Airlines,53.178619882866535
41,2023-10-08,Delta Airlines,75.84908754401881
41,2023-10-08,Southwest Airlines,52.500313890087185
41,2023-10-08,Delta Airlines,78.94995460583824
41,2023-10-08,Southwest Airlines,50.83687916786308
41,2023-10-08,Delta Airlines,74.6220712966336
41,2023-10-08,Southwest Airlines,52.656384143644395
41,2023-10-08,Delta Airlines,79.52361988217888
41,2023-10-08,Southwest Airlines,55.20152748278739
41,2023-10-08,Delta Airlines,78.27821984752359
41,2023-10-08,Southwest Airlines,48.47306688459321
41,2023-10-08,Delta Airlines,75.98383702672545
41,2023-10-08,Southwest Airlines,57.973831559234846
41,2023-10-08,Delta Airlines,75.42953819694395
41,2023-10-08,Southwest Airlines,58.6772298770025
42,2023-10-15,Delta Airlines,70.70279774266423
42,2023-10-15,Southwest Airlines,67.745152623925
42,2023-10-15,Delta Airlines,79.15135746382309
42,2023-10-15,Southwest Airlines,60.656408621424035
42,2023-10-15,Delta Airlines,70.91815552876302
42,2023-10-15,Southwest Airlines,67.92130077165348
42,2023-10-15,Delta Airlines,76.99337953015748
42,2023-10-15,Southwest Airlines,60.0163227545696
42,2023-10-15,Delta Airlines,70.99410264167777
42,2023-10-15,Southwest Airlines,60.98062442774064
42,2023-10-15,Delta Airlines,68.22131155986251
42,2023-10-15,Southwest Airlines,58.43315507724588
42,2023-10-15,Delta Airlines,69.24224079270914
42,2023-10-15,Southwest Airlines,59.03657260276616
42,2023-10-15,Delta Airlines,72.15060843080501
42,2023-10-15,Southwest Airlines,63.04462179332875
42,2023-10-15,Delta Airlines,76.90616457140757
42,2023-10-15,Southwest Airlines,58.11434670022751
42,2023-10-15,Delta Airlines,75.2076302883951
42,2023-10-15,Southwest Airlines,61.25180748628063
43,2023-10-22,Delta Airlines,70.7265283758129
43,2023-10-22,Southwest Airlines,72.0350524381677
43,2023-10-22,Delta Airlines,67.50675344008332
43,2023-10-22,Southwest Airlines,70.86541345423748
43,2023-10-22,Delta Airlines,71.37427612940937
43,2023-10-22,Southwest Airlines,71.30557952553387
43,2023-10-22,Delta Airlines,71.74242543649366
43,2023-10-22,Southwest Airlines,79.15697502914485
43,2023-10-22,Delta Airlines,68.96169955201626
43,2023-10-22,Southwest Airlines,67.211786649494
43,2023-10-22,Delta Airlines,69.00549792549592
43,2023-10-22,Southwest Airlines,67.11386599286026
43,2023-10-22,Delta Airlines,68.96275812285066
43,2023-10-22,Southwest Airlines,74.09184059393148
43,2023-10-22,Delta Airlines,75.13643224873977
43,2023-10-22,Southwest Airlines,67.05278929450337
43,2023-10-22,Delta Airlines,68.37785278545752
43,2023-10-22,Southwest Airlines,71.22143669504689
43,2023-10-22,Delta Airlines,69.2182503719273
43,2023-10-22,Southwest Airlines,71.86750174052332
44,2023-10-29,Delta Airlines,71.95100630220733
44,2023-10-29,Southwest Airlines,68.08291411828911
44,2023-10-29,Delta Airlines,75.98475284364362
44,2023-10-29,Southwest Airlines,81.32940127066013
44,2023-10-29,Delta Airlines,69.50387116820028
44,2023-10-29,Southwest Airlines,72.59508433853411
44,2023-10-29,Delta Airlines,72.19983341182814
44,2023-10-29,Southwest Airlines,75.48371773822615
44,2023-10-29,Delta Airlines,73.31787005767193
44,2023-10-29,Southwest Airlines,82.18670873334344
44,2023-10-29,Delta Airlines,70.81139555717128
44,2023-10-29,Southwest Airlines,70.95270160012423
44,2023-10-29,Delta Airlines,67.20427955560984
44,2023-10-29,Southwest Airlines,71.22217041851036
44,2023-10-29,Delta Airlines,71.24285632103204
44,2023-10-29,Southwest Airlines,81.3241220323492
44,2023-10-29,Delta Airlines,69.78940334254492
44,2023-10-29,Southwest Airlines,75.04104238483363
44,2023-10-29,Delta Airlines,71.29296855143517
44,2023-10-29,Southwest Airlines,78.89946367207038
45,2023-11-05,Delta Airlines,80.67046622969585
45,2023-11-05,Southwest Airlines,72.99786855940633
45,2023-11-05,Delta Airlines,71.62135062452032
45,2023-11-05,Southwest Airlines,79.2979871593639
45,2023-11-05,Delta Airlines,75.13534342095392
45,2023-11-05,Southwest Airlines,82.50817295403175
45,2023-11-05,Delta Airlines,74.84145350805288
45,2023-11-05,Southwest Airlines,73.68417528793938
45,2023-11-05,Delta Airlines,74.86163344415192
45,2023-11-05,Southwest Airlines,79.55615797341925
45,2023-11-05,Delta Airlines,75.55111549566708
45,2023-11-05,Southwest Airlines,77.1504397755168
45,2023-11-05,Delta Airlines,76.28969302084245
45,2023-11-05,Southwest Airlines,79.7985260128703
45,2023-11-05,Delta Airlines,77.23614592518757
45,2023-11-05,Southwest Airlines,77.71618320144619
45,2023-11-05,Delta Airlines,72.58831471112443
45,2023-11-05,Southwest Airlines,75.7081983968209
45,2023-11-05,Delta Airlines,76.70919585160006
45,2023-11-05,Southwest Airlines,71.85360096713868
46,2023-11-12,Delta Airlines,76.35518988408862
46,2023-11-12,Southwest Airlines,70.38205414208738
46,2023-11-12,Delta Airlines,75.33540442627437
46,2023-11-12,Southwest Airlines,77.06921684182602
46,2023-11-12,Delta Airlines,75.82246716152963
46,2023-11-12,Southwest Airlines,72.14115558402142
46,2023-11-12,Delta Airlines,71.16960153453016
46,2023-11-12,Southwest Airlines,74.94042365550571
46,2023-11-12,Delta Airlines,77.18562250089315
46,2023-11-12,Southwest Airlines,80.60842828461867
46,2023-11-12,Delta Airlines,74.32583525261091
46,2023-11-12,Southwest Airlines,72.83201070205259
46,2023-11-12,Delta Airlines,75.99732100860219
46,2023-11-12,Southwest Airlines,78.26522251045073
46,2023-11-12,Delta Airlines,74.96328336030906
46,2023-11-12,Southwest Airlines,73.07149549447819
46,2023-11-12,Delta Airlines,77.07285948661954
46,2023-11-12,Southwest Airlines,72.70184588402226
46,2023-11-12,Delta Airlines,73.90986911381833
46,2023-11-12,Southwest Airlines,72.73176936299006
47,2023-11-19,Delta Airlines,80.50823962022989
47,2023-11-19,Southwest Airlines,61.53448998054746
47,2023-11-19,Delta Airlines,77.6862533930912
47,2023-11-19,Southwest Airlines,62.840067918435004
47,2023-11-19,Delta Airlines,80.8724842574251
47,2023-11-19,Southwest Airlines,59.547803559056604
47,2023-11-19,Delta Airlines,75.61057882883581
47,2023-11-19,Southwest Airlines,67.14939867844978
47,2023-11-19,Delta Airlines,81.98391645835359
47,2023-11-19,Southwest Airlines,65.37755013389975
47,2023-11-19,Delta Airlines,75.62174579057098
47,2023-11-19,Southwest Airlines,73.16517945595406
47,2023-11-19,Delta Airlines,72.94330266940185
47,2023-11-19,Southwest Airlines,56.845327351711376
47,2023-11-19,Delta Airlines,78.60738772081056
47,2023-11-19,Southwest Airlines,63.63233428078126
47,2023-11-19,Delta Airlines,74.22364591925843
47,2023-11-19,Southwest Airlines,68.47397696738912
47,2023-11-19,Delta Airlines,78.01874651196417
47,2023-11-19,Southwest Airlines,63.384236655244784
48,2023-11-26,Delta Airlines,75.46631945645879
48,2023-11-26,Southwest Airlines,61.68195804445169
48,2023-11-26,Delta Airlines,81.25783618634745
48,2023-11-26,Southwest Airlines,57.79542527621358
48,2023-11-26,Delta Airlines,84.84714364061446
48,2023-11-26,Southwest Airlines,53.9117896660265
48,2023-11-26,Delta Airlines,74.73065713969726
48,2023-11-26,Southwest Airlines,55.424496451806135
48,2023-11-26,Delta Airlines,79.17047460340498
48,2023-11-26,Southwest Airlines,59.16548652862188
48,2023-11-26,Delta Airlines,78.58352447890248
48,2023-11-26,Southwest Airlines,59.6003503173883
48,2023-11-26,Delta Airlines,75.55261437990013
48,2023-11-26,Southwest Airlines,63.967187147624145
48,2023-11-26,Delta Airlines,79.06077911729376
48,2023-11-26,Southwest Airlines,62.66131205768362
48,2023-11-26,Delta Airlines,80.33540869160458
48,2023-11-26,Southwest Airlines,60.019141607946246
48,2023-11-26,Delta Airlines,81.01653449316808
48,2023-11-26,Southwest Airlines,59.98296297140037
49,2023-12-03,Delta Airlines,83.7676813636515
49,2023-12-03,Southwest Airlines,57.31532750811379
49,2023-12-03,Delta Airlines,82.42907659315328
49,2023-12-03,Southwest Airlines,54.83473241793811
49,2023-12-03,Delta Airlines,81.57030600118719
49,2023-12-03,Southwest Airlines,57.759186249381955
49,2023-12-03,Delta Airlines,79.81033617787106
49,2023-12-03,Southwest Airlines,59.20247911922733
49,2023-12-03,Delta Airlines,81.71903923211585
49,2023-12-03,Southwest Airlines,46.275616979111874
49,2023-12-03,Delta Airlines,82.22382632878124
49,2023-12-03,Southwest Airlines,49.27451075768454
49,2023-12-03,Delta Airlines,84.36144373101504
49,2023-12-03,Southwest Airlines,49.3882214703745
49,2023-12-03,Delta Airlines,80.50096278440454
49,2023-12-03,Southwest Airlines,44.440554463801945
49,2023-12-03,Delta Airlines,80.48259412630165
49,2023-12-03,Southwest Airlines,42.30320008106824
49,2023-12-03,Delta Airlines,77.0878046135917
49,2023-12-03,Southwest Airlines,55.04037601216125
50,2023-12-10,Delta Airlines,87.63579934570721
50,2023-12-10,Southwest Airlines,50.732734995671876
50,2023-12-10,Delta Airlines,82.37747044036708
50,2023-12-10,Southwest Airlines,48.8400593239641
50,2023-12-10,Delta Airlines,85.267591252483
50,2023-12-10,Southwest Airlines,44.39744599176184
50,2023-12-10,Delta Airlines,89.78859377505616
50,2023-12-10,Southwest Airlines,52.5403539108347
50,2023-12-10,Delta Airlines,84.61550634826571
50,2023-12-10,Southwest Airlines,49.13844810451014
50,2023-12-10,Delta Airlines,85.90354729359737
50,2023-12-10,Southwest Airlines,40.863965274834854
50,2023-12-10,Delta Airlines,84.53686672219293
50,2023-12-10,Southwest Airlines,46.30296775654082
50,2023-12-10,Delta Airlines,82.27353884006996
50,2023-12-10,Southwest Airlines,47.9065035769882
50,2023-12-10,Delta Airlines,90.67145845030328
50,2023-12-10,Southwest Airlines,51.59427619360005
50,2023-12-10,Delta Airlines,83.56486190040631
50,2023-12-10,Southwest Airlines,51.32123587395665
51,2023-12-17,Delta Airlines,93.54892228903198
51,2023-12-17,Southwest Airlines,53.89239130367386
51,2023-12-17,Delta Airlines,89.5297470890345
51,2023-12-17,Southwest Airlines,47.60610946120049
51,2023-12-17,Delta Airlines,91.44552592011475
51,2023-12-17,Southwest Airlines,51.76779811370979
51,2023-12-17,Delta Airlines,92.03643563935717
51,2023-12-17,Southwest Airlines,52.73454377875067
51,2023-12-17,Delta Airlines,92.49951412523198
51,2023-12-17,Southwest Airlines,48.052915725780515
51,2023-12-17,Delta Airlines,93.30303817617695
51,2023-12-17,Southwest Airlines,50.98425499079239
51,2023-12-17,Delta Airlines,95.57663859714977
51,2023-12-17,Southwest Airlines,47.437105299664516
51,2023-12-17,Delta Airlines,94.55874738876972
51,2023-12-17,Southwest Airlines,50.98549970587338
51,2023-12-17,Delta Airlines,87.39660196843063
51,2023-12-17,Southwest Airlines,48.2583132358055
51,2023-12-17,Delta Airlines,88.38981405469102
51,2023-12-17,Southwest Airlines,51.89052035763046
52,2023-12-24,Delta Airlines,94.56850646410652
52,2023-12-24,Southwest Airlines,52.760928074246515
52,2023-12-24,Delta Airlines,92.92693622321707
52,2023-12-24,Southwest Airlines,63.62480952444829
52,2023-12-24,Delta Airlines,98.18262951030215
52,2023-12-24,Southwest Airlines,56.80102276869696
52,2023-12-24,Delta Airlines,93.11401043450462
52,2023-12-24,Southwest Airlines,55.535853396873875
52,2023-12-24,Delta Airlines,94.84055391819126
52,2023-12-24,Southwest Airlines,50.96455782920721
52,2023-12-24,Delta Airlines,92.22787038772998
52,2023-12-24,Southwest Airlines,48.381391794490476
52,2023-12-24,Delta Airlines,94.19766936781585
52,2023-12-24,Southwest Airlines,57.644511848811796
52,2023-12-24,Delta Airlines,91.5504406131019
52,2023-12-24,Southwest Airlines,61.35167514316097
52,2023-12-24,Delta Airlines,89.322703010993
52,2023-12-24,Southwest Airlines,49.19822856916155
52,2023-12-24,Delta Airlines,93.67335545567992
52,2023-12-24,Southwest Airlines,59.24412130044945
