FlightDate,Carrier,FlightNum,Origin,Dest,Flights,Distance
2017-09-12,WN,1317,BOS,CMH,1.0,640.0
2017-09-05,EV,3917,STL,ORD,1.0,258.0
2017-09-26,WN,6841,MCI,MDW,1.0,405.0
2017-09-20,WN,2828,SFO,LAX,1.0,337.0
2017-09-27,WN,6008,DAL,TUL,1.0,237.0
2017-09-15,DL,782,DTW,MSN,1.0,311.0
2017-09-11,DL,1336,MSP,SLC,1.0,991.0
2017-09-03,WN,3145,MKE,DAL,1.0,850.0
2017-09-10,WN,3240,ATL,FLL,1.0,581.0
2017-09-04,EV,4036,AVP,ORD,1.0,632.0
2017-09-13,AS,717,SLC,SEA,1.0,689.0
2017-09-15,WN,2885,MKE,DEN,1.0,896.0
2017-09-29,DL,845,ATL,PBI,1.0,545.0
2017-09-21,UA,146,ORD,DSM,1.0,299.0
2017-09-09,DL,1833,SLC,CVG,1.0,1450.0
2017-09-27,AA,1136,SLC,ORD,1.0,1250.0
2017-09-24,OO,4282,DTW,SWF,1.0,479.0
2017-09-27,AA,460,PHX,IND,1.0,1488.0
2017-09-12,WN,6871,SAT,DAL,1.0,248.0
2017-09-03,OO,3556,ILM,ATL,1.0,377.0
2017-09-23,WN,5520,CLE,PHX,1.0,1737.0
2017-09-06,VX,1050,HNL,SFO,1.0,2398.0
2017-09-17,WN,4522,DEN,PHX,1.0,602.0
2017-09-29,AS,347,IAH,SEA,1.0,1874.0
2017-09-17,EV,3891,LIT,IAH,1.0,374.0
2017-09-23,DL,427,JFK,PHX,1.0,2153.0
2017-09-30,VX,1591,PSP,SFO,1.0,421.0
2017-09-07,AA,958,ATL,MIA,1.0,594.0
2017-09-15,DL,1502,MSY,JFK,1.0,1182.0
2017-09-09,UA,799,LAX,SFO,1.0,337.0
2017-09-08,WN,1206,SAN,SFO,1.0,447.0
2017-09-14,WN,354,HOU,DCA,1.0,1218.0
2017-09-27,EV,3907,CHS,IAH,1.0,925.0
2017-09-09,AA,1149,CLT,EWR,1.0,529.0
2017-09-11,HA,205,OGG,HNL,1.0,100.0
2017-09-11,AS,607,AUS,PDX,1.0,1715.0
2017-09-26,NK,103,MYR,FLL,1.0,529.0
2017-09-19,WN,1101,OAK,BUR,1.0,325.0
2017-09-09,WN,2479,SMF,LAX,1.0,373.0
2017-09-01,DL,1444,SEA,DTW,1.0,1927.0
2017-09-07,HA,223,HNL,LIH,1.0,102.0
2017-09-30,WN,1614,SAN,PHX,1.0,304.0
2017-09-11,AA,707,STL,LAX,1.0,1592.0
2017-09-21,EV,4020,LFT,IAH,1.0,201.0
2017-09-26,VX,1357,BOS,SFO,1.0,2704.0
2017-09-02,AA,412,FLL,PHL,1.0,992.0
2017-09-13,UA,1850,ORD,CLE,1.0,316.0
2017-09-24,EV,4353,ORD,LAN,1.0,179.0
2017-09-12,OO,3401,OMA,PDX,1.0,1369.0
2017-09-19,B6,966,RSW,BOS,1.0,1249.0
2017-09-04,DL,978,HSV,ATL,1.0,151.0
2017-09-05,OO,4807,HLN,SLC,1.0,402.0
2017-09-16,OO,4667,BNA,DTW,1.0,456.0
2017-09-11,WN,1451,PIT,HOU,1.0,1131.0
2017-09-16,WN,2275,DAL,SAT,1.0,248.0
2017-09-19,AA,1900,MSP,PHL,1.0,980.0
2017-09-17,DL,943,LAS,SLC,1.0,368.0
2017-09-10,B6,1730,RSW,JFK,1.0,1074.0
2017-09-17,DL,2529,ATL,CLE,1.0,554.0
2017-09-26,WN,5938,IND,TPA,1.0,837.0
2017-09-27,WN,1959,LAX,SMF,1.0,373.0
2017-09-21,B6,2279,BOS,EWR,1.0,200.0
2017-09-07,WN,1550,AUS,SJC,1.0,1476.0
2017-09-03,OO,2974,GJT,PHX,1.0,438.0
2017-09-20,WN,5934,AUS,SJC,1.0,1476.0
2017-09-13,OO,5014,ONT,SFO,1.0,363.0
2017-09-18,AA,767,PHX,CLT,1.0,1773.0
2017-09-12,DL,2075,ATL,MCI,1.0,692.0
2017-09-02,B6,1936,LGB,SFO,1.0,354.0
2017-09-30,WN,1434,PHX,DTW,1.0,1671.0
2017-09-20,OO,5686,ORD,CWA,1.0,213.0
2017-09-07,DL,693,PDX,LAX,1.0,834.0
2017-09-19,AA,1799,MCO,CLT,1.0,468.0
2017-09-08,NK,971,FLL,DFW,1.0,1119.0
2017-09-21,WN,1277,MDW,MCO,1.0,990.0
2017-09-15,WN,1500,LAS,SMF,1.0,397.0
2017-09-08,OO,4831,FWA,DTW,1.0,128.0
2017-09-11,DL,2326,FLL,ATL,1.0,581.0
2017-09-10,OO,4457,DTW,GRB,1.0,287.0
2017-09-08,EV,5357,ATL,CID,1.0,694.0
2017-09-16,WN,2016,DAL,BNA,1.0,623.0
2017-09-29,DL,1673,RIC,ATL,1.0,481.0
2017-09-19,WN,1763,RIC,ATL,1.0,481.0
2017-09-18,OO,4467,IAH,SLC,1.0,1195.0
2017-09-22,EV,5446,ATL,FSM,1.0,579.0
2017-09-01,AA,1134,EWR,DFW,1.0,1372.0
2017-09-03,OO,5766,SFO,RDD,1.0,199.0
2017-09-17,AA,1714,JAX,CLT,1.0,328.0
2017-09-29,AS,64,ANC,JNU,1.0,571.0
2017-09-13,F9,1922,AUS,IAD,1.0,1297.0
2017-09-30,OO,5957,ORD,BNA,1.0,409.0
2017-09-19,AA,2588,DFW,COS,1.0,592.0
2017-09-16,AS,955,LAS,SEA,1.0,867.0
2017-09-12,OO,5779,TUL,DEN,1.0,541.0
2017-09-25,WN,5705,IAD,DEN,1.0,1452.0
2017-09-18,AA,1821,CLE,PHL,1.0,363.0
2017-09-26,OO,4869,ALB,DTW,1.0,489.0
2017-09-29,WN,1634,CMH,MDW,1.0,283.0
2017-09-03,OO,4577,MSP,MDW,1.0,349.0
2017-09-25,AA,52,LAX,DCA,1.0,2311.0
2017-09-05,UA,1700,DEN,SMF,1.0,909.0
2017-09-20,DL,1782,MSP,SNA,1.0,1522.0
2017-09-08,WN,825,ONT,SJC,1.0,333.0
2017-09-01,AA,2675,JFK,AUS,1.0,1521.0
2017-09-29,DL,544,DTW,BDL,1.0,549.0
2017-09-13,NK,913,MCI,LAS,1.0,1139.0
2017-09-09,VX,1048,OGG,SFO,1.0,2338.0
2017-09-24,OO,5433,DEN,CLT,1.0,1337.0
2017-09-06,OO,5399,ORD,GEG,1.0,1498.0
2017-09-15,DL,2674,BOS,LGA,1.0,184.0
2017-09-29,WN,1852,HOU,CRP,1.0,187.0
2017-09-18,WN,1853,DCA,FLL,1.0,899.0
2017-09-28,UA,1608,SYR,ORD,1.0,607.0
2017-09-28,B6,789,JFK,MCO,1.0,944.0
2017-09-20,AA,2435,MIA,LAX,1.0,2342.0
2017-09-08,OO,5439,ORD,SDF,1.0,286.0
2017-09-17,OO,4460,ATW,MSP,1.0,236.0
2017-09-29,DL,1298,MSP,LAX,1.0,1535.0
2017-09-01,DL,1921,DTW,PHX,1.0,1671.0
2017-09-26,UA,288,ORD,ALB,1.0,723.0
2017-09-05,OO,4980,ATL,DHN,1.0,170.0
2017-09-19,EV,4367,CAK,ORD,1.0,343.0
2017-09-25,B6,2618,FLL,JAX,1.0,319.0
2017-09-10,NK,358,MCO,PHL,1.0,861.0
2017-09-19,OO,4815,LAX,LAS,1.0,236.0
2017-09-15,UA,825,SFO,IAH,1.0,1635.0
2017-09-06,DL,2373,ATL,MIA,1.0,594.0
2017-09-12,VX,1211,ORD,SFO,1.0,1846.0
2017-09-14,UA,2415,EWR,PDX,1.0,2434.0
2017-09-24,WN,4785,SJC,BUR,1.0,296.0
2017-09-25,AA,435,CLT,DFW,1.0,936.0
2017-09-13,NK,912,MCO,ORD,1.0,1005.0
2017-09-06,B6,231,SLC,LGB,1.0,588.0
2017-09-28,WN,5464,DEN,MCI,1.0,533.0
2017-09-09,WN,5440,DAL,LAX,1.0,1246.0
2017-09-22,DL,913,BIS,MSP,1.0,386.0
2017-09-19,OO,5773,DEN,BIS,1.0,516.0
2017-09-26,UA,379,IAD,MCO,1.0,758.0
2017-09-05,OO,4511,LAX,DEN,1.0,862.0
2017-09-11,AA,450,ATL,PHX,1.0,1587.0
2017-09-29,WN,1767,PIT,DEN,1.0,1290.0
2017-09-10,AS,737,BOS,SEA,1.0,2496.0
2017-09-21,HA,519,OGG,LIH,1.0,201.0
2017-09-16,AA,1644,CLT,MEM,1.0,511.0
2017-09-08,AA,1170,DFW,LGA,1.0,1389.0
2017-09-13,OO,5668,SLC,DEN,1.0,391.0
2017-09-26,WN,6168,SAN,SMF,1.0,480.0
2017-09-20,DL,926,MCI,DTW,1.0,629.0
2017-09-27,OO,4636,ATL,FWA,1.0,508.0
2017-09-16,DL,1764,MSP,DCA,1.0,931.0
2017-09-07,VX,1710,SFO,DAL,1.0,1476.0
2017-09-01,AA,1528,SJU,PHL,1.0,1576.0
2017-09-27,DL,2541,DEN,SLC,1.0,391.0
2017-09-25,VX,1872,LAX,DAL,1.0,1246.0
2017-09-16,AA,542,DFW,LAS,1.0,1055.0
2017-09-14,AA,2112,SFO,CLT,1.0,2296.0
2017-09-09,EV,3878,IAH,TUL,1.0,429.0
2017-09-06,WN,1186,BOI,DEN,1.0,649.0
2017-09-11,WN,5668,SAN,ATL,1.0,1892.0
2017-09-25,WN,167,LAX,OAK,1.0,337.0
2017-09-27,WN,1367,HOU,PNS,1.0,488.0
2017-09-18,WN,1351,DEN,LGA,1.0,1620.0
2017-09-14,NK,469,FLL,DFW,1.0,1119.0
2017-09-13,AA,1319,BOS,ORD,1.0,867.0
2017-09-12,DL,1216,LAX,ATL,1.0,1947.0
2017-09-24,B6,1101,BOS,MSY,1.0,1368.0
2017-09-25,DL,2441,MEM,ATL,1.0,332.0
2017-09-11,DL,961,MSP,MDW,1.0,349.0
2017-09-01,OO,4753,SLC,ONT,1.0,558.0
2017-09-11,OO,5245,CRP,IAH,1.0,201.0
2017-09-17,WN,968,EWR,MDW,1.0,711.0
2017-09-27,WN,6307,OAK,ABQ,1.0,889.0
2017-09-15,UA,1956,IAH,LAX,1.0,1379.0
2017-09-06,B6,1415,JFK,SFO,1.0,2586.0
2017-09-10,AA,722,SFO,PHL,1.0,2521.0
2017-09-29,AA,1735,PVD,CLT,1.0,683.0
2017-09-06,OO,3060,TVC,ORD,1.0,224.0
2017-09-14,WN,6221,DCA,MDW,1.0,601.0
2017-09-21,WN,17,STL,BNA,1.0,272.0
2017-09-27,EV,5467,LGA,RDU,1.0,431.0
2017-09-08,UA,1997,ORD,EWR,1.0,719.0
2017-09-12,DL,791,PHL,DTW,1.0,453.0
2017-09-17,AA,1355,DFW,PDX,1.0,1616.0
2017-09-17,B6,620,SAN,BOS,1.0,2588.0
2017-09-11,OO,5430,ASE,DEN,1.0,125.0
2017-09-20,AA,2745,CLT,PBI,1.0,590.0
2017-09-01,HA,132,OGG,ITO,1.0,121.0
2017-09-16,EV,4409,RIC,EWR,1.0,277.0
2017-09-21,AA,1602,DCA,DFW,1.0,1192.0
2017-09-09,WN,4192,ELP,HOU,1.0,677.0
2017-09-20,OO,5342,DEN,BUR,1.0,850.0
2017-09-11,WN,1561,SAT,BNA,1.0,822.0
2017-09-24,NK,110,DTW,BOS,1.0,632.0
2017-09-12,AA,1723,ALB,CLT,1.0,646.0
2017-09-18,AA,2386,IAH,DFW,1.0,224.0
2017-09-25,WN,6329,SJC,LAS,1.0,386.0
2017-09-25,DL,2585,ATL,CLT,1.0,226.0
2017-09-23,UA,788,MCO,IAH,1.0,854.0
2017-09-13,DL,1862,ATL,MIA,1.0,594.0
2017-09-27,AA,1607,ATL,DFW,1.0,731.0
2017-09-05,OO,5970,CVG,IAH,1.0,871.0
2017-09-02,WN,3118,MCI,LAS,1.0,1139.0
2017-09-10,UA,1652,EWR,BNA,1.0,748.0
2017-09-06,WN,1264,STL,MCI,1.0,237.0
2017-09-08,WN,1428,TPA,DEN,1.0,1506.0
2017-09-07,WN,334,PHX,OAK,1.0,646.0
2017-09-26,WN,5469,CLE,BNA,1.0,448.0
2017-09-23,NK,262,FLL,ACY,1.0,977.0
2017-09-03,B6,1887,ORH,MCO,1.0,1091.0
2017-09-18,UA,513,EWR,FLL,1.0,1065.0
2017-09-12,AS,615,LAS,SEA,1.0,867.0
2017-09-22,UA,1856,SFO,EUG,1.0,451.0
2017-09-17,AA,1733,CLT,MCO,1.0,468.0
2017-09-21,WN,5836,SAN,SJC,1.0,417.0
2017-09-23,WN,3647,DTW,BWI,1.0,409.0
2017-09-17,WN,974,BWI,TPA,1.0,842.0
2017-09-29,NK,561,LAS,LAX,1.0,236.0
2017-09-13,WN,1595,SJC,BWI,1.0,2439.0
2017-09-05,WN,2004,ATL,DCA,1.0,547.0
2017-09-16,AA,1444,DFW,MFE,1.0,469.0
2017-09-01,DL,1417,ATL,DTW,1.0,594.0
2017-09-26,OO,3132,SGU,PHX,1.0,262.0
2017-09-15,WN,2005,BWI,TPA,1.0,842.0
2017-09-18,WN,5861,MDW,CMH,1.0,283.0
2017-09-09,AS,415,LAX,SEA,1.0,954.0
2017-09-17,OO,5409,COS,DEN,1.0,73.0
2017-09-09,WN,4600,DEN,CLE,1.0,1201.0
2017-09-12,WN,265,AUS,SAN,1.0,1164.0
2017-09-07,B6,416,SFO,JFK,1.0,2586.0
2017-09-15,WN,240,AUS,EWR,1.0,1504.0
2017-09-24,WN,4409,SNA,PHX,1.0,338.0
2017-09-27,DL,1425,ATL,BWI,1.0,577.0
2017-09-08,DL,1504,MSN,MSP,1.0,228.0
2017-09-08,UA,2080,IAD,LAX,1.0,2288.0
2017-09-17,AA,2455,ORD,MSP,1.0,334.0
2017-09-22,NK,362,IAH,ATL,1.0,689.0
2017-09-01,AA,2571,DFW,RIC,1.0,1158.0
2017-09-07,AS,478,SEA,MCI,1.0,1489.0
2017-09-10,WN,4930,PHX,MCO,1.0,1849.0
2017-09-14,DL,977,ORD,ATL,1.0,606.0
2017-09-11,EV,5436,ATL,BTR,1.0,448.0
2017-09-27,WN,1878,AUS,HOU,1.0,148.0
2017-09-14,WN,166,PIT,MCO,1.0,834.0
2017-09-23,UA,1403,IAH,ORD,1.0,925.0
2017-09-27,EV,5471,LGA,GSP,1.0,610.0
2017-09-21,DL,1718,MSP,SFO,1.0,1589.0
2017-09-29,WN,189,ATL,AUS,1.0,813.0
2017-09-14,DL,1910,MCO,MSP,1.0,1310.0
2017-09-11,DL,2328,DEN,JFK,1.0,1626.0
2017-09-30,B6,883,JFK,MCO,1.0,944.0
2017-09-02,DL,539,ATL,BOS,1.0,946.0
2017-09-29,WN,1816,MCO,MSY,1.0,551.0
2017-09-28,AA,1121,CLT,EWR,1.0,529.0
2017-09-16,WN,2125,JAX,BWI,1.0,663.0
2017-09-18,B6,231,SLC,LGB,1.0,588.0
2017-09-06,DL,803,CVG,MCO,1.0,757.0
2017-09-18,DL,1753,MSP,CLT,1.0,930.0
2017-09-24,AA,159,SFO,DFW,1.0,1464.0
2017-09-26,WN,64,MAF,HOU,1.0,441.0
2017-09-30,AA,538,MSY,DCA,1.0,969.0
2017-09-25,DL,1322,MSP,SEA,1.0,1399.0
2017-09-24,HA,18,HNL,LAS,1.0,2762.0
2017-09-01,EV,5250,LGA,STL,1.0,888.0
2017-09-08,OO,3411,SNA,SJC,1.0,342.0
2017-09-21,UA,633,MCO,ORD,1.0,1005.0
2017-09-01,WN,158,PHX,RNO,1.0,601.0
2017-09-02,DL,1218,ATL,LAX,1.0,1947.0
2017-09-20,DL,1750,SEA,DTW,1.0,1927.0
2017-09-07,WN,42,HOU,DAL,1.0,239.0
2017-09-16,B6,167,JFK,OAK,1.0,2576.0
2017-09-10,EV,4202,EWR,MEM,1.0,946.0
2017-09-22,OO,5999,ORD,FCA,1.0,1352.0
2017-09-25,B6,841,JFK,SAV,1.0,718.0
2017-09-19,DL,1546,ATL,PHX,1.0,1587.0
2017-09-06,OO,5579,SFO,SBA,1.0,262.0
2017-09-09,OO,4485,RDU,FLL,1.0,680.0
2017-09-13,F9,566,LAS,DEN,1.0,628.0
2017-09-01,AA,1355,PDX,PHX,1.0,1009.0
2017-09-26,OO,5361,BUR,SFO,1.0,326.0
2017-09-07,NK,199,IAH,LAS,1.0,1222.0
2017-09-24,UA,1075,EWR,SNA,1.0,2434.0
2017-09-03,AA,1788,CLT,BDL,1.0,644.0
2017-09-21,WN,359,LAS,TUS,1.0,365.0
2017-09-12,OO,5345,RDM,DEN,1.0,898.0
2017-09-30,AA,1939,MSY,PHL,1.0,1089.0
2017-09-27,WN,6158,DEN,MCO,1.0,1546.0
2017-09-11,UA,375,FLL,ORD,1.0,1182.0
2017-09-19,WN,166,ATL,PIT,1.0,526.0
2017-09-04,VX,251,JFK,LAS,1.0,2248.0
2017-09-13,DL,1847,SFO,MSP,1.0,1589.0
2017-09-28,UA,497,SFO,SAN,1.0,447.0
2017-09-24,VX,1923,LAX,SFO,1.0,337.0
2017-09-21,DL,2504,LAX,SEA,1.0,954.0
2017-09-20,AA,1985,SAN,PHX,1.0,304.0
2017-09-22,WN,410,ABQ,PHX,1.0,328.0
2017-09-05,AA,1702,TPA,CLT,1.0,507.0
2017-09-25,F9,1099,MKE,LAS,1.0,1524.0
2017-09-27,DL,1289,ATL,SNA,1.0,1919.0
2017-09-01,DL,700,DTW,MSN,1.0,311.0
2017-09-01,DL,1255,TLH,ATL,1.0,223.0
2017-09-30,NK,329,DFW,MSY,1.0,447.0
2017-09-22,UA,1093,EWR,LAX,1.0,2454.0
2017-09-06,DL,2541,DEN,SLC,1.0,391.0
2017-09-20,WN,479,BWI,BUF,1.0,281.0
2017-09-12,OO,5662,TVC,ORD,1.0,224.0
2017-09-19,UA,547,ORD,OMA,1.0,416.0
2017-09-24,WN,4235,BWI,MKE,1.0,641.0
2017-09-07,WN,5870,RNO,OAK,1.0,181.0
2017-09-14,AA,2600,LAX,MIA,1.0,2342.0
2017-09-24,AA,2185,ORD,MSP,1.0,334.0
2017-09-24,WN,3957,SLC,PHX,1.0,507.0
2017-09-03,NK,303,ACY,MCO,1.0,852.0
2017-09-13,B6,825,SJC,LGB,1.0,324.0
2017-09-27,OO,5920,SFO,BUR,1.0,326.0
2017-09-06,WN,1860,IND,FLL,1.0,1005.0
2017-09-19,WN,6017,LGA,STL,1.0,888.0
2017-09-06,WN,1943,SAN,SMF,1.0,480.0
2017-09-10,WN,4755,AUS,DEN,1.0,775.0
2017-09-29,WN,202,MDW,ATL,1.0,591.0
2017-09-26,OO,4671,SLC,IAH,1.0,1195.0
2017-09-07,WN,1740,DAL,ATL,1.0,721.0
2017-09-25,UA,555,SAN,ORD,1.0,1723.0
2017-09-30,OO,5506,DEN,LIT,1.0,771.0
2017-09-26,EV,3934,SHV,IAH,1.0,192.0
2017-09-12,F9,276,DEN,PIT,1.0,1290.0
2017-09-09,AA,2397,ELP,DFW,1.0,551.0
2017-09-24,WN,4108,BNA,TPA,1.0,612.0
2017-09-17,AS,161,ADK,ANC,1.0,1192.0
2017-09-11,WN,1975,ATL,BWI,1.0,577.0
2017-09-21,WN,1786,LAS,PHX,1.0,255.0
2017-09-13,WN,5533,STL,MCI,1.0,237.0
2017-09-27,AA,1883,PHL,MCO,1.0,861.0
2017-09-09,OO,3230,CLE,ORD,1.0,316.0
2017-09-16,UA,325,TPA,IAD,1.0,811.0
2017-09-20,OO,3073,ORD,MCI,1.0,403.0
2017-09-05,UA,431,SFO,DEN,1.0,967.0
2017-09-17,UA,425,EWR,RDU,1.0,416.0
2017-09-03,B6,616,SFO,JFK,1.0,2586.0
2017-09-15,AA,1860,MSY,CLT,1.0,651.0
2017-09-06,DL,1992,LGA,ATL,1.0,762.0
2017-09-28,EV,5402,GSO,LGA,1.0,461.0
2017-09-12,AA,869,ATL,CLT,1.0,226.0
2017-09-02,DL,2842,JFK,BGR,1.0,382.0
2017-09-17,NK,134,ATL,ACY,1.0,679.0
2017-09-01,WN,1559,DAL,BNA,1.0,623.0
2017-09-04,NK,341,ACY,TPA,1.0,913.0
2017-09-14,WN,1783,HOU,AUS,1.0,148.0
2017-09-29,VX,1162,LAX,EWR,1.0,2454.0
2017-09-12,B6,716,JAX,DCA,1.0,634.0
2017-09-10,OO,3071,PHX,FLG,1.0,119.0
2017-09-23,AA,2285,MCO,LGA,1.0,950.0
2017-09-17,WN,3844,SAT,ATL,1.0,874.0
2017-09-22,OO,5071,ORD,SPI,1.0,174.0
2017-09-01,AS,621,LAS,PDX,1.0,763.0
2017-09-16,WN,3825,LAS,DAL,1.0,1067.0
2017-09-02,F9,1059,PHL,MSY,1.0,1089.0
2017-09-18,OO,4292,GJT,SLC,1.0,216.0
2017-09-02,AA,2501,DFW,SLC,1.0,989.0
2017-09-09,OO,7413,LWS,SLC,1.0,461.0
2017-09-21,AA,2322,DFW,PBI,1.0,1102.0
2017-09-09,WN,2184,PVD,BWI,1.0,327.0
2017-09-02,OO,5553,PWM,ORD,1.0,900.0
2017-09-21,WN,1879,HOU,LAX,1.0,1390.0
2017-09-24,DL,2385,PHX,SLC,1.0,507.0
2017-09-11,B6,2067,HPN,PBI,1.0,1056.0
2017-09-28,WN,720,PIT,MDW,1.0,402.0
2017-09-12,EV,4072,CLE,MKE,1.0,328.0
2017-09-07,VX,1353,BOS,SFO,1.0,2704.0
2017-09-07,WN,523,STL,DEN,1.0,770.0
2017-09-23,AA,1892,CLT,JAX,1.0,328.0
2017-09-02,WN,3135,MDW,LAS,1.0,1521.0
2017-09-09,WN,40,HOU,DAL,1.0,239.0
2017-09-27,HA,343,HNL,LIH,1.0,102.0
2017-09-01,WN,6106,SEA,SAN,1.0,1050.0
2017-09-04,OO,4903,DTW,BNA,1.0,456.0
2017-09-04,DL,765,CHS,ATL,1.0,259.0
2017-09-23,HA,202,HNL,ITO,1.0,216.0
2017-09-29,UA,1661,MEM,ORD,1.0,491.0
2017-09-01,AA,2601,RDU,ORD,1.0,646.0
2017-09-17,B6,71,JFK,SLC,1.0,1990.0
2017-09-28,AS,830,HNL,SJC,1.0,2417.0
2017-09-13,OO,4747,DEN,LAX,1.0,862.0
2017-09-25,DL,1621,DTW,TPA,1.0,983.0
2017-09-28,AA,1917,CLT,AUS,1.0,1032.0
2017-09-15,HA,7,LAS,HNL,1.0,2762.0
2017-09-02,OO,3410,SJC,SNA,1.0,342.0
2017-09-06,WN,6871,SAT,DAL,1.0,248.0
2017-09-10,DL,1495,IND,MSP,1.0,503.0
2017-09-15,OO,4884,SAN,SEA,1.0,1050.0
2017-09-05,AA,1217,DFW,ORD,1.0,802.0
2017-09-09,EV,2878,SJT,DFW,1.0,229.0
2017-09-11,UA,765,ORD,DEN,1.0,888.0
2017-09-20,AS,579,OAK,SEA,1.0,672.0
2017-09-19,AS,406,SEA,LAX,1.0,954.0
2017-09-06,EV,3911,PWM,ORD,1.0,900.0
2017-09-15,B6,2023,JFK,LAX,1.0,2475.0
2017-09-16,AA,1348,EWR,ORD,1.0,719.0
2017-09-28,WN,1729,LAS,PDX,1.0,763.0
2017-09-20,DL,1559,DTW,LAX,1.0,1979.0
2017-09-12,OO,7400,BGM,DTW,1.0,378.0
2017-09-28,B6,1236,SJU,STT,1.0,68.0
2017-09-27,AA,2037,MDT,CLT,1.0,413.0
2017-09-07,AA,1895,PHL,ATL,1.0,666.0
2017-09-08,OO,5345,RDM,DEN,1.0,898.0
2017-09-30,WN,502,LAS,SLC,1.0,368.0
2017-09-29,OO,4728,ORD,SLC,1.0,1250.0
2017-09-01,UA,1428,BOS,ORD,1.0,867.0
2017-09-02,UA,1827,EWR,SAN,1.0,2425.0
2017-09-11,AA,1213,SAT,DFW,1.0,247.0
2017-09-13,OO,4970,DTW,ABE,1.0,425.0
2017-09-08,B6,20,SAN,BOS,1.0,2588.0
2017-09-17,DL,2103,DTW,DEN,1.0,1123.0
2017-09-07,B6,2092,ACK,JFK,1.0,199.0
2017-09-13,OO,7382,CIU,DTW,1.0,284.0
2017-09-27,WN,1794,HOU,ABQ,1.0,759.0
2017-09-17,NK,146,ATL,DFW,1.0,731.0
2017-09-29,WN,5685,SAN,RNO,1.0,488.0
2017-09-16,UA,200,GUM,HNL,1.0,3801.0
2017-09-14,AS,394,PDX,SJC,1.0,569.0
2017-09-25,AA,1584,ORD,PIT,1.0,413.0
2017-09-15,AA,536,DFW,LAS,1.0,1055.0
2017-09-02,AA,1076,DCA,ORD,1.0,612.0
2017-09-08,AA,2611,ABQ,DFW,1.0,569.0
2017-09-17,EV,4420,ORF,EWR,1.0,284.0
2017-09-02,UA,294,SEA,SFO,1.0,679.0
2017-09-26,UA,1206,SFO,LAX,1.0,337.0
2017-09-24,DL,1319,MSP,ORD,1.0,334.0
2017-09-28,UA,675,DEN,GEG,1.0,836.0
2017-09-09,WN,2212,MCO,MDW,1.0,990.0
2017-09-24,OO,5702,DEN,FCA,1.0,752.0
2017-09-18,DL,2491,ATL,SDF,1.0,321.0
2017-09-26,AA,2070,PHL,RDU,1.0,337.0
2017-09-11,OO,5099,DLH,ORD,1.0,397.0
2017-09-20,UA,677,DEN,ATL,1.0,1199.0
2017-09-04,DL,430,JFK,SFO,1.0,2586.0
2017-09-20,UA,979,SEA,ORD,1.0,1721.0
2017-09-14,OO,3230,CLE,ORD,1.0,316.0
2017-09-02,WN,5558,LAX,DEN,1.0,862.0
2017-09-26,B6,802,SLC,MCO,1.0,1931.0
2017-09-25,DL,1589,MSP,DCA,1.0,931.0
2017-09-13,WN,1605,HOU,TPA,1.0,781.0
2017-09-21,AA,167,MIA,SFO,1.0,2585.0
2017-09-01,WN,1031,CMH,ATL,1.0,447.0
2017-09-03,WN,3959,SAN,LAS,1.0,258.0
2017-09-02,AS,627,LAS,PDX,1.0,763.0
2017-09-06,WN,1815,MDW,MSY,1.0,825.0
2017-09-11,EV,2852,DFW,LRD,1.0,396.0
2017-09-21,WN,1712,MSY,HOU,1.0,302.0
2017-09-20,WN,708,MDW,LGA,1.0,725.0
2017-09-30,AA,1648,SAN,DFW,1.0,1171.0
2017-09-13,AA,2375,ORD,DFW,1.0,802.0
2017-09-26,OO,5657,FAR,DEN,1.0,627.0
2017-09-26,UA,1115,EWR,LAS,1.0,2227.0
2017-09-21,B6,533,BDL,TPA,1.0,1111.0
2017-09-22,EV,3947,PNS,IAH,1.0,489.0
2017-09-10,UA,1939,EWR,MCO,1.0,937.0
2017-09-08,UA,2385,DEN,ORD,1.0,888.0
2017-09-01,UA,1855,ORD,BNA,1.0,409.0
2017-09-01,NK,188,OAK,LAS,1.0,407.0
2017-09-25,NK,825,IAH,OAK,1.0,1628.0
2017-09-20,WN,1729,PHX,LAS,1.0,255.0
2017-09-26,WN,5954,LAS,SAN,1.0,258.0
2017-09-28,OO,4964,SLC,GEG,1.0,546.0
2017-09-02,DL,2645,OKC,ATL,1.0,761.0
2017-09-15,OO,7422,LSE,MSP,1.0,119.0
2017-09-13,DL,1697,IAD,ATL,1.0,534.0
2017-09-03,AA,414,CLT,RDU,1.0,130.0
2017-09-13,UA,1511,SYR,ORD,1.0,607.0
2017-09-01,DL,993,MSP,EWR,1.0,1008.0
2017-09-16,AS,33,BOS,PDX,1.0,2537.0
2017-09-03,UA,1074,IAH,ORD,1.0,925.0
2017-09-02,WN,6220,SJC,DEN,1.0,948.0
2017-09-12,OO,3170,BHM,ORD,1.0,584.0
2017-09-06,AS,154,OTZ,ANC,1.0,548.0
2017-09-25,VX,1178,SAN,SFO,1.0,447.0
2017-09-26,WN,5943,SJC,LAX,1.0,308.0
2017-09-08,AA,415,PHX,MEM,1.0,1264.0
2017-09-23,WN,4645,SAN,SJC,1.0,417.0
2017-09-12,OO,3111,CHO,ORD,1.0,566.0
2017-09-05,WN,1127,BUR,LAS,1.0,223.0
2017-09-19,AA,1732,TPA,CLT,1.0,507.0
2017-09-22,DL,2600,BNA,DTW,1.0,456.0
