DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
10,5,DL,15376,13487,-12,-2
9,5,AA,13198,13930,39,25
14,7,AA,14027,11298,-14,-15
16,1,FL,14122,10397,-4,-13
10,3,AA,11697,11298,34,41
25,4,AA,13204,13303,270,241
10,6,US,15304,14107,-4,4
20,4,US,13930,11057,1,13
25,4,UA,12266,13303,6,-12
25,5,DL,10397,13204,2,-2
14,5,AA,10721,12478,87,85
19,5,WN,14107,14570,-1,-6
17,5,B6,10721,12892,-5,-5
20,6,US,14100,10721,72,72
26,5,WN,11066,13232,-3,-10
10,4,US,10721,12953,0,0
18,2,VX,14771,12892,1,11
25,5,AS,14908,14057,0,-2
25,7,FL,11697,10821,-4,5
20,2,UA,14771,12266,7,7
18,5,US,11057,14635,-4,-6
18,2,MQ,10140,13930,-5,18
5,5,WN,12451,13232,-3,-35
4,2,AA,11298,11433,3,-2
10,2,UA,12266,12889,-3,-17
28,3,WN,14570,12892,0,4
9,7,DL,11433,14107,-6,-33
26,4,DL,13244,12892,-6,2
28,7,UA,12266,10721,-5,-18
11,2,MQ,13930,10792,-1,9
6,6,F9,11292,14771,0,0
24,4,OO,14831,14869,-7,0
3,5,WN,15016,14730,29,33
16,5,UA,12892,14771,-4,20
26,5,WN,10821,10140,24,27
20,2,DL,14747,13487,60,54
11,6,WN,13204,13931,13,9
2,2,WN,12892,13796,0,0
12,3,9E,13487,13930,110,138
27,1,WN,13487,11292,-4,-12
18,4,AA,15016,11298,0,0
10,3,WN,12889,14679,0,-4
13,2,UA,12478,14771,-4,10
13,1,YV,14683,14107,-9,-9
5,1,B6,11618,13204,64,56
18,4,B6,11697,12478,-8,2
29,2,DL,10397,14100,-4,-9
29,1,US,11057,14027,-2,-3
5,1,FL,13204,12339,11,35
24,4,AA,12478,12892,-3,0
30,2,WN,12889,10693,14,-3
3,3,AA,14869,11298,2,0
30,4,WN,14831,12889,1,-8
4,6,UA,10721,11292,9,-14
14,3,F9,11292,14057,3,7
19,4,WN,12191,11697,2,-9
9,2,DL,14122,10397,9,10
4,6,B6,14635,12478,5,10
18,2,UA,11292,10821,-6,-13
18,3,DL,12478,12892,-2,-5
23,3,B6,13204,12478,-6,-24
20,2,US,11057,10821,102,93
28,7,US,11057,14771,14,32
3,1,VX,14771,12892,-4,-5
29,3,US,10299,14107,-3,-22
17,3,EV,13487,12266,-2,-15
30,5,EV,13495,11618,-1,-5
28,2,US,10693,11057,-3,-5
29,1,WN,11292,15016,27,13
25,4,DL,14492,10397,16,6
27,6,WN,10693,15016,-2,2
5,5,VX,13204,14771,-5,-6
29,2,MQ,13930,13851,34,55
26,5,DL,12889,13487,3,3
3,3,US,12266,14107,-4,4
23,1,EV,12451,12266,-8,-5
30,7,AA,13930,12953,175,149
14,7,WN,12889,10821,27,4
18,3,WN,12191,15304,21,13
22,4,WN,13891,13796,0,-7
6,7,WN,14730,12889,4,-14
29,6,WN,14679,14107,6,4
6,1,AA,15304,12478,-6,-11
31,5,VX,14747,12892,0,-15
26,3,B6,10721,11618,47,47
22,1,DL,13204,12478,-9,-27
15,4,AA,11298,13495,-2,-12
14,3,MQ,12953,10693,-4,13
18,3,WN,10821,10397,9,7
10,3,UA,12266,11298,171,191
30,2,AA,12478,12889,-9,-26
8,7,DL,13487,11057,5,-11
3,3,HA,13830,12173,1,1
18,2,AA,12478,10721,-4,-27
19,6,AA,12892,12264,-5,-21
23,1,WN,15016,12889,1,-1
9,2,US,10721,12953,-7,-4
30,5,AA,13204,11298,-4,-20
8,1,FL,14100,13204,-3,-12
27,4,WN,14679,14771,122,120
15,1,9E,11618,11193,41,28
6,6,AA,14908,11298,-1,-15
6,1,F9,11292,14747,-6,-24
10,3,FL,12191,10397,-6,26
23,4,UA,14747,12266,8,-1
17,6,FL,12191,10397,8,-3
29,6,UA,12266,14679,32,34
26,5,UA,12266,14107,-4,-3
14,6,MQ,12478,11278,-5,12
30,5,WN,14122,13232,58,62
24,6,OO,14679,12892,2,-4
8,1,WN,12889,11292,-4,-24
26,6,UA,12892,12478,8,2
19,3,OO,13487,14730,-5,-13
15,1,B6,12953,11697,-2,-8
9,7,MQ,11433,13930,0,-12
26,5,DL,14683,10397,59,52
7,2,WN,10693,14107,11,5
7,7,UA,13930,12892,15,5
1,1,WN,13232,14122,14,9
30,2,EV,13198,13930,-6,-17
28,7,WN,13232,12889,6,-10
27,1,MQ,13930,11193,49,45
1,7,F9,14908,11292,-6,-4
18,3,OO,10140,14869,-7,0
21,6,WN,13796,10423,-3,-25
25,2,AA,13930,14107,-3,2
5,4,DL,11433,15304,-8,-26
15,1,MQ,12451,13303,27,11
30,2,WN,14679,14771,-4,-10
26,1,UA,14908,11618,-2,-8
30,3,DL,12339,10397,-2,-2
2,3,US,11278,11057,-8,-11
13,7,EV,13198,12266,-5,13
9,4,UA,12264,11292,-3,-22
14,5,9E,13487,14683,-2,-18
15,1,WN,10423,11292,7,9
5,5,EV,12266,15016,0,24
27,6,DL,11697,11433,20,31
21,7,OO,12892,14771,-2,27
13,1,WN,14100,13232,-1,-17
25,4,AA,14679,11298,6,-6
29,4,OO,12264,14683,-3,-23
11,2,WN,11697,15304,-2,7
13,7,FL,10821,10721,9,-3
27,2,EV,11042,10721,-7,-5
5,7,HA,12173,13830,0,6
18,4,UA,14908,13930,128,116
11,2,AA,12478,10423,-7,-14
25,4,FL,12451,10397,-7,6
21,7,WN,11259,12191,41,28
24,6,EV,11298,13342,151,161
16,7,UA,11618,11292,-2,0
7,5,9E,14100,12478,50,44
27,5,MQ,13303,13244,0,-2
10,6,B6,14843,15304,44,57
21,7,OO,12266,10423,-1,-5
7,5,WN,12191,12892,0,9
13,6,B6,13204,10721,41,15
10,3,DL,13303,10397,-6,-11
26,1,UA,11618,12892,-9,-21
18,4,DL,13244,11697,11,28
23,4,AA,13204,11298,28,21
16,7,FL,14492,13204,0,22
25,4,AA,11298,14100,1,-4
15,1,DL,10397,13495,-2,-6
25,2,EV,12266,10397,-2,-13
1,1,EV,12266,11433,69,53
22,7,B6,14122,10721,9,3
26,4,9E,13931,10721,-5,-15
17,3,AA,13303,10821,22,13
2,2,US,13198,14107,-10,11
22,6,MQ,14524,13930,-3,-29
10,2,WN,10140,12191,-4,-16
22,1,WN,13232,14730,-2,-5
4,4,WN,14771,13232,77,84
13,1,FL,13204,13487,-1,3
28,7,UA,14100,13930,171,221
12,3,OO,13244,14869,-10,-19
1,3,B6,10821,10721,-12,-11
23,4,US,13495,11057,-6,-1
1,3,WN,10821,10721,-2,-5
5,5,OO,14908,14869,3,-8
7,7,OO,14679,12892,1,-6
4,5,DL,12478,13204,-3,-22
31,4,UA,12478,12892,-5,-22
21,2,US,12953,10721,-6,19
20,7,US,12266,11057,3,-13
21,7,UA,14771,13930,52,48
4,4,US,12266,14107,-5,-14
2,2,B6,14107,12478,22,46
9,2,US,13930,14100,86,69
23,3,OO,14057,14771,67,83
20,6,UA,13930,11278,-2,3
29,1,AA,11298,13198,4,-6
28,2,VX,12892,14831,19,13
16,2,UA,10721,13930,-5,-7
2,2,9E,10529,11193,-8,-15
9,2,WN,12889,14747,1,12
22,6,EV,11193,10397,-5,-16
13,6,US,10721,14107,1,-9
14,5,AA,15016,13930,0,-3
7,7,WN,14730,12889,14,6
8,7,US,11057,11433,-1,-5
22,3,AA,13303,12953,-6,-12
30,4,DL,15016,10397,-4,-12
27,7,AA,13204,13303,-4,-3
10,1,WN,10800,14107,1,2
26,7,UA,12266,11697,-3,-19
9,5,WN,11066,11292,2,-3
29,2,UA,13495,14771,0,27
2,1,AA,10397,11298,-3,-2
16,5,B6,14771,12478,6,2
26,5,UA,12266,14908,3,-18
1,2,DL,14869,13487,0,-9
14,7,UA,11618,11298,-4,-20
30,7,YV,10800,14107,-4,0
18,7,WN,14679,10423,4,2
21,7,US,14893,11057,-3,-15
19,5,DL,10397,12892,0,-6
25,3,DL,10721,10397,-3,-9
1,2,OO,14107,12892,-10,-14
20,6,AS,14747,14771,101,90
5,6,AS,14747,12266,0,-9
27,6,AA,11298,15016,21,12
6,5,WN,14057,14831,-6,-13
12,5,AA,13930,14492,15,9
15,4,UA,11618,11298,25,48
12,1,UA,12266,11278,0,-4
21,2,FL,13204,14492,-3,-10
21,2,WN,12191,10140,72,66
29,1,DL,10721,13487,-5,-24
15,2,YV,10397,13930,-6,2
17,3,DL,14027,12953,18,1
8,4,9E,12478,14122,10,40
20,6,WN,14107,10140,-1,-7
13,1,FL,10397,14122,-3,-19
4,7,US,14057,14107,-4,-9
13,6,US,14100,12953,-3,24
25,3,OO,11193,13487,-4,-10
5,5,YV,11042,11057,-13,-12
7,7,UA,13930,10721,9,2
10,6,AS,13796,13830,-5,3
22,1,US,12953,11057,-3,35
27,6,OO,11292,15376,-7,-22
27,4,9E,14869,13851,-2,7
1,1,DL,12953,10397,-6,-15
28,3,UA,14771,11298,-2,-8
21,2,US,14492,11057,-5,12
17,4,DL,10397,13487,7,4
3,2,DL,15304,10397,22,23
10,5,B6,12478,11292,5,72
11,4,DL,11298,13487,-3,-19
30,2,YV,11057,11193,4,0
18,4,US,14107,11057,-4,3
1,3,WN,14683,12191,2,-11
31,4,UA,12892,11618,-7,-10
3,3,AA,13244,11298,-11,-3
7,2,WN,14747,14831,-2,3
21,7,B6,12478,14027,-2,5
12,6,DL,10423,10397,-4,-5
18,4,B6,12478,15304,3,-11
12,4,UA,11292,12173,20,37
15,1,UA,12173,14771,10,-2
17,6,DL,10397,15304,-4,-13
21,3,UA,12266,10299,0,-1
28,1,US,14100,11057,8,-16
21,7,DL,10397,13342,-5,58
9,5,MQ,13487,12953,187,201
20,4,AA,14747,11298,-9,-28
15,4,UA,14893,13930,-1,-8
27,5,UA,11292,14057,86,81
24,6,WN,13495,10693,4,3
17,3,US,12892,14100,-12,26
6,4,UA,15304,11042,-1,-20
16,2,OO,14747,12892,-8,-35
15,1,AA,14908,11298,-5,-13
24,1,EV,11618,13198,-10,-30
4,3,US,11278,10721,-5,-2
22,3,UA,14492,14771,10,-6
6,7,DL,14307,11433,-2,-26
31,3,AA,11298,11618,-3,4
29,7,WN,14679,14893,21,10
9,1,DL,11057,11433,18,8
24,1,B6,13204,10721,25,26
21,7,9E,11057,11193,20,9
19,5,MQ,13930,11042,234,231
6,7,B6,12954,14057,-7,-14
25,6,WN,12451,10693,-1,-5
11,3,9E,13487,13851,-5,1
9,7,FL,14122,13204,-4,0
12,5,DL,10821,10397,-3,8
9,3,AA,11298,11278,-7,7
1,7,US,14107,12892,-6,-11
2,4,US,14100,13487,-8,-28
1,2,B6,14843,12478,-20,-30
1,6,DL,13851,10397,329,331
21,1,HA,14893,12173,1,9
10,1,AA,12339,11298,-4,-18
8,6,UA,12266,12892,-2,-25
1,7,MQ,13930,11433,50,49
13,6,YV,13796,14107,-8,-9
13,7,FL,13342,10397,-3,25
1,7,WN,10800,12889,3,1
25,3,AA,12953,13303,6,35
12,5,WN,15016,14107,15,-6
6,5,OO,11193,10693,-8,-4
22,1,B6,12954,12889,23,37
23,7,AA,11298,14831,9,14
18,2,AA,13204,11298,27,10
5,1,OO,11292,13487,13,2
16,7,DL,11618,10397,25,19
30,1,AA,11298,13495,-1,-10
15,6,DL,14683,10397,-2,-3
14,1,UA,14107,12266,-4,-22
26,5,UA,12173,12892,-2,-7
14,5,WN,11618,10423,-5,-28
23,2,EV,13930,12339,-8,-15
15,2,DL,10693,10397,-5,-17
8,1,DL,12953,13303,-1,2
17,4,VX,14679,14771,1,-12
7,2,DL,11618,10397,-3,-8
5,6,WN,13232,14107,30,20
2,5,US,13930,14100,35,29
25,6,OO,15376,12266,-3,2
15,1,US,12892,11057,-4,-33
8,4,UA,14747,12266,-3,-1
7,7,EV,11042,11278,-12,-24
10,6,UA,12264,13930,-5,-5
8,1,UA,12266,12953,-3,-30
23,2,UA,13495,12266,-2,-12
26,1,EV,11433,11298,0,-14
26,4,UA,11278,13930,-2,-17
31,4,DL,13198,13487,3,-2
19,5,DL,11618,11433,27,15
31,5,UA,11298,11618,34,23
17,1,DL,12478,10721,-4,-27
24,2,UA,12266,14771,1,-2
20,5,WN,14057,14107,5,1
1,7,EV,11433,11278,-5,-8
22,1,FL,10397,10721,40,27
22,1,EV,13342,11042,-10,-14
2,5,9E,13232,11433,8,-2
14,6,WN,12953,10693,62,37
16,7,DL,14122,10397,18,10
20,4,WN,14100,15304,2,-9
9,2,DL,13487,11433,-2,7
23,5,MQ,11433,13930,15,13
27,4,WN,13232,10693,0,-2
26,1,WN,10821,13204,0,-13
17,3,DL,11278,10397,-5,-5
20,6,WN,10423,11259,4,4
2,2,B6,10721,10792,-3,-2
22,3,UA,11292,14771,-7,-18
13,6,UA,13930,14100,-2,-30
18,4,MQ,11066,13930,-1,-15
30,2,WN,13891,13232,7,-13
15,6,UA,14747,12266,-1,2
9,2,EV,12339,13930,0,0
7,5,DL,10693,11433,0,-12
14,3,WN,14893,12889,67,66
28,2,US,14893,14107,2,-9
24,1,UA,14771,12264,55,56
28,1,MQ,11278,12478,-8,-12
5,6,DL,10397,10821,-2,-16
2,7,WN,12191,11259,6,-5
28,7,OO,14771,14679,5,5
4,6,FL,11278,13342,-3,-21
26,5,AA,11298,14100,30,10
5,4,DL,11697,10397,-6,-13
2,2,OO,12892,14831,-2,-3
25,5,WN,11259,13495,10,1
23,3,AS,14057,10397,81,72
21,6,WN,12889,15376,47,36
7,1,US,14869,11057,1,1
19,4,9E,11278,11193,-4,-24
26,6,EV,12953,12264,-8,-26
8,4,B6,12451,12478,94,104
1,7,OO,12892,14831,-10,-19
28,7,OO,14107,12892,-9,-14
20,4,WN,14107,13796,0,4
12,5,VX,14057,12892,-12,-22
22,2,UA,11042,14635,-4,-12
14,5,AA,13303,13204,4,-3
22,1,AS,14057,11278,-7,-22
17,1,OO,13930,13342,-1,3
10,1,DL,13487,10721,14,5
28,7,AA,11298,15016,88,88
30,2,UA,13930,12266,-3,-16
28,3,OO,12892,15376,-8,-7
11,4,B6,12478,10423,36,33
22,1,DL,14869,15016,80,48
9,7,WN,14771,14679,-3,8
5,7,UA,12173,12892,3,3
27,4,AA,12892,11298,74,75
20,4,9E,14100,11193,57,58
28,3,DL,10397,15016,1,-20
28,3,MQ,12478,14122,-10,-10
30,5,US,14122,11057,-8,-5
8,1,OO,14107,10140,-4,-7
24,3,DL,12478,14869,33,22
26,1,AA,13303,11278,43,36
6,7,OO,14869,15376,-8,2
12,4,EV,12266,10397,29,23
9,1,US,14492,11057,7,-8
25,3,UA,12953,12266,8,-5
14,2,DL,10397,13931,-5,-14
4,4,DL,11433,14057,-4,-26
28,1,AA,13930,13487,-1,-6
7,3,9E,11433,13232,19,23
5,4,B6,14492,10721,0,-1
15,1,9E,14683,11433,-5,-12
5,7,EV,12264,11433,-7,-12
11,4,AA,11298,12339,35,31
27,6,UA,14843,11618,11,8
22,2,MQ,11618,13930,-6,-18
21,7,9E,10529,13487,-8,-10
12,5,WN,12889,13342,7,26
13,6,DL,14893,14869,-2,-5
27,7,UA,12266,11278,15,-2
4,7,AA,10721,13930,-5,4
2,5,DL,10397,11057,-5,-8
19,5,F9,11292,14747,3,5
2,2,US,11278,10721,-8,-19
21,3,WN,12889,14107,22,15
9,3,UA,14635,11042,-2,-15
15,4,WN,12892,14831,15,19
23,3,UA,14771,12478,-4,-30
3,5,OO,14893,11292,17,7
29,1,WN,11292,12264,15,1
24,1,UA,11292,13930,219,234
10,3,UA,12264,14771,58,54
7,3,DL,10397,11057,13,39
31,5,MQ,11618,13930,-13,4
25,4,WN,11292,14679,-1,3
24,2,OO,11292,11298,-5,-13
3,2,OO,13891,14869,-10,-27
6,6,AA,12892,13930,-2,-19
18,4,B6,13204,12953,-6,-12
20,7,UA,12264,11292,22,1
23,1,WN,14107,14771,4,4
15,2,WN,14679,14771,11,7
23,7,AS,14747,10299,-5,-22
19,1,WN,14100,15016,-3,-12
2,2,US,11292,14100,30,8
5,3,OO,12892,12889,2,-5
30,1,WN,12892,13796,-3,-4
30,1,MQ,13303,12451,-7,-10
16,1,MQ,11066,12953,-5,-18
10,3,DL,12892,13198,5,-2
11,3,US,14831,14107,-8,-14
5,7,EV,12191,11298,-3,2
23,4,EV,10397,12264,0,0
18,4,UA,12892,12266,10,-1
8,7,DL,12478,14771,-3,-19
8,6,UA,13204,11618,-2,-24
23,2,MQ,11278,12478,-6,-11
10,6,US,12339,14107,-14,-8
10,2,OO,14869,14908,2,0
22,1,UA,11618,14908,-6,-23
20,2,OO,12892,14107,65,51
6,4,VX,14771,12892,7,17
27,5,WN,11292,12889,-2,3
3,3,US,12953,10721,-2,-19
9,3,DL,14869,12892,0,-3
22,7,UA,11618,10721,6,-8
25,4,YV,11433,12264,-2,-15
4,4,WN,14747,14107,3,6
17,3,AA,14679,11298,84,62
7,7,WN,14107,14747,-2,-9
10,6,YV,11057,14122,-2,-12
26,5,DL,11193,13204,-3,-6
25,4,OO,14683,12266,-13,-16
3,1,WN,10693,13232,6,0
9,1,DL,11193,14869,-2,-15
5,7,US,11057,14492,13,30
21,2,OO,14683,12266,-6,-10
23,2,DL,10397,13204,28,12
6,7,US,11057,13495,-3,-6
17,3,VX,14771,11618,-2,-9
31,4,WN,12191,11259,121,118
15,7,AS,14771,14747,50,47
8,4,YV,10800,14107,-3,-5
6,2,AS,13830,14831,-9,-2
9,1,DL,12451,10397,-5,-11
28,2,MQ,11298,13342,-6,0
15,1,YV,11057,11042,-5,-22
15,2,EV,11066,12264,-7,0
12,4,AA,13204,13303,8,5
5,1,DL,10397,14771,-5,0
10,5,WN,11259,13198,89,85
29,7,WN,12191,13495,22,26
18,4,WN,10693,13232,9,18
29,3,UA,10721,14771,-2,-7
11,4,AA,11298,14679,14,7
26,6,OO,14122,11292,-10,-16
12,5,US,14100,13930,-4,24
22,3,UA,13303,12266,16,21
22,4,UA,11292,14771,20,6
28,3,US,14831,14107,-5,-1
5,3,EV,10721,14492,-5,-12
7,3,UA,12892,12266,7,10
28,2,B6,13204,14307,-5,-12
8,7,UA,14908,11618,-7,-21
20,4,EV,13487,11042,2,-7
6,7,AA,15304,13303,-7,-2
9,4,EV,11042,10792,-10,-20
4,6,AA,11298,10423,0,-8
18,7,WN,14679,10140,21,19
28,3,AS,14747,12889,-6,4
19,1,B6,10721,10821,-6,-9
20,6,DL,13204,10397,2,-5
17,6,AA,11298,10721,2,-24
15,2,9E,12264,12953,-5,-10
8,4,WN,14893,12892,0,20
28,5,UA,12173,12892,-8,-24
30,7,DL,13931,10397,12,23
4,7,UA,13930,12953,3,-1
22,7,DL,10397,11193,-3,-12
2,5,UA,11292,13204,20,3
6,7,WN,13198,12339,-3,-7
14,7,EV,12266,10423,-1,-5
2,2,DL,12451,10397,-2,-11
19,6,DL,12892,14869,-5,-6
7,5,UA,14747,14771,2,-12
14,2,AS,11292,14747,-6,-7
29,4,EV,11618,12264,17,10
2,4,OO,14679,12892,24,27
31,3,EV,13487,13871,-5,-7
25,7,DL,12451,10397,1,5
2,7,DL,11292,11433,-4,-14
21,1,DL,11057,14869,1,-9
3,4,OO,14570,14771,-7,-15
14,5,US,12266,11057,-3,1
20,5,OO,11298,12892,4,20
9,5,WN,10693,13495,7,2
7,6,UA,14057,12266,-2,31
1,2,WN,12953,13232,-4,-27
20,5,DL,10397,12191,-4,-2
19,4,AA,11298,14107,2,-10
25,5,UA,12266,12173,-3,1
25,7,WN,14893,14679,7,2
3,4,OO,12892,14679,-5,-10
9,2,FL,10397,11433,53,49
30,2,DL,14683,10397,-2,-4
7,7,DL,10397,11298,1,-9
21,6,UA,14893,12266,2,1
29,6,US,14107,11292,14,14
28,2,WN,13487,14107,28,17
18,5,AA,13303,15304,-2,2
27,1,DL,11292,13487,-3,-11
17,3,WN,10529,15304,-1,-12
1,3,FL,10397,11697,4,-11
22,2,US,14027,11057,-9,-19
1,2,B6,14843,10721,2,8
3,3,AA,11278,13930,-5,18
8,2,WN,10721,10821,6,-8
20,7,MQ,13931,12478,-5,0
7,1,B6,14492,12478,-6,-2
11,7,WN,12892,13796,30,31
20,1,DL,13232,10397,638,626
28,1,DL,12892,13487,-2,-28
1,3,DL,12892,10397,4,6
25,4,F9,11292,13342,4,4
29,1,F9,11292,14869,-4,-3
15,7,OO,14869,11292,-3,-1
8,4,AA,11298,10693,-5,-16
28,2,DL,11298,14869,-1,3
21,5,UA,15304,13930,-5,-19
12,4,WN,13232,14730,-5,-17
13,1,DL,12266,10397,-1,-8
20,5,AA,13931,11298,100,96
25,7,WN,12889,10140,0,-1
5,4,UA,11618,14679,-6,-29
9,1,AS,14747,11298,0,-13
18,2,DL,12892,12889,-2,-9
17,2,US,11057,13198,-8,-6
26,5,MQ,11042,13303,13,5
2,5,UA,11697,11618,57,50
13,5,DL,13487,11292,20,10
18,4,DL,13198,10397,-6,2
15,3,WN,11292,13232,60,58
18,5,9E,12478,14122,-2,-20
22,3,DL,14893,13487,-7,-20
9,2,DL,13487,13204,-7,-21
16,2,DL,10397,13930,-3,-25
10,1,AS,14747,14893,19,31
24,3,AA,15016,11298,-2,11
23,2,VX,12478,12892,4,-7
2,3,AA,13204,13303,-6,-9
6,4,YV,11057,14730,35,40
18,5,UA,13930,11042,-11,-23
21,6,WN,14107,13891,8,23
3,3,DL,10397,13204,-2,-8
9,2,9E,10529,11433,-9,-14
11,4,AA,13487,13930,166,183
2,2,DL,10397,10693,16,3
10,6,DL,11433,10721,-10,-30
14,7,UA,11292,11618,15,23
3,3,AA,13930,10721,1,-8
17,3,YV,12173,13830,7,8
8,7,DL,10397,11066,-4,1
11,5,B6,12478,10721,8,2
3,1,AA,10721,13303,-6,-7
3,3,YV,14492,12264,-10,-14
11,5,UA,11292,12889,32,25
17,3,AA,11298,14679,21,10
4,5,WN,14107,12889,134,145
23,2,UA,14057,11292,3,-8
15,1,AA,14771,11298,4,10
24,3,WN,11057,12191,21,22
6,2,WN,15016,13487,-3,102
18,7,US,14893,11057,-2,3
12,1,MQ,11278,12478,7,-1
15,4,UA,14122,13930,-2,-23
25,5,UA,12892,12264,-6,-3
5,1,DL,12478,14679,-3,-21
10,2,WN,13891,11292,10,39
17,3,OO,10140,14869,-7,-11
29,4,UA,13930,14057,-1,-4
13,7,US,14100,10721,-7,-1
15,1,MQ,11298,11193,-2,15
27,1,US,15016,11057,-5,1
27,6,US,14107,14570,-3,-6
17,5,UA,11292,13930,3,-2
30,4,UA,13930,10721,-3,-7
26,1,UA,13930,12953,36,33
27,1,UA,12478,14771,-2,37
22,1,WN,14107,12889,-2,-6
23,7,US,14100,13930,-8,-23
12,7,DL,13487,12889,-3,-30
7,2,FL,10821,13204,-14,-10
25,4,WN,11042,13232,-1,-11
17,5,OO,14057,13891,13,5
6,6,B6,10721,14492,9,-4
22,4,HA,12173,14747,11,-11
3,5,US,11057,14122,16,7
11,6,WN,14893,12889,9,9
21,6,AA,13303,10721,-4,-8
27,4,WN,13796,10800,15,11
15,3,WN,15304,14107,25,18
30,1,OO,10397,11292,2,-8
25,4,OO,13342,11292,-10,-9
10,3,DL,10397,12889,0,-12
5,5,AS,14747,13487,-2,-9
21,5,WN,14107,13204,1,-2
9,2,FL,12339,13204,-5,-13
30,1,WN,12889,11292,7,1
15,2,HA,14893,12173,-3,-5
22,4,AA,14492,13930,85,76
23,4,B6,10529,14027,-1,5
24,3,OO,11298,12892,-1,-12
10,2,WN,11259,14683,1,0
3,5,US,11298,14107,-7,-12
3,3,EV,13198,12266,-9,1
2,1,US,10721,11278,5,17
27,2,AA,13303,12892,0,-20
6,5,YV,13830,12173,0,15
1,1,WN,14747,12889,31,14
10,4,WN,12191,13851,-3,-9
20,6,FL,14635,11066,-8,12
2,5,AA,11298,13198,0,0
2,3,DL,10397,14107,-2,-19
8,1,OO,14869,14771,51,90
3,1,FL,10397,11697,1,3
9,7,US,11298,11057,93,85
2,1,VX,14771,12889,-3,-2
27,5,DL,10397,10140,-5,-14
13,1,US,12266,11057,-6,-5
14,5,EV,13244,11618,9,14
19,3,WN,14307,11697,0,-5
15,1,VX,14747,14771,155,140
13,5,B6,13204,12953,-5,-16
28,7,US,11057,13198,-2,-3
17,6,US,11057,14107,6,4
18,4,DL,10397,13871,19,-6
19,1,FL,10397,12451,106,95
9,1,HA,13830,12173,-9,-1
7,2,F9,11292,14869,-5,-8
1,4,WN,10821,10792,21,55
7,7,DL,13303,10397,-5,-19
13,1,DL,12451,10397,-3,-12
19,5,WN,13796,14679,26,19
1,1,AA,14843,13930,43,31
9,3,OO,10397,12266,-5,-16
2,5,HA,13830,14831,-6,10
19,1,UA,11292,13495,-7,-26
11,5,UA,12266,11292,-2,-10
6,6,US,13204,14100,21,8
4,7,UA,12266,14893,0,-24
29,3,9E,13232,13487,5,0
24,1,UA,10299,13930,-9,-11
25,4,WN,12892,14107,104,99
13,6,DL,13204,11193,-9,-19
29,2,WN,14908,12889,-2,-3
29,3,US,11057,10821,-2,-5
2,1,WN,15016,13342,12,8
29,6,WN,12892,14893,15,12
6,4,OO,12892,14893,21,37
13,6,WN,13232,10821,37,47
30,2,DL,11433,10397,-8,-22
11,2,UA,10721,12266,25,-1
2,4,WN,14893,14679,114,106
11,5,AS,14747,12892,-2,17
1,3,WN,12892,13198,-4,-19
8,6,DL,13487,14908,-2,-31
15,4,FL,10397,12451,-2,-9
29,6,AA,14679,11298,-4,2
12,1,AS,14057,10299,-6,-13
16,4,OO,11298,13930,-3,9
12,6,DL,12953,10397,-2,-23
5,3,US,14635,14100,-5,4
29,2,AA,11298,10423,5,-6
29,7,DL,10397,14747,-3,0
2,3,DL,11193,15304,-3,-5
2,7,DL,13930,13487,12,10
4,3,WN,12339,12191,1,-18
24,6,DL,10397,12889,10,22
23,2,DL,12478,13303,-8,-7
23,3,UA,12892,14771,59,56
24,3,AA,13204,13303,-1,-20
14,3,EV,12266,13244,-11,-25
29,2,US,11057,10821,-3,3
13,5,US,14107,14679,27,24
6,1,WN,11292,14679,17,5
26,4,WN,13232,10821,1,3
19,1,B6,14027,11618,-6,-20
11,3,WN,12889,14122,3,-3
19,5,WN,11259,12191,2,48
28,5,WN,12191,11259,2,-3
21,2,WN,14570,12889,13,1
19,5,YV,12264,13198,-4,82
8,3,DL,12478,10397,11,15
17,6,DL,12953,11697,-6,-6
11,2,AA,14908,13930,-7,-6
8,7,UA,13930,12953,22,18
14,2,DL,11433,12892,-1,-20
26,4,WN,13796,10800,0,-7
14,3,UA,14771,14057,3,-6
3,6,DL,11433,14122,1,-11
2,3,VX,13930,14771,-6,-6
1,2,AA,14683,11298,-7,-17
17,3,AA,14908,11298,56,36
6,4,WN,12892,13342,19,10
3,1,AA,15016,12892,2,-13
17,4,AA,11298,14100,14,-11
16,5,DL,12339,11433,-5,-8
12,7,US,12266,14100,-8,-32
23,2,UA,14057,11292,-3,-29
5,6,UA,12478,12892,-4,0
6,1,B6,14771,10721,-9,19
30,5,WN,12339,15304,-2,-10
15,2,VX,14771,12892,-8,-14
21,7,AA,13930,15016,-6,-15
24,3,US,11057,14122,-6,16
13,5,UA,14747,11292,79,83
24,6,DL,13487,12892,-6,-3
29,2,WN,14831,14057,-1,2
11,5,WN,13232,13871,24,18
14,7,DL,10721,10397,-5,10
24,6,WN,11292,14679,-3,3
3,2,AA,13830,12892,1,-2
11,6,AA,13930,11298,6,-22
27,6,US,11057,12478,3,12
8,1,US,14107,11057,12,-3
15,3,OO,13342,11292,-7,-18
19,7,MQ,13851,13930,97,111
7,7,US,11057,12892,-5,-2
19,5,WN,12892,10821,8,61
9,1,MQ,11433,12953,-7,0
3,3,B6,13204,12953,-5,1
22,1,YV,14307,12264,14,9
25,6,WN,15016,12889,73,63
30,1,VX,10721,12892,1,-17
15,3,DL,11433,13930,24,16
