Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
KIX,CDG,JL,AF,775,5207.0,1
ZRH,PUJ,SR,SR,585,4084.0,0
ZRH,MIA,AA,SR,645,4251.0,1
SIN,BNE,BA,QF,465,3332.0,0
KIX,HNL,AA,JL,410,3570.0,0
ZRH,JNB,SA,SR,615,4584.0,1
MAN,DXB,BA,EK,425,3072.0,0
SIN,BNE,BA,QF,460,3332.0,0
SIN,CHC,SQ,NZ,600,4559.0,0
ZRH,SIN,NZ,SQ,715,5575.0,0
ZRH,SIN,AN,SQ,715,5575.0,0
ZRH,DFW,SR,AA,670,4554.0,0
ZRH,MLE,SR,SR,560,4230.0,0
KIX,IST,JL,TK,805,4733.0,0
DFW,KIX,JL,AA,845,5807.0,1
SIN,AKL,NZ,SQ,580,4562.0,1
SIN,MEL,BA,QF,445,3282.0,0
ZRH,ORD,AA,SR,590,3861.0,0
BOG,MAD,AV,IB,585,4347.0,0
DFW,FRA,TG,LH,590,4469.0,1
SIN,MEL,AN,SQ,430,3282.0,1
SIN,FRA,AN,SQ,800,5566.0,1
SIN,AMS,AN,SQ,820,5690.0,0
DFW,FRA,SK,LH,590,4469.0,1
DFW,FRA,UA,LH,590,4469.0,0
KIX,ORD,AA,JL,700,5646.0,0
JNB,SID,DL,SA,540,3969.0,0
HNL,DFW,QF,AA,447,3290.0,1
ATL,CPT,DL,SA,885,7102.0,0
PVG,CDG,AF,MU,770,5012.0,1
JNB,SID,DL,SA,540,3969.0,0
JNB,AMS,NW,KL,655,4905.0,0
MUC,ORD,UA,LH,610,3936.0,0
JNB,VIE,SK,OS,635,4540.0,0
ATL,AMS,NW,KL,510,3833.0,1
JNB,ZRH,SA,SR,620,4584.0,0
JNB,SYD,SA,QF,705,5964.0,1
HNL,NRT,NH,UA,535,3314.0,0
HNL,YYZ,UA,AC,525,4045.0,1
HNL,KIX,CO,NW,590,3570.0,1
PVG,FRA,CA,LH,695,4795.0,1
HNL,NRT,AA,JL,530,3314.0,1
ATL,ZRH,AA,SR,520,4084.0,1
HNL,KIX,UA,NH,605,3570.0,1
HNL,EWR,NW,CO,555,4313.0,1
HNL,AKL,UA,NZ,550,3859.0,0
HNL,ORD,QF,AA,503,3690.0,1
REC,MIA,UA,RG,490,3360.0,0
HNL,SYD,AA,QF,645,4438.0,0
HNL,MSP,CO,NW,462,3456.0,0
JNB,FRA,UA,LH,625,4728.0,0
JNB,TLV,SA,LY,545,3544.0,0
ATL,FRA,UA,LH,525,4017.0,0
ATL,CPT,DL,SA,885,7102.0,1
JNB,CDG,DL,AF,655,4753.0,1
JNB,FRA,LH,SA,630,4728.0,1
HNL,MSP,CO,NW,457,3456.0,0
ATL,FRA,TG,LH,525,4017.0,0
MUC,IAD,LH,UA,590,3707.0,0
LIM,EWR,NW,CO,460,3206.0,1
ATL,ZRH,AA,SR,520,4084.0,1
HNL,NGO,UA,NH,555,3494.0,1
PVG,DTW,CA,NW,800,6203.0,1
PVG,SYD,QF,MU,610,4284.0,0
PHL,CDG,DL,AF,415,3247.0,1
PVG,FRA,LH,CA,690,4795.0,0
PUJ,GVA,SR,SR,525,3985.0,1
HNL,DTW,CA,NW,516,3887.0,1
MUC,YYZ,LH,AC,560,3598.0,1
HNL,DFW,QF,AA,440,3290.0,0
JNB,BKK,TG,SA,665,4880.0,0
BUD,JFK,DL,MA,585,3802.0,1
ATL,CDG,DL,AF,475,3828.0,0
HNL,NRT,AA,JL,530,3314.0,1
HNL,ORD,SN,AA,503,3690.0,0
HNL,NRT,UA,NH,535,3314.0,0
LIM,LAX,AA,LA,520,3656.0,1
HNL,SYD,AA,QF,640,4438.0,0
PVG,LAX,AA,MU,675,5634.0,1
JNB,VIE,SK,OS,635,4540.0,1
JNB,DXB,SA,EK,490,3485.0,1
MUC,MIA,LH,NG,650,4355.0,0
JNB,FRA,SA,LH,625,4728.0,0
ATL,FRA,TG,LH,525,4017.0,1
ATL,CDG,AF,DL,505,3828.0,0
MUC,EWR,UA,LH,570,3521.0,1
ATL,FRA,SK,LH,525,4017.0,0
DEL,AMS,NW,KL,525,3441.0,0
HNL,YYZ,NZ,AC,533,4045.0,0
JNB,ZRH,SR,SA,605,4584.0,1
JNB,BKK,TG,SA,665,4880.0,1
ATL,JNB,DL,SA,925,7365.0,0
MUC,BKK,LH,TG,620,4766.0,1
JNB,ZRH,SN,SR,620,4584.0,1
DEL,VIE,OS,NG,510,3002.0,0
DEL,AMS,NW,KL,525,3441.0,0
PVG,SFO,NW,CA,605,5346.0,0
ATL,FRA,UA,LH,525,4017.0,0
HNL,NRT,UA,NH,535,3314.0,1
HNL,NRT,UA,NH,535,3314.0,0
MUC,GRU,LH,RG,750,5353.0,1
JNB,PER,QF,SA,555,4493.0,0
ATL,CDG,AF,DL,490,3828.0,1
MUC,SFO,UA,LH,745,5111.0,1
PVG,DTW,KL,NW,800,6203.0,0
JNB,HKG,SA,CX,775,5787.0,1
HNL,GUM,NW,CS,455,3298.0,0
POP,ZRH,SR,SR,520,4125.0,0
HNL,AKL,UA,NZ,550,3859.0,0
JFK,AMS,TW,RJ,435,3173.0,1
JFK,ZRH,AA,SR,460,3422.0,0
JFK,FRA,TG,LH,435,3355.0,1
JFK,CDG,DL,AF,420,3166.0,0
ADL,KUL,KL,MH,435,3092.0,1
CDG,MIA,CO,AF,595,3996.0,1
RUN,ORY,IJ,IW,700,5090.0,0
CDG,MRU,MK,AF,680,5134.0,1
CDG,GRU,AF,JJ,695,5115.0,0
CDG,LAX,DL,AF,705,4930.0,1
CDG,MEX,AM,AF,735,4988.0,0
CDG,ORD,DL,AF,575,3611.0,1
CAN,LAX,DL,CZ,770,6274.0,1
NBO,ZRH,SN,SR,475,3312.0,1
ORD,KIX,AA,JL,820,5646.0,1
SCL,DFW,LA,AA,578,4288.0,1
KUL,AMS,NW,KL,785,5540.0,0
ORD,NRT,UA,NH,785,5441.0,0
TPE,LAX,CO,BR,680,5901.0,1
KUL,ADL,KL,MH,420,3092.0,0
ORD,ARN,LH,SK,495,3709.0,0
ORD,DUS,LH,UA,495,3672.0,1
LGW,MSP,KL,NW,545,3498.0,0
TPE,LAX,AA,BR,680,5901.0,0
OSL,EWR,UA,SK,505,3211.0,1
DXB,JNB,SA,EK,510,3485.0,1
TPE,AKL,BR,NZ,670,4833.0,1
SCL,MIA,AA,LA,510,3634.0,1
ORD,FRA,LH,UA,500,3774.0,1
TPE,SYD,BR,QF,560,3971.0,0
SCL,MIA,LA,AA,521,3634.0,1
ORD,IST,AA,TK,645,4755.0,0
TPE,SFO,AA,BR,650,5617.0,1
ORD,GRU,RG,UA,550,4584.0,1
TPE,SEA,AA,BR,620,5275.0,1
KUL,MEL,OS,NG,450,3434.0,1
LGW,EWR,VS,CO,480,3020.0,0
TPE,SFO,TG,UA,650,5617.0,0
KUL,ADL,KL,MH,420,3092.0,1
KUL,AMS,NW,KL,785,5540.0,1
KUL,AMS,KL,MH,840,5540.0,0
SCL,MIA,AA,LA,510,3634.0,1
LGW,EWR,CO,VS,460,3020.0,0
KUL,MEL,KL,MH,450,3434.0,1
DXB,JNB,SA,EK,510,3485.0,1
SCL,MEX,AM,LA,525,3591.0,0
KUL,MEL,KL,MH,450,3434.0,0
SCL,MEX,MX,AM,510,3591.0,1
ORD,FRA,UA,LH,495,3774.0,0
ORD,KIX,AA,JL,820,5646.0,0
KUL,MEL,KL,MH,450,3434.0,0
ORD,LHR,TG,UA,460,3434.0,0
LGW,MCO,CO,VS,565,3779.0,1
TPE,YVR,AC,BR,615,5186.0,0
ORD,WAW,AA,LO,550,4071.0,0
TPE,SFO,CO,BR,650,5617.0,0
TPE,SFO,AA,BR,650,5617.0,0
ORD,ARN,UA,SK,495,3709.0,0
KUL,AKL,KL,MH,630,4720.0,1
ORD,CPH,UA,SK,490,3712.0,0
ORD,MXP,NW,RD,515,3929.0,0
ORD,BRU,AA,SN,480,3615.0,1
TPE,BNE,QF,BR,525,3681.0,1
ORD,MUC,UA,LH,520,3936.0,1
TPE,SYD,BR,QF,560,3971.0,0
OSL,EWR,AC,SK,505,3211.0,1
ORD,AMS,NW,KL,470,3582.0,1
ORD,FRA,MX,LH,495,3774.0,0
ORD,NRT,NH,UA,790,5441.0,0
SCL,MEX,AM,LA,525,3591.0,1
ORD,AMS,TW,KU,480,3582.0,0
TPE,LAX,AA,BR,680,5901.0,0
KUL,SYD,KL,MH,475,3579.0,0
SCL,MAD,IB,LA,780,5817.0,1
ORD,HNL,SN,AA,569,3690.0,0
ORD,ZRH,AA,SR,495,3861.0,0
SCL,JFK,AA,LA,635,4488.0,0
CMB,ZRH,SR,UL,665,4341.0,0
KUL,VIE,OS,NG,740,5103.0,0
ORD,NRT,NH,UA,790,5441.0,1
FDF,ORY,IJ,IW,485,3717.0,0
ORD,ZRH,AA,SR,495,3861.0,1
ORD,NRT,TG,UA,790,5441.0,0
KUL,BNE,KL,MH,480,3491.0,1
TPE,AKL,NZ,BR,660,4833.0,0
TPE,SEA,CO,BR,615,5275.0,0
ORD,BRU,SN,AA,495,3615.0,0
TPE,SFO,CO,BR,650,5617.0,0
KUL,SYD,KL,MH,475,3579.0,0
DXB,MAN,BA,EK,485,3072.0,0
GUM,HNL,NW,CS,435,3298.0,0
ORD,DUB,AA,EI,445,3191.0,0
ORD,CPH,LH,SK,490,3712.0,0
ORD,ARN,AY,AA,510,3709.0,0
ORD,LHR,GF,AA,450,3434.0,1
ORD,NRT,AA,JL,785,5441.0,1
ORD,MXP,NW,RD,515,3929.0,1
TPE,AKL,BR,NZ,670,4833.0,0
FDF,ORY,IJ,IW,485,3717.0,1
KUL,ZRH,SR,MH,810,5421.0,1
LGW,MIA,CO,VS,585,3857.0,1
ORD,FRA,LH,UA,490,3774.0,1
CMB,ZRH,SR,UL,665,4341.0,0
ORD,NRT,JL,AA,785,5441.0,0
TPE,LAX,CO,BR,680,5901.0,1
ORD,WAW,AA,LO,550,4071.0,0
KUL,SYD,OS,NG,465,3579.0,0
LGW,DTW,KL,NW,520,3289.0,0
ORD,FRA,TG,LH,495,3774.0,0
ORD,MAD,AA,IB,485,3647.0,1
KUL,BEY,ME,MH,595,4144.0,1
KUL,VIE,OS,NG,740,5103.0,1
KUL,SYD,ME,MH,475,3579.0,1
ORD,HNL,QF,AA,569,3690.0,1
NGO,LAX,AA,JL,590,4906.0,1
LHR,LAX,CO,VS,685,4742.0,1
GRU,JFK,RG,UA,590,4170.0,1
LHR,ORD,GF,AA,500,3434.0,0
LHR,SIN,QF,BA,765,5894.0,1
GIG,MIA,RG,UA,515,3652.0,0
LHR,LAX,CO,VS,710,4742.0,1
MCO,KEF,SK,FI,430,3076.0,0
YYZ,NRT,NH,AC,860,5570.0,0
GIG,MAD,RG,PU,605,4431.0,1
LHR,JFK,CO,VS,460,3002.0,1
DAR,AMS,NW,KL,565,3997.0,0
GRU,FRA,RG,LH,705,5323.0,0
GRU,MIA,AA,JJ,481,3577.0,0
GRU,MIA,UA,RG,480,3577.0,0
GRU,ZRH,SN,SR,675,5226.0,1
YYZ,NRT,NH,AC,860,5570.0,1
GRU,MEX,MX,RG,570,4033.0,1
LHR,ORD,GF,AA,550,3434.0,1
LHR,YYZ,SK,AC,495,3091.0,1
LHR,EWR,SK,UA,475,3010.0,1
LHR,JFK,SK,UA,490,3002.0,0
LHR,BKK,BA,QF,675,5188.0,0
WAW,EWR,AA,LO,615,3717.0,0
BCN,JFK,AA,IB,510,3335.0,0
IST,MIA,AA,TK,800,5188.0,1
YYZ,MXP,AZ,CP,485,3580.0,0
IAH,GRU,NW,CO,590,4294.0,1
LHR,YYZ,SK,AC,475,3091.0,0
NGO,DTW,CO,NW,700,5688.0,0
GIG,EWR,NW,CO,600,4219.0,1
GRU,MCO,DL,TR,513,3740.0,1
DAR,AMS,NW,KL,565,3997.0,1
LHR,SIN,QF,BA,765,5894.0,1
LHR,GRU,SK,RG,700,5140.0,1
GRU,LAX,UA,RG,730,5382.0,1
GRU,LAX,NH,RG,720,5382.0,1
LHR,JFK,GF,AA,470,3002.0,1
LHR,JFK,GF,AA,470,3002.0,1
LHR,JFK,GF,AA,535,3002.0,0
LHR,SIN,AN,SQ,760,5894.0,0
GRU,IAH,NW,CO,585,4294.0,0
IAH,FRA,SK,LH,605,4550.0,1
IST,NRT,JL,TK,675,4855.0,1
GRU,CUN,MX,RG,495,3583.0,0
LHR,JFK,CO,VS,460,3002.0,0
GRU,EWR,NW,CO,575,4183.0,1
WAW,EWR,AA,LO,615,3717.0,1
LHR,YYZ,AY,BA,495,3091.0,1
YYZ,CPH,SK,AC,465,3399.0,0
WAW,JFK,AA,LO,590,3712.0,1
LHR,SIN,NZ,SQ,760,5894.0,0
NGO,LAX,AA,JL,590,4906.0,0
LHR,BKK,QF,BA,680,5188.0,0
YYZ,LHR,SK,AC,411,3091.0,1
YYZ,CPH,SQ,AC,465,3399.0,0
LHR,JFK,GF,AA,450,3002.0,1
GIG,MAD,JK,RG,590,4431.0,1
LHR,JFK,TW,KU,455,3002.0,0
JFK,AMS,NW,KL,425,3173.0,0
LIS,MPM,TM,TP,630,4569.0,0
FCO,MRU,PE,MK,610,4538.0,0
FCO,GMP,AZ,KE,660,4862.0,0
JFK,LHR,GF,AA,365,3002.0,0
JFK,MXP,NW,RD,460,3475.0,1
JFK,CDG,DL,AF,420,3166.0,0
JFK,LHR,CO,VS,400,3002.0,0
SEA,NRT,JL,AA,620,4136.0,1
JFK,IST,AA,TK,565,4349.0,0
FCO,YYZ,AZ,CP,590,3840.0,1
JFK,LHR,CO,VS,400,3002.0,1
JFK,LYS,AF,DL,465,3339.0,0
JFK,LHR,CO,VS,400,3002.0,0
DUB,LAX,AA,EI,675,4503.0,0
JFK,NRT,UA,NH,830,5852.0,1
JFK,ZRH,AA,SR,445,3422.0,0
JFK,HEL,AA,AY,475,3581.0,0
FCO,SCU,PE,CU,655,4546.0,1
JFK,MAD,TW,UX,425,3118.0,0
LYS,JFK,AF,DL,525,3339.0,0
SEA,CPH,UA,SK,570,4235.0,1
JFK,ZRH,AA,SR,460,3422.0,0
SEA,KIX,CO,NW,675,4373.0,1
SEA,TPE,CO,BR,775,5275.0,1
SEA,TPE,AA,BR,775,5275.0,0
JFK,JNB,DL,SA,865,6961.0,1
PPT,LAX,UA,NZ,525,3601.0,0
JFK,FCO,NW,RD,485,3723.0,1
FCO,JFK,NW,RD,565,3723.0,0
JFK,GRU,UA,RG,510,4170.0,0
JFK,GRU,RG,UA,525,4170.0,0
SVO,NRT,AZ,JL,560,4064.0,1
FCO,EWR,AZ,CO,575,3732.0,1
JFK,BUD,DL,MA,545,3802.0,1
JFK,MAD,AA,IB,430,3118.0,1
JFK,FRA,TG,LH,435,3355.0,0
SEA,CPH,AC,SK,570,4235.0,1
PPT,LAX,QF,TN,495,3601.0,1
FCO,EWR,AZ,CO,575,3732.0,0
JFK,NRT,CO,NW,845,5852.0,0
SEA,NRT,CO,NW,625,4136.0,0
JFK,NRT,AA,JL,840,5852.0,1
FCO,NRT,AZ,JL,720,5359.0,0
FCO,DTW,AZ,NW,615,4029.0,1
SEA,TPE,CO,BR,775,5275.0,1
JFK,GVA,AA,SR,445,3363.0,1
JFK,CDG,DL,AF,415,3166.0,1
JFK,NRT,AA,JL,840,5852.0,1
JFK,BCN,AA,IB,455,3335.0,1
JFK,FRA,UA,LH,435,3355.0,0
FCO,MIA,NW,RD,655,4511.0,0
FCO,YUL,AZ,CP,550,3572.0,1
JFK,ZRH,AA,SR,445,3422.0,0
JFK,FRA,UA,LH,435,3355.0,1
JFK,AMS,TW,RJ,435,3173.0,0
JFK,BRU,AA,SN,435,3191.0,0
SEA,NRT,NH,UA,620,4136.0,0
JFK,FRA,UA,LH,435,3355.0,1
CVG,CDG,DL,AF,460,3612.0,0
KEF,MCO,SK,FI,465,3076.0,1
SEA,GMP,AA,OZ,660,4518.0,1
FCO,DTW,KL,NW,615,4029.0,0
JFK,AMS,NW,KL,415,3173.0,0
JFK,VIE,UA,OS,510,3687.0,1
JFK,LHR,GF,AA,425,3002.0,0
JFK,NRT,NH,UA,835,5852.0,0
JFK,FRA,TW,KU,450,3355.0,1
JFK,BRU,AA,SN,440,3191.0,1
CVG,CDG,AF,DL,480,3612.0,1
JFK,SCL,AA,LA,645,4488.0,1
NOU,NRT,JL,AF,525,3809.0,0
SEA,CPH,LH,SK,570,4235.0,0
JFK,FRA,LH,SQ,455,3355.0,1
JFK,AMS,NW,KL,425,3173.0,1
FCO,YYZ,AZ,CP,595,3840.0,1
JFK,CDG,AF,DL,445,3166.0,1
JFK,FRA,UA,LH,435,3355.0,1
PPT,LAX,UA,NZ,525,3601.0,1
DUB,ORD,AA,EI,500,3191.0,1
JFK,LHR,SK,UA,410,3002.0,1
JFK,JED,UA,SV,675,5535.0,0
JFK,LHR,TG,UA,420,3002.0,0
JFK,NCE,AF,DL,460,3470.0,1
FCO,SEZ,RD,HM,495,3677.0,1
JFK,LHR,TW,KU,405,3002.0,0
SEA,AMS,KL,NW,585,4250.0,1
JFK,CMN,DL,AT,400,3141.0,1
NOU,LAX,SB,IW,700,5475.0,1
SYD,SGN,QF,VN,520,3720.0,0
SYD,LAX,AA,QF,810,6536.0,0
BNE,NRT,QF,JL,530,3901.0,0
FRA,PEK,CA,LH,550,4212.0,0
FRA,YYZ,AC,LH,515,3437.0,1
FRA,LAX,UA,LH,700,5046.0,0
MIA,GRU,AA,JJ,480,3577.0,1
FRA,JNB,SK,LH,615,4728.0,0
VIE,KTM,OS,NG,470,3368.0,1
FRA,LAX,NZ,LH,700,5046.0,1
FRA,ATL,UA,LH,615,4017.0,0
SJU,MAD,AA,IB,465,3449.0,0
FRA,NRT,LH,NH,670,5066.0,0
DTW,AMS,KL,NW,465,3432.0,1
EWR,WAW,AA,LO,495,3717.0,0
SFO,PEK,NW,CA,740,5133.0,0
MIA,FRA,UA,LH,525,4204.0,0
MIA,GRU,DL,TR,512,3577.0,1
AUH,CMN,AT,GF,530,3276.0,0
FRA,SFO,LH,UA,695,4955.0,0
SFO,FRA,LH,UA,660,4955.0,0
FRA,IAD,LH,UA,535,3549.0,0
SYD,BKK,BA,QF,540,4085.0,1
BNE,KUL,KL,MH,480,3491.0,0
MEL,BKK,LH,TG,550,3987.0,1
FRA,IAD,TG,LH,555,3549.0,0
FRA,MIA,UA,LH,610,4204.0,0
SFO,NRT,AA,JL,660,4445.0,0
FRA,YUL,LH,AC,500,3175.0,0
MEL,LAX,NZ,UA,850,6912.0,0
BNE,SIN,SQ,AN,450,3332.0,1
FRA,JNB,LH,SA,625,4728.0,1
SFO,LHR,SK,UA,605,4666.0,0
FRA,PVG,LH,CA,630,4795.0,1
SYD,BKK,BA,QF,540,4085.0,1
BNE,SIN,AN,SQ,450,3332.0,1
DTW,NRT,KL,NW,805,5550.0,1
VIE,KTM,OS,NG,470,3368.0,1
VIE,JNB,SK,OS,630,4540.0,0
SFO,NRT,NH,UA,655,4445.0,0
SYD,BKK,BA,QF,540,4085.0,0
VIE,BKK,OS,NG,605,4577.0,1
SYD,SIN,QF,BA,470,3422.0,1
DTW,FRA,UA,LH,490,3622.0,1
FRA,SIN,NZ,LH,735,5566.0,1
MIA,REC,UA,RG,460,3360.0,0
MEL,KUL,KL,MH,470,3434.0,0
FRA,IAD,UA,LH,530,3549.0,0
SYD,SFO,AN,UA,805,6477.0,1
NAN,LAX,UA,NZ,630,4816.0,0
MIA,LGW,CO,VS,475,3857.0,1
MEL,BKK,BA,QF,530,3987.0,0
MIA,GRU,DL,TR,515,3577.0,1
FRA,ATL,SK,LH,615,4017.0,1
DTW,HNL,CA,NW,585,3887.0,0
FRA,GRU,RG,LH,680,5323.0,1
VIE,BKK,OS,NG,580,4577.0,0
FRA,JFK,TG,LH,515,3355.0,0
DTW,FRA,KL,NW,485,3622.0,1
MEL,SIN,AN,SQ,445,3282.0,1
SFO,PEK,NW,CA,740,5133.0,1
EWR,FCO,AZ,CO,495,3732.0,1
EWR,OSL,UA,SK,440,3211.0,0
BNE,SIN,LH,SQ,450,3332.0,0
PRG,EWR,CO,OK,560,3561.0,1
MIA,MAD,IB,AA,521,3842.0,1
SYD,LAX,AN,UA,805,6536.0,0
MEL,KUL,OS,NG,465,3434.0,1
MSP,AMS,KL,NW,490,3619.0,0
EWR,LHR,CO,VS,400,3010.0,0
PEK,FRA,LH,CA,630,4212.0,1
NAN,LAX,AA,FJ,615,4816.0,0
FRA,JFK,LH,SQ,515,3355.0,1
TLV,BKK,TG,LY,640,3762.0,1
SFO,SYD,NZ,UA,865,6477.0,1
SFO,MUC,UA,LH,660,5111.0,0
SYD,SFO,NZ,UA,805,6477.0,0
BNE,SIN,SQ,AN,450,3332.0,0
MSP,NRT,KL,NW,760,5159.0,0
SFO,MXP,NW,RD,690,5167.0,0
MIA,LHR,GF,AA,450,3849.0,0
SYD,SIN,AN,SQ,460,3422.0,1
ANC,GMP,AA,OZ,540,3291.0,1
EWR,CDG,AF,CO,440,3174.0,1
SYD,BKK,QF,BA,560,4085.0,0
EWR,LHR,GF,AA,420,3010.0,1
FRA,JNB,UA,LH,615,4728.0,0
SYD,HNL,AA,QF,600,4438.0,1
FRA,IAD,UA,LH,555,3549.0,1
MEL,KUL,KL,MH,470,3434.0,0
BNE,TPE,QF,BR,510,3681.0,0
SFO,TPE,AA,BR,835,5617.0,0
FRA,SIN,LH,SQ,710,5566.0,0
EWR,MXP,AZ,CO,480,3483.0,0
SYD,HNL,AA,QF,600,4438.0,0
EWR,LGW,VS,CO,400,3020.0,0
FRA,JFK,TG,LH,515,3355.0,1
FRA,LAX,UA,LH,735,5046.0,1
FRA,BKK,TG,LH,615,4873.0,0
FRA,NRT,NH,LH,670,5066.0,0
FRA,ATL,TG,LH,615,4017.0,0
SFO,ZRH,AA,SR,660,5076.0,1
PEK,LAX,NW,CA,720,5423.0,1
MEL,KUL,KL,MH,470,3434.0,1
MIA,SCL,AA,LA,505,3634.0,1
MIA,SCL,LA,AA,512,3634.0,0
YVR,TPE,AC,BR,765,5186.0,1
FRA,JFK,UA,LH,510,3355.0,0
NAN,LAX,AA,FJ,615,4816.0,1
MIA,MUC,LH,NG,570,4355.0,0
FRA,BKK,LH,TG,610,4873.0,1
FRA,LAX,SK,LH,700,5046.0,0
MIA,GIG,RG,UA,450,3652.0,1
FRA,ORD,LH,UA,570,3774.0,0
MEL,BKK,BA,QF,530,3987.0,1
YYC,LHR,SK,AC,525,3795.0,0
FRA,JFK,UA,LH,510,3355.0,0
EWR,CPH,LH,SK,460,3362.0,0
FRA,JFK,UA,LH,515,3355.0,1
EWR,CPH,AC,SK,460,3362.0,1
MSP,HNL,CO,NW,517,3456.0,0
YYC,LHR,SK,AC,525,3795.0,0
EWR,ARN,AC,SK,475,3412.0,1
SYD,TPE,BR,QF,555,3971.0,0
MIA,SCL,AA,LA,505,3634.0,0
SFO,GMP,AA,OZ,755,4901.0,0
FRA,ORD,MX,LH,560,3774.0,1
CDG,CVG,DL,AF,555,3612.0,1
CDG,LAX,DL,AF,705,4930.0,0
CDG,MRU,AF,MK,700,5134.0,0
NBO,AMS,NW,KL,515,3632.0,1
APW,LAX,UA,NZ,585,4213.0,1
NBO,AMS,KL,KQ,535,3632.0,1
BOM,FRA,UA,LH,555,3558.0,0
ARN,ORD,UA,SK,540,3709.0,0
HKG,JNB,SA,CX,770,5787.0,0
CDG,ATL,AF,DL,580,3828.0,1
CDG,SEZ,AF,HM,575,4263.0,0
RUN,ORY,IJ,IW,700,5090.0,1
CDG,JFK,DL,AF,500,3166.0,0
BOM,AMS,NW,KL,570,3713.0,1
ARN,EWR,AC,SK,525,3412.0,1
CDG,IAH,AF,CO,645,4373.0,1
ARN,ORD,LH,SK,540,3709.0,1
ARN,BKK,SK,TG,600,4495.0,0
CDG,CVG,AF,DL,570,3612.0,0
CDG,ATL,AF,DL,590,3828.0,0
CDG,MRU,AF,MK,700,5134.0,1
CDG,SFO,DL,AF,715,4855.0,0
NBO,AMS,KL,KQ,535,3632.0,1
CDG,EWR,AF,CO,520,3174.0,1
CDG,MIA,CO,AF,595,3996.0,1
ARN,ORD,AY,AA,575,3709.0,0
CDG,EWR,CO,AF,500,3174.0,1
CDG,PHL,DL,AF,515,3247.0,1
CDG,JFK,DL,AF,480,3166.0,1
CDG,JNB,DL,AF,650,4753.0,0
HKG,ZRH,SR,CX,810,5019.0,1
ARN,EWR,LH,SK,525,3412.0,1
CDG,MEX,AF,AM,775,4988.0,0
CDG,KIX,JL,AF,720,5207.0,0
CDG,IAD,DL,AF,535,3361.0,1
NCE,JFK,AF,DL,555,3470.0,0
CDG,KIX,AF,JL,730,5207.0,0
BOM,AMS,KL,NW,605,3713.0,0
CDG,JFK,DL,AF,485,3166.0,1
CDG,JFK,AF,DL,520,3166.0,0
CDG,DTW,KL,NW,540,3452.0,1
CDG,MIA,CO,AF,595,3996.0,0
CDG,IAD,DL,AF,535,3361.0,1
CDG,ATL,DL,AF,575,3828.0,1
CDG,EWR,AF,CO,515,3174.0,1
ARN,EWR,UA,SK,525,3412.0,1
CDG,IAH,CO,AF,670,4373.0,0
LAS,NRT,CO,NW,730,4781.0,0
YVR,FRA,AC,LH,595,4363.0,0
SFO,AMS,NW,KL,620,4760.0,1
BNE,SIN,AN,SQ,450,3332.0,0
SFO,TPE,CO,BR,835,5617.0,0
EWR,CPH,UA,SK,460,3362.0,1
FRA,DTW,UA,LH,555,3622.0,0
DTW,NGO,KL,NW,810,5688.0,1
MEL,SIN,AN,SQ,445,3282.0,0
DTW,KIX,KL,NW,845,5746.0,1
DTW,KIX,CO,NW,845,5746.0,1
FRA,KIX,NH,LH,650,5014.0,1
MEL,SIN,SQ,AN,445,3282.0,1
EWR,NRT,NW,CO,860,5838.0,1
MIA,FRA,TG,LH,525,4204.0,1
EWR,HNL,NW,CO,640,4313.0,0
MEL,SIN,LH,SQ,445,3282.0,0
FRA,MIA,SK,LH,610,4204.0,1
NAN,LAX,QF,FJ,615,4816.0,1
EWR,CDG,CO,AF,420,3174.0,0
FRA,SFO,UA,LH,690,4955.0,1
MEL,SIN,BA,QF,440,3282.0,1
VIE,KUL,OS,NG,650,5103.0,0
FRA,JFK,TG,LH,515,3355.0,0
SYD,LAX,AA,QF,810,6536.0,1
NAN,LAX,QF,FJ,615,4816.0,1
FRA,IAD,LH,UA,535,3549.0,1
FRA,YUL,LH,AC,490,3175.0,0
FRA,YYC,LH,AC,590,4073.0,1
BNE,SIN,BA,QF,460,3332.0,1
SYD,SIN,SQ,AN,460,3422.0,0
SYD,TPE,BR,QF,555,3971.0,1
EWR,GRU,NW,CO,510,4183.0,0
MIA,GRU,RG,UA,490,3577.0,0
DTW,AMS,KL,NW,450,3432.0,0
MIA,ZRH,AA,SR,545,4251.0,0
SYD,LAX,AN,NZ,825,6536.0,0
MIA,FCO,NW,RD,580,4511.0,0
MIA,MXP,NW,RD,565,4288.0,0
MEL,SIN,BA,QF,440,3282.0,1
FRA,GRU,LH,RG,718,5323.0,1
SFO,PVG,NW,CA,815,5346.0,0
SYD,KUL,ME,MH,480,3579.0,1
YYC,LHR,SK,AC,525,3795.0,1
SYD,GMP,QF,OZ,630,4543.0,1
EWR,LIM,NW,CO,480,3206.0,1
SYD,JNB,SA,QF,840,5964.0,1
FRA,IAD,UA,LH,530,3549.0,1
FRA,DFW,TG,LH,665,4469.0,0
MEL,SIN,BA,QF,440,3282.0,0
EWR,OSL,AC,SK,440,3211.0,1
EWR,CPH,UA,SK,450,3362.0,0
DTW,LGW,KL,NW,460,3289.0,0
FRA,BOM,UA,LH,475,3558.0,0
FRA,EZE,OS,LH,825,6252.0,1
VIE,BKK,OS,NG,610,4577.0,0
