YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DISTANCE
2016,2,3,2,US,1969,N114UW,RDU,CLT,530,528,-2,57,55,130
2016,2,3,2,OO,6391,N789SK,EUG,DEN,530,528,-2,156,136,996
2016,2,3,2,WN,141,N703SW,ALB,MDW,530,528,-2,160,143,717
2016,2,5,4,AA,1287,N3JPAA,MSP,MIA,530,528,-2,225,238,1501
2016,2,5,4,DL,844,N922DL,SAV,ATL,530,528,-2,68,58,214
2016,2,5,4,DL,2511,N917DE,BNA,ATL,530,528,-2,72,58,214
2016,2,5,4,DL,1991,N902DA,MSP,ATL,530,528,-2,158,131,907
2016,2,5,4,B6,2001,N346JB,BUF,JFK,535,528,-7,88,87,301
2016,2,5,4,DL,1269,N953DL,ORF,ATL,535,528,-7,119,101,516
2016,2,6,5,DL,844,N978DL,SAV,ATL,530,528,-2,68,62,214
2016,2,7,6,OO,6391,N715SK,EUG,DEN,530,528,-2,156,160,996
2016,2,7,6,WN,4096,N8637A,MHT,BWI,530,528,-2,120,85,377
2016,2,7,6,EV,4208,N11551,SHV,IAH,530,528,-2,60,60,192
2016,2,7,6,DL,1121,N909DA,PBI,ATL,535,528,-7,109,102,545
2016,2,8,7,DL,1991,N695DL,MSP,ATL,530,528,-2,155,131,907
2016,2,8,7,OO,5259,N773SK,SAT,IAH,535,528,-7,60,51,191
2016,2,10,2,UA,1487,N69829,PHL,IAH,519,528,9,234,210,1325
2016,2,10,2,UA,812,N485UA,SEA,DEN,530,528,-2,157,152,1024
2016,2,10,2,UA,572,N846UA,AUS,IAH,535,528,-7,56,45,140
2016,2,11,3,OO,6381,N765SK,DSM,IAH,530,528,-2,162,148,802
2016,2,11,3,UA,572,N853UA,AUS,IAH,535,528,-7,56,55,140
2016,2,12,4,EV,5007,N922EV,AGS,ATL,530,528,-2,57,63,143
2016,2,13,5,DL,2520,N3771K,JAX,ATL,530,528,-2,70,59,270
2016,2,13,5,EV,5362,N848AS,SHV,ATL,530,528,-2,98,90,551
2016,2,14,6,WN,4096,N8611F,MHT,BWI,530,528,-2,120,85,377
2016,2,14,6,OO,5509,N116SY,DFW,SFO,530,528,-2,249,223,1464
2016,2,14,6,OO,4461,N617QX,GRB,ATL,535,528,-7,145,143,774
2016,2,15,7,DL,1418,N532US,MCO,ATL,520,528,8,86,85,404
2016,2,15,7,EV,4354,N14171,MKE,IAH,540,528,-12,182,168,984
2016,2,16,1,DL,1991,N379DA,MSP,ATL,530,528,-2,158,141,907
2016,2,16,1,EV,4944,N861AS,AGS,ATL,530,528,-2,57,61,143
2016,2,16,1,OO,5435,N507CA,PSC,SFO,530,528,-2,126,113,620
2016,2,17,2,OO,6391,N961SW,EUG,DEN,530,528,-2,163,153,996
2016,2,17,2,OO,5509,N114SY,DFW,SFO,530,528,-2,249,221,1464
2016,2,17,2,B6,2001,N296JB,BUF,JFK,535,528,-7,88,73,301
2016,2,18,3,DL,1780,N989DL,BNA,ATL,525,528,3,70,110,214
2016,2,18,3,OO,5249,N764SK,DSM,IAH,525,528,3,160,159,802
2016,2,18,3,AA,1433,N496AA,SAT,DFW,535,528,-7,66,64,247
2016,2,18,3,WN,23,N632SW,MDW,DCA,535,528,-7,110,110,601
2016,2,19,4,UA,1497,N78506,SEA,SFO,520,528,8,130,127,679
2016,2,19,4,DL,2603,N931DL,ORF,ATL,530,528,-2,115,100,516
2016,2,19,4,EV,5518,N676CA,BTR,ATL,530,528,-2,86,75,448
2016,2,19,4,UA,231,N455UA,AUS,IAH,530,528,-2,56,46,140
2016,2,19,4,UA,707,N808UA,ORD,DEN,536,528,-8,169,154,888
2016,2,20,5,DL,2023,N304DQ,CHS,ATL,530,528,-2,73,63,259
2016,2,20,5,EV,5518,N166PQ,BTR,ATL,530,528,-2,86,81,448
2016,2,20,5,OO,4461,N617QX,GRB,ATL,535,528,-7,147,128,774
2016,2,21,6,US,2062,N270AY,MCO,CLT,520,528,8,95,92,468
2016,2,21,6,US,2091,N103US,RDU,CLT,530,528,-2,57,61,130
2016,2,21,6,EV,4557,N17146,CRP,IAH,535,528,-7,62,57,201
2016,2,21,6,UA,696,N805UA,SAT,IAH,535,528,-7,59,45,191
2016,2,22,7,UA,606,N435UA,MSY,IAH,515,528,13,77,71,305
2016,2,22,7,DL,1221,N356NW,MSO,MSP,530,528,-2,165,160,1013
2016,2,22,7,OO,4461,N617QX,GRB,ATL,535,528,-7,147,136,774
2016,2,22,7,OO,6285,N594SW,MFR,DEN,540,528,-12,160,173,964
2016,2,23,1,DL,667,N910DE,BHM,ATL,530,528,-2,58,52,134
2016,2,23,1,DL,2520,N556NW,JAX,ATL,530,528,-2,70,68,270
2016,2,23,1,OO,6459,N746SK,DAY,ORD,530,528,-2,80,66,240
2016,2,23,1,OO,5467,N937SW,ONT,SFO,535,528,-7,88,90,363
2016,2,24,2,UA,334,N819UA,SEA,DEN,537,528,-9,158,152,1024
2016,2,25,3,DL,1991,N390DA,MSP,ATL,530,528,-2,158,146,907
2016,2,25,3,DL,667,N929DL,BHM,ATL,530,528,-2,58,53,134
2016,2,25,3,US,1901,N117UW,RDU,CLT,530,528,-2,57,68,130
2016,2,25,3,OO,5435,N495CA,PSC,SFO,530,528,-2,126,103,620
2016,2,25,3,US,1904,N809AW,DCA,CLT,535,528,-7,87,85,331
2016,2,26,4,EV,4651,N17138,IAD,IAH,527,528,1,225,263,1190
2016,2,26,4,B6,2001,N556JB,BUF,JFK,535,528,-7,88,104,301
2016,2,26,4,OO,5467,N930EV,ONT,SFO,535,528,-7,88,88,363
2016,2,27,5,OO,5249,N792SK,DSM,IAH,525,528,3,160,169,802
2016,2,27,5,DL,2007,N924AT,SAV,ATL,530,528,-2,66,57,214
2016,2,27,5,DL,2023,N303DQ,CHS,ATL,530,528,-2,73,62,259
2016,2,27,5,WN,141,N769SW,ALB,MDW,530,528,-2,160,143,717
2016,2,28,6,DL,1991,N829DN,MSP,ATL,530,528,-2,155,132,907
2016,2,28,6,OO,5460,N569SW,RDD,SFO,530,528,-2,86,83,199
2016,3,1,7,DL,2007,N920AT,SAV,ATL,530,528,-2,66,62,214
2016,3,2,1,EV,4671,N21130,HRL,IAH,521,528,7,74,66,295
2016,3,2,1,OO,7423,N461SW,BRD,MSP,528,528,0,47,58,114
2016,3,2,1,UA,231,N461UA,AUS,IAH,530,528,-2,56,47,140
2016,3,3,2,B6,1434,N203JB,SJU,MCO,530,528,-2,190,174,1189
2016,3,3,2,DL,1129,N956AT,HSV,ATL,530,528,-2,53,50,151
2016,3,3,2,DL,667,N918DL,BHM,ATL,535,528,-7,55,51,134
2016,3,4,3,OO,7423,N459SW,BRD,MSP,528,528,0,47,67,114
2016,3,4,3,EV,6022,N13965,BNA,ORD,535,528,-7,108,96,409
2016,3,5,4,OO,5580,N912SW,FSD,ORD,505,528,23,103,107,462
2016,3,5,4,AA,1287,N3KCAA,MSP,MIA,530,528,-2,225,224,1501
2016,3,5,4,EV,4944,N878AS,AGS,ATL,530,528,-2,57,47,143
2016,3,5,4,EV,5518,N147PQ,BTR,ATL,530,528,-2,86,78,448
2016,3,6,5,DL,1091,N943DN,JAX,ATL,525,528,3,69,56,270
2016,3,6,5,EV,4209,N11192,BTR,IAH,525,528,3,72,67,253
2016,3,6,5,OO,7423,N454SW,BRD,MSP,528,528,0,47,40,114
2016,3,6,5,DL,2007,N961AT,SAV,ATL,530,528,-2,67,59,214
2016,3,6,5,DL,1231,N302DQ,CHS,ATL,530,528,-2,73,61,259
2016,3,6,5,EV,4944,N686BR,AGS,ATL,530,528,-2,57,45,143
2016,3,6,5,NK,409,N534NK,ORD,FLL,530,528,-2,181,184,1182
2016,3,6,5,EV,4557,N12996,CRP,IAH,535,528,-7,60,58,201
2016,3,7,6,OO,5429,N967SW,PAH,ORD,529,528,-1,95,100,342
2016,3,7,6,DL,1231,N305DQ,CHS,ATL,530,528,-2,71,71,259
2016,3,8,7,DL,2393,N936DL,BNA,ATL,530,528,-2,61,64,214
2016,3,8,7,MQ,3379,N813MQ,LEX,ORD,535,528,-7,96,72,323
2016,3,9,1,DL,1129,N974AT,HSV,ATL,530,528,-2,53,46,151
2016,3,9,1,DL,652,N913DE,AGS,ATL,530,528,-2,57,59,143
2016,3,9,1,US,1901,N125UW,RDU,CLT,530,528,-2,57,46,130
2016,3,9,1,WN,2764,N458WN,BUF,TPA,530,528,-2,170,164,1053
2016,3,9,1,WN,3267,N955WN,STL,MCO,530,528,-2,140,135,882
2016,3,9,1,DL,667,N930DL,BHM,ATL,535,528,-7,55,43,134
2016,3,9,1,OO,5467,N903SW,ONT,SFO,535,528,-7,88,85,363
2016,3,9,1,B6,2001,N179JB,BUF,JFK,536,528,-8,84,73,301
2016,3,10,2,EV,3958,N13903,PIA,ORD,500,528,28,59,54,130
2016,3,10,2,OO,7423,N454SW,BRD,MSP,528,528,0,47,53,114
2016,3,10,2,DL,2377,N950DN,ORF,ATL,530,528,-2,114,101,516
2016,3,10,2,US,1904,N818AW,DCA,CLT,535,528,-7,87,80,331
2016,3,10,2,EV,5275,N852AS,DHN,ATL,535,528,-7,57,39,170
2016,3,10,2,B6,2001,N192JB,BUF,JFK,536,528,-8,84,84,301
2016,1,1,4,UA,1607,N36476,SEA,DEN,530,529,-1,157,157,1024
2016,1,1,4,B6,1012,N375JB,ORD,BOS,540,529,-11,136,114,867
2016,1,2,5,UA,1607,N68807,SEA,DEN,530,529,-1,157,158,1024
2016,1,2,5,EV,4434,N13914,DSM,IAH,530,529,-1,162,180,802
2016,1,2,5,UA,707,N529UA,ORD,DEN,533,529,-4,165,156,888
2016,1,3,6,OO,5484,N466SW,BOI,SFO,525,529,4,112,110,522
2016,1,3,6,NK,409,N508NK,ORD,FLL,530,529,-1,188,207,1182
2016,1,3,6,EV,4557,N16149,CRP,IAH,535,529,-6,61,51,201
2016,1,4,7,US,1984,N188US,RDU,CLT,530,529,-1,61,63,130
2016,1,4,7,OO,6526,N909SW,LAS,SFO,530,529,-1,95,91,414
2016,1,4,7,EV,4557,N21144,CRP,IAH,535,529,-6,61,50,201
2016,1,4,7,EV,5257,N916EV,DHN,ATL,535,529,-6,55,69,170
2016,1,4,7,OO,6512,N932SW,FAT,LAX,535,529,-6,75,71,209
2016,1,5,1,UA,1607,N69835,SEA,DEN,530,529,-1,157,139,1024
2016,1,5,1,DL,844,N991AT,SAV,ATL,530,529,-1,68,59,214
2016,1,5,1,EV,5210,N686BR,BTR,ATL,530,529,-1,88,86,448
2016,1,6,2,UA,572,N841UA,AUS,IAH,535,529,-6,56,40,140
2016,1,7,3,B6,2001,N346JB,BUF,JFK,535,529,-6,88,83,301
2016,1,8,4,OO,5167,N774SK,SAT,IAH,535,529,-6,60,60,191
2016,1,8,4,EV,4557,N14174,CRP,IAH,536,529,-7,62,61,201
2016,1,9,5,UA,244,N434UA,SEA,DEN,530,529,-1,157,172,1024
2016,1,9,5,WN,141,N7748A,ALB,MDW,530,529,-1,160,165,717
2016,1,9,5,DL,1269,N974DL,ORF,ATL,535,529,-6,119,99,516
2016,1,10,6,UA,1201,N69826,PHL,IAH,520,529,9,234,225,1325
2016,1,10,6,UA,1545,N54711,AUS,IAH,535,529,-6,57,49,140
2016,1,11,7,UA,1500,N71411,PHL,IAH,517,529,12,234,249,1325
2016,1,11,7,US,1909,N716UW,BOS,PHL,530,529,-1,88,80,280
2016,1,11,7,AA,328,N3BSAA,DEN,DFW,530,529,-1,117,119,641
2016,1,11,7,DL,2511,N342NW,BNA,ATL,530,529,-1,72,54,214
2016,1,11,7,EV,5534,N181PQ,BTR,ATL,530,529,-1,86,80,448
2016,1,12,1,US,1901,N631AW,RDU,CLT,530,529,-1,57,70,130
2016,1,12,1,DL,844,N959AT,SAV,ATL,530,529,-1,68,60,214
2016,1,12,1,DL,1991,N945DN,MSP,ATL,530,529,-1,160,172,907
2016,1,12,1,EV,5007,N871AS,AGS,ATL,530,529,-1,57,60,143
2016,1,12,1,OO,5249,N779SK,DSM,IAH,530,529,-1,162,181,802
2016,1,12,1,US,1904,N831AW,DCA,CLT,535,529,-6,87,88,331
2016,1,13,2,WN,141,N7720F,ALB,MDW,530,529,-1,160,134,717
2016,1,13,2,NK,409,N517NK,ORD,FLL,530,529,-1,188,199,1182
2016,1,13,2,OO,6381,N767SK,SAT,IAH,535,529,-6,60,53,191
2016,1,14,3,F9,1279,N948FR,PHL,MCO,530,529,-1,160,166,861
2016,1,14,3,B6,2001,N309JB,BUF,JFK,535,529,-6,88,84,301
2016,1,14,3,DL,2427,N896AT,ATW,ATL,535,529,-6,147,159,765
2016,1,16,5,DL,2222,N956DL,TLH,ATL,530,529,-1,68,60,223
2016,1,16,5,EV,4208,N27190,SHV,IAH,530,529,-1,60,63,192
2016,1,16,5,EV,5007,N843AS,AGS,ATL,530,529,-1,57,43,143
2016,1,16,5,US,1904,N766US,DCA,CLT,535,529,-6,87,89,331
2016,1,16,5,UA,572,N458UA,AUS,IAH,535,529,-6,56,40,140
2016,1,16,5,EV,4389,N12145,MEM,ORD,540,529,-11,118,129,491
2016,1,17,6,DL,1991,N391DA,MSP,ATL,530,529,-1,155,136,907
2016,1,17,6,OO,5249,N716SK,DSM,IAH,530,529,-1,162,131,802
2016,1,18,7,OO,5259,N745SK,SAT,IAH,535,529,-6,60,50,191
2016,1,19,1,US,1901,N125UW,RDU,CLT,530,529,-1,57,47,130
2016,1,20,2,EV,4209,N17115,BTR,IAH,528,529,1,72,71,253
2016,1,20,2,OO,6285,N986SW,MFR,DEN,540,529,-11,160,153,964
2016,1,21,3,AA,1287,N3JGAA,MSP,MIA,530,529,-1,225,238,1501
2016,1,21,3,DL,2511,N988DL,BNA,ATL,530,529,-1,72,53,214
2016,1,21,3,F9,1279,N922FR,PHL,MCO,530,529,-1,160,167,861
2016,1,21,3,OO,6292,N795SK,SLC,DEN,540,529,-11,94,99,391
2016,1,22,4,OO,5249,N772SK,DSM,IAH,530,529,-1,162,157,802
2016,1,22,4,OO,5167,N715SK,SAT,IAH,535,529,-6,60,59,191
2016,1,23,5,AA,1287,N3HKAA,MSP,MIA,530,529,-1,225,221,1501
2016,1,23,5,DL,1121,N961DL,PBI,ATL,535,529,-6,110,106,545
2016,1,23,5,UA,572,N814UA,AUS,IAH,535,529,-6,56,50,140
2016,1,24,6,US,897,N955UW,BOS,PHL,530,529,-1,89,122,280
2016,1,24,6,US,2091,N104UW,RDU,CLT,530,529,-1,57,58,130
2016,1,24,6,AA,1287,N3GMAA,MSP,MIA,530,529,-1,225,230,1501
2016,1,25,7,UA,1012,N63820,ORD,IAH,515,529,14,175,150,925
2016,1,25,7,AA,328,N3LFAA,DEN,DFW,530,529,-1,117,108,641
2016,1,25,7,AA,1287,N3KRAA,MSP,MIA,530,529,-1,225,231,1501
2016,1,25,7,F9,1279,N925FR,PHL,MCO,530,529,-1,160,145,861
2016,1,25,7,OO,5259,N770SK,SAT,IAH,535,529,-6,60,49,191
2016,1,26,1,EV,5534,N538CA,BTR,ATL,530,529,-1,86,89,448
2016,1,26,1,UA,572,N843UA,AUS,IAH,535,529,-6,56,42,140
2016,1,27,2,DL,1991,N3743H,MSP,ATL,530,529,-1,160,128,907
2016,1,27,2,DL,1245,N337NB,MSO,MSP,540,529,-11,169,153,1013
2016,1,29,4,OO,5393,N917SW,MKE,ORD,510,529,19,49,51,67
2016,1,29,4,EV,5534,N181PQ,BTR,ATL,530,529,-1,86,79,448
2016,1,29,4,AA,1433,N599AA,SAT,DFW,534,529,-5,66,69,247
2016,1,30,5,AA,1287,N3FWAA,MSP,MIA,530,529,-1,225,202,1501
2016,1,30,5,DL,2511,N900DE,BNA,ATL,530,529,-1,72,62,214
2016,1,30,5,DL,1906,N920AT,HSV,ATL,530,529,-1,65,46,151
2016,1,30,5,EV,4208,N17524,SHV,IAH,530,529,-1,60,62,192
2016,1,30,5,DL,1121,N993DL,PBI,ATL,535,529,-6,110,108,545
2016,1,30,5,EV,4557,N11526,CRP,IAH,536,529,-7,62,56,201
2016,1,31,6,AA,328,N3KCAA,DEN,DFW,530,529,-1,117,119,641
2016,1,31,6,DL,2222,N996DL,TLH,ATL,530,529,-1,68,59,223
2016,1,31,6,F9,1279,N908FR,PHL,MCO,530,529,-1,160,141,861
2016,2,2,1,AA,328,N3LBAA,DEN,DFW,530,529,-1,117,101,641
2016,2,2,1,UA,1295,N38417,SEA,DEN,530,529,-1,158,144,1024
2016,2,2,1,US,1901,N124US,RDU,CLT,530,529,-1,57,54,130
2016,2,2,1,MQ,3379,N843MQ,LEX,ORD,530,529,-1,98,102,323
2016,2,2,1,OO,7423,N418SW,BRD,MSP,530,529,-1,49,56,114
2016,2,3,2,US,1801,N724UW,IAH,CLT,515,529,14,139,125,912
2016,2,3,2,DL,1991,N811DZ,MSP,ATL,530,529,-1,158,135,907
2016,2,4,3,DL,1906,N964DL,HSV,ATL,530,529,-1,65,72,151
2016,2,4,3,OO,5249,N744SK,DSM,IAH,530,529,-1,162,169,802
2016,2,4,3,EV,4557,N21154,CRP,IAH,536,529,-7,62,65,201
2016,2,5,4,OO,5393,N945SW,MKE,ORD,510,529,19,49,48,67
2016,2,6,5,EV,4287,N16149,IAD,IAH,527,529,2,225,203,1190
2016,2,6,5,UA,1545,N17233,DFW,IAH,530,529,-1,68,75,224
2016,2,6,5,UA,572,N852UA,AUS,IAH,535,529,-6,56,51,140
2016,2,7,6,EV,4287,N17108,IAD,IAH,527,529,2,225,193,1190
2016,2,8,7,B6,2001,N373JB,BUF,JFK,535,529,-6,88,88,301
2016,2,9,1,AA,328,N3JXAA,DEN,DFW,530,529,-1,117,110,641
2016,2,9,1,DL,1598,N675DL,JAX,ATL,530,529,-1,68,60,270
2016,2,9,1,DL,1906,N960DL,HSV,ATL,530,529,-1,65,63,151
2016,2,9,1,DL,1991,N915DN,MSP,ATL,530,529,-1,158,134,907
2016,2,9,1,UA,572,N850UA,AUS,IAH,535,529,-6,56,51,140
2016,2,10,2,DL,2288,N946DL,BHM,ATL,525,529,4,60,51,134
2016,2,10,2,DL,1991,N923DN,MSP,ATL,530,529,-1,158,148,907
2016,2,10,2,UA,1012,N24202,DFW,IAH,530,529,-1,68,62,224
2016,2,10,2,US,1969,N108UW,RDU,CLT,530,529,-1,57,55,130
2016,2,10,2,EV,5534,N146PQ,BTR,ATL,530,529,-1,86,106,448
2016,2,11,3,DL,2222,N920AT,TLH,ATL,530,529,-1,68,62,223
2016,2,11,3,WN,141,N767SW,ALB,MDW,530,529,-1,160,135,717
2016,2,11,3,DL,1121,N542US,PBI,ATL,535,529,-6,110,101,545
2016,2,11,3,US,1904,N837AW,DCA,CLT,535,529,-6,87,80,331
2016,2,11,3,WN,23,N791SW,MDW,DCA,535,529,-6,110,97,601
2016,2,11,3,DL,1069,N949DL,OMA,ATL,540,529,-11,144,122,821
2016,2,12,4,DL,1269,N937DL,ORF,ATL,535,529,-6,119,120,516
2016,2,13,5,EV,4651,N26141,IAD,IAH,527,529,2,225,225,1190
2016,2,13,5,OO,5435,N982SW,PSC,SFO,530,529,-1,126,125,620
2016,2,13,5,UA,1012,N37255,DFW,IAH,530,529,-1,70,58,224
2016,2,13,5,AA,1433,N555AA,SAT,DFW,535,529,-6,66,53,247
2016,2,13,5,OO,6285,N915SW,MFR,DEN,540,529,-11,160,149,964
2016,2,13,5,OO,7368,N685BR,ESC,DTW,540,529,-11,81,77,306
2016,2,14,6,NK,409,N504NK,ORD,FLL,530,529,-1,181,168,1182
2016,2,14,6,US,2091,N127UW,RDU,CLT,530,529,-1,57,44,130
2016,2,14,6,B6,2001,N355JB,BUF,JFK,535,529,-6,88,93,301
2016,2,15,7,DL,1991,N372DA,MSP,ATL,530,529,-1,158,123,907
2016,2,15,7,UA,1114,N26215,LAS,IAH,530,529,-1,177,185,1222
2016,2,15,7,OO,4461,N617QX,GRB,ATL,535,529,-6,147,127,774
2016,2,16,1,DL,667,N924DL,BHM,ATL,530,529,-1,58,50,134
2016,2,16,1,DL,2007,N925AT,SAV,ATL,530,529,-1,66,63,214
2016,2,16,1,EV,4568,N26549,LFT,IAH,530,529,-1,67,65,201
2016,2,16,1,WN,141,N460WN,ALB,MDW,530,529,-1,160,145,717
2016,2,16,1,B6,2001,N298JB,BUF,JFK,535,529,-6,88,76,301
2016,2,17,2,DL,667,N908DL,BHM,ATL,530,529,-1,58,46,134
2016,2,17,2,NK,409,N503NK,ORD,FLL,530,529,-1,181,189,1182
2016,2,18,3,US,1990,N724UW,ORF,CLT,515,529,14,76,79,290
2016,2,18,3,B6,2228,N265JB,MCO,EWR,530,529,-1,150,137,937
2016,2,18,3,US,1904,N836AW,DCA,CLT,535,529,-6,87,85,331
2016,2,19,4,US,1901,N122US,RDU,CLT,530,529,-1,57,49,130
2016,2,19,4,WN,141,N477WN,ALB,MDW,530,529,-1,160,136,717
2016,2,19,4,EV,4885,N754EV,BGR,LGA,530,529,-1,109,124,378
2016,2,19,4,AA,1433,N496AA,SAT,DFW,535,529,-6,66,65,247
2016,2,19,4,US,1904,N750UW,DCA,CLT,535,529,-6,87,84,331
2016,2,19,4,UA,1215,N67827,PDX,DEN,535,529,-6,155,128,991
2016,2,20,5,WN,141,N7735A,ALB,MDW,530,529,-1,160,123,717
2016,2,20,5,EV,4885,N712EV,BGR,LGA,530,529,-1,109,85,378
2016,2,20,5,UA,1012,N77296,DFW,IAH,530,529,-1,70,64,224
2016,2,20,5,UA,231,N495UA,AUS,IAH,530,529,-1,56,45,140
2016,2,20,5,OO,5467,N943SW,ONT,SFO,535,529,-6,88,83,363
2016,2,21,6,DL,1991,N832DN,MSP,ATL,530,529,-1,155,149,907
2016,2,21,6,DL,1115,N357NW,ORD,DTW,530,529,-1,85,66,235
2016,2,21,6,EV,4568,N16919,LFT,IAH,530,529,-1,67,65,201
2016,2,21,6,OO,6391,N952SW,EUG,DEN,530,529,-1,163,148,996
2016,2,21,6,OO,2631,N693BR,ICT,ORD,533,529,-4,117,120,588
2016,2,21,6,DL,2153,N975AT,ATW,ATL,535,529,-6,143,152,765
2016,2,22,7,EV,5518,N916EV,BTR,ATL,530,529,-1,86,79,448
2016,2,22,7,MQ,3379,N830MQ,LEX,ORD,530,529,-1,98,77,323
2016,2,23,1,OO,5237,N758SK,MKE,IAH,509,529,20,176,173,984
2016,2,23,1,NK,409,N509NK,ORD,FLL,530,529,-1,181,160,1182
2016,2,23,1,B6,2001,N348JB,BUF,JFK,535,529,-6,88,77,301
2016,2,24,2,OO,5509,N114SY,DFW,SFO,530,529,-1,249,233,1464
2016,2,24,2,AA,1433,N202AA,SAT,DFW,535,529,-6,66,73,247
2016,2,24,2,OO,5482,N713SK,SBA,DEN,540,529,-11,152,145,916
2016,2,25,3,UA,707,N841UA,ORD,DEN,536,529,-7,169,153,888
2016,2,26,4,DL,2007,N998AT,SAV,ATL,530,529,-1,66,57,214
2016,2,26,4,EV,5275,N861AS,DHN,ATL,535,529,-6,55,49,170
2016,2,26,4,UA,334,N494UA,SEA,DEN,537,529,-8,158,161,1024
2016,2,27,5,DL,1991,N3762Y,MSP,ATL,530,529,-1,158,171,907
2016,2,27,5,US,1901,N114UW,RDU,CLT,530,529,-1,57,67,130
2016,2,27,5,DL,2153,N985AT,ATW,ATL,535,529,-6,146,123,765
2016,2,27,5,EV,5128,N881AS,MGM,ATL,540,529,-11,52,72,147
2016,2,28,6,DL,667,N912DE,BHM,ATL,530,529,-1,56,49,134
2016,2,28,6,DL,1115,N326US,ORD,DTW,530,529,-1,85,84,235
2016,2,28,6,OO,4997,N788SK,SBN,ORD,530,529,-1,59,40,84
2016,2,28,6,OO,6391,N958SW,EUG,DEN,530,529,-1,163,174,996
2016,2,28,6,OO,5467,N903SW,ONT,SFO,530,529,-1,88,98,363
2016,2,28,6,B6,2001,N353JB,BUF,JFK,535,529,-6,88,76,301
2016,2,28,6,EV,4557,N14204,CRP,IAH,535,529,-6,62,50,201
2016,3,1,7,US,1703,N714US,BOS,PHL,530,529,-1,88,82,280
2016,3,1,7,UA,848,N514UA,LAS,SFO,535,529,-6,101,85,414
2016,3,2,1,MQ,3659,N616MQ,SGF,DFW,525,529,4,92,110,364
2016,3,2,1,DL,2377,N963DN,ORF,ATL,530,529,-1,114,100,516
2016,3,2,1,EV,5518,N166PQ,BTR,ATL,530,529,-1,86,88,448
2016,3,2,1,MQ,3379,N818MQ,LEX,ORD,530,529,-1,98,93,323
2016,3,2,1,OO,6459,N712SK,DAY,ORD,530,529,-1,80,94,240
2016,3,2,1,OO,5467,N929SW,ONT,SFO,535,529,-6,88,83,363
2016,3,3,2,B6,1554,N763JB,SJU,FLL,529,529,0,170,165,1046
2016,3,3,2,EV,5518,N146PQ,BTR,ATL,530,529,-1,86,77,448
2016,3,4,3,OO,5467,N903SW,ONT,SFO,535,529,-6,88,80,363
2016,3,5,4,DL,1316,N905DA,BOI,MSP,530,529,-1,163,166,1142
2016,3,5,4,US,1901,N123UW,RDU,CLT,530,529,-1,57,55,130
2016,3,5,4,WN,23,N222WN,MDW,DCA,535,529,-6,110,91,601
2016,3,5,4,OO,5467,N939SW,ONT,SFO,535,529,-6,88,80,363
2016,3,7,6,EV,4288,N11199,MFE,IAH,530,529,-1,70,63,316
2016,3,7,6,EV,5518,N197PQ,BTR,ATL,530,529,-1,85,104,448
2016,3,7,6,B6,2001,N358JB,BUF,JFK,536,529,-7,84,86,301
2016,3,8,7,DL,2007,N995AT,SAV,ATL,530,529,-1,67,55,214
2016,3,8,7,WN,3920,N376SW,BOS,BWI,530,529,-1,110,88,369
2016,3,8,7,EV,5518,N612QX,BTR,ATL,530,529,-1,86,84,448
2016,3,8,7,WN,468,N288WN,PVD,TPA,535,529,-6,195,183,1136
2016,3,8,7,EV,5275,N847AS,DHN,ATL,535,529,-6,57,53,170
2016,3,9,1,OO,5269,N755SK,TUS,IAH,515,529,14,135,148,936
2016,3,9,1,EV,4685,N13970,BRO,IAH,520,529,9,76,73,308
2016,3,9,1,AA,1287,N3EJAA,MSP,MIA,530,529,-1,225,234,1501
2016,3,9,1,WN,3582,N642WN,MDW,HOU,530,529,-1,165,167,937
2016,3,9,1,WN,1032,N958WN,MSY,MDW,530,529,-1,135,128,825
2016,3,9,1,WN,2969,N776WN,SAT,DEN,530,529,-1,145,119,794
2016,3,9,1,UA,380,N409UA,SAT,IAH,530,529,-1,58,51,191
2016,3,9,1,WN,713,N264LV,ABQ,BWI,535,529,-6,215,203,1670
2016,3,9,1,EV,5275,N868AS,DHN,ATL,535,529,-6,57,53,170
2016,3,9,1,OO,7368,N8903A,ESC,DTW,537,529,-8,78,69,306
2016,3,10,2,WN,473,N380SW,PHX,ABQ,530,529,-1,60,61,328
2016,3,10,2,WN,4034,N402WN,PIT,MCO,530,529,-1,145,130,834
2016,3,10,2,DL,823,N355NW,CLT,ATL,535,529,-6,75,68,226
2016,3,10,2,OO,7368,N675BR,ESC,DTW,537,529,-8,78,71,306
2016,1,1,4,B6,2001,N358JB,BUF,JFK,535,530,-5,88,78,301
2016,1,1,4,EV,5241,N849AS,PIA,DTW,535,530,-5,88,75,346
2016,1,1,4,OO,6512,N925SW,FAT,LAX,535,530,-5,75,80,209
2016,1,2,5,B6,2807,N267JB,PWM,JFK,535,530,-5,85,75,273
2016,1,2,5,UA,1577,N68801,SMF,DEN,538,530,-8,142,162,909
2016,1,3,6,B6,2001,N284JB,BUF,JFK,535,530,-5,88,73,301
2016,1,4,7,UA,1596,N75861,SFO,DEN,531,530,-1,146,142,967
