Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
BKK,BUD,MA,MA,700,4474.0
BUD,BKK,MA,MA,600,4474.0
RUH,KUL,SV,SV,450,3452.0
BKK,JED,SV,SV,500,3544.0
BKK,RUH,SV,SV,460,3124.0
BKK,RUH,SV,SV,460,3124.0
RUH,SIN,SV,SV,480,3612.0
KUL,JED,SV,SV,525,3825.0
KUL,RUH,SV,SV,495,3452.0
RUH,CGK,SV,SV,525,3975.0
MAN,BOM,SQ,SQ,535,3977.0
SIN,RUH,SV,SV,505,3612.0
SIN,JED,SV,SV,545,3983.0
DMM,MNL,SV,SV,510,4032.0
MNL,DMM,SV,SV,580,4032.0
MNL,RUH,SV,SV,605,4203.0
CGK,JED,SV,SV,575,4315.0
CGK,RUH,SV,SV,545,3975.0
JED,CGK,SV,SV,570,4315.0
JED,SIN,SV,SV,520,3983.0
JED,MNL,SV,SV,585,4647.0
JED,KUL,SV,SV,510,3825.0
JED,BKK,SV,SV,450,3544.0
MAN,BOM,SQ,SQ,530,3977.0
CDG,SAH,IY,IY,410,2870.0
SAH,CDG,IY,IY,445,2870.0
DEL,NRT,AI,AI,415,3200.0
NRT,DEL,AI,AI,570,3200.0
NRT,BKK,AI,AI,410,2516.0
FCO,GIG,RG,RG,720,4987.0
GIG,FCO,RG,RG,680,4987.0
NRT,BKK,TG,TG,420,2516.0
VIE,NRT,NH,NH,655,4950.0
NRT,VIE,NH,NH,710,4950.0
RUH,CGK,SV,SV,525,3975.0
AUH,DUS,LT,LT,420,2724.0
DUS,MCO,LT,LT,620,4035.0
DAC,JED,SV,SV,435,2829.0
MCO,DUS,LT,LT,520,4035.0
DMM,CGK,SV,SV,500,3852.0
DUS,RSW,LT,LT,630,4138.0
DUS,RSW,LT,LT,630,4138.0
RSW,DUS,LT,LT,535,4138.0
RSW,DUS,LT,LT,535,4138.0
CGK,DMM,SV,SV,505,3852.0
CGK,RUH,SV,SV,545,3975.0
BKK,TAS,HY,HY,405,2340.0
BKK,TAS,HY,HY,405,2340.0
DXB,FRA,RA,RA,425,2629.0
HKG,SVO,SU,SU,655,3870.0
BOM,SVO,SU,SU,450,2741.0
SVO,HKG,SU,SU,640,3870.0
SVO,BOM,SU,SU,405,2741.0
NRT,SVO,SU,SU,630,4064.0
NRT,SVO,SU,SU,625,4064.0
SVO,NRT,SU,SU,570,4064.0
SVO,NRT,SU,SU,575,4064.0
SYD,HKG,CX,CX,550,4025.0
AKL,HKG,CX,CX,670,4979.0
HKG,AKL,CX,CX,660,4979.0
KEF,MCO,FI,FI,465,3076.0
MCO,KEF,FI,FI,430,3076.0
AMS,SEL,KE,KE,620,4629.0
AMS,SEL,KE,KE,610,4629.0
FCO,SEL,KE,KE,660,4861.0
FCO,SEL,KE,KE,665,4861.0
SHJ,AMS,HV,HV,435,2797.0
ORD,SNN,RJ,RJ,420,3118.0
CMB,AMM,RJ,RJ,440,2865.0
SNN,ORD,RJ,RJ,480,3118.0
AMS,JFK,RJ,RJ,505,3173.0
JFK,AMS,RJ,RJ,435,3173.0
JFK,AMS,RJ,RJ,435,3173.0
EBB,LHR,Y2,Y2,525,3528.0
LHR,EBB,Y2,Y2,495,3528.0
CLO,MDE,MM,MM,455,167.0
SID,JNB,SA,SA,510,3969.0
JNB,LHR,SA,SA,665,4936.0
LHR,JNB,SA,SA,650,4936.0
JNB,LHR,SA,SA,655,4936.0
CAN,SYD,CA,CA,540,4098.0
CAN,MEL,CA,CA,535,4108.0
JNB,PER,QF,QF,545,4493.0
JNB,PER,QF,QF,545,4493.0
JNB,PER,QF,QF,545,4493.0
PER,JNB,QF,QF,630,4493.0
SYD,CAN,CA,CA,540,4098.0
SYD,CAN,CA,CA,535,4098.0
KUL,SYD,NG,NG,460,3579.0
MEL,KUL,NG,NG,465,3434.0
DME,DYR,E3,E3,510,3377.0
DYR,DME,E3,E3,500,3377.0
HKG,BAH,CX,CX,505,3450.0
HKG,DXB,CX,CX,475,3206.0
ORD,FRA,AA,AA,530,3774.0
YMX,LGW,TS,TS,445,2843.0
CDG,YMX,TS,TS,470,3004.0
YMX,CDG,TS,TS,410,3004.0
MAN,YYZ,TS,TS,465,2983.0
LGW,YYZ,TS,TS,515,3102.0
YYZ,LGW,TS,TS,420,3102.0
CDG,LBV,AF,AF,420,2958.0
CDG,LBV,AF,AF,420,2958.0
JED,LHR,SV,SV,405,2574.0
JED,LHR,SV,SV,405,2574.0
RUH,LHR,SV,SV,420,2678.0
LHR,JFK,KU,KU,455,3002.0
FRA,JFK,KU,KU,510,3355.0
RUH,LHR,SV,SV,420,2678.0
RUH,LHR,SV,SV,420,2678.0
RUH,LHR,SV,SV,420,2678.0
KRR,VVO,XF,XF,680,3776.0
VVO,KRR,XF,XF,690,3776.0
SVO,BKK,SU,SU,570,3851.0
SVO,NER,K7,K7,410,2708.0
JFK,FRA,KU,KU,450,3355.0
FDF,ORY,IJ,IJ,485,3717.0
MRS,RUN,IJ,IJ,610,4781.0
PTP,ORY,IJ,IJ,480,3666.0
RUN,MRS,IJ,IJ,640,4781.0
LYS,RUN,IJ,IJ,635,4882.0
ORY,PTP,IJ,IJ,515,3666.0
ORY,UVF,IJ,IJ,515,3754.0
RUN,LYS,IJ,IJ,660,4882.0
CAI,JFK,MS,MS,750,4885.0
JFK,CAI,MS,MS,630,4885.0
BKK,HEL,AY,AY,670,4285.0
BKK,HEL,AY,AY,650,4285.0
HEL,BKK,AY,AY,605,4285.0
BKK,DXB,TG,TG,420,2655.0
BKK,PER,TG,TG,405,2910.0
LIS,LAD,DT,DT,450,3152.0
LIS,LAD,DT,DT,450,3152.0
LIS,LAD,DT,DT,450,3152.0
LAD,GIG,DT,DT,480,3365.0
CDG,LAD,DT,DT,480,3551.0
LAD,CDG,DT,DT,480,3551.0
HNL,KIX,JL,JL,565,3570.0
KIX,HNL,JL,JL,410,3570.0
SVO,NRT,JL,JL,560,4064.0
SFO,NRT,JL,JL,660,4445.0
LAX,NGO,JL,JL,735,4906.0
NGO,LAX,JL,JL,590,4906.0
GIG,LAD,DT,DT,435,3365.0
NGO,LAX,JL,JL,590,4906.0
NGO,LAX,JL,JL,590,4906.0
NRT,SVO,JL,JL,595,4064.0
DEL,VIE,OS,OS,510,3002.0
SIN,MRU,MK,MH,420,3036.0
HKG,MRU,MK,MK,610,4206.0
HKG,MRU,MK,MK,610,4206.0
SEL,BNE,KE,KE,560,4209.0
SEL,NAN,KE,KE,585,4411.0
FCO,MRU,MK,MK,610,4538.0
KIX,VIE,OS,OS,765,4875.0
SIN,MRU,MK,MK,420,3036.0
VIE,DEL,OS,OS,415,3002.0
VIE,KIX,OS,OS,670,4875.0
MRU,FCO,MK,MK,640,4538.0
MRU,HKG,MK,MK,600,4206.0
MRU,HKG,MK,MK,600,4206.0
MRU,KUL,MK,MH,435,2961.0
SEL,BNE,KE,KE,555,4209.0
SEL,NAN,KE,KE,585,4411.0
MRU,SIN,MK,MK,420,3036.0
SEL,NAN,KE,KE,645,4411.0
ASI,BZZ,RR,RR,505,3671.0
ASI,MPN,RR,RR,545,3422.0
ASI,MPN,RR,RR,545,3422.0
BZZ,ASI,RR,RR,511,3671.0
KIJ,HNL,JO,JO,405,3371.0
BZZ,ASI,RR,RR,511,3671.0
ASI,BZZ,RR,RR,505,3671.0
HNL,KIJ,JO,JO,535,3371.0
JNB,ATH,OA,OA,540,3885.0
JNB,ATH,OA,OA,540,3885.0
BKK,SYD,OA,OA,550,4085.0
BKK,SYD,OA,OA,550,4085.0
BKK,SYD,OA,OA,550,4085.0
SYD,BKK,OA,OA,590,4085.0
MEL,BKK,OA,OA,550,3987.0
MEL,BKK,OA,OA,550,3987.0
BOS,ATH,OA,OA,520,4137.0
BOS,ATH,OA,OA,520,4137.0
ATH,BKK,OA,OA,585,4291.0
ATH,BKK,OA,OA,585,4291.0
ATH,JNB,OA,OA,545,3885.0
ATH,BKK,OA,OA,585,4291.0
ATH,BOS,OA,OA,600,4137.0
ATH,BOS,OA,OA,600,4137.0
ATH,JNB,OA,OA,545,3885.0
BKK,ATH,OA,OA,610,4291.0
BKK,ATH,OA,OA,610,4291.0
BKK,ATH,OA,OA,610,4291.0
PEK,THR,IR,IR,499,3037.0
THR,PEK,IR,IR,435,3037.0
MNL,BNE,QF,QF,425,3160.0
CNS,NGO,QF,QF,435,3176.0
MNL,SYD,QF,QF,455,3414.0
NRT,THR,IR,IR,670,4172.0
THR,NRT,IR,IR,575,4172.0
FUK,SYD,QF,QF,565,4264.0
NGO,CNS,QF,QF,425,3176.0
SYD,FUK,QF,QF,575,4264.0
BNE,SIN,QF,QF,445,3332.0
BNE,SIN,QF,QF,445,3332.0
KIX,KUL,MH,MH,415,2681.0
KIX,LGK,MH,MH,420,2609.0
NGO,KUL,MH,MH,425,2756.0
NRT,KUL,MH,MH,435,2933.0
BOS,BRU,SN,SN,405,3025.0
BRU,BOS,SN,SN,480,3025.0
JED,KUL,MH,MH,525,3825.0
KUL,JED,MH,MH,565,3825.0
AKL,DPS,GA,GA,540,3651.0
DPS,AKL,GA,GA,435,3651.0
MXP,HAV,PE,PE,640,4491.0
MXP,HAV,PE,PE,640,4491.0
MBJ,MXP,PE,PE,555,4498.0
FCO,SCU,PE,PE,655,4546.0
HAV,FCO,PE,PE,580,4712.0
MRU,MXP,PE,PE,665,4815.0
MXP,MRU,PE,PE,630,4815.0
DXB,JNB,EK,EK,510,3485.0
FRA,PEK,CA,CA,540,4212.0
FRA,PEK,CA,CA,550,4212.0
TLV,EWR,CO,CO,750,4945.0
MUC,WDH,SW,SW,560,4297.0
MUC,WDH,SW,SW,555,4297.0
FRA,WDH,SW,SW,585,4414.0
FRA,WDH,SW,SW,585,4414.0
WDH,FRA,SW,SW,600,4414.0
WDH,MUC,SW,SW,570,4297.0
WDH,FRA,SW,SW,600,4414.0
WDH,FRA,SW,SW,600,4414.0
NRT,DEL,AI,AI,570,3200.0
NRT,BKK,AI,AI,410,2516.0
CDG,DEL,AI,AI,475,3549.0
CDG,DEL,AI,AI,475,3549.0
DEL,CDG,AI,AI,565,3549.0
DEL,CDG,AI,AI,565,3549.0
DEL,NRT,AI,AI,415,3200.0
ARN,DXB,UL,UL,415,2603.0
LHR,DXB,UL,UL,430,2984.0
LHR,DXB,UL,UL,430,2984.0
CMB,ZRH,UL,UL,665,4341.0
DXB,LHR,UL,UL,470,2984.0
CMB,ZRH,UL,UL,665,4341.0
FRA,CMB,UL,UL,615,4370.0
CMB,CDG,UL,UL,715,4590.0
DXB,LHR,UL,UL,470,2984.0
DXB,ARN,UL,UL,470,2603.0
YYC,HNL,TS,TS,420,2727.0
CDG,YMX,TS,TS,470,3004.0
YMX,CDG,TS,TS,410,3004.0
LGW,YYZ,TS,TS,480,3102.0
LAD,LIS,TP,TP,450,3152.0
LAD,LIS,TP,TP,450,3152.0
FDF,ORY,IW,IW,495,3717.0
KUL,ADL,MH,MH,420,3092.0
KUL,ADL,MH,MH,420,3092.0
ORY,FDF,IW,IW,535,3717.0
LIS,GIG,TP,TP,585,4206.0
GRU,OPO,TP,TP,595,4444.0
GIG,OPO,TP,TP,585,4335.0
OPO,GRU,TP,TP,625,4444.0
OPO,GIG,TP,TP,600,4335.0
JNB,LIS,TP,TP,630,4463.0
LIS,JNB,TP,TP,625,4463.0
LIS,GRU,TP,TP,600,4318.0
LIS,LAD,TP,TP,465,3152.0
LIS,LAD,TP,TP,465,3152.0
POP,FMO,LT,LT,525,4064.0
PUJ,MUC,LT,LT,560,4206.0
MLE,STR,LT,LT,605,4228.0
FRA,MLE,LT,LT,570,4277.0
VRA,DUS,LT,LT,550,4285.0
MLE,HAM,LT,LT,615,4296.0
FRA,CMB,LT,LT,590,4370.0
CMB,DUS,LT,LT,660,4452.0
WDH,MUC,LT,LT,605,4297.0
CMB,DUS,LT,LT,645,4452.0
WDH,MUC,LT,LT,590,4297.0
CMB,FRA,LT,LT,650,4370.0
MUC,VRA,LT,LT,675,4521.0
VRA,MUC,LT,LT,575,4521.0
CUN,DUS,LT,LT,585,4573.0
MLE,DUS,LT,LT,630,4366.0
CUN,DUS,LT,LT,585,4573.0
DUS,CUN,LT,LT,680,4573.0
DUS,MBJ,LT,LT,645,4365.0
DUS,MLE,LT,LT,580,4366.0
DUS,VRA,LT,LT,635,4285.0
DUS,HOG,LT,LT,620,4202.0
MBJ,DUS,LT,LT,565,4365.0
DUS,PUJ,LT,LT,585,4002.0
DUS,POP,LT,LT,600,4032.0
DUS,POP,LT,LT,600,4032.0
DUS,CMB,LT,LT,600,4452.0
DUS,MLE,LT,LT,580,4366.0
DUS,PUJ,LT,LT,585,4002.0
DUS,CMB,LT,LT,600,4452.0
DUS,CUN,LT,LT,680,4573.0
FRA,CUN,LT,LT,700,4663.0
MUC,CUN,LT,LT,720,4815.0
MLE,FRA,LT,LT,630,4277.0
CUN,MUC,LT,LT,610,4815.0
MLE,MUC,LT,LT,600,4125.0
HAM,MLE,LT,LT,590,4296.0
MLE,MUC,LT,LT,580,4125.0
CUN,FRA,LT,LT,595,4663.0
HOG,DUS,LT,LT,545,4202.0
POP,DUS,LT,LT,525,4032.0
MUC,WDH,LT,LT,595,4297.0
MUC,POP,LT,LT,625,4244.0
PUJ,FRA,LT,LT,540,4073.0
PUJ,DUS,LT,LT,535,4002.0
MUC,CMB,LT,LT,565,4226.0
MUC,MLE,LT,LT,555,4125.0
MUC,WDH,LT,LT,595,4297.0
MUC,PUJ,LT,LT,620,4206.0
POP,DUS,LT,LT,525,4032.0
LHR,KRT,SD,SD,475,2682.0
BKK,VIE,BR,BR,690,4577.0
DAC,RUH,BG,BG,405,2382.0
DXB,FRA,BG,BG,420,2629.0
PTP,NTE,4Q,4Q,450,3486.0
DXB,LHR,BG,BG,460,2984.0
DXB,MAN,BG,BG,520,3072.0
DXB,FCO,BG,BG,405,2355.0
DXB,ORY,BG,BG,445,2846.0
POP,MAD,UX,UX,470,3616.0
FCO,DAC,BG,BG,505,3962.0
FRA,DAC,BG,BG,550,4023.0
ORY,DAC,BG,BG,565,4276.0
MAD,CUN,UX,UX,645,4305.0
CUN,MAD,UX,UX,590,4305.0
MAD,POP,UX,UX,540,3616.0
LHR,DAC,BG,BG,590,4341.0
NTE,PTP,4Q,4Q,490,3486.0
LHR,JFK,BG,BG,445,3002.0
NTE,FDF,4Q,4Q,790,3535.0
MRS,RUN,4Q,4Q,615,4781.0
RUN,MRS,4Q,4Q,660,4781.0
MAN,JFK,PK,PK,450,2905.0
MAN,ISB,PK,PK,465,3337.0
MAN,JFK,PK,PK,450,2905.0
LHE,MAN,PK,PK,520,3468.0
KHI,MAN,PK,PK,540,3505.0
ISB,MAN,PK,PK,510,3337.0
MAN,KHI,PK,PK,475,3505.0
MAN,JFK,PK,PK,450,2905.0
MAN,ISB,PK,PK,465,3337.0
KBP,PEK,JU,JU,420,3481.0
KBP,PEK,JU,JU,420,3481.0
PEK,KBP,JU,JU,600,3481.0
PEK,KBP,JU,JU,605,3481.0
IST,SEL,TK,TK,590,4295.0
IST,SEL,TK,TK,590,4295.0
SEL,IST,TK,TK,705,4295.0
SEL,IST,TK,TK,705,4295.0
DXB,ACC,GH,GH,510,3408.0
SYD,SIN,KL,KL,465,3422.0
TFS,CCS,IB,IB,425,3027.0
MAD,SCU,CU,CU,540,3845.0
MAD,YMX,IB,IB,440,3014.0
BCN,HAV,CU,CU,600,4285.0
UVF,ORY,IW,IW,500,3754.0
VRA,ORY,CU,CU,525,4153.0
BWI,BJL,GH,GH,460,3525.0
VRA,ORY,IW,IW,535,4153.0
MXP,VRA,CU,CU,610,4450.0
MXP,CYO,CU,CU,610,4511.0
MXP,CYO,CU,CU,610,4511.0
HOG,ORY,CU,CU,515,4054.0
FCO,HAV,CU,CU,660,4712.0
JFK,MAD,IB,IB,470,3118.0
FCO,HAV,CU,CU,690,4712.0
JFK,AMS,KL,KL,425,3173.0
FCO,SCU,CU,CU,660,4546.0
JFK,BJL,GH,GH,461,3412.0
FCO,CMW,CU,CU,670,4583.0
FCO,SCU,CU,CU,660,4546.0
JFK,ROB,GH,GH,481,3970.0
SCU,ORY,CU,CU,520,4065.0
JFK,ACC,GH,GH,600,4453.0
HAV,FCO,CU,CU,615,4712.0
ORY,HAV,CU,CU,595,4194.0
HAV,MXP,CU,CU,545,4491.0
HAV,ORY,IW,IW,530,4194.0
ORY,HOG,CU,CU,580,4054.0
HAV,FCO,CU,CU,615,4712.0
HAV,MXP,CU,CU,545,4491.0
HAV,MAD,CU,CU,520,4037.0
EZE,CYO,CU,CU,470,3665.0
HAV,GRU,CU,CU,491,3513.0
ORY,SCU,CU,CU,590,4065.0
ORY,FDF,IW,IW,520,3717.0
ACC,DXB,GH,GH,511,3408.0
ACC,JFK,GH,GH,661,4453.0
ACC,BWI,GH,GH,661,4575.0
ACC,JFK,GH,GH,780,4453.0
NAS,ORY,IW,IW,500,3917.0
ACC,BWI,GH,GH,661,4575.0
ACC,JFK,GH,GH,661,4453.0
AMS,JFK,KL,KL,495,3173.0
MAD,HAV,CU,CU,565,4037.0
SIN,SYD,KL,KL,460,3422.0
ACC,BEY,GH,GH,510,2620.0
HAV,FCO,CU,CU,620,4712.0
NRT,KOA,JL,JO,415,3451.0
ORY,VRA,IW,IW,610,4153.0
HAV,FCO,CU,CU,600,4712.0
HAV,FCO,CU,CU,675,4712.0
ORY,SXM,IW,IW,515,3647.0
HAV,LPA,CU,CU,455,3609.0
HAV,LGW,CU,CU,520,4063.0
ORY,SCU,CU,CU,585,4065.0
HAV,LGW,CU,CU,520,4063.0
HAV,VIT,CU,CU,525,4048.0
ORY,HAV,IW,IW,615,4194.0
HAV,MXP,CU,CU,545,4491.0
HAV,ORY,CU,CU,530,4194.0
HAV,LGW,CU,CU,500,4063.0
HAV,ORY,IW,IW,530,4194.0
ORY,FDF,IW,IW,520,3717.0
ORY,HAV,IW,IW,615,4194.0
HAV,MXP,CU,CU,540,4491.0
HAV,EZE,CU,CU,500,3765.0
ORY,HOG,CU,CU,580,4054.0
ORY,NAS,IW,IW,575,3917.0
FDF,ORY,IW,IW,485,3717.0
DXB,ACC,GH,GH,510,3408.0
FDF,ORY,IW,IW,485,3717.0
LGW,HAV,CU,CU,580,4063.0
MXP,SCU,CU,CU,640,4347.0
ANU,FRA,DE,DE,520,3884.0
DUS,POP,DE,DE,610,4032.0
DUS,PUJ,DE,DE,605,4002.0
FRA,POP,DE,DE,620,4107.0
STR,POP,DE,DE,620,4141.0
STR,PUJ,DE,DE,615,4103.0
PUJ,LEJ,DE,DE,550,4209.0
PUJ,STR,DE,DE,525,4103.0
POP,HAM,DE,DE,540,4142.0
RSW,FRA,DE,DE,530,4228.0
RSW,FRA,DE,DE,545,4228.0
LEJ,POP,DE,DE,640,4238.0
LEJ,PUJ,DE,DE,635,4209.0
FRA,HAV,DE,DE,675,4410.0
HOG,MUC,DE,DE,585,4426.0
HKT,SHJ,DE,DE,405,2660.0
HOG,FRA,DE,DE,570,4283.0
HKT,AYT,DE,DE,625,4041.0
HKT,AYT,DE,DE,625,4041.0
MBJ,FRA,DE,DE,590,4445.0
GND,FRA,DE,DE,560,4115.0
SXF,VRA,DE,DE,675,4509.0
CMB,MUC,DE,DE,640,4226.0
SXF,POP,DE,DE,645,4275.0
SXF,PUJ,DE,DE,630,4248.0
CMB,FRA,DE,DE,665,4370.0
HAJ,CUN,DE,DE,725,4657.0
MUC,BKK,DE,DE,650,4766.0
MUC,PUJ,DE,DE,630,4206.0
POP,FRA,DE,DE,540,4107.0
MUC,MLE,DE,DE,560,4125.0
POP,SXF,DE,DE,560,4275.0
MUC,MRU,DE,MK,660,4842.0
POP,LEJ,DE,DE,540,4238.0
POP,DUS,DE,DE,525,4032.0
POP,MUC,DE,DE,560,4244.0
PUJ,MUC,DE,DE,565,4206.0
MUC,VRA,DE,DE,670,4521.0
MUC,CUN,DE,DE,715,4815.0
POP,FRA,DE,DE,540,4107.0
PUJ,HAJ,DE,DE,535,4109.0
PUJ,FRA,DE,DE,545,4073.0
MUC,HAV,DE,DE,700,4561.0
PUJ,DUS,DE,DE,520,4002.0
PUJ,SXF,DE,DE,560,4248.0
MUC,CMB,DE,DE,575,4226.0
PUJ,FRA,DE,DE,545,4073.0
MUC,POP,DE,DE,635,4244.0
FRA,BKK,DE,DE,655,4873.0
FRA,CUN,DE,DE,695,4663.0
FRA,VRA,DE,DE,650,4372.0
FRA,VRA,DE,DE,650,4372.0
FRA,SEZ,DE,DE,560,4110.0
FRA,UVF,DE,DE,575,4004.0
FRA,PUJ,DE,DE,610,4073.0
FRA,BKK,DE,DE,640,4873.0
FRA,MBJ,DE,DE,660,4445.0
FRA,CMB,DE,DE,585,4370.0
FRA,TPA,DE,DE,635,4190.0
FRA,TAB,DE,DE,600,4117.0
MRU,MUC,DE,MK,695,4842.0
BKK,AYT,DE,DE,610,3967.0
MLE,FRA,DE,DE,640,4277.0
BKK,AYT,DE,DE,610,3967.0
CUN,FRA,DE,DE,600,4663.0
CUN,MUC,DE,DE,610,4815.0
HAM,POP,DE,DE,630,4142.0
SEZ,FRA,DE,DE,610,4110.0
CUN,DUS,DE,DE,580,4573.0
MLE,MUC,DE,DE,615,4125.0
FRA,FLL,DE,DE,635,4187.0
FRA,MLE,DE,DE,575,4277.0
FRA,SJU,DE,DE,585,3985.0
VRA,SXF,DE,DE,585,4509.0
VRA,FRA,DE,DE,570,4372.0
VRA,FRA,DE,DE,570,4372.0
VRA,MUC,DE,DE,575,4521.0
CYO,FRA,DE,DE,570,4438.0
FRA,PUJ,DE,DE,610,4073.0
FRA,HOG,DE,DE,650,4283.0
BRU,ABJ,SN,SN,415,2788.0
BRU,YUL,SN,SN,470,3013.0
BRU,ABJ,SN,SN,415,2788.0
RUH,LHR,BA,BA,440,2678.0
IAD,LHR,BA,BA,420,3196.0
JED,LHR,BA,BA,425,2574.0
ANU,LGW,BA,BA,475,3557.0
ANU,LGW,BA,BA,475,3557.0
ANU,LGW,BA,BA,475,3557.0
LGW,ANU,BA,BA,530,3557.0
LGW,TPA,BA,BA,600,3843.0
TPA,LGW,BA,BA,495,3843.0
LHR,IAD,BA,BA,490,3196.0
LGW,HAV,BA,BA,640,4063.0
LGW,ANU,BA,BA,530,3557.0
KIN,LGW,BA,BA,510,4084.0
KIN,LGW,BA,BA,510,4084.0
TPA,LGW,BA,BA,495,3843.0
TPA,LGW,BA,BA,495,3843.0
TAB,LGW,BA,BA,500,3801.0
KIN,LGW,BA,BA,510,4084.0
LHR,ISB,BA,BA,485,3293.0
TAB,LGW,BA,BA,500,3801.0
KIN,LGW,BA,BA,510,4084.0
LHR,JFK,AA,AA,500,3002.0
LGW,KIN,BA,BA,595,4084.0
CUN,LGW,BA,BA,545,4316.0
CUN,LGW,BA,BA,545,4316.0
LGW,CUN,BA,BA,645,4316.0
LGW,KIN,BA,BA,595,4084.0
LGW,CUN,BA,BA,645,4316.0
LGW,KIN,BA,BA,595,4084.0
LGW,KIN,BA,BA,595,4084.0
LGW,TPA,BA,BA,600,3843.0
LGW,TPA,BA,BA,600,3843.0
LGW,HAV,BA,BA,640,4063.0
LGW,TAB,BA,BA,545,3801.0
LGW,ANU,BA,BA,530,3557.0
LGW,TAB,BA,BA,545,3801.0
HAV,MXP,PE,PE,580,4491.0
HAV,LGW,BA,BA,535,4063.0
MXP,CYO,PE,PE,670,4511.0
MXP,SCU,PE,PE,660,4347.0
HAV,MXP,PE,PE,581,4491.0
HAV,LGW,BA,BA,535,4063.0
YYC,LHR,AC,AC,525,3795.0
NRT,YVR,AC,AC,520,4054.0
FRA,PUJ,HF,HF,605,4073.0
FRA,POP,HF,HF,590,4107.0
YVR,NRT,AC,AC,615,4054.0
YYC,LHR,AC,AC,525,3795.0
HAJ,PUJ,HF,HF,595,4109.0
LHR,JNB,SA,SA,650,4936.0
PER,JNB,SA,SA,650,4493.0
PER,JNB,SA,SA,650,4493.0
JNB,LHR,SA,SA,665,4936.0
PUJ,HAJ,HF,HF,545,4109.0
JNB,ZRH,SA,SA,610,4584.0
POP,FRA,HF,HF,565,4107.0
PUJ,FRA,HF,HF,565,4073.0
ZRH,JNB,SA,SA,610,4584.0
YYC,LHR,AC,AC,525,3795.0
YYC,LHR,AC,AC,525,3795.0
AUH,MNL,GF,GF,505,3779.0
AUH,MNL,GF,GF,505,3779.0
DOH,MNL,GF,GF,525,3936.0
MNL,DOH,GF,GF,610,3936.0
MNL,AUH,GF,GF,590,3779.0
MNL,MCT,GF,GF,550,3577.0
MNL,AUH,GF,GF,590,3779.0
BAH,MNL,GF,GF,555,3988.0
MNL,BAH,GF,GF,620,3988.0
VIE,KIX,OS,OS,670,4875.0
MCT,MNL,GF,GF,485,3577.0
VIE,KIX,OS,OS,660,4875.0
YVR,PEK,CP,CP,665,4590.0
YVR,PEK,CP,CP,665,4590.0
NOU,NRT,AF,AF,525,3809.0
NRT,NOU,AF,AF,500,3809.0
LHR,ORD,UA,UA,525,3434.0
FRA,IAD,UA,UA,550,3549.0
MXP,SDQ,L4,L4,620,4150.0
SDQ,MXP,L4,L4,550,4150.0
SDQ,MXP,L4,L4,550,4150.0
FCO,SDQ,L4,L4,650,4330.0
IAD,MAD,JK,JK,440,3312.0
HAV,MAD,JK,JK,515,4037.0
HAV,MAD,JK,JK,515,4037.0
MAD,HAV,JK,JK,600,4037.0
MAD,IAD,JK,JK,520,3312.0
MAD,HAV,JK,JK,600,4037.0
LGW,DLA,UY,UY,410,2896.0
CAI,JNB,MS,MS,485,3412.0
CAI,JNB,MS,MS,485,3412.0
CAI,HRE,MS,MS,405,2919.0
LBV,LGW,GN,GN,480,3109.0
LGW,LBV,GN,GN,420,3109.0
JED,SIN,SQ,SQ,550,3983.0
SIN,JED,SQ,SQ,575,3983.0
SIN,CHC,SQ,SQ,600,4559.0
HNL,MNL,PR,PR,645,4605.0
CHC,SIN,SQ,SQ,630,4559.0
AMS,LOS,B3,B3,405,2765.0
AMS,ABV,B3,B3,405,2626.0
NAN,HNL,NZ,NZ,1825,2775.0
LAX,PPT,NZ,NZ,555,3601.0
PPT,LAX,NZ,NZ,525,3601.0
HKG,MEL,AN,AN,550,4035.0
MEL,HKG,AN,AN,555,4035.0
NAN,RAR,NZ,NZ,1635,1299.0
RAR,LAX,NZ,NZ,570,4094.0
LAX,APW,NZ,NZ,625,4213.0
LAX,PPT,NZ,NZ,555,3601.0
LAX,PPT,NZ,NZ,555,3601.0
AKL,TPE,NZ,NZ,690,4833.0
TPE,AKL,NZ,NZ,670,4833.0
TPE,AKL,NZ,NZ,670,4833.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,PPT,NZ,NZ,1744,2210.0
AKL,TPE,NZ,NZ,690,4833.0
AKL,RAR,NZ,NZ,1670,1633.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,RAR,NZ,NZ,1670,1633.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,KIX,NZ,NZ,685,4860.0
AKL,APW,NZ,NZ,1670,1573.0
KIX,AKL,NZ,NZ,650,4860.0
LHR,ORD,AA,AA,525,3434.0
MIA,LHR,AA,AA,505,3849.0
AKL,APW,PH,PH,1670,1573.0
MXP,SEZ,HM,HM,520,3944.0
SEZ,MXP,HM,HM,575,3944.0
FRA,SEZ,HM,HM,565,4110.0
SEZ,FRA,HM,HM,610,4110.0
SEZ,CDG,HM,HM,630,4263.0
DEL,VIE,NG,NG,500,3002.0
MUC,MIA,NG,NG,650,4355.0
BKK,VIE,NG,NG,745,4577.0
VIE,BKK,NG,NG,610,4577.0
VIE,KTM,NG,NG,470,3368.0
