Origin,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing_Airline,Operating_Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight_Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
ISB,ISLAMABAD INTERNATIONAL AIRPORT,ISLAMABAD,PAKISTAN,ASIA SUB-CONTINENT,MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,701,20001101,20001130,9:30,13:00,510,,2, , ------7 ,AIR,1,433,1.44,3337.0
ISB,ISLAMABAD INTERNATIONAL AIRPORT,ISLAMABAD,PAKISTAN,ASIA SUB-CONTINENT,MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,719,20001104,20001130,8:30,12:00,510,,2, , -----6- ,AIR,1,433,1.44,3337.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,KHI,JINNAH INTERNATIONAL AIRPORT,KARACHI,PAKISTAN,ASIA SUB-CONTINENT,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,714,20001101,20001130,16:00,4:55,475,2,, , -2----- ,AIR,1,433,1.52,3505.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,703,20001101,20001130,7:30,10:00,450,2,4W, , -2----- ,AIR,1,433,1.26,2905.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,ISB,ISLAMABAD INTERNATIONAL AIRPORT,ISLAMABAD,PAKISTAN,ASIA SUB-CONTINENT,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,720,20001104,20001130,16:00,4:45,465,2,, , -----6- ,AIR,1,433,1.44,3337.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,LHE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LAHORE,PAKISTAN,ASIA SUB-CONTINENT,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,704,20001101,20001130,8:00,20:50,470,2,, , --3---- ,AIR,1,433,1.5,3468.0
MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,743,BOEING,711,20001104,20001130,12:25,14:55,450,2,4W, , -----6- ,AIR,1,433,1.26,2905.0
PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,OGG,KAHULUI AIRPORT,KAHULUI,UNITED STATES,NORTH AMERICA,TZ,TZ,Tsaradia,Tsaradia,NO,757,BOEING,579,20001101,20001130,10:30,14:12,402,3,, , 1----6- ,AIR,2,432,1.07,2471.0
PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,HNL,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,UNITED STATES,NORTH AMERICA,TZ,TZ,Tsaradia,Tsaradia,NO,757,BOEING,577,20001101,20001130,10:30,14:15,405,3,M, , ----5-7 ,AIR,2,432,1.09,2534.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,332,AIRBUS,399,20001102,20001130,2:30,6:20,410,1,A, , ---4--7 ,AIR,2,432,1.12,2584.0
YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,HNL,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,UNITED STATES,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,625,20001103,20001130,7:35,11:25,410,,M,X, 1---5-- ,AIR,2,432,1.18,2727.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,OS,OS,Austrian Airlines AG dba Austrian,Austrian Airlines AG dba Austrian,NO,332,AIRBUS,541,20001101,20001130,10:50,22:15,415,,2, , 1----6- ,AIR,2,432,1.3,3002.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,512,20001101,20001129,11:15,20:20,545,,, , 1-3---- ,AIR,2,432,1.53,3544.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,33,20001101,20001130,12:15,19:10,655,I,2, , ------7 ,AIR,1,432,2.08,4812.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,19,20001104,20001130,16:10,19:25,735,1,2, , -----6- ,AIR,1,432,2.18,5046.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,OS,OS,Austrian Airlines AG dba Austrian,Austrian Airlines AG dba Austrian,NO,332,AIRBUS,541,20001101,20001126,10:45,22:15,420,,2, , -2----7 ,AIR,2,432,1.3,3002.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,19,20001103,20001130,16:30,19:45,735,1,2, , ----5-- ,AIR,1,432,2.18,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,18,20001103,20001130,15:30,11:45,675,2,1, , ----5-- ,AIR,1,432,2.18,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,18,20001102,20001130,16:25,12:45,680,2,1, , ---4--- ,AIR,1,432,2.18,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,2,20001101,20001130,13:30,7:55,625,2,3, , 1------ ,AIR,1,432,2.05,4742.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NAN,NADI INTERNATIONAL AIRPORT,NADI,FIJI ISLANDS,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,1019,20001103,20001130,21:55,4:55,660,2,,O, ----5-- ,AIR,1,432,2.08,4816.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7132,20001101,20001130,20:45,11:45,720,I,2,A, 1------ ,AIR,1,432,2.46,5690.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,34,20001101,20001130,20:55,11:20,625,2,I, , --3---- ,AIR,1,432,2.08,4812.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,2,20001101,20001130,19:25,10:25,720,I,2, , -2----- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7532,20001101,20001130,19:25,10:25,720,I,2,A, -2----- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7474,20001104,20001130,22:00,13:00,720,I,2,A, -----6- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,33,20001101,20001130,9:30,16:25,655,I,2, , --3---- ,AIR,1,432,2.08,4812.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7474,20001101,20001130,20:45,11:45,720,I,2,A, 1------ ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7132,20001101,20001130,19:25,10:25,720,I,2,A, -2----- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,99,20001101,20001130,9:30,16:25,655,I,2, , -2----- ,AIR,1,432,2.08,4812.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7542,20001101,20001130,20:45,11:45,720,I,2,A, 1------ ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,2,20001101,20001130,20:45,11:45,720,I,2, , 1------ ,AIR,1,432,2.46,5690.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,90,20001101,20001130,20:55,11:55,660,2,M, , 1------ ,AIR,1,432,2.21,5113.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,34,20001104,20001130,20:55,11:55,660,2,M, , -----6- ,AIR,1,432,2.21,5113.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,90,20001101,20001130,19:00,10:00,660,2,M, , -2----- ,AIR,1,432,2.21,5113.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7110,20001103,20001130,22:00,13:00,720,I,2,A, ----5-- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7458,20001101,20001130,19:25,10:25,720,I,2,A, -2----- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7122,20001101,20001130,19:25,10:25,720,I,2,A, -2----- ,AIR,1,432,2.46,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7122,20001101,20001130,20:45,11:45,720,I,2,A, 1------ ,AIR,1,432,2.46,5690.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,90,20001101,20001130,20:55,11:20,625,2,I, , ------7 ,AIR,1,432,2.08,4812.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,5,20001102,20001130,21:15,7:00,765,2,I, , ---4--- ,AIR,1,432,2.46,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7301,20001101,20001130,19:40,5:25,765,2,I,A, --3---- ,AIR,1,432,2.46,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,5,20001101,20001130,11:00,20:45,765,2,I, , --3---- ,AIR,1,432,2.46,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NAN,NADI INTERNATIONAL AIRPORT,NADI,FIJI ISLANDS,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,55,20001105,20001130,11:30,18:30,660,2,, , ------7 ,AIR,1,432,2.08,4816.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,19,20001104,20001130,21:55,7:40,765,2,I, , -----6- ,AIR,1,432,2.46,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,2,20001101,20001130,12:10,6:35,625,2,3, , -2----- ,AIR,1,432,2.05,4742.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,2,20001102,20001130,15:40,10:05,625,2,3, , ---4--- ,AIR,1,432,2.05,4742.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NAN,NADI INTERNATIONAL AIRPORT,NADI,FIJI ISLANDS,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,19,20001103,20001130,21:55,4:55,660,2,, , ----5-- ,AIR,1,432,2.08,4816.0
ALA,ALMATY INTERNATIONAL AIRPORT,ALMATY,KAZAKHSTAN,CENTRAL ASIA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,767,BOEING,2118,20001101,20001130,3:45,5:55,490,,N, , 1----6- ,AIR,2,426,1.3,3049.0
NAS,LYNDEN PINDLING INTL AIRPORT,NASSAU,BAHAMAS,CARIBBEAN,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,747,BOEING,6637,20001105,20001105,20:00,10:55,535,,1, , ------7 ,AIR,1,426,1.79,4211.0
MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,747,BOEING,631,20001101,20001101,16:30,8:10,580,,C, , --3---- ,AIR,1,426,1.92,4511.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,747,BOEING,799,20001101,20001101,1:50,8:10,740,2,1, , 1-3---- ,AIR,1,426,2.09,4915.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,ROB,ROBERTS INTERNATIONAL AIRPORT,MONROVIA,LIBERIA,WEST AFRICA,8U,8U,Afriqiyah Airways,Afriqiyah Airways,NO,AB4,AIRBUS,2,20001101,20001130,14:30,19:45,435,1,, , -2---6- ,AIR,2,422,1.19,2817.0
ROB,ROBERTS INTERNATIONAL AIRPORT,MONROVIA,LIBERIA,WEST AFRICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,8U,8U,Afriqiyah Airways,Afriqiyah Airways,NO,AB4,AIRBUS,1,20001101,20001130,20:45,6:00,435,,1, , 1---5-- ,AIR,2,422,1.19,2817.0
SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,OZ,OZ,"Asiana Airlines, Inc.","Asiana Airlines, Inc.",NO,767,BOEING,347,20001101,20001130,19:40,0:40,510,1,2, , ---4--7 ,AIR,2,420,1.07,2537.0
BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,767,BOEING,771,20001101,20001130,1:10,6:20,580,2,1, , -2----7 ,AIR,2,420,1.48,3524.0
CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1408,20001101,20001130,0:30,12:30,480,,, , 1---5-- ,AIR,2,420,1.48,3527.0
SSA,LUIS E. MAGALHAES AIRPORT,SALVADOR,BRAZIL,SOUTH AMERICA,LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1521,20001101,20001130,2:10,12:00,470,,, , -2-4--- ,AIR,2,420,1.49,3547.0
NBO,JOMO KENYATTA INTERNATIONAL AIRPORT,NAIROBI,KENYA,EAST AFRICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,KQ,KQ,Kenya Airways,Kenya Airways,NO,310,AIRBUS,104,20001101,20001130,11:50,17:50,540,,4, , -----67 ,AIR,2,420,1.56,3722.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,MBJ,SANGSTER INTERNATIONAL AIRPORT,MONTEGO BAY,JAMAICA,CARIBBEAN,JM,H2,Jambojet Limited,Sky Airline S.A.,NO,767,BOEING,2,20001102,20001105,12:40,17:55,615,3,, , ---4--7 ,AIR,2,420,1.72,4093.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,PU,PU,"Plus Ultra Lineas Aereas, S. A","Plus Ultra Lineas Aereas, S. A",NO,762,BOEING,802,20001101,20001130,23:45,12:50,605,2,1, , -2----7 ,AIR,2,420,1.86,4431.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,MBJ,SANGSTER INTERNATIONAL AIRPORT,MONTEGO BAY,JAMAICA,CARIBBEAN,JM,JM,Jambojet Limited,Jambojet Limited,NO,767,BOEING,2,20001101,20001108,12:40,17:55,615,3,, , --3--6- ,AIR,2,420,1.72,4093.0
KIN,NORMAN MANLEY INTL AIRPORT,KINGSTON,JAMAICA,CARIBBEAN,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,JM,H2,Jambojet Limited,Sky Airline S.A.,NO,767,BOEING,1,20001101,20001104,20:50,10:50,540,,3, , --3--6- ,AIR,2,420,1.71,4078.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,PU,PU,"Plus Ultra Lineas Aereas, S. A","Plus Ultra Lineas Aereas, S. A",NO,762,BOEING,803,20001101,20001130,0:10,7:50,640,1,2, , -2-4--- ,AIR,2,420,1.86,4431.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,747,BOEING,82,20001105,20001105,0:10,6:00,650,2,, , ------7 ,AIR,1,420,1.58,3762.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,747,BOEING,82,20001101,20001101,1:40,7:45,665,2,, , --3---- ,AIR,1,420,1.58,3762.0
CNS,CAIRNS INTERNATIONAL AIRPORT,CAIRNS,AUSTRALIA,AUSTRALIA,NGO,CHUBU CENTRAIR INTERNATIONAL AIRPORT,NAGOYA,JAPAN,FAR EAST ASIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,743,BOEING,59,20001104,20001125,12:15,18:30,435,I,, , -----6- ,AIR,1,420,1.33,3176.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,ABJ,FELIX HOUPHOUET BOIGNY AIRPORT,ABIDJAN,COTE D IVOIRE,WEST AFRICA,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,767,BOEING,575,20001101,20001130,12:40,18:40,420,,, , 1----6- ,AIR,2,420,1.21,2878.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,4M,4M,LAN Argentina SA,LAN Argentina SA,NO,743,BOEING,201,20001101,20001130,21:15,6:15,600,,, , 1------ ,AIR,1,420,1.93,4594.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,4M,4M,LAN Argentina SA,LAN Argentina SA,NO,743,BOEING,207,20001101,20001130,21:15,6:15,600,,, , ------7 ,AIR,1,420,1.93,4594.0
BOG,EL DORADO INTL AIRPORT,BOGOTA,COLOMBIA,SOUTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AV,AV,Aerovias del Continente Americano,Aerovias del Continente Americano,NO,767,BOEING,16,20001101,20001130,17:45,9:00,615,1,2, , 1---5-- ,AIR,2,420,1.93,4594.0
