product_category,customer_age,region,sales_rep,quarter,sales_amount,profit_margin,units_sold,discount_rate,customer_satisfaction,sale_date,profit_amount,month
Clothing,36,North,Bob,Q3,122.4411191856471,0.24875289978007253,3,0.26387620718171395,4.253814914477408,2023-07-23,30.45758344974719,2023-07
Home,65,North,Alice,Q1,273.6286397146481,0.23442143025517725,11,0.1404904678913499,5.0,2023-07-25,64.14441708068641,2023-07
Books,36,East,Charlie,Q1,168.93074039240412,0.3474664087889161,3,0.21345070859287407,1.78556944135713,2023-10-13,58.69775769820135,2023-10
Books,53,East,Bob,Q4,190.72358265406177,0.29375078674010635,11,0.2630927782139335,5.0,2023-04-15,56.02520245452234,2023-04
Electronics,46,West,Charlie,Q4,380.1223049521869,0.33348406590349317,9,0.15593657858103094,3.216157128000381,2023-08-30,126.76473179606282,2023-08
Sports,35,South,Diana,Q4,150.13226509468856,0.31203092516351694,6,0.10430986865935696,2.500847339448345,2023-08-23,46.845909574390056,2023-08
Home,19,North,Eve,Q3,162.62335964756633,0.2632068538291461,4,0.1490056599493483,1.685394016509321,2023-06-25,42.80358285196165,2023-06
Clothing,18,West,Bob,Q3,167.85696212163782,0.3305267987510851,4,0.19277174062362512,5.0,2023-07-30,55.4812243381471,2023-07
Books,64,North,Bob,Q4,216.28528032347432,0.2988703422453254,6,0.23516739024515837,4.712685050633177,2023-01-31,64.64125575290291,2023-01
Electronics,22,North,Diana,Q3,256.2530317250541,0.28730611956165986,13,0.1777107446145737,4.891449707174252,2023-08-23,73.6230641708362,2023-08
Electronics,37,South,Alice,Q3,372.4877012121101,0.330189367732862,9,0.0982918393919329,4.81911969188119,2023-08-30,122.99147855149386,2023-08
Home,28,South,Eve,Q1,155.42495200747425,0.27430147702523455,9,0.24181850146287054,3.401566192633008,2023-06-02,42.63329390222638,2023-06
Books,59,West,Bob,Q1,201.2040514862452,0.2318060595949018,7,0.21005325731716004,5.0,2023-07-15,46.640318349556246,2023-07
Sports,19,South,Eve,Q3,107.29362205414489,0.26910346524213186,5,0.11066984636511507,4.99242451271034,2023-09-26,28.87308549315001,2023-09
Books,20,South,Bob,Q4,30.0,0.12874298782643287,6,0.2773299879294538,4.054255364326037,2023-06-19,3.8622896347929863,2023-06
Home,40,West,Eve,Q2,266.24689710796395,0.27978503849116937,13,0.2814384043787391,2.974627332795595,2023-12-23,74.49189835550611,2023-12
Home,72,South,Charlie,Q4,520.6600194185498,0.11003267593134532,13,0.1372132459865986,3.8620417177035424,2023-11-19,57.289615187089254,2023-11
Books,29,East,Bob,Q2,110.12666814164118,0.20124802993054533,4,0.17150645455499197,4.844818339894383,2023-12-02,22.162775006320235,2023-12
Home,37,North,Eve,Q4,225.97700300642506,0.3467711758615295,7,0.22274573755400112,4.849947191252013,2023-08-20,78.36231105020241,2023-08
Books,22,North,Alice,Q1,97.6817923329248,0.08638032020585519,5,0.10384129022640023,4.703393084345922,2023-07-03,8.437784499999895,2023-07
Clothing,54,North,Charlie,Q3,203.27584565097158,0.4442009487259804,10,0.20683232892354642,4.749858616283808,2023-12-25,90.29532349123754,2023-12
Books,55,North,Charlie,Q3,265.08814408113085,0.36675941765636805,8,0.2375739797101921,4.708425896080892,2023-10-02,97.22357335080294,2023-10
Books,47,West,Alice,Q1,128.78513603223885,0.11291735020082096,7,0.16653087478014678,5.0,2023-02-01,14.54207630601268,2023-02
Home,26,North,Eve,Q2,191.00754145414368,0.45,8,0.24048841541727356,4.091830771137404,2023-06-26,85.95339365436466,2023-06
Home,51,North,Diana,Q2,391.17506772846957,0.45,11,0.16083060768173502,3.008140154454551,2023-03-06,176.02878047781132,2023-03
Electronics,70,North,Alice,Q2,355.96028715265766,0.2855606672808209,11,0.19949733560893151,4.582679563257976,2023-07-17,101.64825712478554,2023-07
Electronics,61,North,Eve,Q1,328.35184703468894,0.2258808748239805,12,0.20226053837787406,3.722291407016672,2023-01-27,74.16840245826536,2023-01
Clothing,52,East,Alice,Q2,209.65798809082253,0.4149042859362292,10,0.1889538213696827,5.0,2023-05-31,86.98799783964917,2023-05
Electronics,69,North,Alice,Q1,559.5543189221446,0.27249678900477925,14,0.1582200873078156,3.9219909476536685,2023-10-30,152.47675518004058,2023-10
Books,39,East,Bob,Q4,77.65123007103634,0.2928831606250283,6,0.2695660085967613,2.047149405482079,2023-09-25,22.742737689626363,2023-09
Home,61,West,Eve,Q4,361.6232065836296,0.3573831787138214,13,0.35258556599593127,1.2013408694382348,2023-03-26,129.23805106554246,2023-03
Electronics,41,South,Diana,Q1,427.25106365494446,0.21771908289654426,11,0.1320800261792833,3.8567390386924165,2023-03-07,93.02070974552757,2023-03
Electronics,34,North,Bob,Q3,271.2383606193774,0.2807156599746665,13,0.17511200335983168,3.682990648547915,2023-05-13,76.14085541171512,2023-05
Clothing,27,South,Alice,Q4,386.11541016799856,0.12820840182358254,11,0.14012904112411795,2.7324672506924985,2023-03-23,49.503239657096145,2023-03
Clothing,47,South,Alice,Q2,230.64661575825116,0.17955655234095877,6,0.13447371221788632,2.3681148548899302,2023-11-15,41.41411113466143,2023-11
Books,73,West,Alice,Q1,296.23389275489427,0.23913841229951455,10,0.13676031991226928,4.182038847196385,2023-11-24,70.84090278271007,2023-11
Home,63,South,Eve,Q2,415.5994771531101,0.13091494487722663,12,0.2476721213126483,2.1748218879980357,2023-04-08,54.40818264250362,2023-04
Clothing,40,East,Eve,Q2,141.76607689077815,0.18816513454324976,4,0.25652956988320147,3.4750951668277152,2023-03-14,26.675432931821963,2023-03
Electronics,49,South,Bob,Q3,234.32512757784033,0.2326881053315192,6,0.24471823786513014,4.124478672720613,2023-11-23,54.52466996765419,2023-11
Home,34,South,Diana,Q2,135.22323141398823,0.08202366834624318,8,0.0504062825740539,4.196567424227908,2023-01-30,11.091505486208263,2023-01
Home,67,South,Bob,Q3,330.58606937108846,0.1596669587502935,11,0.2549547787591554,3.9755360932391928,2023-05-05,52.78367230169524,2023-05
Electronics,68,North,Charlie,Q4,348.4919875396596,0.45,10,0.15283056289521663,3.1394637662448135,2023-07-29,156.82139439284683,2023-07
Clothing,34,North,Alice,Q1,207.56377636965368,0.2723625082287942,6,0.16052023569856597,5.0,2023-09-29,56.532590749479404,2023-09
Electronics,31,East,Alice,Q2,344.31530382711765,0.2423421273436919,8,0.14395190539050443,4.054441665057593,2023-08-01,83.44210320645331,2023-08
Home,26,East,Alice,Q1,162.39597958283147,0.25200433323881277,8,0.21081788092005432,2.843630532648375,2023-05-13,40.9244905554353,2023-05
Sports,57,North,Bob,Q2,364.6910616016586,0.2732678094836534,12,0.2637404023231949,2.9339321296315437,2023-06-06,99.65832754215336,2023-06
Sports,19,East,Bob,Q1,205.49856018240405,0.32598950958707074,6,0.22299041778892523,3.2255590809700507,2023-02-16,66.99037485471104,2023-02
Books,62,North,Alice,Q2,215.37384656178813,0.34038929225422404,8,0.08072338763080764,1.8526209781172507,2023-12-23,73.3109512012369,2023-12
Electronics,42,West,Bob,Q2,227.60095078662826,0.2287393269548384,11,0.2475992918050805,1.2667198978513454,2023-12-29,52.061288297214645,2023-12
Electronics,56,South,Eve,Q2,300.9331555418827,0.21289300614896461,8,0.19777813230268904,4.572579361507209,2023-01-22,64.06656413320536,2023-01
Books,26,South,Eve,Q2,71.08197755757439,0.3350218494392047,5,0.18687696256481673,4.270438640449542,2023-03-24,23.814015583134616,2023-03
Books,71,East,Bob,Q2,194.50477589192207,0.15917561964238,7,0.2887661875701783,4.224140770962624,2023-08-22,30.96041822599895,2023-08
Books,39,North,Alice,Q2,148.65247220197216,0.2953934386761023,7,0.0808610754481211,5.0,2023-03-01,43.91096493144426,2023-03
Home,60,North,Bob,Q2,199.017594867963,0.31081972322809853,9,0.21187279682302101,1.0,2023-07-07,61.8585937543821,2023-07
Electronics,63,East,Bob,Q2,428.01415492229114,0.21786537119207078,9,0.2526458799743067,4.7397254101890764,2023-02-27,93.24946273760544,2023-02
Home,21,North,Bob,Q2,230.7558577353953,0.2907890717206962,9,0.22202458905225128,1.7367132829551528,2023-09-16,67.10128166498863,2023-09
Books,43,West,Charlie,Q1,99.2168783008146,0.18706588313584932,3,0.1621645380911793,4.166419620654567,2023-06-11,18.560092961323967,2023-06
Electronics,46,South,Eve,Q3,660.7464251116702,0.28097352565612027,14,0.19698743160679133,1.883161133813879,2023-10-28,185.65225262830361,2023-10
Home,62,East,Diana,Q2,383.5063163860325,0.17294346755964965,11,0.15429824667068137,4.99130228242439,2023-11-02,66.32491218682854,2023-11
Home,51,East,Diana,Q3,436.08726747339875,0.36498669299360476,11,0.11497131732251359,4.12559692919586,2023-01-02,159.1660496117334,2023-01
Books,40,North,Charlie,Q2,158.7527184650588,0.2941355874328354,4,0.08151577718240918,1.747873613522429,2023-09-28,46.694824102279604,2023-09
Electronics,54,East,Bob,Q2,410.3626252543305,0.24415729124530314,10,0.21986014954911431,3.849422860111602,2023-05-23,100.19302701040877,2023-05
Books,28,West,Charlie,Q1,82.42777671867621,0.1796242320276581,4,0.20478921376500397,1.096864840488771,2023-07-07,14.80602609083949,2023-07
Electronics,23,North,Charlie,Q4,95.31428054384224,0.3824526236789972,6,0.21813368193832774,4.912743839267199,2023-12-18,36.45319666806846,2023-12
Sports,35,North,Alice,Q4,165.82102732079025,0.24785102927728325,8,0.1908928939088052,3.9407646905327214,2023-12-07,41.09891229727437,2023-12
Clothing,38,North,Eve,Q1,115.00255915130066,0.20662011524044133,5,0.25505888349810313,2.690203495110983,2023-08-12,23.761842024787413,2023-08
Clothing,59,North,Diana,Q3,197.0865847680935,0.3841170655206495,7,0.12592186385449944,3.94482654479538,2023-06-29,75.70432059460681,2023-06
Clothing,53,West,Bob,Q4,167.6215767544929,0.1876555349204273,4,0.26315824904348234,1.4956509933603548,2023-01-23,31.45511665006983,2023-01
Books,58,North,Diana,Q1,279.4814000775193,0.29244141486844105,6,0.0693045726870209,3.866094248439716,2023-12-21,81.73193606808258,2023-12
Sports,55,East,Diana,Q1,325.2354914753088,0.3455043020589811,10,0.011271234360772764,2.655896755486775,2023-02-06,112.37026148698625,2023-02
Electronics,51,West,Eve,Q4,423.1164600640107,0.2726366082224763,15,0.12912087082110507,4.287440847283421,2023-04-17,115.35703655495273,2023-04
Home,34,South,Diana,Q3,171.8260216127711,0.3684681236695979,4,0.08490812241547807,5.0,2023-10-24,63.31241178126954,2023-10
Electronics,54,South,Diana,Q1,247.41729205943042,0.1632039705369858,13,0.052014772433459464,3.0637855327552828,2023-08-17,40.37948444360809,2023-08
Home,42,East,Charlie,Q2,158.3899331342898,0.26315909307202073,7,0.16535365299699284,4.60440741025025,2023-11-09,41.68175115535771,2023-11
Electronics,55,East,Eve,Q3,270.5615675170757,0.2693457487785854,10,0.1768955869679372,3.647015895040579,2023-04-07,72.87460799359454,2023-04
Sports,29,West,Alice,Q3,79.49564369415835,0.3096987962059196,5,0.19689135069510288,2.5388043450608935,2023-10-08,24.619705155695545,2023-10
Home,40,South,Bob,Q4,156.94530981519318,0.33308985022704746,7,0.20154317561060658,4.129459450345134,2023-04-20,52.27688974018026,2023-04
Books,70,South,Diana,Q4,254.84093427600047,0.2358893207702958,9,0.1270290958591977,4.30596067855052,2023-02-06,60.114254890833344,2023-02
Electronics,59,South,Bob,Q2,405.3078618013636,0.21898689357117726,11,0.22901161532915798,4.139580282031644,2023-02-09,88.75710959585662,2023-02
Electronics,39,South,Alice,Q1,254.79423037554798,0.11136065057361079,9,0.09967107168365658,2.5849707193149993,2023-03-26,28.37405125702349,2023-03
Home,38,South,Bob,Q4,118.7678873326577,0.23899049518373564,6,0.2136144273015952,2.8674289010503773,2023-10-29,28.384396205557984,2023-10
Books,44,North,Alice,Q4,136.19079956428783,0.24797599920028374,7,0.04743701474598774,4.902899167599549,2023-07-07,33.77204960383984,2023-07
Books,74,East,Charlie,Q3,167.49113269742162,0.32947490484790154,6,0.21741734134468169,4.031968567418463,2023-08-28,55.184125008350236,2023-08
Sports,48,North,Diana,Q4,372.5246815502998,0.26722526486255777,14,0.19011306268740125,3.931150475277006,2023-12-24,99.54800669511886,2023-12
Books,23,South,Alice,Q4,30.0,0.2107489556503943,4,0.13662669414794412,3.1496132729549426,2023-12-20,6.32246866951183,2023-12
Books,44,West,Bob,Q4,162.02949862418916,0.14317855883331443,4,0.2514531043697156,4.808113718318383,2023-01-19,23.199150101495906,2023-01
Books,57,West,Diana,Q4,132.04967839445015,0.1150838332989969,8,0.10520710797970705,4.581582696517251,2023-12-13,15.196783175533053,2023-12
Clothing,51,South,Charlie,Q3,183.07329479150542,0.3788789632146889,7,0.1389954359234968,1.0,2023-11-21,69.36262012290268,2023-11
Sports,29,South,Diana,Q2,208.35804962647524,0.24037471276522207,8,0.15524514301054382,2.1441537871296115,2023-09-18,50.08400633128587,2023-09
Electronics,62,West,Alice,Q2,407.3879813655109,0.2923468382104487,11,0.16595341625758073,4.842226663817162,2023-06-07,119.0985882771443,2023-06
Home,74,North,Charlie,Q1,346.60935022302397,0.22701640294537972,10,0.03439328103104419,4.649137705864647,2023-10-31,78.68600791486625,2023-10
Electronics,70,North,Bob,Q4,283.34283669188557,0.370041888574289,10,0.1982694626295442,3.814282279000235,2023-04-22,104.84871840346167,2023-04
Sports,24,South,Charlie,Q3,128.68560591417526,0.28561119167234883,3,0.07734693752179869,5.0,2023-05-24,36.754049256225855,2023-05
Home,27,North,Charlie,Q1,197.87212626737352,0.2358058244461752,7,0.25777071726942913,3.6667319821491415,2023-09-13,46.65939986939569,2023-09
Sports,62,West,Eve,Q1,342.9959091690331,0.17523956513236905,12,0.19140856137771303,3.2181574591049404,2023-01-18,60.10645396496291,2023-01
Books,34,North,Charlie,Q2,61.67014686052269,0.24139778529381817,4,0.19203507808481396,4.126328071434745,2023-07-03,14.887036870874692,2023-07
Home,43,South,Charlie,Q3,143.73310856954345,0.22773738810343105,5,0.1623352432459888,4.402429845403941,2023-10-14,32.73340272961471,2023-10
Books,38,West,Diana,Q3,171.96988593388676,0.27336856025121803,5,0.17513483631450433,4.963072138515758,2023-05-11,47.011160124312816,2023-05
Electronics,45,North,Bob,Q3,387.25693588570556,0.30307152065909204,12,0.2930352586297217,2.531896680470793,2023-10-08,117.36654844466129,2023-10
Electronics,63,East,Diana,Q2,367.9331442242534,0.3838984086912163,12,0.10922604084897422,4.2977635914342285,2023-09-02,141.24894857244666,2023-09
Home,19,West,Diana,Q2,106.86518495229981,0.20280345199231534,8,0.20589965278376127,4.925053305466163,2023-01-08,21.672628406123636,2023-01
Home,71,West,Alice,Q2,344.26700768834826,0.17306704071768642,11,0.15926590711164368,3.3823389389435854,2023-07-12,59.58127223735543,2023-07
Sports,60,East,Diana,Q2,377.5609327413395,0.2800079217481456,11,0.04699374624305891,4.244790667993509,2023-11-14,105.72005211019386,2023-11
Sports,18,East,Eve,Q2,96.89371327854946,0.1445532147335243,9,0.20500093687567802,5.0,2023-01-07,14.006297741882696,2023-01
Books,68,West,Eve,Q4,285.6092931777313,0.31565899988084944,8,0.2258720328863143,4.710544512797615,2023-05-16,90.15514384115897,2023-05
Home,70,East,Alice,Q4,357.0598715010483,0.28783706115809016,9,0.14333876237258628,4.084599413468787,2023-01-19,102.77506407034706,2023-01
Electronics,53,South,Bob,Q3,576.6293384997874,0.20295695672720432,15,0.22942584773785188,5.0,2023-05-19,117.03093570153781,2023-05
Sports,68,South,Bob,Q1,393.74307329124895,0.19851577014006885,10,0.3382180658114985,2.8785463397910873,2023-06-26,78.16420943172986,2023-06
Sports,43,South,Diana,Q3,170.63210171287858,0.3027996625696986,6,0.060706877064233576,5.0,2023-01-11,51.667342822218124,2023-01
Electronics,46,West,Diana,Q1,437.6283285846939,0.3302518348270825,11,0.0,3.8493187841284406,2023-02-10,144.52755848740452,2023-02
Sports,38,East,Diana,Q2,107.48636037438882,0.26029025132693173,4,0.20095270154649225,4.143771951717289,2023-04-24,27.977651756066823,2023-04
Books,28,East,Bob,Q1,111.7852270021991,0.3273415058846303,5,0.1886976301955176,4.112441649182031,2023-06-29,36.59194454255509,2023-06
Home,57,North,Charlie,Q3,265.08124745952387,0.36906963694722705,11,0.1656690980750893,4.381830036948176,2023-07-13,97.83343976140452,2023-07
Electronics,28,North,Eve,Q3,205.5238812556569,0.326842098049977,6,0.18112839224688754,2.8164816319029637,2023-07-15,67.17385654897325,2023-07
Home,53,East,Charlie,Q1,305.255222946081,0.263562798429702,13,0.24158742453492602,3.069094711461703,2023-12-14,80.45392079495169,2023-12
Sports,66,East,Charlie,Q4,523.3990105572649,0.3104934165992481,13,0.2517428189813434,2.322782105336706,2023-08-13,162.5119470325911,2023-08
Sports,56,East,Bob,Q2,215.08070709529795,0.19687306856564998,8,0.18538122729474038,2.9712466887884443,2023-11-27,42.343598795121075,2023-11
Electronics,57,West,Charlie,Q2,355.1221179205827,0.26568844554351406,8,0.24784548140927004,4.3025410869518845,2023-11-19,94.35184348844011,2023-11
Books,52,East,Alice,Q3,187.56797325776762,0.26134989954989946,4,0.21692051581080907,5.0,2023-09-18,49.02087096969579,2023-09
Clothing,71,North,Diana,Q4,323.30020781843115,0.26881075009652255,9,0.1209677470462485,4.7652665858964705,2023-04-26,86.9065713700341,2023-04
Electronics,51,West,Alice,Q1,286.5331545615499,0.12187831905092557,10,0.19662712776599292,3.4093218520643602,2023-05-30,34.92217923032075,2023-05
Clothing,72,East,Eve,Q2,210.4588203987423,0.19779217988700568,6,0.2516414976972378,4.3624349539508795,2023-04-28,41.627108863115055,2023-04
Clothing,64,North,Diana,Q4,246.05067550623363,0.26112841406996945,8,0.10737860743870503,3.355632790828341,2023-06-14,64.25082267578746,2023-06
Books,41,West,Charlie,Q2,77.108464617634,0.3316031344511005,8,0.17212167212248392,1.034737573895297,2023-09-09,25.569408559919214,2023-09
Clothing,71,East,Eve,Q4,239.9303170381503,0.302865879232319,8,0.22946640235372112,5.0,2023-09-24,72.66670642424843,2023-09
Clothing,39,East,Diana,Q4,362.1168421694688,0.3551739398422321,9,0.038573751668209436,5.0,2023-02-13,128.61446551655797,2023-02
Books,22,East,Charlie,Q3,44.96076038327066,0.37943307059201037,2,0.16230966667427055,5.0,2023-06-30,17.059599368376,2023-06
Clothing,73,West,Alice,Q2,317.21762256855664,0.28634473161995966,9,0.08998206268483257,4.418119311882416,2023-03-18,90.83359499951501,2023-03
Clothing,50,North,Diana,Q1,182.63714630932887,0.31122347285442375,8,0.19117891014995098,3.765765494380871,2023-04-26,56.840966946610834,2023-04
Clothing,53,North,Charlie,Q3,137.57341499763646,0.22216048026518315,6,0.16172086877488365,1.0,2023-03-08,30.563375947596267,2023-03
Electronics,64,South,Alice,Q3,308.96245001407726,0.3889337011658647,8,0.1638186861546676,3.8056485437133682,2023-01-13,120.16590920524852,2023-01
Electronics,37,East,Eve,Q1,243.24225056130678,0.16657247426318475,8,0.1890794032013745,4.473096531004095,2023-04-02,40.51746352134241,2023-04
Electronics,36,South,Eve,Q3,298.6771675391093,0.2394987270566796,6,0.18582579572708835,5.0,2023-09-03,71.5328014265113,2023-09
Books,52,South,Eve,Q4,214.060785108896,0.29662392028363055,6,0.21054831437933105,5.0,2023-09-24,63.495549257992536,2023-09
Sports,69,North,Eve,Q4,326.4320601979256,0.36773900620250705,13,0.1634678167598933,4.567001166376959,2023-05-19,120.04180140982211,2023-05
Clothing,60,West,Bob,Q2,422.81837406973835,0.16759287276485413,10,0.24007588242662137,5.0,2023-12-07,70.86134596811216,2023-12
Clothing,34,West,Diana,Q2,258.36176972297915,0.22640775977059277,8,0.1097078501382456,1.2264598599320264,2023-09-01,58.495109493345474,2023-09
Books,62,North,Diana,Q1,175.5198638268142,0.23608361823058693,9,0.09883923500658544,3.9144049788511115,2023-12-07,41.43736452357421,2023-12
Clothing,60,West,Bob,Q2,293.421975720098,0.10156526163471837,9,0.2695528453872624,2.2327782774988174,2023-09-30,29.80147973338773,2023-09
Electronics,51,South,Charlie,Q4,341.8981331169078,0.24042613933959692,10,0.15765020339927593,3.0419894432770453,2023-10-31,82.20124819271372,2023-10
Sports,26,East,Charlie,Q1,63.39387243743188,0.22259076830080182,3,0.26055574912059787,4.138092254662451,2023-07-10,14.110890771410986,2023-07
Home,43,North,Eve,Q1,246.60706866658717,0.42043858277690765,8,0.2314482054020264,4.2041649793010745,2023-04-07,103.68312645294746,2023-04
Clothing,19,East,Alice,Q2,109.41252186348831,0.32921395505509377,2,0.08253449726292982,4.2940327885765175,2023-11-27,36.0201290552309,2023-11
Electronics,70,West,Charlie,Q4,411.33126367915014,0.26331215601712854,10,0.20754389720193106,1.0260434998481212,2023-07-24,108.30852187660702,2023-07
Home,26,East,Alice,Q1,205.42621387702107,0.24218403741033048,5,0.11552601512460513,2.533200816383861,2023-05-17,49.75094986665502,2023-05
Sports,26,West,Diana,Q4,107.48448717736065,0.269209285582854,3,0.12678450877027267,1.9352824025314643,2023-03-18,28.935822004256693,2023-03
Home,57,West,Alice,Q4,251.1281414728806,0.2395300947267376,8,0.11344022796863254,2.5651272862064407,2023-02-06,60.152747515548654,2023-02
Electronics,34,South,Diana,Q4,526.00658768252,0.23556312871144872,18,0.01027980563119113,2.6616468214672744,2023-10-13,123.9077575173274,2023-10
Home,18,West,Bob,Q2,138.90403629159107,0.41213086166655755,6,0.2489133253535803,3.7044821425962198,2023-10-30,57.24664016581621,2023-10
Books,42,South,Bob,Q3,129.56393605315947,0.14481950757218578,5,0.178279212057602,4.722046920393253,2023-05-15,18.76338541833272,2023-05
Home,60,South,Eve,Q3,300.268818654254,0.21650865050813814,8,0.22098576943656623,4.287058234517705,2023-05-22,65.0107967165054,2023-05
Clothing,57,South,Charlie,Q1,235.29110658966562,0.28651107202417786,8,0.18873924129032602,3.7583615442078386,2023-09-11,67.4135071867602,2023-09
Clothing,59,North,Eve,Q4,236.9804904056744,0.267988732657134,11,0.169805772802971,3.447037608181064,2023-02-17,63.50810128828279,2023-02
Books,42,North,Diana,Q2,225.76019722938432,0.42644334724866956,8,0.21127685190119938,4.842057886738141,2023-09-12,96.27393418201846,2023-09
Electronics,56,West,Eve,Q4,398.1473858505799,0.3142767322409471,10,0.138035626634781,3.1197857094745136,2023-05-14,125.12845937539575,2023-05
Clothing,52,South,Alice,Q4,221.2975087098166,0.17248876678643013,7,0.11878311743719168,5.0,2023-10-17,38.17133437026555,2023-10
Sports,20,North,Diana,Q2,164.9963183678857,0.31632549618199857,9,0.06396542088081258,4.695276703070204,2023-07-27,52.192542275924446,2023-07
Clothing,67,South,Bob,Q3,356.5025977875497,0.17363130126497592,8,0.352065801612961,4.582767968969089,2023-04-11,61.90000995819658,2023-04
Clothing,54,East,Charlie,Q4,161.25986435948246,0.21626733485167243,5,0.24761220708230391,2.084864960010254,2023-02-15,34.875241083567474,2023-02
Electronics,61,East,Diana,Q4,377.66879864308623,0.2687841616232335,13,0.04889390678347845,3.916827510930261,2023-03-11,101.51139141453571,2023-03
Home,61,East,Diana,Q3,220.0412972388046,0.38110089295214256,8,0.07872094791732046,2.149534702365261,2023-05-16,83.85793486405625,2023-05
Clothing,68,West,Alice,Q2,274.48640263335454,0.31963560318277734,7,0.11041706707724509,1.0,2023-10-07,87.73562687118296,2023-10
Books,47,South,Charlie,Q1,180.69700145500616,0.2281937914802195,6,0.1524636491118572,1.892972849628265,2023-03-08,41.2339338711246,2023-03
Home,55,East,Bob,Q3,278.4600844731274,0.34249489558419144,9,0.19786096730833427,4.945448707522429,2023-01-04,95.37115755598889,2023-01
Sports,51,North,Diana,Q1,405.49094687190467,0.3214894968332663,11,0.08971244814943558,4.268759079067822,2023-08-12,130.36108048029334,2023-08
Electronics,29,East,Diana,Q1,350.52497363167527,0.186408557949977,10,0.17024361345299988,3.29863718128715,2023-01-01,65.3408548601343,2023-01
Sports,36,East,Alice,Q3,120.76065568917103,0.26838899046493514,8,0.24734561680394937,3.7727674464651724,2023-10-17,32.41083046830024,2023-10
Home,54,East,Eve,Q4,216.84328899846628,0.27414723232148275,4,0.12278009105612885,5.0,2023-04-19,59.44698752641696,2023-04
Home,61,West,Bob,Q1,253.28128901059222,0.320935226954077,9,0.19794464383663934,3.792150784625757,2023-09-22,81.28688797183558,2023-09
Home,66,North,Charlie,Q1,276.60094386987635,0.25468235995183225,7,0.19067797221901167,3.8436019792021145,2023-03-04,70.4453811496844,2023-03
Sports,34,South,Diana,Q2,190.44112830827086,0.15698683394713836,8,0.04098471801919745,3.6274263644318565,2023-09-23,29.89674978643619,2023-09
Home,27,North,Diana,Q4,281.76069080121215,0.29635624345705547,7,0.13197160106956127,5.0,2023-05-18,83.50153987971215,2023-05
Sports,74,South,Bob,Q1,279.02876537770163,0.1783660396804358,7,0.27700513935648646,4.13624855485306,2023-02-13,49.769255837342136,2023-02
Home,72,West,Eve,Q2,303.4184463795625,0.2341192624333091,9,0.23503262750134873,5.0,2023-09-19,71.03610287504372,2023-09
Books,66,West,Diana,Q4,262.4122190593147,0.2535296341687099,7,0.14560722632481182,3.9377953019684964,2023-08-04,66.52927389950742,2023-08
Home,64,West,Bob,Q3,312.861369872108,0.2293564669020436,6,0.22323757264217992,2.987485275965076,2023-05-01,71.75677842400016,2023-05
Sports,29,West,Alice,Q3,90.62291201705098,0.33705461942822534,4,0.14091652192666476,2.495396030468901,2023-06-01,30.544871121384666,2023-06
Clothing,33,South,Eve,Q2,118.35062562180454,0.3431436084803537,5,0.14102362069283525,1.8127866869391471,2023-08-01,40.611260741773414,2023-08
Home,41,East,Charlie,Q3,165.9500307914716,0.3490328594366572,6,0.2032169327318813,4.051149596430187,2023-08-22,57.922013770748634,2023-08
Clothing,36,South,Diana,Q1,322.1977125284914,0.08830422678761092,8,0.2001680133567561,2.1161602512399216,2023-12-17,28.451419877565375,2023-12
Books,25,North,Bob,Q4,96.43295798160617,0.24864210701585326,12,0.27311004495336944,5.0,2023-04-21,23.9772938583178,2023-04
Electronics,48,West,Alice,Q1,249.0904857513978,0.2457078304774244,9,0.1152499632086473,3.444715853127324,2023-12-27,61.20348284654375,2023-12
Books,38,West,Charlie,Q1,147.83224429564382,0.1122981392519939,5,0.22973959263496127,5.0,2023-11-16,16.60128595584699,2023-11
Home,34,North,Bob,Q3,508.9685665720241,0.22992866262805756,12,0.3682823347389468,4.887128817170808,2023-08-10,117.02646183162499,2023-08
Clothing,40,South,Bob,Q1,136.62719165037873,0.21468560246139598,6,0.2621574885806807,5.0,2023-08-14,29.331890952070168,2023-08
Clothing,54,East,Charlie,Q3,198.4329002701214,0.24408207350967506,7,0.2077236421927334,5.0,2023-07-29,48.43391375046979,2023-07
Sports,71,East,Alice,Q4,231.70086310963404,0.28069201418471346,8,0.1838850547033022,3.9426446313249297,2023-03-12,65.03658195457975,2023-03
Clothing,33,North,Alice,Q4,145.54672718563086,0.18953373109784366,3,0.06977713670741312,2.660067624559962,2023-12-26,27.58601425257257,2023-12
Sports,23,East,Eve,Q1,136.94276553372526,0.2431774119426531,3,0.17944389136573577,4.60436684284815,2023-03-30,33.301387306760866,2023-03
Electronics,25,South,Diana,Q2,309.78724611970125,0.24215278005812632,10,0.09430667892347637,4.920526464561052,2023-09-19,75.01584287443666,2023-09
Home,42,South,Charlie,Q3,126.01025316826458,0.2308161177139896,5,0.22174333244479738,4.5738147508955125,2023-07-07,29.08519742845579,2023-07
Sports,35,North,Charlie,Q3,114.10315097547249,0.3357514862118306,6,0.21591846539470408,3.966128716259535,2023-04-22,38.310302521467776,2023-04
Electronics,42,South,Charlie,Q1,367.24140496091445,0.26108594895980264,9,0.1739631628633526,3.923989167358323,2023-08-27,95.88157071155152,2023-08
Clothing,29,West,Alice,Q3,92.84572807423955,0.22743144249966685,3,0.12130609704956422,1.0,2023-09-13,21.116037865856114,2023-09
