,gender,age,num_friends,num_liked,num_calls,event,time
580,0,21.0,64.0,115.0,1034.0,False,500
581,0,11.0,22.0,71.0,341.0,False,500
582,1,31.0,27.0,168.0,428.0,True,14
583,1,29.0,31.0,109.0,518.0,False,500
584,1,34.0,10.0,106.0,187.0,True,5
585,1,20.0,27.0,168.0,349.0,False,500
586,1,14.0,46.0,134.0,759.0,False,500
587,1,21.0,13.0,198.0,258.0,False,500
588,0,21.0,15.0,61.0,230.0,False,500
589,1,34.0,33.0,210.0,509.0,True,158
590,0,27.0,44.0,130.0,785.0,False,500
591,1,24.0,14.0,196.0,201.0,False,500
592,0,24.0,38.0,125.0,472.0,False,500
593,0,37.0,47.0,121.0,699.0,False,500
594,1,27.0,47.0,158.0,840.0,False,500
595,0,23.0,22.0,152.0,408.0,False,500
596,1,12.0,63.0,110.0,1218.0,False,500
597,1,27.0,73.0,89.0,969.0,False,500
598,1,20.0,23.0,59.0,387.0,False,500
599,0,21.0,19.0,131.0,225.0,False,500
600,1,19.0,20.0,140.0,339.0,False,500
601,0,21.0,37.0,131.0,539.0,False,500
602,1,19.0,35.0,159.0,497.0,False,500
603,0,15.0,66.0,175.0,987.0,False,500
604,0,24.0,49.0,81.0,748.0,False,500
605,0,28.0,42.0,155.0,603.0,False,500
606,1,19.0,28.0,200.0,400.0,False,500
607,0,25.0,24.0,161.0,273.0,False,500
608,1,34.0,35.0,304.0,592.0,False,500
609,1,19.0,8.0,95.0,90.0,True,5
610,0,14.0,14.0,115.0,178.0,False,500
611,0,27.0,42.0,204.0,597.0,False,500
612,1,24.0,34.0,132.0,511.0,False,500
613,1,26.0,22.0,73.0,275.0,False,500
614,0,22.0,11.0,118.0,148.0,True,35
615,1,25.0,17.0,172.0,235.0,False,500
616,1,30.0,68.0,71.0,1297.0,False,500
617,0,26.0,12.0,143.0,169.0,False,500
618,0,26.0,28.0,98.0,416.0,False,500
619,0,30.0,10.0,151.0,130.0,True,1
620,0,22.0,20.0,147.0,325.0,False,500
621,1,28.0,21.0,98.0,397.0,False,500
622,1,30.0,34.0,51.0,416.0,True,26
623,0,24.0,13.0,43.0,175.0,False,500
624,0,13.0,62.0,99.0,921.0,False,500
625,1,27.0,22.0,141.0,291.0,False,500
626,0,21.0,20.0,36.0,272.0,False,500
627,1,28.0,36.0,61.0,588.0,False,500
628,0,21.0,48.0,168.0,817.0,False,500
629,1,26.0,16.0,108.0,245.0,False,500
630,0,16.0,33.0,293.0,641.0,False,500
631,0,20.0,20.0,265.0,253.0,False,500
632,0,22.0,35.0,63.0,380.0,False,500
633,1,23.0,59.0,126.0,838.0,False,500
634,0,36.0,44.0,287.0,766.0,False,500
635,0,37.0,11.0,89.0,165.0,True,1
636,1,30.0,45.0,103.0,650.0,True,136
637,0,29.0,37.0,174.0,417.0,False,500
638,0,22.0,36.0,229.0,489.0,False,500
639,0,30.0,24.0,101.0,398.0,True,22
640,0,15.0,24.0,117.0,332.0,False,500
641,1,17.0,7.0,122.0,110.0,True,14
642,1,18.0,42.0,332.0,553.0,False,500
643,0,17.0,31.0,104.0,506.0,False,500
644,0,33.0,39.0,100.0,534.0,True,186
645,0,27.0,32.0,55.0,464.0,False,500
646,0,20.0,21.0,160.0,289.0,False,500
647,1,20.0,33.0,105.0,518.0,False,500
648,0,19.0,25.0,140.0,307.0,False,500
649,0,23.0,32.0,112.0,463.0,False,500
650,1,18.0,35.0,117.0,507.0,False,500
651,1,32.0,23.0,147.0,315.0,True,1
652,1,25.0,11.0,132.0,150.0,True,140
653,1,26.0,30.0,336.0,428.0,False,500
654,1,25.0,17.0,242.0,262.0,False,500
655,1,23.0,31.0,35.0,454.0,False,500
656,1,19.0,44.0,314.0,595.0,False,500
657,0,18.0,74.0,166.0,1232.0,False,500
658,1,31.0,27.0,118.0,399.0,True,6
659,0,30.0,41.0,131.0,495.0,True,497
660,0,25.0,58.0,53.0,992.0,False,500
661,0,34.0,83.0,159.0,1306.0,False,500
662,1,24.0,26.0,124.0,329.0,False,500
663,0,23.0,62.0,78.0,774.0,False,500
664,0,27.0,19.0,156.0,310.0,False,500
665,1,25.0,28.0,256.0,387.0,False,500
666,0,38.0,96.0,258.0,1617.0,False,500
667,0,39.0,48.0,148.0,644.0,False,500
668,1,22.0,27.0,78.0,381.0,False,500
669,1,27.0,24.0,146.0,397.0,False,500
670,0,30.0,22.0,203.0,405.0,False,500
671,0,22.0,14.0,361.0,215.0,False,500
672,0,25.0,24.0,115.0,366.0,False,500
673,1,29.0,30.0,44.0,341.0,False,500
674,1,19.0,48.0,172.0,781.0,False,500
675,0,17.0,48.0,117.0,899.0,False,500
676,1,24.0,40.0,55.0,459.0,False,500
677,0,24.0,42.0,110.0,620.0,False,500
678,1,15.0,55.0,219.0,686.0,False,500
679,1,18.0,40.0,162.0,459.0,False,500
680,1,33.0,48.0,153.0,721.0,True,239
681,0,43.0,16.0,132.0,190.0,True,2
682,0,28.0,27.0,173.0,410.0,False,500
683,0,31.0,23.0,104.0,390.0,True,5
684,1,41.0,27.0,163.0,450.0,True,3
685,1,22.0,22.0,114.0,356.0,False,500
686,0,30.0,45.0,129.0,732.0,False,500
687,0,32.0,51.0,107.0,734.0,False,500
688,0,22.0,19.0,108.0,318.0,False,500
689,0,30.0,45.0,206.0,706.0,False,500
690,1,20.0,39.0,135.0,541.0,False,500
691,0,27.0,9.0,208.0,146.0,False,500
692,0,27.0,36.0,165.0,328.0,False,500
693,1,34.0,50.0,120.0,846.0,True,154
694,1,20.0,8.0,115.0,132.0,True,24
695,0,20.0,30.0,85.0,494.0,False,500
696,1,27.0,52.0,126.0,813.0,False,500
697,0,19.0,17.0,225.0,317.0,False,500
698,0,15.0,15.0,144.0,274.0,False,500
699,1,15.0,48.0,70.0,793.0,False,500
700,0,23.0,30.0,118.0,589.0,False,500
701,1,27.0,23.0,55.0,318.0,False,500
702,1,28.0,4.0,156.0,54.0,True,1
703,0,16.0,47.0,236.0,514.0,False,500
704,0,16.0,116.0,107.0,1684.0,False,500
705,1,31.0,37.0,142.0,540.0,True,322
706,1,19.0,20.0,40.0,329.0,False,500
707,1,16.0,45.0,211.0,518.0,False,500
708,0,23.0,27.0,56.0,337.0,False,500
709,1,26.0,10.0,218.0,103.0,True,6
710,1,28.0,7.0,103.0,103.0,True,14
711,0,19.0,26.0,121.0,329.0,False,500
712,1,27.0,25.0,179.0,407.0,False,500
713,0,16.0,13.0,133.0,207.0,False,500
714,1,21.0,11.0,90.0,153.0,True,5
715,1,26.0,28.0,73.0,451.0,False,500
716,1,28.0,24.0,230.0,381.0,False,500
717,0,34.0,18.0,102.0,256.0,True,11
718,0,26.0,20.0,107.0,297.0,False,500
719,1,31.0,36.0,121.0,475.0,True,15
720,0,24.0,36.0,238.0,546.0,False,500
721,0,21.0,14.0,212.0,239.0,False,500
722,0,43.0,23.0,123.0,406.0,True,5
723,0,19.0,29.0,124.0,394.0,False,500
724,0,29.0,27.0,135.0,415.0,False,500
725,0,36.0,8.0,111.0,122.0,True,1
726,0,22.0,14.0,349.0,217.0,False,500
727,1,18.0,21.0,44.0,292.0,False,500
728,1,37.0,41.0,315.0,813.0,False,500
729,1,18.0,20.0,210.0,255.0,False,500
730,1,33.0,15.0,271.0,234.0,True,3
731,1,21.0,98.0,146.0,1111.0,False,500
732,0,23.0,41.0,113.0,593.0,False,500
733,0,18.0,17.0,226.0,261.0,False,500
734,0,23.0,13.0,195.0,168.0,False,500
735,0,25.0,35.0,141.0,356.0,False,500
736,0,26.0,26.0,331.0,383.0,False,500
737,0,27.0,20.0,121.0,340.0,False,500
738,0,16.0,52.0,77.0,662.0,False,500
739,1,19.0,56.0,61.0,729.0,False,500
740,0,18.0,41.0,87.0,587.0,False,500
741,0,25.0,6.0,120.0,83.0,True,12
742,1,22.0,25.0,119.0,342.0,False,500
743,0,23.0,23.0,152.0,411.0,False,500
744,1,23.0,13.0,537.0,200.0,False,500
745,1,22.0,38.0,77.0,537.0,False,500
746,1,14.0,54.0,181.0,881.0,False,500
747,0,17.0,34.0,40.0,586.0,False,500
748,1,21.0,35.0,105.0,572.0,False,500
749,1,27.0,13.0,193.0,204.0,False,500
750,1,16.0,27.0,132.0,421.0,False,500
751,0,27.0,21.0,258.0,343.0,False,500
752,0,16.0,42.0,304.0,573.0,False,500
753,0,30.0,30.0,175.0,572.0,True,67
754,0,25.0,34.0,212.0,456.0,False,500
755,0,27.0,59.0,62.0,1172.0,False,500
756,0,17.0,11.0,96.0,136.0,False,500
757,1,26.0,37.0,125.0,415.0,False,500
758,1,20.0,23.0,274.0,334.0,False,500
759,1,21.0,8.0,250.0,128.0,True,288
760,1,17.0,35.0,61.0,605.0,False,500
761,1,31.0,17.0,132.0,200.0,True,2
762,1,27.0,29.0,131.0,455.0,False,500
763,0,30.0,71.0,262.0,1138.0,False,500
764,1,28.0,18.0,85.0,245.0,True,107
765,1,35.0,44.0,158.0,516.0,True,9
766,0,45.0,33.0,113.0,599.0,True,250
767,1,17.0,20.0,140.0,233.0,False,500
768,0,15.0,20.0,345.0,324.0,False,500
769,0,37.0,72.0,110.0,1152.0,False,500
770,1,26.0,41.0,74.0,613.0,False,500
771,0,15.0,9.0,141.0,130.0,True,401
772,1,22.0,47.0,134.0,823.0,False,500
773,0,21.0,34.0,307.0,407.0,False,500
774,0,23.0,7.0,68.0,126.0,True,293
775,1,24.0,45.0,73.0,492.0,False,500
776,1,21.0,33.0,67.0,506.0,False,500
777,0,15.0,28.0,123.0,423.0,False,500
778,1,26.0,33.0,79.0,385.0,False,500
779,0,26.0,27.0,209.0,386.0,False,500
780,1,23.0,11.0,111.0,162.0,True,116
781,1,21.0,14.0,229.0,185.0,False,500
782,0,25.0,19.0,105.0,316.0,False,500
783,1,19.0,35.0,423.0,572.0,False,500
784,1,22.0,22.0,144.0,325.0,False,500
785,0,28.0,46.0,147.0,717.0,False,500
786,1,18.0,30.0,241.0,432.0,False,500
787,0,19.0,17.0,172.0,281.0,False,500
788,1,24.0,11.0,111.0,186.0,False,500
789,1,22.0,29.0,117.0,356.0,False,500
790,0,17.0,53.0,220.0,750.0,False,500
791,1,29.0,7.0,100.0,112.0,True,4
792,0,18.0,45.0,89.0,630.0,False,500
793,1,22.0,60.0,146.0,938.0,False,500
794,1,20.0,31.0,206.0,540.0,False,500
795,1,29.0,16.0,162.0,184.0,False,500
796,0,26.0,33.0,87.0,587.0,False,500
797,1,30.0,32.0,184.0,499.0,True,9
798,1,23.0,20.0,135.0,365.0,False,500
799,1,27.0,11.0,157.0,157.0,True,66
800,1,24.0,22.0,48.0,320.0,False,500
801,0,20.0,23.0,199.0,305.0,False,500
802,0,22.0,66.0,72.0,1054.0,False,500
803,0,18.0,7.0,178.0,142.0,False,500
804,0,24.0,17.0,233.0,178.0,False,500
805,0,18.0,34.0,144.0,419.0,False,500
806,1,15.0,40.0,85.0,685.0,False,500
807,0,17.0,26.0,120.0,457.0,False,500
808,0,20.0,22.0,20.0,365.0,False,500
809,0,20.0,45.0,74.0,581.0,False,500
810,0,15.0,50.0,24.0,887.0,False,500
811,0,20.0,23.0,121.0,409.0,False,500
812,0,27.0,21.0,154.0,329.0,False,500
813,1,22.0,66.0,120.0,1082.0,False,500
814,1,23.0,48.0,256.0,738.0,False,500
815,0,20.0,31.0,175.0,433.0,False,500
816,0,32.0,11.0,162.0,173.0,True,1
817,0,26.0,68.0,183.0,1041.0,False,500
818,1,27.0,10.0,118.0,137.0,True,36
819,1,20.0,23.0,157.0,367.0,False,500
820,1,13.0,55.0,93.0,941.0,False,500
821,0,19.0,39.0,77.0,601.0,False,500
822,1,17.0,15.0,177.0,262.0,False,500
823,1,18.0,20.0,137.0,283.0,False,500
824,0,23.0,46.0,172.0,746.0,False,500
825,0,17.0,27.0,189.0,443.0,False,500
826,1,23.0,14.0,280.0,255.0,False,500
827,0,25.0,22.0,65.0,292.0,False,500
828,0,24.0,32.0,119.0,412.0,False,500
829,1,23.0,14.0,269.0,153.0,True,262
830,0,32.0,8.0,207.0,117.0,True,2
831,0,19.0,37.0,150.0,670.0,False,500
832,0,27.0,21.0,122.0,234.0,False,500
833,1,30.0,12.0,88.0,182.0,True,1
834,0,29.0,28.0,150.0,353.0,False,500
835,0,24.0,20.0,199.0,338.0,False,500
836,1,26.0,10.0,142.0,155.0,True,22
837,0,23.0,28.0,226.0,363.0,False,500
838,1,21.0,45.0,452.0,646.0,False,500
839,0,27.0,17.0,135.0,305.0,False,500
840,1,30.0,32.0,216.0,393.0,True,14
841,0,15.0,19.0,230.0,254.0,False,500
842,0,20.0,9.0,254.0,135.0,True,421
843,0,24.0,14.0,190.0,200.0,False,500
844,1,16.0,43.0,169.0,774.0,False,500
845,1,23.0,26.0,247.0,428.0,False,500
846,0,24.0,24.0,81.0,434.0,False,500
847,0,27.0,10.0,221.0,165.0,False,500
848,1,27.0,25.0,149.0,340.0,False,500
849,0,22.0,24.0,197.0,283.0,False,500
850,1,14.0,48.0,130.0,756.0,False,500
851,1,24.0,49.0,48.0,721.0,False,500
852,0,27.0,14.0,145.0,269.0,False,500
853,1,21.0,17.0,94.0,258.0,False,500
854,1,30.0,13.0,105.0,168.0,True,1
855,1,13.0,3.0,148.0,42.0,True,1
856,1,29.0,59.0,91.0,840.0,False,500
857,0,16.0,19.0,114.0,298.0,False,500
858,0,21.0,41.0,138.0,557.0,False,500
859,1,25.0,40.0,194.0,581.0,False,500
860,0,25.0,51.0,169.0,841.0,False,500
861,0,21.0,21.0,223.0,327.0,False,500
862,0,19.0,13.0,78.0,228.0,False,500
863,1,18.0,39.0,137.0,707.0,False,500
864,1,17.0,32.0,165.0,600.0,False,500
865,0,22.0,62.0,69.0,982.0,False,500
866,1,32.0,38.0,92.0,617.0,True,39
867,1,24.0,17.0,171.0,207.0,False,500
868,0,20.0,24.0,112.0,384.0,False,500
869,0,24.0,27.0,156.0,303.0,False,500
870,0,20.0,18.0,113.0,264.0,False,500
871,1,36.0,18.0,64.0,233.0,True,2
872,1,29.0,7.0,148.0,121.0,True,2
873,0,27.0,5.0,135.0,79.0,True,4
874,0,20.0,29.0,146.0,513.0,False,500
875,1,21.0,45.0,74.0,618.0,False,500
876,0,22.0,35.0,124.0,568.0,False,500
877,1,34.0,15.0,233.0,186.0,True,11
878,0,26.0,72.0,111.0,985.0,False,500
879,1,16.0,39.0,199.0,599.0,False,500
880,0,34.0,56.0,179.0,1032.0,False,500
881,1,16.0,8.0,95.0,103.0,True,6
882,1,28.0,48.0,230.0,621.0,False,500
883,0,23.0,78.0,226.0,1338.0,False,500
884,0,33.0,32.0,120.0,629.0,False,500
885,0,34.0,39.0,47.0,653.0,True,234
886,0,25.0,24.0,150.0,311.0,False,500
887,0,19.0,49.0,86.0,637.0,False,500
888,1,16.0,15.0,319.0,234.0,False,500
889,1,25.0,33.0,186.0,423.0,False,500
890,0,22.0,42.0,192.0,530.0,False,500
891,0,17.0,21.0,260.0,332.0,False,500
892,0,23.0,28.0,281.0,465.0,False,500
893,1,19.0,22.0,126.0,379.0,False,500
894,0,23.0,28.0,211.0,442.0,False,500
895,0,22.0,25.0,103.0,520.0,False,500
896,1,24.0,17.0,184.0,272.0,False,500
897,0,39.0,33.0,143.0,619.0,False,500
898,1,24.0,47.0,159.0,705.0,False,500
899,1,26.0,55.0,164.0,745.0,False,500
900,0,28.0,24.0,82.0,305.0,False,500
901,0,16.0,14.0,78.0,226.0,False,500
902,0,20.0,57.0,76.0,794.0,False,500
903,0,21.0,23.0,146.0,310.0,False,500
904,0,16.0,57.0,76.0,891.0,False,500
905,0,28.0,27.0,86.0,493.0,False,500
906,0,19.0,11.0,133.0,197.0,False,500
907,0,20.0,17.0,123.0,303.0,False,500
908,1,29.0,13.0,185.0,183.0,True,324
909,1,27.0,34.0,267.0,598.0,False,500
910,1,38.0,27.0,234.0,436.0,True,36
911,0,19.0,10.0,86.0,158.0,False,500
912,1,19.0,63.0,231.0,946.0,False,500
913,0,30.0,58.0,79.0,785.0,False,500
914,0,28.0,33.0,128.0,482.0,False,500
915,1,17.0,13.0,348.0,172.0,False,500
916,1,28.0,6.0,190.0,110.0,True,2
917,1,25.0,31.0,144.0,475.0,False,500
918,0,10.0,13.0,94.0,240.0,False,500
919,0,23.0,9.0,193.0,129.0,True,43
920,1,14.0,19.0,129.0,305.0,False,500
921,0,22.0,96.0,88.0,1309.0,False,500
922,1,23.0,25.0,122.0,457.0,False,500
923,1,22.0,4.0,240.0,69.0,True,9
924,1,24.0,28.0,70.0,328.0,False,500
925,0,16.0,32.0,143.0,394.0,False,500
926,1,23.0,21.0,48.0,318.0,False,500
927,0,34.0,12.0,119.0,201.0,True,1
928,1,24.0,21.0,171.0,311.0,False,500
929,1,21.0,36.0,131.0,608.0,False,500
930,1,32.0,25.0,104.0,375.0,True,8
931,1,24.0,9.0,153.0,91.0,True,7
932,0,18.0,28.0,157.0,357.0,False,500
933,0,16.0,19.0,129.0,303.0,False,500
934,0,28.0,32.0,138.0,542.0,False,500
935,0,29.0,11.0,98.0,138.0,False,500
936,0,23.0,89.0,176.0,1337.0,False,500
937,1,22.0,36.0,166.0,514.0,False,500
938,0,22.0,40.0,188.0,595.0,False,500
939,0,21.0,47.0,128.0,741.0,False,500
940,0,18.0,18.0,47.0,228.0,False,500
941,1,22.0,49.0,105.0,763.0,False,500
942,0,19.0,29.0,93.0,525.0,False,500
943,1,15.0,16.0,158.0,207.0,False,500
944,1,29.0,26.0,151.0,319.0,False,500
945,1,20.0,35.0,83.0,579.0,False,500
946,1,29.0,51.0,184.0,662.0,False,500
947,0,28.0,28.0,105.0,360.0,False,500
948,0,31.0,25.0,56.0,398.0,True,62
949,1,30.0,45.0,117.0,572.0,True,62
950,0,26.0,4.0,191.0,48.0,True,5
951,1,20.0,59.0,147.0,877.0,False,500
952,0,19.0,52.0,169.0,763.0,False,500
953,0,24.0,74.0,170.0,1298.0,False,500
954,1,32.0,23.0,127.0,410.0,True,26
955,1,20.0,23.0,213.0,341.0,False,500
956,1,29.0,11.0,94.0,189.0,True,34
957,1,16.0,22.0,121.0,258.0,False,500
958,1,30.0,28.0,185.0,348.0,True,27
959,0,17.0,47.0,75.0,833.0,False,500
960,1,24.0,34.0,262.0,626.0,False,500
961,1,23.0,75.0,394.0,770.0,False,500
962,1,32.0,40.0,53.0,574.0,True,8
963,1,15.0,28.0,175.0,304.0,False,500
964,1,25.0,17.0,83.0,169.0,True,111
965,1,25.0,24.0,139.0,319.0,False,500
966,1,34.0,40.0,122.0,467.0,True,18
967,1,24.0,24.0,117.0,389.0,False,500
968,1,28.0,13.0,109.0,153.0,True,84
969,0,21.0,26.0,110.0,432.0,False,500
970,1,29.0,23.0,221.0,392.0,False,500
971,0,21.0,34.0,211.0,526.0,False,500
972,1,19.0,49.0,70.0,701.0,False,500
973,1,24.0,30.0,141.0,372.0,False,500
974,1,29.0,14.0,142.0,196.0,False,500
975,0,29.0,42.0,244.0,392.0,False,500
976,0,15.0,16.0,200.0,270.0,False,500
977,1,16.0,11.0,122.0,180.0,False,500
978,1,31.0,22.0,222.0,368.0,True,37
979,1,32.0,24.0,146.0,339.0,True,20
980,0,12.0,17.0,239.0,302.0,False,500
981,1,22.0,18.0,80.0,239.0,True,177
982,1,30.0,33.0,47.0,557.0,True,10
983,1,13.0,81.0,65.0,1120.0,False,500
984,0,28.0,24.0,173.0,372.0,False,500
985,0,19.0,37.0,187.0,556.0,False,500
986,1,30.0,21.0,293.0,283.0,True,9
987,1,29.0,23.0,316.0,362.0,False,500
988,0,33.0,18.0,67.0,308.0,True,8
989,1,22.0,45.0,165.0,639.0,False,500
990,1,23.0,34.0,42.0,500.0,False,500
991,0,18.0,9.0,158.0,137.0,False,500
992,1,26.0,25.0,60.0,306.0,False,500
993,1,17.0,79.0,94.0,1293.0,False,500
994,0,16.0,27.0,126.0,469.0,False,500
995,1,24.0,19.0,36.0,288.0,False,500
996,1,22.0,29.0,99.0,370.0,False,500
997,0,27.0,58.0,175.0,881.0,False,500
998,0,17.0,43.0,92.0,636.0,False,500
999,0,26.0,19.0,345.0,272.0,False,500
1000,1,21.0,16.0,141.0,255.0,False,500
1001,0,14.0,28.0,70.0,425.0,False,500
1002,0,23.0,39.0,217.0,613.0,False,500
1003,0,14.0,14.0,203.0,195.0,False,500
1004,0,24.0,23.0,77.0,349.0,False,500
1005,1,17.0,27.0,161.0,339.0,False,500
1006,0,24.0,26.0,172.0,401.0,False,500
1007,1,28.0,11.0,144.0,140.0,True,314
1008,0,46.0,15.0,172.0,273.0,True,1
1009,1,22.0,37.0,75.0,661.0,False,500
1010,1,24.0,32.0,149.0,414.0,False,500
1011,1,24.0,15.0,128.0,201.0,False,500
1012,1,16.0,45.0,100.0,776.0,False,500
1013,0,27.0,11.0,118.0,130.0,True,247
1014,0,31.0,47.0,139.0,779.0,False,500
1015,0,22.0,9.0,62.0,125.0,True,262
1016,0,15.0,17.0,174.0,215.0,False,500
1017,1,25.0,45.0,73.0,501.0,False,500
1018,1,27.0,49.0,75.0,810.0,False,500
1019,1,15.0,7.0,107.0,96.0,True,1
1020,1,18.0,25.0,178.0,401.0,False,500
1021,1,21.0,38.0,77.0,436.0,False,500
1022,0,25.0,12.0,218.0,208.0,False,500
1023,0,19.0,34.0,140.0,441.0,False,500
1024,0,20.0,59.0,116.0,791.0,False,500
1025,0,24.0,44.0,37.0,783.0,False,500
1026,0,18.0,55.0,54.0,684.0,False,500
1027,1,24.0,31.0,226.0,547.0,False,500
1028,0,28.0,48.0,128.0,844.0,False,500
1029,0,23.0,12.0,133.0,164.0,False,500
1030,1,32.0,32.0,228.0,518.0,True,146
1031,0,25.0,71.0,141.0,1106.0,False,500
1032,0,12.0,31.0,180.0,312.0,False,500
1033,1,19.0,16.0,204.0,238.0,False,500
1034,0,24.0,43.0,100.0,749.0,False,500
1035,1,31.0,44.0,159.0,588.0,True,167
1036,0,21.0,10.0,80.0,154.0,False,500
1037,1,30.0,53.0,169.0,714.0,False,500
1038,1,23.0,18.0,308.0,258.0,False,500
1039,1,23.0,15.0,168.0,297.0,False,500
1040,1,21.0,21.0,104.0,335.0,False,500
1041,0,27.0,32.0,54.0,483.0,False,500
1042,1,29.0,36.0,56.0,481.0,False,500
1043,0,21.0,29.0,182.0,413.0,False,500
1044,0,30.0,21.0,131.0,355.0,True,67
1045,0,20.0,54.0,172.0,777.0,False,500
1046,0,20.0,61.0,184.0,1033.0,False,500
1047,0,25.0,29.0,65.0,472.0,False,500
1048,0,25.0,32.0,95.0,384.0,False,500
1049,1,18.0,16.0,177.0,245.0,False,500
1050,1,16.0,39.0,115.0,645.0,False,500
1051,1,21.0,9.0,165.0,135.0,True,253
1052,0,31.0,45.0,122.0,614.0,False,500
1053,0,12.0,11.0,119.0,172.0,False,500
1054,0,20.0,63.0,44.0,980.0,False,500
1055,0,26.0,31.0,298.0,478.0,False,500
1056,1,27.0,40.0,136.0,730.0,False,500
1057,1,31.0,40.0,113.0,623.0,True,43
1058,0,22.0,17.0,158.0,210.0,False,500
1059,0,19.0,50.0,77.0,708.0,False,500
1060,1,26.0,39.0,86.0,579.0,False,500
1061,0,18.0,15.0,328.0,258.0,False,500
1062,1,26.0,28.0,100.0,472.0,False,500
1063,1,19.0,19.0,138.0,289.0,False,500
1064,0,25.0,22.0,222.0,370.0,False,500
1065,1,27.0,47.0,149.0,627.0,False,500
1066,0,37.0,64.0,108.0,925.0,False,500
1067,0,16.0,53.0,224.0,920.0,False,500
1068,1,19.0,27.0,78.0,404.0,False,500
1069,0,26.0,22.0,94.0,281.0,False,500
1070,0,17.0,42.0,181.0,714.0,False,500
1071,0,28.0,42.0,210.0,488.0,False,500
1072,1,23.0,60.0,233.0,949.0,False,500
1073,0,12.0,44.0,182.0,632.0,False,500
1074,1,22.0,73.0,77.0,991.0,False,500
1075,0,19.0,11.0,175.0,153.0,False,500
1076,1,21.0,20.0,128.0,348.0,False,500
1077,0,29.0,17.0,71.0,281.0,False,500
1078,1,26.0,41.0,108.0,437.0,False,500
1079,0,16.0,24.0,93.0,314.0,False,500
1080,0,25.0,22.0,94.0,320.0,False,500
1081,0,22.0,28.0,128.0,419.0,False,500
1082,1,23.0,58.0,106.0,961.0,False,500
1083,0,28.0,7.0,246.0,92.0,True,93
1084,0,17.0,19.0,74.0,234.0,False,500
1085,1,22.0,37.0,210.0,385.0,False,500
1086,1,37.0,33.0,57.0,555.0,True,54
1087,0,15.0,19.0,72.0,271.0,False,500
1088,0,27.0,31.0,124.0,385.0,False,500
1089,0,27.0,50.0,83.0,781.0,False,500
1090,1,26.0,16.0,172.0,246.0,False,500
1091,0,20.0,66.0,110.0,1083.0,False,500
1092,1,19.0,23.0,114.0,333.0,False,500
1093,1,23.0,23.0,99.0,378.0,False,500
1094,1,23.0,12.0,137.0,168.0,True,35
1095,1,14.0,15.0,127.0,225.0,False,500
1096,1,31.0,23.0,357.0,377.0,True,22
1097,1,27.0,26.0,184.0,348.0,False,500
1098,0,36.0,32.0,116.0,439.0,False,500
1099,1,18.0,55.0,306.0,859.0,False,500
1100,0,30.0,8.0,188.0,92.0,True,2
1101,0,19.0,28.0,294.0,493.0,False,500
1102,0,30.0,11.0,81.0,160.0,True,2
1103,1,24.0,30.0,198.0,433.0,False,500
1104,1,22.0,45.0,186.0,695.0,False,500
1105,0,24.0,17.0,152.0,240.0,False,500
1106,1,21.0,102.0,135.0,1655.0,False,500
1107,0,28.0,75.0,129.0,1000.0,False,500
1108,0,19.0,30.0,116.0,605.0,False,500
1109,1,40.0,43.0,43.0,594.0,True,1
1110,1,36.0,16.0,146.0,254.0,True,2
1111,0,16.0,17.0,133.0,242.0,False,500
1112,1,26.0,56.0,129.0,957.0,False,500
1113,1,25.0,42.0,133.0,561.0,False,500
1114,1,18.0,19.0,192.0,270.0,False,500
1115,1,22.0,15.0,214.0,259.0,False,500
1116,0,39.0,13.0,165.0,230.0,True,13
1117,0,37.0,15.0,118.0,221.0,True,20
1118,0,33.0,15.0,137.0,215.0,True,5
1119,0,35.0,42.0,105.0,784.0,False,500
1120,0,19.0,32.0,150.0,439.0,False,500
1121,0,24.0,11.0,226.0,208.0,False,500
1122,0,30.0,21.0,162.0,344.0,True,19
1123,0,29.0,31.0,73.0,481.0,False,500
1124,0,26.0,12.0,106.0,166.0,False,500
1125,0,30.0,9.0,280.0,131.0,True,4
1126,1,19.0,52.0,175.0,866.0,False,500
1127,0,30.0,34.0,147.0,561.0,False,500
1128,0,26.0,29.0,88.0,443.0,False,500
1129,0,13.0,28.0,166.0,437.0,False,500
1130,1,21.0,29.0,140.0,420.0,False,500
1131,0,25.0,16.0,293.0,231.0,False,500
1132,1,20.0,12.0,91.0,139.0,True,19
1133,0,15.0,44.0,83.0,593.0,False,500
1134,1,19.0,14.0,118.0,252.0,False,500
1135,1,20.0,17.0,175.0,236.0,False,500
1136,0,26.0,26.0,177.0,407.0,False,500
1137,1,18.0,30.0,71.0,412.0,False,500
1138,0,32.0,8.0,197.0,138.0,True,4
1139,1,23.0,20.0,196.0,243.0,False,500
1140,1,21.0,27.0,221.0,438.0,False,500
1141,0,23.0,13.0,59.0,204.0,False,500
1142,1,35.0,23.0,71.0,368.0,True,4
1143,0,28.0,14.0,197.0,260.0,False,500
1144,0,28.0,46.0,113.0,704.0,False,500
1145,0,17.0,34.0,228.0,566.0,False,500
1146,0,14.0,57.0,120.0,970.0,False,500
1147,0,28.0,32.0,195.0,442.0,False,500
1148,0,20.0,11.0,77.0,154.0,False,500
1149,1,24.0,88.0,99.0,1389.0,False,500
1150,0,25.0,35.0,95.0,475.0,False,500
1151,0,28.0,12.0,105.0,187.0,True,26
1152,1,18.0,38.0,126.0,675.0,False,500
1153,0,33.0,13.0,229.0,231.0,True,7
