order_date,market,region,product_category,product,cost,inventory,net_profit,sales
5/1/2021,Retail,West,Espresso,Decaf Espresso,81,794,88,47
5/1/2021,Retail,West,Coffee,Columbian,86,888,-8,98
5/1/2021,Retail,West,Herbal tea,Chamomile,888,799,88,897
5/1/2021,Retail,West,Herbal tea,Lemon,798,786,861,468
5/1/2021,Retail,West,Herbal tea,Mint,879,678,888,888
5/1/2021,Retail,West,Tea,Darjeeling,868,7388,888,688
5/1/2021,Retail,West,Tea,Earl Grey,861,8879,864,888
5/1/2021,Retail,West,Tea,Green Tea,868,7948,-891,89
5/1/2021,Retail,West,Coffee,Decaf Irish Cream,88,776,6,69
5/1/2021,Retail,West,Espresso,Caffe Latte,88,868,88,889
5/1/2021,Retail,West,Espresso,Caffe Mocha,88,868,79,888
5/1/2021,Retail,West,Espresso,Decaf Espresso,737,8886,98,799
5/1/2021,Retail,West,Coffee,Amaretto,88,489,-8,889
5/1/2021,Retail,West,Coffee,Columbian,49,488,9,886
5/1/2021,Retail,West,Herbal tea,Chamomile,81,774,86,78
5/1/2021,Retail,West,Herbal tea,Lemon,48,618,81,77
5/1/2021,Retail,West,Tea,Darjeeling,81,464,88,47
5/1/2021,Retail,West,Tea,Earl Grey,74,677,77,888
5/1/2021,Retail,West,Tea,Green Tea,793,888,818,798
5/1/2021,Retail,West,Coffee,Decaf Irish Cream,48,894,88,818
5/1/2021,Retail,West,Espresso,Caffe Latte,49,797,73,881
5/1/2021,Retail,West,Espresso,Caffe Mocha,89,889,86,881
5/1/2021,Retail,West,Espresso,Decaf Espresso,79,778,47,791
5/1/2021,Retail,West,Coffee,Columbian,78,798,89,798
5/1/2021,Retail,West,Herbal tea,Chamomile,881,8181,79,798
5/1/2021,Retail,West,Herbal tea,Lemon,41,778,86,77
5/1/2021,Retail,West,Tea,Darjeeling,49,888,44,881
5/1/2021,Retail,West,Tea,Earl Grey,48,481,79,881
5/1/2021,Retail,West,Tea,Green Tea,64,888,8,793
5/1/2021,Retail,West,Coffee,Decaf Irish Cream,78,797,86,888
6/1/2021,Wholesale,Central,Tea,Darjeeling,88,796,88,888
6/1/2021,Wholesale,Central,Tea,Earl Grey,88,8189,79,879
6/1/2021,Wholesale,Central,Tea,Green Tea,48,797,79,77
6/1/2021,Wholesale,Central,Espresso,Caffe Mocha,74,868,77,881
6/1/2021,Wholesale,Central,Espresso,Decaf Espresso,73,648,88,888
6/1/2021,Wholesale,Central,Coffee,Amaretto,888,977,888,796
6/1/2021,Wholesale,Central,Coffee,Columbian,98,794,69,791
6/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,888,747,888,818
6/1/2021,Wholesale,Central,Herbal tea,Chamomile,737,7938,98,799
6/1/2021,Wholesale,Central,Herbal tea,Lemon,44,476,-7,817
6/1/2021,Wholesale,Central,Herbal tea,Mint,81,797,73,889
6/1/2021,Wholesale,Central,Tea,Darjeeling,74,868,77,881
6/1/2021,Wholesale,Central,Tea,Earl Grey,73,648,88,888
6/1/2021,Wholesale,Central,Espresso,Caffe Mocha,798,8686,738,673
6/1/2021,Wholesale,Central,Espresso,Decaf Espresso,861,7988,864,888
6/1/2021,Wholesale,Central,Coffee,Columbian,811,8178,867,479
6/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,738,764,888,738
6/1/2021,Wholesale,Central,Herbal tea,Chamomile,888,977,888,796
6/1/2021,Wholesale,Central,Herbal tea,Lemon,98,794,67,791
6/1/2021,Wholesale,Central,Herbal tea,Mint,888,747,888,818
6/1/2021,Retail,Central,Tea,Darjeeling,861,7988,864,888
6/1/2021,Retail,Central,Tea,Earl Grey,798,7973,797,618
6/1/2021,Retail,Central,Espresso,Caffe Mocha,88,779,88,88
6/1/2021,Retail,Central,Espresso,Decaf Espresso,1,618,88,48
6/1/2021,Retail,Central,Coffee,Amaretto,88,948,89,89
6/1/2021,Retail,Central,Coffee,Columbian,88,776,9,71
6/1/2021,Retail,Central,Coffee,Decaf Irish Cream,88,619,88,88
6/1/2021,Retail,Central,Herbal tea,Chamomile,798,8686,738,673
6/1/2021,Retail,Central,Herbal tea,Lemon,738,764,886,738
6/1/2021,Retail,Central,Tea,Darjeeling,48,879,73,76
6/1/2021,Retail,Central,Tea,Earl Grey,88,814,-8,79
6/1/2021,Retail,Central,Tea,Green Tea,86,886,1,98
6/1/2021,Retail,Central,Espresso,Caffe Mocha,79,976,88,78
6/1/2021,Retail,Central,Espresso,Decaf Espresso,86,989,88,97
6/1/2021,Retail,Central,Coffee,Columbian,76,891,88,867
6/1/2021,Retail,Central,Coffee,Decaf Irish Cream,68,8148,88,738
6/1/2021,Retail,Central,Herbal tea,Chamomile,88,888,-4,888
6/1/2021,Retail,Central,Herbal tea,Lemon,886,7938,-88,738
6/1/2021,Wholesale,Central,Tea,Darjeeling,888,767,77,799
6/1/2021,Wholesale,Central,Tea,Earl Grey,889,686,818,898
6/1/2021,Wholesale,Central,Espresso,Caffe Mocha,737,7938,98,799
6/1/2021,Wholesale,Central,Espresso,Decaf Espresso,88,796,88,888
6/1/2021,Wholesale,Central,Coffee,Amaretto,81,797,73,889
6/1/2021,Wholesale,Central,Coffee,Columbian,89,473,79,78
6/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,44,476,-6,817
6/1/2021,Wholesale,Central,Herbal tea,Chamomile,89,479,7,44
6/1/2021,Wholesale,Central,Herbal tea,Lemon,73,986,89,61
6/1/2021,Retail,Central,Tea,Darjeeling,41,448,73,77
6/1/2021,Retail,Central,Tea,Earl Grey,88,797,-8,889
6/1/2021,Retail,Central,Espresso,Caffe Mocha,98,8146,81,797
6/1/2021,Retail,Central,Espresso,Decaf Espresso,49,798,73,881
6/1/2021,Retail,Central,Coffee,Amaretto,79,797,79,888
6/1/2021,Retail,Central,Coffee,Columbian,881,668,73,864
6/1/2021,Retail,Central,Coffee,Decaf Irish Cream,78,888,68,888
6/1/2021,Retail,Central,Herbal tea,Chamomile,47,798,41,888
6/1/2021,Retail,Central,Herbal tea,Lemon,79,948,89,734
6/1/2021,Retail,East,Tea,Darjeeling,79,976,88,78
6/1/2021,Retail,East,Tea,Green Tea,81,914,88,88
6/1/2021,Retail,East,Espresso,Caffe Mocha,88,797,-8,889
6/1/2021,Retail,East,Espresso,Decaf Espresso,46,867,79,819
6/1/2021,Retail,East,Coffee,Columbian,78,8818,77,888
6/1/2021,Retail,East,Herbal tea,Lemon,76,891,88,867
6/1/2021,Retail,East,Herbal tea,Mint,68,8148,86,738
6/1/2021,Wholesale,East,Tea,Darjeeling,48,964,89,818
6/1/2021,Wholesale,East,Tea,Green Tea,79,948,89,734
6/1/2021,Wholesale,East,Espresso,Caffe Mocha,881,668,88,864
6/1/2021,Wholesale,East,Espresso,Decaf Espresso,78,888,68,888
6/1/2021,Wholesale,East,Coffee,Columbian,888,767,77,799
6/1/2021,Wholesale,East,Coffee,Decaf Irish Cream,889,686,818,898
6/1/2021,Wholesale,East,Herbal tea,Chamomile,49,798,88,881
6/1/2021,Wholesale,East,Herbal tea,Lemon,79,797,79,888
6/1/2021,Wholesale,East,Herbal tea,Mint,98,8146,47,797
6/1/2021,Wholesale,East,Tea,Darjeeling,73,986,79,61
6/1/2021,Wholesale,East,Tea,Green Tea,89,479,81,44
6/1/2021,Wholesale,East,Espresso,Caffe Mocha,44,738,-8,888
6/1/2021,Wholesale,East,Espresso,Regular Espresso,737,7938,98,799
6/1/2021,Wholesale,East,Coffee,Columbian,73,-8116,737,647
6/1/2021,Wholesale,East,Herbal tea,Lemon,88,796,88,888
6/1/2021,Retail,East,Tea,Darjeeling,88,948,79,89
6/1/2021,Retail,East,Tea,Green Tea,1,618,88,48
6/1/2021,Retail,East,Espresso,Caffe Mocha,88,888,-4,888
6/1/2021,Retail,East,Espresso,Regular Espresso,88,814,-8,79
6/1/2021,Retail,East,Coffee,Amaretto,86,818,48,889
6/1/2021,Retail,East,Coffee,Columbian,68,486,48,886
6/1/2021,Retail,East,Herbal tea,Lemon,86,886,1,98
6/1/2021,Wholesale,East,Tea,Darjeeling,888,747,888,818
6/1/2021,Wholesale,East,Tea,Earl Grey,888,977,888,796
6/1/2021,Wholesale,East,Tea,Green Tea,74,868,77,881
6/1/2021,Wholesale,East,Espresso,Caffe Mocha,734,7977,-886,78
6/1/2021,Wholesale,East,Espresso,Regular Espresso,861,7318,889,678
6/1/2021,Wholesale,East,Coffee,Columbian,886,7376,879,971
6/1/2021,Wholesale,East,Herbal tea,Lemon,798,7979,868,667
6/1/2021,Wholesale,East,Herbal tea,Mint,734,8686,-738,799
6/1/2021,Retail,South,Espresso,Decaf Espresso,41,448,88,77
6/1/2021,Retail,South,Espresso,Caffe Latte,88,-867,-8,889
6/1/2021,Retail,South,Espresso,Caffe Mocha,47,798,48,888
6/1/2021,Retail,South,Herbal tea,Chamomile,49,798,86,888
6/1/2021,Retail,South,Herbal tea,Lemon,76,891,88,867
6/1/2021,Retail,South,Coffee,Columbian,48,988,41,817
6/1/2021,Retail,South,Coffee,Decaf Irish Cream,79,948,89,734
6/1/2021,Retail,South,Espresso,Decaf Espresso,48,879,73,76
6/1/2021,Retail,South,Espresso,Caffe Latte,88,-891,-8,79
6/1/2021,Retail,South,Espresso,Caffe Mocha,88,888,-8,888
6/1/2021,Retail,South,Herbal tea,Chamomile,88,948,89,89
6/1/2021,Retail,South,Herbal tea,Lemon,88,776,9,71
6/1/2021,Retail,South,Coffee,Columbian,68,486,48,886
6/1/2021,Retail,South,Coffee,Decaf Irish Cream,886,7938,-73,738
6/1/2021,Retail,South,Espresso,Decaf Espresso,888,767,77,799
6/1/2021,Retail,South,Espresso,Caffe Latte,889,-661,818,898
6/1/2021,Retail,South,Espresso,Caffe Mocha,89,479,81,44
6/1/2021,Retail,South,Herbal tea,Chamomile,79,797,79,888
6/1/2021,Retail,South,Herbal tea,Lemon,881,668,88,864
6/1/2021,Retail,South,Coffee,Columbian,48,797,79,77
6/1/2021,Retail,South,Coffee,Decaf Irish Cream,73,986,79,61
6/1/2021,Wholesale,South,Espresso,Decaf Espresso,74,868,77,881
6/1/2021,Wholesale,South,Espresso,Caffe Latte,73,-888,88,888
6/1/2021,Wholesale,South,Espresso,Caffe Mocha,888,977,881,796
6/1/2021,Wholesale,South,Herbal tea,Chamomile,81,797,73,889
6/1/2021,Wholesale,South,Herbal tea,Lemon,89,473,81,78
6/1/2021,Wholesale,South,Coffee,Columbian,734,8888,798,888
6/1/2021,Wholesale,South,Coffee,Decaf Irish Cream,98,794,69,791
6/1/2021,Retail,West,Espresso,Caffe Latte,86,989,88,97
6/1/2021,Retail,West,Espresso,Caffe Mocha,49,798,88,888
6/1/2021,Retail,West,Espresso,Decaf Espresso,79,976,73,78
6/1/2021,Retail,West,Coffee,Amaretto,68,8148,86,738
6/1/2021,Retail,West,Coffee,Columbian,46,867,79,819
6/1/2021,Retail,West,Herbal tea,Chamomile,86,818,48,889
6/1/2021,Retail,West,Herbal tea,Lemon,68,486,48,886
6/1/2021,Retail,West,Herbal tea,Mint,886,7938,-88,738
6/1/2021,Retail,West,Tea,Darjeeling,88,888,-8,888
6/1/2021,Retail,West,Tea,Earl Grey,48,879,73,76
6/1/2021,Retail,West,Tea,Green Tea,88,814,-8,79
6/1/2021,Retail,West,Coffee,Decaf Irish Cream,76,891,88,867
6/1/2021,Wholesale,West,Espresso,Caffe Latte,861,7988,868,888
6/1/2021,Wholesale,West,Espresso,Caffe Mocha,734,974,86,738
6/1/2021,Wholesale,West,Espresso,Decaf Espresso,798,8686,731,673
6/1/2021,Wholesale,West,Coffee,Amaretto,738,8793,-888,76
6/1/2021,Wholesale,West,Coffee,Columbian,886,7376,879,971
6/1/2021,Wholesale,West,Herbal tea,Chamomile,888,747,888,818
6/1/2021,Wholesale,West,Herbal tea,Lemon,734,8888,798,888
6/1/2021,Wholesale,West,Herbal tea,Mint,98,794,67,791
6/1/2021,Wholesale,West,Tea,Darjeeling,888,977,881,796
6/1/2021,Wholesale,West,Tea,Earl Grey,74,868,79,881
6/1/2021,Wholesale,West,Tea,Green Tea,73,648,88,888
6/1/2021,Wholesale,West,Coffee,Decaf Irish Cream,811,8798,-738,867
6/1/2021,Retail,West,Espresso,Caffe Latte,1,618,88,48
6/1/2021,Retail,West,Espresso,Caffe Mocha,88,948,89,89
6/1/2021,Retail,West,Espresso,Decaf Espresso,88,779,88,88
6/1/2021,Retail,West,Coffee,Columbian,86,886,1,98
6/1/2021,Retail,West,Herbal tea,Chamomile,734,974,79,738
6/1/2021,Retail,West,Herbal tea,Lemon,811,8178,866,479
6/1/2021,Retail,West,Herbal tea,Mint,738,764,886,738
6/1/2021,Retail,West,Tea,Darjeeling,798,8686,738,673
6/1/2021,Retail,West,Tea,Earl Grey,861,7988,868,888
6/1/2021,Retail,West,Tea,Green Tea,798,4817,-867,79
6/1/2021,Retail,West,Coffee,Decaf Irish Cream,88,776,9,71
6/1/2021,Retail,West,Espresso,Caffe Latte,88,796,88,888
6/1/2021,Retail,West,Espresso,Caffe Mocha,81,797,73,889
6/1/2021,Retail,West,Espresso,Decaf Espresso,737,7938,98,799
6/1/2021,Retail,West,Coffee,Amaretto,44,476,-6,817
6/1/2021,Retail,West,Coffee,Columbian,47,486,4,888
6/1/2021,Retail,West,Herbal tea,Chamomile,89,986,88,67
6/1/2021,Retail,West,Herbal tea,Lemon,48,797,81,77
6/1/2021,Retail,West,Tea,Darjeeling,89,479,7,44
6/1/2021,Retail,West,Tea,Earl Grey,888,767,811,799
6/1/2021,Retail,West,Tea,Green Tea,889,686,818,898
6/1/2021,Retail,West,Coffee,Decaf Irish Cream,89,473,81,78
6/1/2021,Retail,West,Espresso,Caffe Latte,49,798,73,881
6/1/2021,Retail,West,Espresso,Caffe Mocha,79,797,89,888
6/1/2021,Retail,West,Espresso,Decaf Espresso,98,8146,47,797
6/1/2021,Retail,West,Coffee,Columbian,77,488,66,798
6/1/2021,Retail,West,Herbal tea,Chamomile,78,8818,77,888
6/1/2021,Retail,West,Herbal tea,Lemon,48,988,41,817
6/1/2021,Retail,West,Tea,Darjeeling,47,798,48,888
6/1/2021,Retail,West,Tea,Earl Grey,41,448,73,77
6/1/2021,Retail,West,Tea,Green Tea,88,797,-8,889
6/1/2021,Retail,West,Coffee,Decaf Irish Cream,881,668,73,864
7/1/2021,Wholesale,Central,Herbal tea,Chamomile,738,8814,98,798
7/1/2021,Wholesale,Central,Herbal tea,Lemon,79,879,-81,78
7/1/2021,Wholesale,Central,Herbal tea,Mint,47,481,88,881
7/1/2021,Wholesale,Central,Tea,Darjeeling,88,479,88,888
7/1/2021,Wholesale,Central,Tea,Earl Grey,81,8188,88,817
7/1/2021,Wholesale,Central,Tea,Green Tea,48,798,79,74
7/1/2021,Wholesale,Central,Espresso,Caffe Mocha,74,619,79,881
7/1/2021,Wholesale,Central,Espresso,Decaf Espresso,88,669,88,888
7/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,879,8117,879,888
7/1/2021,Wholesale,Central,Coffee,Amaretto,814,788,888,886
7/1/2021,Wholesale,Central,Coffee,Columbian,97,864,78,797
7/1/2021,Wholesale,Central,Herbal tea,Chamomile,814,788,888,886
7/1/2021,Wholesale,Central,Herbal tea,Lemon,97,864,78,797
7/1/2021,Wholesale,Central,Herbal tea,Mint,879,8117,879,888
7/1/2021,Wholesale,Central,Tea,Darjeeling,74,619,77,881
7/1/2021,Wholesale,Central,Tea,Earl Grey,88,669,88,888
7/1/2021,Wholesale,Central,Espresso,Caffe Mocha,798,7948,879,679
7/1/2021,Wholesale,Central,Espresso,Decaf Espresso,866,8979,869,888
7/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,793,988,881,796
7/1/2021,Wholesale,Central,Coffee,Columbian,889,8791,819,867
7/1/2021,Retail,Central,Herbal tea,Chamomile,798,7948,889,679
7/1/2021,Retail,Central,Herbal tea,Lemon,793,988,881,796
7/1/2021,Retail,Central,Tea,Darjeeling,866,8979,867,888
7/1/2021,Retail,Central,Tea,Earl Grey,791,8973,797,618
7/1/2021,Retail,Central,Espresso,Caffe Mocha,81,919,88,47
7/1/2021,Retail,Central,Espresso,Decaf Espresso,1,879,88,48
7/1/2021,Retail,Central,Coffee,Decaf Irish Cream,88,618,88,73
7/1/2021,Retail,Central,Coffee,Amaretto,88,973,79,68
7/1/2021,Retail,Central,Coffee,Columbian,73,8181,7,78
7/1/2021,Retail,Central,Herbal tea,Chamomile,79,889,-8,738
7/1/2021,Retail,Central,Herbal tea,Lemon,881,8793,-88,867
7/1/2021,Retail,Central,Tea,Darjeeling,44,889,79,818
7/1/2021,Retail,Central,Tea,Earl Grey,41,879,8,97
7/1/2021,Retail,Central,Tea,Green Tea,86,888,1,98
7/1/2021,Retail,Central,Espresso,Caffe Mocha,88,974,88,97
7/1/2021,Retail,Central,Espresso,Decaf Espresso,79,948,88,76
7/1/2021,Retail,Central,Coffee,Decaf Irish Cream,61,8171,88,888
7/1/2021,Retail,Central,Coffee,Columbian,76,688,88,867
7/1/2021,Wholesale,Central,Herbal tea,Chamomile,89,496,7,44
7/1/2021,Wholesale,Central,Herbal tea,Lemon,88,969,86,79
7/1/2021,Wholesale,Central,Tea,Darjeeling,793,988,814,896
7/1/2021,Wholesale,Central,Tea,Earl Grey,738,678,889,886
7/1/2021,Wholesale,Central,Espresso,Caffe Mocha,738,8814,98,798
7/1/2021,Wholesale,Central,Espresso,Decaf Espresso,88,479,88,888
7/1/2021,Wholesale,Central,Coffee,Amaretto,47,481,81,881
7/1/2021,Wholesale,Central,Coffee,Columbian,73,488,89,98
7/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,79,879,-7,78
7/1/2021,Retail,Central,Herbal tea,Chamomile,79,891,79,814
7/1/2021,Retail,Central,Herbal tea,Lemon,79,971,89,734
7/1/2021,Retail,Central,Tea,Darjeeling,86,468,88,71
7/1/2021,Retail,Central,Tea,Earl Grey,47,688,-6,888
7/1/2021,Retail,Central,Espresso,Caffe Mocha,96,8198,86,897
7/1/2021,Retail,Central,Espresso,Decaf Espresso,81,897,86,888
7/1/2021,Retail,Central,Coffee,Amaretto,79,418,89,888
7/1/2021,Retail,Central,Coffee,Columbian,793,779,88,797
7/1/2021,Retail,Central,Coffee,Decaf Irish Cream,77,798,78,879
7/1/2021,Retail,East,Tea,Darjeeling,88,974,88,97
7/1/2021,Retail,East,Tea,Green Tea,81,973,88,88
7/1/2021,Retail,East,Herbal tea,Lemon,76,688,88,867
7/1/2021,Retail,East,Herbal tea,Mint,61,8171,88,888
7/1/2021,Retail,East,Espresso,Caffe Mocha,47,688,-8,888
7/1/2021,Retail,East,Espresso,Decaf Espresso,48,899,86,811
7/1/2021,Retail,East,Coffee,Columbian,71,7939,78,888
7/1/2021,Wholesale,East,Tea,Darjeeling,48,998,48,881
7/1/2021,Wholesale,East,Tea,Green Tea,79,971,89,734
7/1/2021,Wholesale,East,Herbal tea,Chamomile,81,897,86,888
7/1/2021,Wholesale,East,Herbal tea,Lemon,79,418,79,888
7/1/2021,Wholesale,East,Herbal tea,Mint,96,8198,88,897
7/1/2021,Wholesale,East,Espresso,Caffe Mocha,793,779,88,797
7/1/2021,Wholesale,East,Espresso,Decaf Espresso,77,798,78,879
7/1/2021,Wholesale,East,Coffee,Columbian,793,988,814,896
7/1/2021,Wholesale,East,Coffee,Decaf Irish Cream,738,678,879,886
7/1/2021,Wholesale,East,Tea,Darjeeling,88,969,86,79
7/1/2021,Wholesale,East,Tea,Green Tea,89,496,7,44
7/1/2021,Wholesale,East,Herbal tea,Lemon,88,479,88,888
7/1/2021,Wholesale,East,Espresso,Caffe Mocha,79,861,7,888
7/1/2021,Wholesale,East,Espresso,Regular Espresso,738,8814,98,798
7/1/2021,Wholesale,East,Coffee,Columbian,88,-7378,864,668
7/1/2021,Retail,East,Tea,Darjeeling,88,973,79,68
7/1/2021,Retail,East,Tea,Green Tea,1,879,88,48
7/1/2021,Retail,East,Herbal tea,Lemon,86,888,1,98
7/1/2021,Retail,East,Espresso,Caffe Mocha,79,889,-8,738
7/1/2021,Retail,East,Espresso,Regular Espresso,41,879,1,97
7/1/2021,Retail,East,Coffee,Amaretto,68,879,47,888
7/1/2021,Retail,East,Coffee,Columbian,64,467,48,861
7/1/2021,Wholesale,East,Tea,Darjeeling,879,8117,889,888
7/1/2021,Wholesale,East,Tea,Earl Grey,814,788,888,886
7/1/2021,Wholesale,East,Tea,Green Tea,74,619,79,881
7/1/2021,Wholesale,East,Herbal tea,Lemon,791,7998,899,778
7/1/2021,Wholesale,East,Herbal tea,Mint,861,8176,-864,799
7/1/2021,Wholesale,East,Espresso,Regular Espresso,866,8888,898,736
7/1/2021,Wholesale,East,Espresso,Caffe Mocha,868,8888,-866,77
7/1/2021,Wholesale,East,Coffee,Columbian,864,8673,791,788
7/1/2021,Retail,South,Coffee,Decaf Irish Cream,79,971,89,734
7/1/2021,Retail,South,Coffee,Columbian,41,948,86,77
7/1/2021,Retail,South,Herbal tea,Chamomile,46,897,88,816
7/1/2021,Retail,South,Herbal tea,Lemon,76,688,88,867
7/1/2021,Retail,South,Espresso,Caffe Latte,47,-798,-6,888
7/1/2021,Retail,South,Espresso,Caffe Mocha,79,891,81,814
7/1/2021,Retail,South,Espresso,Decaf Espresso,86,468,88,71
7/1/2021,Retail,South,Coffee,Decaf Irish Cream,881,8793,-88,867
7/1/2021,Retail,South,Coffee,Columbian,64,467,44,861
7/1/2021,Retail,South,Herbal tea,Chamomile,88,973,79,68
7/1/2021,Retail,South,Herbal tea,Lemon,73,8181,81,78
7/1/2021,Retail,South,Espresso,Caffe Latte,41,-889,8,97
7/1/2021,Retail,South,Espresso,Caffe Mocha,79,889,-8,738
7/1/2021,Retail,South,Espresso,Decaf Espresso,44,889,89,818
7/1/2021,Retail,South,Coffee,Decaf Irish Cream,88,969,86,79
7/1/2021,Retail,South,Coffee,Columbian,48,798,89,74
7/1/2021,Retail,South,Herbal tea,Lemon,793,779,88,797
7/1/2021,Retail,South,Herbal tea,Chamomile,79,418,79,888
7/1/2021,Retail,South,Espresso,Caffe Latte,738,-748,889,886
7/1/2021,Retail,South,Espresso,Caffe Mocha,89,496,7,44
7/1/2021,Retail,South,Espresso,Decaf Espresso,793,988,818,896
7/1/2021,Wholesale,South,Coffee,Decaf Irish Cream,97,864,78,797
7/1/2021,Wholesale,South,Coffee,Columbian,861,8879,816,867
7/1/2021,Wholesale,South,Herbal tea,Lemon,73,488,79,98
7/1/2021,Wholesale,South,Herbal tea,Chamomile,47,481,81,881
7/1/2021,Wholesale,South,Espresso,Caffe Latte,88,-486,81,888
7/1/2021,Wholesale,South,Espresso,Caffe Mocha,814,788,888,886
7/1/2021,Wholesale,South,Espresso,Decaf Espresso,74,619,79,881
7/1/2021,Retail,West,Coffee,Amaretto,61,8171,88,888
7/1/2021,Retail,West,Coffee,Columbian,48,899,86,811
7/1/2021,Retail,West,Herbal tea,Chamomile,68,879,49,888
7/1/2021,Retail,West,Herbal tea,Lemon,64,467,44,861
7/1/2021,Retail,West,Herbal tea,Mint,881,8793,-88,867
7/1/2021,Retail,West,Tea,Darjeeling,79,889,1,738
7/1/2021,Retail,West,Tea,Earl Grey,44,889,79,818
7/1/2021,Retail,West,Tea,Green Tea,41,879,8,97
7/1/2021,Retail,West,Coffee,Decaf Irish Cream,76,688,88,867
7/1/2021,Retail,West,Espresso,Caffe Latte,79,948,86,76
7/1/2021,Retail,West,Espresso,Caffe Mocha,46,897,88,816
7/1/2021,Retail,West,Espresso,Decaf Espresso,88,974,88,97
7/1/2021,Wholesale,West,Coffee,Amaretto,793,8988,-889,97
7/1/2021,Wholesale,West,Coffee,Columbian,864,8673,791,788
7/1/2021,Wholesale,West,Herbal tea,Chamomile,879,8117,879,888
7/1/2021,Wholesale,West,Herbal tea,Lemon,861,8879,818,867
7/1/2021,Wholesale,West,Herbal tea,Mint,97,864,78,797
7/1/2021,Wholesale,West,Tea,Darjeeling,814,788,888,886
7/1/2021,Wholesale,West,Tea,Earl Grey,74,619,79,881
7/1/2021,Wholesale,West,Tea,Green Tea,88,669,81,888
7/1/2021,Wholesale,West,Coffee,Decaf Irish Cream,889,7977,-879,818
7/1/2021,Wholesale,West,Espresso,Caffe Latte,866,8979,867,888
7/1/2021,Wholesale,West,Espresso,Caffe Mocha,868,748,48,897
7/1/2021,Wholesale,West,Espresso,Decaf Espresso,798,7948,879,679
7/1/2021,Retail,West,Coffee,Columbian,86,888,-8,98
7/1/2021,Retail,West,Herbal tea,Chamomile,868,748,48,897
7/1/2021,Retail,West,Herbal tea,Lemon,889,8791,819,867
7/1/2021,Retail,West,Herbal tea,Mint,793,988,881,796
7/1/2021,Retail,West,Tea,Darjeeling,798,7948,889,679
7/1/2021,Retail,West,Tea,Earl Grey,866,8979,869,888
7/1/2021,Retail,West,Tea,Green Tea,791,8881,-799,79
7/1/2021,Retail,West,Coffee,Decaf Irish Cream,73,8181,7,78
7/1/2021,Retail,West,Espresso,Caffe Latte,1,879,88,48
7/1/2021,Retail,West,Espresso,Caffe Mocha,88,973,79,68
7/1/2021,Retail,West,Espresso,Decaf Espresso,81,919,88,47
7/1/2021,Retail,West,Coffee,Amaretto,79,879,-81,78
7/1/2021,Retail,West,Coffee,Columbian,79,479,1,74
7/1/2021,Retail,West,Herbal tea,Chamomile,81,979,73,74
7/1/2021,Retail,West,Herbal tea,Lemon,48,798,79,74
7/1/2021,Retail,West,Tea,Darjeeling,89,496,7,44
7/1/2021,Retail,West,Tea,Earl Grey,793,988,814,896
7/1/2021,Retail,West,Tea,Green Tea,738,678,879,886
7/1/2021,Retail,West,Coffee,Decaf Irish Cream,73,488,89,98
7/1/2021,Retail,West,Espresso,Caffe Latte,88,479,88,888
7/1/2021,Retail,West,Espresso,Caffe Mocha,47,481,81,881
7/1/2021,Retail,West,Espresso,Decaf Espresso,738,8814,98,798
7/1/2021,Retail,West,Herbal tea,Chamomile,71,7939,78,888
7/1/2021,Retail,West,Herbal tea,Lemon,41,948,79,77
7/1/2021,Retail,West,Tea,Darjeeling,79,891,79,814
7/1/2021,Retail,West,Tea,Earl Grey,86,468,81,71
7/1/2021,Retail,West,Tea,Green Tea,47,688,-8,888
7/1/2021,Retail,West,Coffee,Columbian,96,468,78,888
7/1/2021,Retail,West,Coffee,Decaf Irish Cream,793,779,88,797
7/1/2021,Retail,West,Espresso,Caffe Latte,81,897,86,888
7/1/2021,Retail,West,Espresso,Caffe Mocha,79,418,89,888
7/1/2021,Retail,West,Espresso,Decaf Espresso,96,8198,86,897
8/1/2021,Wholesale,Central,Herbal tea,Chamomile,738,8798,98,798
8/1/2021,Wholesale,Central,Herbal tea,Lemon,79,888,-81,97
8/1/2021,Wholesale,Central,Herbal tea,Mint,46,488,81,819
8/1/2021,Wholesale,Central,Tea,Darjeeling,47,473,7,817
8/1/2021,Wholesale,Central,Tea,Earl Grey,48,8146,86,78
8/1/2021,Wholesale,Central,Tea,Green Tea,69,897,88,888
8/1/2021,Wholesale,Central,Espresso,Caffe Mocha,811,799,818,738
8/1/2021,Wholesale,Central,Espresso,Decaf Espresso,88,668,81,888
8/1/2021,Wholesale,Central,Coffee,Decaf Irish Cream,888,774,734,888
8/1/2021,Wholesale,Central,Coffee,Amaretto,888,748,888,818
8/1/2021,Wholesale,Central,Coffee,Columbian,88,793,79,881
8/1/2021,Wholesale,Central,Herbal tea,Chamomile,888,748,888,818
8/1/2021,Wholesale,Central,Herbal tea,Lemon,88,793,79,881
8/1/2021,Wholesale,Central,Herbal tea,Mint,888,774,738,888
8/1/2021,Wholesale,Central,Tea,Darjeeling,811,799,818,738
8/1/2021,Wholesale,Central,Tea,Earl Grey,88,668,81,888
8/1/2021,Wholesale,Central,Espresso,Caffe Mocha,798,7973,868,697
